:START_ID(disease)|:END_ID(second_level_departments)|type:STRING|name:STRING
6919|20869|所属科室|所属科室
6321|20878|所属科室|所属科室
8598|20867|所属科室|所属科室
8551|20906|所属科室|所属科室
8192|20898|所属科室|所属科室
367|20882|所属科室|所属科室
8795|20904|所属科室|所属科室
2252|20908|所属科室|所属科室
1236|20895|所属科室|所属科室
4743|20865|所属科室|所属科室
2150|20904|所属科室|所属科室
6029|20912|所属科室|所属科室
4533|20899|所属科室|所属科室
5765|20912|所属科室|所属科室
6777|20869|所属科室|所属科室
2503|20865|所属科室|所属科室
1186|20882|所属科室|所属科室
834|20904|所属科室|所属科室
542|20867|所属科室|所属科室
2932|20897|所属科室|所属科室
527|20873|所属科室|所属科室
1545|20882|所属科室|所属科室
1458|20869|所属科室|所属科室
7712|20870|所属科室|所属科室
8391|20869|所属科室|所属科室
2350|20878|所属科室|所属科室
8013|20906|所属科室|所属科室
1686|20878|所属科室|所属科室
8553|20906|所属科室|所属科室
1156|20872|所属科室|所属科室
4247|20864|所属科室|所属科室
43|20884|所属科室|所属科室
4559|20872|所属科室|所属科室
8649|20906|所属科室|所属科室
1020|20887|所属科室|所属科室
3087|20864|所属科室|所属科室
5169|20897|所属科室|所属科室
7233|20906|所属科室|所属科室
8167|20898|所属科室|所属科室
5792|20904|所属科室|所属科室
7967|20869|所属科室|所属科室
7125|20882|所属科室|所属科室
4354|20905|所属科室|所属科室
2596|20859|所属科室|所属科室
6858|20887|所属科室|所属科室
1607|20887|所属科室|所属科室
3974|20907|所属科室|所属科室
2654|20866|所属科室|所属科室
3854|20872|所属科室|所属科室
8542|20897|所属科室|所属科室
3464|20869|所属科室|所属科室
6178|20884|所属科室|所属科室
2823|20908|所属科室|所属科室
8481|20906|所属科室|所属科室
2564|20865|所属科室|所属科室
355|20867|所属科室|所属科室
3791|20907|所属科室|所属科室
5539|20884|所属科室|所属科室
1666|20887|所属科室|所属科室
2849|20892|所属科室|所属科室
1720|20878|所属科室|所属科室
34|20873|所属科室|所属科室
2597|20898|所属科室|所属科室
476|20867|所属科室|所属科室
843|20904|所属科室|所属科室
847|20904|所属科室|所属科室
3379|20893|所属科室|所属科室
4990|20905|所属科室|所属科室
803|20890|所属科室|所属科室
7396|20887|所属科室|所属科室
8118|20906|所属科室|所属科室
4941|20864|所属科室|所属科室
7369|20906|所属科室|所属科室
3604|20907|所属科室|所属科室
4165|20862|所属科室|所属科室
1812|20865|所属科室|所属科室
2898|20873|所属科室|所属科室
1261|20868|所属科室|所属科室
3614|20859|所属科室|所属科室
8514|20878|所属科室|所属科室
1848|20865|所属科室|所属科室
2444|20897|所属科室|所属科室
5855|20867|所属科室|所属科室
312|20867|所属科室|所属科室
5516|20892|所属科室|所属科室
4684|20897|所属科室|所属科室
4047|20887|所属科室|所属科室
8631|20865|所属科室|所属科室
735|20908|所属科室|所属科室
5653|20912|所属科室|所属科室
5371|20897|所属科室|所属科室
6893|20865|所属科室|所属科室
5036|20872|所属科室|所属科室
495|20882|所属科室|所属科室
2320|20903|所属科室|所属科室
3859|20869|所属科室|所属科室
6177|20887|所属科室|所属科室
291|20867|所属科室|所属科室
7298|20906|所属科室|所属科室
5689|20865|所属科室|所属科室
3304|20870|所属科室|所属科室
8365|20906|所属科室|所属科室
835|20904|所属科室|所属科室
1674|20887|所属科室|所属科室
934|20882|所属科室|所属科室
1283|20868|所属科室|所属科室
85|20864|所属科室|所属科室
2810|20898|所属科室|所属科室
5409|20882|所属科室|所属科室
6025|20870|所属科室|所属科室
8293|20906|所属科室|所属科室
4213|20882|所属科室|所属科室
5878|20908|所属科室|所属科室
4076|20862|所属科室|所属科室
4461|20872|所属科室|所属科室
1888|20865|所属科室|所属科室
7163|20872|所属科室|所属科室
65|20892|所属科室|所属科室
412|20882|所属科室|所属科室
6132|20897|所属科室|所属科室
5731|20906|所属科室|所属科室
296|20867|所属科室|所属科室
6170|20912|所属科室|所属科室
7161|20898|所属科室|所属科室
6562|20893|所属科室|所属科室
1911|20865|所属科室|所属科室
6010|20879|所属科室|所属科室
4564|20893|所属科室|所属科室
1639|20887|所属科室|所属科室
2474|20864|所属科室|所属科室
6868|20897|所属科室|所属科室
6488|20912|所属科室|所属科室
1388|20869|所属科室|所属科室
4029|20884|所属科室|所属科室
7486|20897|所属科室|所属科室
8778|20867|所属科室|所属科室
1897|20865|所属科室|所属科室
2212|20884|所属科室|所属科室
3690|20869|所属科室|所属科室
6378|20873|所属科室|所属科室
51|20884|所属科室|所属科室
7758|20906|所属科室|所属科室
7700|20906|所属科室|所属科室
3037|20897|所属科室|所属科室
610|20879|所属科室|所属科室
7402|20895|所属科室|所属科室
2239|20866|所属科室|所属科室
4809|20862|所属科室|所属科室
7266|20884|所属科室|所属科室
4123|20908|所属科室|所属科室
1536|20882|所属科室|所属科室
3210|20908|所属科室|所属科室
2453|20893|所属科室|所属科室
3199|20893|所属科室|所属科室
7568|20906|所属科室|所属科室
104|20873|所属科室|所属科室
7639|20904|所属科室|所属科室
4889|20864|所属科室|所属科室
7901|20882|所属科室|所属科室
3541|20872|所属科室|所属科室
165|20892|所属科室|所属科室
5997|20897|所属科室|所属科室
8587|20906|所属科室|所属科室
7291|20897|所属科室|所属科室
1949|20907|所属科室|所属科室
2032|20907|所属科室|所属科室
8430|20869|所属科室|所属科室
1208|20895|所属科室|所属科室
3786|20879|所属科室|所属科室
6020|20897|所属科室|所属科室
6269|20874|所属科室|所属科室
7320|20910|所属科室|所属科室
3961|20884|所属科室|所属科室
6230|20882|所属科室|所属科室
4350|20882|所属科室|所属科室
4737|20898|所属科室|所属科室
7387|20892|所属科室|所属科室
7314|20906|所属科室|所属科室
7923|20906|所属科室|所属科室
6244|20865|所属科室|所属科室
6069|20874|所属科室|所属科室
2863|20872|所属科室|所属科室
3825|20864|所属科室|所属科室
5292|20899|所属科室|所属科室
8038|20866|所属科室|所属科室
3091|20873|所属科室|所属科室
6350|20860|所属科室|所属科室
4417|20865|所属科室|所属科室
8334|20882|所属科室|所属科室
6572|20879|所属科室|所属科室
197|20899|所属科室|所属科室
2601|20882|所属科室|所属科室
4460|20878|所属科室|所属科室
7437|20897|所属科室|所属科室
5407|20908|所属科室|所属科室
6075|20859|所属科室|所属科室
1904|20865|所属科室|所属科室
1210|20895|所属科室|所属科室
2799|20869|所属科室|所属科室
5057|20884|所属科室|所属科室
7571|20912|所属科室|所属科室
7788|20897|所属科室|所属科室
3801|20872|所属科室|所属科室
1101|20869|所属科室|所属科室
3162|20872|所属科室|所属科室
2461|20895|所属科室|所属科室
2739|20865|所属科室|所属科室
8416|20865|所属科室|所属科室
7561|20865|所属科室|所属科室
8747|20906|所属科室|所属科室
2737|20899|所属科室|所属科室
1218|20895|所属科室|所属科室
7688|20897|所属科室|所属科室
1317|20869|所属科室|所属科室
3448|20892|所属科室|所属科室
3756|20887|所属科室|所属科室
8006|20908|所属科室|所属科室
2581|20908|所属科室|所属科室
6325|20912|所属科室|所属科室
732|20908|所属科室|所属科室
6502|20907|所属科室|所属科室
5819|20865|所属科室|所属科室
8607|20906|所属科室|所属科室
1111|20890|所属科室|所属科室
7157|20866|所属科室|所属科室
4613|20867|所属科室|所属科室
5301|20908|所属科室|所属科室
3600|20873|所属科室|所属科室
3687|20908|所属科室|所属科室
6345|20859|所属科室|所属科室
3051|20882|所属科室|所属科室
7336|20873|所属科室|所属科室
8288|20906|所属科室|所属科室
5427|20864|所属科室|所属科室
2965|20912|所属科室|所属科室
8026|20897|所属科室|所属科室
917|20912|所属科室|所属科室
205|20892|所属科室|所属科室
6541|20899|所属科室|所属科室
7991|20906|所属科室|所属科室
4291|20865|所属科室|所属科室
3052|20899|所属科室|所属科室
2336|20882|所属科室|所属科室
7737|20908|所属科室|所属科室
1123|20890|所属科室|所属科室
1616|20862|所属科室|所属科室
1482|20869|所属科室|所属科室
3140|20912|所属科室|所属科室
3307|20878|所属科室|所属科室
8636|20899|所属科室|所属科室
2449|20899|所属科室|所属科室
4791|20869|所属科室|所属科室
6552|20912|所属科室|所属科室
1883|20865|所属科室|所属科室
2791|20903|所属科室|所属科室
8123|20890|所属科室|所属科室
6112|20912|所属科室|所属科室
5092|20909|所属科室|所属科室
7909|20884|所属科室|所属科室
2042|20866|所属科室|所属科室
2270|20882|所属科室|所属科室
8437|20906|所属科室|所属科室
4627|20905|所属科室|所属科室
1966|20907|所属科室|所属科室
6542|20897|所属科室|所属科室
2323|20887|所属科室|所属科室
2752|20869|所属科室|所属科室
56|20884|所属科室|所属科室
4518|20887|所属科室|所属科室
5914|20882|所属科室|所属科室
2906|20912|所属科室|所属科室
6043|20912|所属科室|所属科室
4574|20872|所属科室|所属科室
3266|20907|所属科室|所属科室
925|20882|所属科室|所属科室
2994|20882|所属科室|所属科室
8626|20906|所属科室|所属科室
6221|20908|所属科室|所属科室
3691|20907|所属科室|所属科室
3189|20882|所属科室|所属科室
1644|20887|所属科室|所属科室
1840|20865|所属科室|所属科室
6662|20882|所属科室|所属科室
7915|20895|所属科室|所属科室
1030|20874|所属科室|所属科室
2720|20897|所属科室|所属科室
338|20862|所属科室|所属科室
2346|20865|所属科室|所属科室
5671|20912|所属科室|所属科室
7962|20879|所属科室|所属科室
3143|20897|所属科室|所属科室
4949|20897|所属科室|所属科室
2263|20897|所属科室|所属科室
3260|20864|所属科室|所属科室
4591|20893|所属科室|所属科室
5014|20859|所属科室|所属科室
897|20912|所属科室|所属科室
3715|20865|所属科室|所属科室
1045|20892|所属科室|所属科室
631|20884|所属科室|所属科室
977|20874|所属科室|所属科室
6647|20873|所属科室|所属科室
7604|20906|所属科室|所属科室
2604|20862|所属科室|所属科室
4865|20865|所属科室|所属科室
212|20892|所属科室|所属科室
2655|20907|所属科室|所属科室
1145|20866|所属科室|所属科室
4887|20905|所属科室|所属科室
3127|20897|所属科室|所属科室
4403|20904|所属科室|所属科室
5561|20869|所属科室|所属科室
8188|20906|所属科室|所属科室
6890|20865|所属科室|所属科室
1460|20869|所属科室|所属科室
6909|20887|所属科室|所属科室
8484|20879|所属科室|所属科室
436|20867|所属科室|所属科室
8706|20865|所属科室|所属科室
1721|20878|所属科室|所属科室
2355|20890|所属科室|所属科室
2751|20909|所属科室|所属科室
4305|20893|所属科室|所属科室
5643|20908|所属科室|所属科室
6456|20899|所属科室|所属科室
7946|20906|所属科室|所属科室
1448|20869|所属科室|所属科室
5652|20866|所属科室|所属科室
7891|20865|所属科室|所属科室
2840|20909|所属科室|所属科室
6355|20873|所属科室|所属科室
5265|20909|所属科室|所属科室
6669|20869|所属科室|所属科室
3421|20899|所属科室|所属科室
3043|20884|所属科室|所属科室
6588|20887|所属科室|所属科室
8231|20898|所属科室|所属科室
3843|20888|所属科室|所属科室
3931|20884|所属科室|所属科室
7622|20906|所属科室|所属科室
6548|20865|所属科室|所属科室
3879|20869|所属科室|所属科室
975|20874|所属科室|所属科室
7771|20890|所属科室|所属科室
5189|20872|所属科室|所属科室
1575|20882|所属科室|所属科室
6584|20887|所属科室|所属科室
1782|20872|所属科室|所属科室
2155|20897|所属科室|所属科室
4586|20882|所属科室|所属科室
6827|20869|所属科室|所属科室
409|20867|所属科室|所属科室
1770|20882|所属科室|所属科室
8384|20912|所属科室|所属科室
3195|20864|所属科室|所属科室
5325|20869|所属科室|所属科室
7699|20882|所属科室|所属科室
613|20873|所属科室|所属科室
795|20908|所属科室|所属科室
1422|20869|所属科室|所属科室
5933|20865|所属科室|所属科室
1958|20907|所属科室|所属科室
4342|20872|所属科室|所属科室
314|20873|所属科室|所属科室
9|20873|所属科室|所属科室
6772|20869|所属科室|所属科室
2699|20867|所属科室|所属科室
5349|20865|所属科室|所属科室
8002|20865|所属科室|所属科室
458|20882|所属科室|所属科室
1894|20865|所属科室|所属科室
3283|20864|所属科室|所属科室
1341|20869|所属科室|所属科室
5266|20899|所属科室|所属科室
3730|20910|所属科室|所属科室
6638|20869|所属科室|所属科室
8027|20906|所属科室|所属科室
8751|20882|所属科室|所属科室
6545|20912|所属科室|所属科室
6372|20897|所属科室|所属科室
5112|20882|所属科室|所属科室
7717|20897|所属科室|所属科室
3661|20905|所属科室|所属科室
5524|20892|所属科室|所属科室
7577|20869|所属科室|所属科室
1287|20869|所属科室|所属科室
2442|20860|所属科室|所属科室
6411|20879|所属科室|所属科室
2414|20878|所属科室|所属科室
2220|20908|所属科室|所属科室
6633|20912|所属科室|所属科室
7332|20887|所属科室|所属科室
2358|20882|所属科室|所属科室
1005|20874|所属科室|所属科室
3723|20899|所属科室|所属科室
5840|20878|所属科室|所属科室
6889|20865|所属科室|所属科室
8221|20906|所属科室|所属科室
4707|20907|所属科室|所属科室
7210|20882|所属科室|所属科室
8653|20906|所属科室|所属科室
942|20912|所属科室|所属科室
1872|20865|所属科室|所属科室
3787|20882|所属科室|所属科室
3395|20872|所属科室|所属科室
3857|20882|所属科室|所属科室
6818|20884|所属科室|所属科室
4910|20904|所属科室|所属科室
6046|20895|所属科室|所属科室
855|20904|所属科室|所属科室
8115|20906|所属科室|所属科室
2947|20897|所属科室|所属科室
407|20867|所属科室|所属科室
5339|20897|所属科室|所属科室
2070|20909|所属科室|所属科室
359|20868|所属科室|所属科室
1528|20882|所属科室|所属科室
2878|20868|所属科室|所属科室
7679|20879|所属科室|所属科室
1296|20869|所属科室|所属科室
7514|20895|所属科室|所属科室
6489|20884|所属科室|所属科室
1542|20882|所属科室|所属科室
7954|20906|所属科室|所属科室
3075|20897|所属科室|所属科室
1418|20869|所属科室|所属科室
2944|20897|所属科室|所属科室
6009|20897|所属科室|所属科室
8037|20906|所属科室|所属科室
1717|20878|所属科室|所属科室
8155|20898|所属科室|所属科室
3117|20897|所属科室|所属科室
731|20874|所属科室|所属科室
5064|20884|所属科室|所属科室
2555|20864|所属科室|所属科室
7000|20888|所属科室|所属科室
248|20867|所属科室|所属科室
4777|20897|所属科室|所属科室
591|20903|所属科室|所属科室
2693|20908|所属科室|所属科室
2511|20878|所属科室|所属科室
6051|20899|所属科室|所属科室
446|20867|所属科室|所属科室
1098|20869|所属科室|所属科室
7116|20878|所属科室|所属科室
3446|20872|所属科室|所属科室
351|20897|所属科室|所属科室
981|20874|所属科室|所属科室
1826|20865|所属科室|所属科室
2166|20892|所属科室|所属科室
2275|20867|所属科室|所属科室
2885|20897|所属科室|所属科室
3948|20873|所属科室|所属科室
7650|20887|所属科室|所属科室
6978|20892|所属科室|所属科室
982|20874|所属科室|所属科室
8067|20869|所属科室|所属科室
418|20867|所属科室|所属科室
5379|20887|所属科室|所属科室
230|20867|所属科室|所属科室
6245|20869|所属科室|所属科室
8519|20906|所属科室|所属科室
1548|20883|所属科室|所属科室
1824|20865|所属科室|所属科室
8178|20906|所属科室|所属科室
6161|20907|所属科室|所属科室
2943|20897|所属科室|所属科室
3711|20899|所属科室|所属科室
4623|20879|所属科室|所属科室
4119|20865|所属科室|所属科室
5390|20908|所属科室|所属科室
4526|20893|所属科室|所属科室
4140|20905|所属科室|所属科室
2612|20912|所属科室|所属科室
7204|20866|所属科室|所属科室
3231|20866|所属科室|所属科室
23|20884|所属科室|所属科室
7839|20867|所属科室|所属科室
4132|20908|所属科室|所属科室
2402|20878|所属科室|所属科室
7310|20906|所属科室|所属科室
5699|20878|所属科室|所属科室
4202|20882|所属科室|所属科室
2915|20867|所属科室|所属科室
3454|20872|所属科室|所属科室
3994|20908|所属科室|所属科室
6499|20882|所属科室|所属科室
7460|20906|所属科室|所属科室
4655|20897|所属科室|所属科室
7747|20874|所属科室|所属科室
3562|20872|所属科室|所属科室
5143|20907|所属科室|所属科室
7898|20895|所属科室|所属科室
1695|20878|所属科室|所属科室
3815|20872|所属科室|所属科室
5986|20862|所属科室|所属科室
2674|20878|所属科室|所属科室
7191|20906|所属科室|所属科室
8745|20906|所属科室|所属科室
254|20882|所属科室|所属科室
4293|20907|所属科室|所属科室
5528|20892|所属科室|所属科室
8327|20906|所属科室|所属科室
5735|20867|所属科室|所属科室
8787|20869|所属科室|所属科室
2196|20866|所属科室|所属科室
6991|20867|所属科室|所属科室
6580|20887|所属科室|所属科室
7653|20887|所属科室|所属科室
4271|20905|所属科室|所属科室
1394|20908|所属科室|所属科室
19|20884|所属科室|所属科室
8074|20869|所属科室|所属科室
4045|20904|所属科室|所属科室
3984|20864|所属科室|所属科室
8524|20867|所属科室|所属科室
869|20882|所属科室|所属科室
8131|20908|所属科室|所属科室
736|20908|所属科室|所属科室
1750|20872|所属科室|所属科室
3265|20882|所属科室|所属科室
6517|20903|所属科室|所属科室
4171|20882|所属科室|所属科室
1481|20869|所属科室|所属科室
4267|20872|所属科室|所属科室
6404|20869|所属科室|所属科室
8093|20906|所属科室|所属科室
6523|20884|所属科室|所属科室
4650|20895|所属科室|所属科室
7349|20906|所属科室|所属科室
1578|20882|所属科室|所属科室
3753|20864|所属科室|所属科室
558|20868|所属科室|所属科室
3020|20862|所属科室|所属科室
1171|20859|所属科室|所属科室
1844|20865|所属科室|所属科室
5396|20864|所属科室|所属科室
426|20867|所属科室|所属科室
5418|20865|所属科室|所属科室
3340|20899|所属科室|所属科室
7601|20878|所属科室|所属科室
5771|20878|所属科室|所属科室
3089|20866|所属科室|所属科室
6179|20864|所属科室|所属科室
2521|20904|所属科室|所属科室
4923|20869|所属科室|所属科室
4077|20905|所属科室|所属科室
6399|20866|所属科室|所属科室
4940|20897|所属科室|所属科室
5226|20912|所属科室|所属科室
7840|20906|所属科室|所属科室
3734|20907|所属科室|所属科室
6722|20879|所属科室|所属科室
1417|20865|所属科室|所属科室
1630|20862|所属科室|所属科室
8464|20904|所属科室|所属科室
3803|20887|所属科室|所属科室
5892|20912|所属科室|所属科室
8262|20906|所属科室|所属科室
561|20873|所属科室|所属科室
7702|20897|所属科室|所属科室
4445|20900|所属科室|所属科室
2639|20908|所属科室|所属科室
5126|20900|所属科室|所属科室
5256|20899|所属科室|所属科室
142|20899|所属科室|所属科室
2973|20897|所属科室|所属科室
368|20882|所属科室|所属科室
7472|20906|所属科室|所属科室
2790|20897|所属科室|所属科室
459|20882|所属科室|所属科室
346|20892|所属科室|所属科室
4012|20899|所属科室|所属科室
1299|20869|所属科室|所属科室
7394|20895|所属科室|所属科室
2201|20866|所属科室|所属科室
4822|20878|所属科室|所属科室
8146|20865|所属科室|所属科室
3077|20869|所属科室|所属科室
416|20867|所属科室|所属科室
3083|20912|所属科室|所属科室
5514|20908|所属科室|所属科室
1230|20895|所属科室|所属科室
4659|20872|所属科室|所属科室
6095|20867|所属科室|所属科室
1541|20882|所属科室|所属科室
8604|20862|所属科室|所属科室
670|20879|所属科室|所属科室
7039|20869|所属科室|所属科室
5641|20866|所属科室|所属科室
4282|20887|所属科室|所属科室
6659|20895|所属科室|所属科室
3258|20887|所属科室|所属科室
2658|20884|所属科室|所属科室
6611|20879|所属科室|所属科室
1944|20907|所属科室|所属科室
4003|20905|所属科室|所属科室
8568|20908|所属科室|所属科室
1631|20912|所属科室|所属科室
1858|20865|所属科室|所属科室
7492|20906|所属科室|所属科室
2996|20882|所属科室|所属科室
1036|20892|所属科室|所属科室
779|20908|所属科室|所属科室
4815|20865|所属科室|所属科室
3853|20899|所属科室|所属科室
1454|20869|所属科室|所属科室
4424|20865|所属科室|所属科室
2114|20909|所属科室|所属科室
8021|20878|所属科室|所属科室
177|20899|所属科室|所属科室
3017|20866|所属科室|所属科室
6031|20882|所属科室|所属科室
1369|20869|所属科室|所属科室
5062|20882|所属科室|所属科室
6304|20912|所属科室|所属科室
4176|20882|所属科室|所属科室
6825|20892|所属科室|所属科室
5203|20908|所属科室|所属科室
3411|20866|所属科室|所属科室
7355|20869|所属科室|所属科室
4406|20897|所属科室|所属科室
5343|20872|所属科室|所属科室
1339|20887|所属科室|所属科室
3725|20903|所属科室|所属科室
1693|20878|所属科室|所属科室
7569|20869|所属科室|所属科室
4681|20897|所属科室|所属科室
2506|20909|所属科室|所属科室
2083|20909|所属科室|所属科室
7329|20897|所属科室|所属科室
5374|20898|所属科室|所属科室
2126|20909|所属科室|所属科室
8739|20912|所属科室|所属科室
6172|20912|所属科室|所属科室
4818|20879|所属科室|所属科室
4900|20892|所属科室|所属科室
6310|20878|所属科室|所属科室
8805|20878|所属科室|所属科室
6752|20884|所属科室|所属科室
1531|20912|所属科室|所属科室
3277|20893|所属科室|所属科室
7524|20890|所属科室|所属科室
8183|20898|所属科室|所属科室
5491|20870|所属科室|所属科室
1060|20892|所属科室|所属科室
5955|20860|所属科室|所属科室
7921|20906|所属科室|所属科室
3467|20895|所属科室|所属科室
4110|20905|所属科室|所属科室
2924|20897|所属科室|所属科室
7221|20912|所属科室|所属科室
562|20873|所属科室|所属科室
3544|20865|所属科室|所属科室
1827|20865|所属科室|所属科室
4324|20866|所属科室|所属科室
693|20873|所属科室|所属科室
2689|20890|所属科室|所属科室
3808|20879|所属科室|所属科室
6067|20892|所属科室|所属科室
2124|20909|所属科室|所属科室
4343|20909|所属科室|所属科室
2836|20869|所属科室|所属科室
5573|20899|所属科室|所属科室
8578|20897|所属科室|所属科室
2188|20872|所属科室|所属科室
241|20873|所属科室|所属科室
5111|20912|所属科室|所属科室
2857|20882|所属科室|所属科室
6204|20897|所属科室|所属科室
4624|20905|所属科室|所属科室
2432|20878|所属科室|所属科室
491|20867|所属科室|所属科室
1868|20865|所属科室|所属科室
8139|20906|所属科室|所属科室
7842|20865|所属科室|所属科室
4187|20865|所属科室|所属科室
2013|20907|所属科室|所属科室
8561|20906|所属科室|所属科室
7778|20912|所属科室|所属科室
6724|20907|所属科室|所属科室
973|20907|所属科室|所属科室
5599|20866|所属科室|所属科室
2607|20884|所属科室|所属科室
1628|20887|所属科室|所属科室
5764|20884|所属科室|所属科室
4368|20905|所属科室|所属科室
6471|20890|所属科室|所属科室
7637|20906|所属科室|所属科室
7750|20887|所属科室|所属科室
8799|20912|所属科室|所属科室
6391|20867|所属科室|所属科室
5582|20867|所属科室|所属科室
6563|20872|所属科室|所属科室
6019|20869|所属科室|所属科室
7935|20882|所属科室|所属科室
4443|20887|所属科室|所属科室
5439|20897|所属科室|所属科室
6945|20887|所属科室|所属科室
5715|20908|所属科室|所属科室
6928|20897|所属科室|所属科室
7232|20882|所属科室|所属科室
433|20873|所属科室|所属科室
4268|20908|所属科室|所属科室
639|20880|所属科室|所属科室
6101|20867|所属科室|所属科室
2463|20883|所属科室|所属科室
7325|20887|所属科室|所属科室
8431|20892|所属科室|所属科室
2986|20890|所属科室|所属科室
4516|20864|所属科室|所属科室
1585|20887|所属科室|所属科室
7567|20887|所属科室|所属科室
7407|20906|所属科室|所属科室
4073|20909|所属科室|所属科室
3279|20869|所属科室|所属科室
3401|20869|所属科室|所属科室
8215|20892|所属科室|所属科室
6156|20912|所属科室|所属科室
534|20864|所属科室|所属科室
29|20884|所属科室|所属科室
1703|20878|所属科室|所属科室
5777|20866|所属科室|所属科室
971|20874|所属科室|所属科室
4145|20869|所属科室|所属科室
7239|20912|所属科室|所属科室
4697|20867|所属科室|所属科室
931|20895|所属科室|所属科室
7019|20892|所属科室|所属科室
486|20867|所属科室|所属科室
6613|20912|所属科室|所属科室
455|20873|所属科室|所属科室
7358|20902|所属科室|所属科室
6807|20884|所属科室|所属科室
4895|20898|所属科室|所属科室
8671|20882|所属科室|所属科室
5931|20865|所属科室|所属科室
6942|20905|所属科室|所属科室
5499|20867|所属科室|所属科室
8806|20869|所属科室|所属科室
2502|20908|所属科室|所属科室
7885|20867|所属科室|所属科室
8786|20904|所属科室|所属科室
7504|20897|所属科室|所属科室
6183|20884|所属科室|所属科室
7789|20906|所属科室|所属科室
8200|20906|所属科室|所属科室
7441|20897|所属科室|所属科室
5013|20864|所属科室|所属科室
5038|20869|所属科室|所属科室
8195|20906|所属科室|所属科室
334|20903|所属科室|所属科室
5319|20869|所属科室|所属科室
4894|20872|所属科室|所属科室
1725|20878|所属科室|所属科室
1434|20869|所属科室|所属科室
5904|20887|所属科室|所属科室
39|20884|所属科室|所属科室
5264|20912|所属科室|所属科室
566|20867|所属科室|所属科室
7520|20906|所属科室|所属科室
8376|20867|所属科室|所属科室
2667|20878|所属科室|所属科室
5159|20908|所属科室|所属科室
1596|20887|所属科室|所属科室
6498|20865|所属科室|所属科室
2909|20904|所属科室|所属科室
7307|20882|所属科室|所属科室
569|20903|所属科室|所属科室
955|20912|所属科室|所属科室
8664|20869|所属科室|所属科室
1516|20869|所属科室|所属科室
4442|20884|所属科室|所属科室
3315|20864|所属科室|所属科室
301|20867|所属科室|所属科室
7668|20906|所属科室|所属科室
8528|20906|所属科室|所属科室
3551|20874|所属科室|所属科室
3743|20905|所属科室|所属科室
4531|20893|所属科室|所属科室
5197|20898|所属科室|所属科室
2392|20865|所属科室|所属科室
1300|20869|所属科室|所属科室
1472|20869|所属科室|所属科室
3130|20897|所属科室|所属科室
4075|20869|所属科室|所属科室
1973|20907|所属科室|所属科室
4893|20904|所属科室|所属科室
7528|20897|所属科室|所属科室
4548|20864|所属科室|所属科室
8677|20869|所属科室|所属科室
7427|20887|所属科室|所属科室
5820|20874|所属科室|所属科室
8434|20862|所属科室|所属科室
3135|20884|所属科室|所属科室
1864|20865|所属科室|所属科室
6343|20874|所属科室|所属科室
6104|20869|所属科室|所属科室
4904|20864|所属科室|所属科室
7264|20906|所属科室|所属科室
2541|20865|所属科室|所属科室
3783|20869|所属科室|所属科室
4192|20897|所属科室|所属科室
4134|20869|所属科室|所属科室
4924|20872|所属科室|所属科室
1476|20869|所属科室|所属科室
1851|20865|所属科室|所属科室
3088|20865|所属科室|所属科室
3800|20897|所属科室|所属科室
2528|20878|所属科室|所属科室
8137|20865|所属科室|所属科室
7440|20906|所属科室|所属科室
7494|20906|所属科室|所属科室
1580|20887|所属科室|所属科室
7215|20865|所属科室|所属科室
2585|20866|所属科室|所属科室
5437|20905|所属科室|所属科室
6707|20899|所属科室|所属科室
4634|20872|所属科室|所属科室
6573|20890|所属科室|所属科室
5110|20869|所属科室|所属科室
500|20867|所属科室|所属科室
8763|20907|所属科室|所属科室
5471|20864|所属科室|所属科室
1265|20867|所属科室|所属科室
1413|20908|所属科室|所属科室
152|20904|所属科室|所属科室
4468|20869|所属科室|所属科室
7966|20906|所属科室|所属科室
1640|20887|所属科室|所属科室
7017|20890|所属科室|所属科室
7433|20906|所属科室|所属科室
4744|20897|所属科室|所属科室
564|20903|所属科室|所属科室
377|20882|所属科室|所属科室
862|20904|所属科室|所属科室
3970|20903|所属科室|所属科室
5214|20866|所属科室|所属科室
6606|20884|所属科室|所属科室
2950|20909|所属科室|所属科室
140|20892|所属科室|所属科室
1863|20865|所属科室|所属科室
8696|20906|所属科室|所属科室
756|20873|所属科室|所属科室
3309|20897|所属科室|所属科室
6271|20887|所属科室|所属科室
6119|20869|所属科室|所属科室
1435|20869|所属科室|所属科室
528|20867|所属科室|所属科室
4344|20904|所属科室|所属科室
6328|20869|所属科室|所属科室
2546|20882|所属科室|所属科室
8473|20906|所属科室|所属科室
2080|20909|所属科室|所属科室
3755|20862|所属科室|所属科室
3778|20893|所属科室|所属科室
1042|20892|所属科室|所属科室
1852|20865|所属科室|所属科室
1464|20869|所属科室|所属科室
828|20904|所属科室|所属科室
6196|20884|所属科室|所属科室
3543|20882|所属科室|所属科室
6220|20872|所属科室|所属科室
3751|20899|所属科室|所属科室
6312|20892|所属科室|所属科室
8080|20867|所属科室|所属科室
8602|20892|所属科室|所属科室
7902|20906|所属科室|所属科室
5678|20912|所属科室|所属科室
1343|20869|所属科室|所属科室
6988|20867|所属科室|所属科室
2774|20887|所属科室|所属科室
1755|20872|所属科室|所属科室
8060|20884|所属科室|所属科室
2356|20897|所属科室|所属科室
864|20904|所属科室|所属科室
3918|20872|所属科室|所属科室
8629|20865|所属科室|所属科室
5710|20862|所属科室|所属科室
