:START_ID(disease)|:END_ID(disease)|type:STRING|name:STRING
8181|844|并发症|并发症
3972|8801|并发症|并发症
743|4832|并发症|并发症
7617|1864|并发症|并发症
6151|5221|并发症|并发症
4224|84|并发症|并发症
1905|1820|并发症|并发症
95|203|并发症|并发症
2734|94|并发症|并发症
1175|280|并发症|并发症
842|933|并发症|并发症
6164|60|并发症|并发症
7613|670|并发症|并发症
3820|933|并发症|并发症
8458|310|并发症|并发症
1711|8779|并发症|并发症
1631|677|并发症|并发症
2285|3115|并发症|并发症
7589|6823|并发症|并发症
5793|1874|并发症|并发症
5717|1830|并发症|并发症
359|3255|并发症|并发症
3193|8152|并发症|并发症
6374|8801|并发症|并发症
5250|2828|并发症|并发症
5929|2275|并发症|并发症
7397|1854|并发症|并发症
4801|30|并发症|并发症
867|3005|并发症|并发症
788|3884|并发症|并发症
4095|312|并发症|并发症
7373|334|并发症|并发症
8448|5247|并发症|并发症
1972|2515|并发症|并发症
2838|167|并发症|并发症
8446|52|并发症|并发症
1200|138|并发症|并发症
2237|2708|并发症|并发症
3445|1824|并发症|并发症
8740|8240|并发症|并发症
3450|1049|并发症|并发症
2237|151|并发症|并发症
8598|2967|并发症|并发症
1322|1322|并发症|并发症
4970|2275|并发症|并发症
3636|1238|并发症|并发症
7890|22|并发症|并发症
620|2662|并发症|并发症
736|1020|并发症|并发症
1427|6441|并发症|并发症
8668|770|并发症|并发症
2473|7134|并发症|并发症
4338|3977|并发症|并发症
3567|177|并发症|并发症
8592|461|并发症|并发症
2812|2138|并发症|并发症
8112|747|并发症|并发症
693|3379|并发症|并发症
955|3272|并发症|并发症
3751|3943|并发症|并发症
7944|809|并发症|并发症
8170|5977|并发症|并发症
6205|347|并发症|并发症
7931|643|并发症|并发症
7856|7825|并发症|并发症
1405|3036|并发症|并发症
7461|334|并发症|并发症
7890|2800|并发症|并发症
579|3706|并发症|并发症
6490|236|并发症|并发症
5908|2275|并发症|并发症
1201|4363|并发症|并发症
872|658|并发症|并发症
5763|1116|并发症|并发症
4804|639|并发症|并发症
7128|7825|并发症|并发症
1694|639|并发症|并发症
1075|167|并发症|并发症
8466|1885|并发症|并发症
4482|170|并发症|并发症
7872|4832|并发症|并发症
5276|312|并发症|并发症
1051|25|并发症|并发症
2904|134|并发症|并发症
6935|8489|并发症|并发症
286|739|并发症|并发症
1053|2935|并发症|并发症
1024|5801|并发症|并发症
5098|1132|并发症|并发症
5456|1877|并发症|并发症
2566|1807|并发症|并发症
1599|6321|并发症|并发症
7038|715|并发症|并发症
8201|40|并发症|并发症
5918|4927|并发症|并发症
105|156|并发症|并发症
6722|2229|并发症|并发症
586|817|并发症|并发症
5405|167|并发症|并发症
4395|1126|并发症|并发症
509|488|并发症|并发症
1478|1498|并发症|并发症
7408|311|并发症|并发症
5182|1090|并发症|并发症
7406|2496|并发症|并发症
3773|1892|并发症|并发症
8143|394|并发症|并发症
3238|872|并发症|并发症
3379|767|并发症|并发症
4525|4254|并发症|并发症
4988|1714|并发症|并发症
8235|310|并发症|并发症
4121|7095|并发症|并发症
1982|2040|并发症|并发症
8784|1885|并发症|并发症
783|4011|并发症|并发症
4231|760|并发症|并发症
2813|3998|并发症|并发症
1443|8711|并发症|并发症
965|7745|并发症|并发症
5801|7454|并发症|并发症
7852|195|并发症|并发症
2395|617|并发症|并发症
1868|2569|并发症|并发症
510|2060|并发症|并发症
214|214|并发症|并发症
1555|1114|并发症|并发症
5934|8801|并发症|并发症
782|5880|并发症|并发症
8309|849|并发症|并发症
3862|3798|并发症|并发症
2458|982|并发症|并发症
5673|311|并发症|并发症
7672|3775|并发症|并发症
1897|1871|并发症|并发症
1961|933|并发症|并发症
5812|933|并发症|并发症
8219|3998|并发症|并发症
586|3960|并发症|并发症
3626|6477|并发症|并发症
1319|1317|并发症|并发症
2052|1461|并发症|并发症
8640|167|并发症|并发症
6858|3998|并发症|并发症
3553|8489|并发症|并发症
5115|1678|并发症|并发症
7054|1317|并发症|并发症
2535|8779|并发症|并发症
3700|3902|并发症|并发症
1919|4500|并发症|并发症
1031|1046|并发症|并发症
4731|379|并发症|并发症
2954|2404|并发症|并发症
536|94|并发症|并发症
4354|603|并发症|并发症
153|4198|并发症|并发症
3543|4148|并发症|并发症
5225|2453|并发症|并发症
4320|2055|并发症|并发症
3570|184|并发症|并发症
4748|2479|并发症|并发症
6081|4832|并发症|并发症
4310|814|并发症|并发症
2703|1957|并发症|并发症
1022|2141|并发症|并发症
4818|1200|并发症|并发症
2665|939|并发症|并发症
896|167|并发症|并发症
1390|4011|并发症|并发症
4201|3752|并发症|并发症
5481|1851|并发症|并发症
5290|949|并发症|并发症
3669|3409|并发症|并发症
1403|3520|并发症|并发症
1968|2034|并发症|并发症
5412|8711|并发症|并发症
6275|2321|并发症|并发症
1546|167|并发症|并发症
4589|6823|并发症|并发症
8747|3102|并发症|并发症
6175|1023|并发症|并发症
8340|8178|并发症|并发症
2162|3053|并发症|并发症
2180|4487|并发症|并发症
7201|220|并发症|并发症
1992|4332|并发症|并发症
285|40|并发症|并发症
1333|1248|并发症|并发症
4148|4835|并发症|并发症
6508|431|并发症|并发症
8752|2569|并发症|并发症
7156|5221|并发症|并发症
8323|933|并发症|并发症
1307|984|并发症|并发症
2647|3522|并发症|并发症
607|658|并发症|并发症
875|3614|并发症|并发症
4410|107|并发症|并发症
3651|5977|并发症|并发症
7920|802|并发症|并发症
5481|1879|并发症|并发症
8490|4353|并发症|并发症
6868|2572|并发症|并发症
8290|677|并发症|并发症
5412|1844|并发症|并发症
2604|4832|并发症|并发症
945|3005|并发症|并发症
3941|236|并发症|并发症
3028|759|并发症|并发症
6092|8779|并发症|并发症
7416|203|并发症|并发症
522|167|并发症|并发症
2879|4610|并发症|并发症
5855|310|并发症|并发症
4103|2322|并发症|并发症
2411|3300|并发症|并发症
4860|1317|并发症|并发症
5196|2625|并发症|并发症
3512|5187|并发症|并发症
4379|142|并发症|并发症
6668|8581|并发症|并发症
7305|3977|并发症|并发症
4375|4113|并发症|并发症
7242|3692|并发症|并发症
2349|3998|并发症|并发症
2671|8178|并发症|并发症
6667|167|并发症|并发症
4898|2275|并发症|并发症
7896|7635|并发症|并发症
976|3894|并发症|并发症
2407|488|并发症|并发症
4930|8723|并发症|并发症
3257|1117|并发症|并发症
6052|1198|并发症|并发症
2607|718|并发症|并发症
1626|3998|并发症|并发症
4585|1551|并发症|并发症
117|5661|并发症|并发症
5411|2565|并发症|并发症
2063|2064|并发症|并发症
7615|195|并发症|并发症
1025|312|并发症|并发症
7201|3998|并发症|并发症
3102|4186|并发症|并发症
2791|311|并发症|并发症
7670|193|并发症|并发症
1199|4359|并发症|并发症
2574|2429|并发症|并发症
5812|3147|并发症|并发症
2982|132|并发症|并发症
6347|4444|并发症|并发症
4309|603|并发症|并发症
6495|23|并发症|并发症
1743|3038|并发症|并发症
5306|3390|并发症|并发症
4471|617|并发症|并发症
5562|2275|并发症|并发症
7133|1882|并发症|并发症
5328|4011|并发症|并发症
1403|3977|并发症|并发症
437|2635|并发症|并发症
2138|2137|并发症|并发症
3787|5977|并发症|并发症
2017|3752|并发症|并发症
257|505|并发症|并发症
2036|2275|并发症|并发症
2493|6762|并发症|并发症
5084|1718|并发症|并发症
6386|1339|并发症|并发症
6142|8779|并发症|并发症
6052|1212|并发症|并发症
6381|7871|并发症|并发症
2632|6441|并发症|并发症
6347|1224|并发症|并发症
6671|195|并发症|并发症
6825|195|并发症|并发症
8786|177|并发症|并发症
6633|23|并发症|并发症
1026|88|并发症|并发症
8686|702|并发症|并发症
5642|1007|并发症|并发症
2374|2321|并发症|并发症
6348|1317|并发症|并发症
3317|933|并发症|并发症
7266|631|并发症|并发症
332|1106|并发症|并发症
6554|4610|并发症|并发症
793|2407|并发症|并发症
6953|3522|并发症|并发症
8076|770|并发症|并发症
2362|373|并发症|并发症
2166|60|并发症|并发症
6210|312|并发症|并发症
8208|815|并发症|并发症
912|1317|并发症|并发症
3316|3310|并发症|并发症
1614|3570|并发症|并发症
4709|310|并发症|并发症
6228|333|并发症|并发症
4335|1999|并发症|并发症
558|258|并发症|并发症
3179|4011|并发症|并发症
4541|779|并发症|并发症
726|8518|并发症|并发症
4084|6823|并发症|并发症
973|2030|并发症|并发症
7574|1223|并发症|并发症
2471|2485|并发症|并发症
3880|7477|并发症|并发症
8411|167|并发症|并发症
53|6823|并发症|并发症
1566|118|并发症|并发症
5271|2502|并发症|并发症
1273|236|并发症|并发症
3200|258|并发症|并发症
4830|1923|并发症|并发症
7110|2812|并发症|并发症
4759|743|并发症|并发症
5666|3053|并发症|并发症
7365|3113|并发症|并发症
210|159|并发症|并发症
5793|1912|并发症|并发症
8120|205|并发症|并发症
4775|746|并发症|并发症
4172|5631|并发症|并发症
8430|1370|并发症|并发症
2823|5779|并发症|并发症
8256|40|并发症|并发症
1550|2898|并发症|并发症
261|167|并发症|并发症
6655|167|并发症|并发症
3378|3520|并发症|并发症
1360|3038|并发症|并发症
747|2655|并发症|并发症
2971|2390|并发症|并发症
3641|8026|并发症|并发症
5274|195|并发症|并发症
8014|5977|并发症|并发症
2697|310|并发症|并发症
3145|5959|并发症|并发症
3041|8765|并发症|并发症
8318|3333|并发症|并发症
8194|6441|并发症|并发症
154|603|并发症|并发症
6478|4832|并发症|并发症
437|2638|并发症|并发症
7044|1126|并发症|并发症
1610|2080|并发症|并发症
111|167|并发症|并发症
4590|2770|并发症|并发症
5648|1678|并发症|并发症
5408|4991|并发症|并发症
4203|2275|并发症|并发症
6456|1060|并发症|并发症
3931|933|并发症|并发症
4318|3037|并发症|并发症
5032|6962|并发症|并发症
6772|5977|并发症|并发症
3809|8711|并发症|并发症
1020|1437|并发症|并发症
1427|8720|并发症|并发症
5489|4832|并发症|并发症
6492|770|并发症|并发症
556|1737|并发症|并发症
4840|310|并发症|并发症
1831|1892|并发症|并发症
4817|8801|并发症|并发症
195|4088|并发症|并发症
4933|2670|并发症|并发症
1631|3706|并发症|并发症
2320|3943|并发症|并发症
144|8711|并发症|并发症
468|21|并发症|并发症
1977|132|并发症|并发症
8288|195|并发症|并发症
8624|4610|并发症|并发症
867|933|并发症|并发症
1683|639|并发症|并发症
7905|2756|并发症|并发症
394|927|并发症|并发症
7414|1738|并发症|并发症
7414|8770|并发症|并发症
8099|2655|并发症|并发症
2425|5187|并发症|并发症
6176|3300|并发症|并发症
1131|3037|并发症|并发症
1899|1871|并发症|并发症
1745|3005|并发症|并发症
5910|1682|并发症|并发症
4163|311|并发症|并发症
1789|108|并发症|并发症
6798|4487|并发症|并发症
844|2800|并发症|并发症
7552|8711|并发症|并发症
1979|7454|并发症|并发症
3655|23|并发症|并发症
1856|7219|并发症|并发症
1060|6934|并发症|并发症
3797|1871|并发症|并发症
1287|6919|并发症|并发症
5492|639|并发症|并发症
7169|3921|并发症|并发症
8636|4585|并发症|并发症
4091|6507|并发症|并发症
8683|654|并发症|并发症
4134|3300|并发症|并发症
4641|7049|并发症|并发症
1221|2132|并发症|并发症
4002|2201|并发症|并发症
4192|2759|并发症|并发症
998|2389|并发症|并发症
4545|617|并发症|并发症
6100|743|并发症|并发症
4720|760|并发症|并发症
8017|325|并发症|并发症
7606|1132|并发症|并发症
3745|7134|并发症|并发症
3352|3409|并发症|并发症
6000|7635|并发症|并发症
8274|3522|并发症|并发症
166|8801|并发症|并发症
1359|167|并发症|并发症
6342|8801|并发症|并发症
8788|138|并发症|并发症
1117|779|并发症|并发症
181|4585|并发症|并发症
8523|4585|并发症|并发症
1147|1136|并发症|并发症
2564|1873|并发症|并发症
3722|1346|并发症|并发症
6702|1871|并发症|并发症
8719|6713|并发症|并发症
5087|3994|并发症|并发症
2656|617|并发症|并发症
3444|1223|并发症|并发症
3763|1317|并发症|并发症
3230|105|并发症|并发症
1977|2310|并发症|并发症
6937|195|并发症|并发症
5251|1802|并发症|并发症
5154|6185|并发症|并发症
5716|2967|并发症|并发症
7746|1634|并发症|并发症
4080|2899|并发症|并发症
2555|4106|并发症|并发症
2983|1562|并发症|并发症
49|2539|并发症|并发症
8741|355|并发症|并发症
6380|138|并发症|并发症
7798|4991|并发症|并发症
2198|4610|并发症|并发症
509|506|并发症|并发症
2855|3071|并发症|并发症
6603|864|并发症|并发症
776|84|并发症|并发症
4907|1807|并发症|并发症
2398|3379|并发症|并发症
4278|1949|并发症|并发症
8704|194|并发症|并发症
2808|151|并发症|并发症
7232|310|并发症|并发症
5815|1135|并发症|并发症
1254|1256|并发症|并发症
6316|932|并发症|并发症
3457|40|并发症|并发症
3674|40|并发症|并发症
1744|1631|并发症|并发症
21|60|并发症|并发症
2889|1255|并发症|并发症
1594|3972|并发症|并发症
2435|8600|并发症|并发症
8031|3752|并发症|并发症
941|88|并发症|并发症
8192|8758|并发症|并发症
5760|1803|并发症|并发症
7974|258|并发症|并发症
5845|6549|并发症|并发症
8200|1737|并发症|并发症
2346|4975|并发症|并发症
2261|146|并发症|并发症
2704|8711|并发症|并发症
4339|2102|并发症|并发症
329|7379|并发症|并发症
3170|8489|并发症|并发症
5407|735|并发症|并发症
8039|2275|并发症|并发症
8364|914|并发症|并发症
47|40|并发症|并发症
3295|617|并发症|并发症
2107|2275|并发症|并发症
4255|7901|并发症|并发症
7465|1135|并发症|并发症
5628|22|并发症|并发症
574|333|并发症|并发症
4568|770|并发症|并发症
4717|355|并发症|并发症
7504|657|并发症|并发症
2939|8711|并发症|并发症
3810|1521|并发症|并发症
6067|23|并发症|并发症
6992|8779|并发症|并发症
3357|3284|并发症|并发症
8291|746|并发症|并发症
8125|7423|并发症|并发症
7991|311|并发症|并发症
697|4832|并发症|并发症
2808|1126|并发症|并发症
3698|8719|并发症|并发症
2202|2538|并发症|并发症
4855|2055|并发症|并发症
6533|1058|并发症|并发症
1815|1807|并发症|并发症
1390|462|并发症|并发症
4313|1256|并发症|并发症
88|60|并发症|并发症
4616|4041|并发症|并发症
1743|1739|并发症|并发症
3702|638|并发症|并发症
2772|8790|并发症|并发症
8423|4102|并发症|并发症
8495|654|并发症|并发症
7661|2398|并发症|并发症
4344|2275|并发症|并发症
2032|2275|并发症|并发症
484|40|并发症|并发症
6813|770|并发症|并发症
6473|2662|并发症|并发症
2599|8335|并发症|并发症
8695|7454|并发症|并发症
7665|4363|并发症|并发症
7897|8801|并发症|并发症
6428|8411|并发症|并发症
1690|138|并发症|并发症
1828|2603|并发症|并发症
2088|8711|并发症|并发症
7544|8801|并发症|并发症
1741|1737|并发症|并发症
4828|167|并发症|并发症
752|5779|并发症|并发症
2231|431|并发症|并发症
7829|4487|并发症|并发症
168|1136|并发症|并发症
666|940|并发症|并发症
2737|180|并发症|并发症
3942|6823|并发症|并发症
1055|3670|并发症|并发症
7670|965|并发症|并发症
4854|2670|并发症|并发症
1273|235|并发症|并发症
6006|3570|并发症|并发症
1008|193|并发症|并发症
5315|8801|并发症|并发症
3315|716|并发症|并发症
7473|3554|并发症|并发症
1019|2657|并发症|并发症
996|1319|并发症|并发症
3801|603|并发症|并发症
1432|6884|并发症|并发症
5848|1979|并发症|并发症
1508|820|并发症|并发症
1301|4128|并发症|并发症
1092|4835|并发症|并发症
4635|3706|并发症|并发症
1773|4496|并发症|并发症
3663|203|并发症|并发症
4423|23|并发症|并发症
6706|766|并发症|并发症
297|933|并发症|并发症
1631|4088|并发症|并发症
5897|839|并发症|并发症
5917|1232|并发症|并发症
149|8463|并发症|并发症
7742|767|并发症|并发症
1193|3053|并发症|并发症
478|4961|并发症|并发症
227|167|并发症|并发症
357|716|并发症|并发症
998|985|并发症|并发症
6565|138|并发症|并发症
6970|3272|并发症|并发症
8020|4835|并发症|并发症
1550|25|并发症|并发症
7764|5799|并发症|并发症
1196|7799|并发症|并发症
94|3998|并发症|并发症
8799|872|并发症|并发症
3130|3053|并发症|并发症
5396|8801|并发症|并发症
4582|8720|并发症|并发症
356|258|并发症|并发症
6925|781|并发症|并发症
446|8411|并发症|并发症
4785|5908|并发症|并发症
6076|3477|并发症|并发症
6374|716|并发症|并发症
2349|6823|并发症|并发症
7392|4201|并发症|并发症
8389|5977|并发症|并发症
579|167|并发症|并发症
1750|4175|并发症|并发症
3578|138|并发症|并发症
5202|4180|并发症|并发症
1064|677|并发症|并发症
406|1212|并发症|并发症
3987|1185|并发症|并发症
2164|355|并发症|并发症
1929|7209|并发症|并发症
2883|1166|并发症|并发症
5171|310|并发症|并发症
6604|142|并发症|并发症
1070|3921|并发症|并发症
2764|3037|并发症|并发症
7242|982|并发症|并发症
4190|167|并发症|并发症
2841|2378|并发症|并发症
7265|5281|并发症|并发症
1818|5379|并发症|并发症
6604|195|并发症|并发症
6624|2132|并发症|并发症
4570|8804|并发症|并发症
1113|2662|并发症|并发症
4389|8801|并发症|并发症
7410|156|并发症|并发症
7482|5949|并发症|并发症
1325|1048|并发症|并发症
5018|3998|并发症|并发症
6279|3972|并发症|并发症
2542|2539|并发症|并发症
5598|3991|并发症|并发症
7958|1701|并发症|并发症
4454|4031|并发症|并发症
2537|8779|并发症|并发症
5518|779|并发症|并发症
4827|2095|并发症|并发症
289|551|并发症|并发症
916|2565|并发症|并发症
3377|5562|并发症|并发症
3014|1830|并发症|并发症
4861|23|并发症|并发症
6909|311|并发症|并发症
4073|2082|并发症|并发症
5437|258|并发症|并发症
3538|310|并发症|并发症
5437|933|并发症|并发症
6236|927|并发症|并发症
171|7454|并发症|并发症
8537|2420|并发症|并发症
1465|1429|并发症|并发症
348|236|并发症|并发症
8208|25|并发症|并发症
3909|25|并发症|并发症
2389|311|并发症|并发症
6511|8518|并发症|并发症
1371|8570|并发症|并发症
55|97|并发症|并发症
5581|8674|并发症|并发症
8288|2655|并发症|并发症
5567|3272|并发症|并发症
7188|5187|并发症|并发症
5325|33|并发症|并发症
1900|3706|并发症|并发症
3231|965|并发症|并发症
5527|1892|并发症|并发症
1760|8411|并发症|并发症
1417|1915|并发症|并发症
214|617|并发症|并发症
8186|2655|并发症|并发症
2213|1364|并发症|并发症
669|4338|并发症|并发症
2461|138|并发症|并发症
4895|206|并发症|并发症
50|167|并发症|并发症
5363|1871|并发症|并发症
1773|6856|并发症|并发症
1444|5622|并发症|并发症
5292|4088|并发症|并发症
1470|1082|并发症|并发症
154|3340|并发症|并发症
8311|6441|并发症|并发症
4083|3409|并发症|并发症
631|6213|并发症|并发症
4883|1871|并发症|并发症
5852|717|并发症|并发症
6797|60|并发症|并发症
7856|3122|并发症|并发症
2908|2315|并发症|并发症
191|22|并发症|并发症
6409|8801|并发症|并发症
7824|1611|并发症|并发症
6404|202|并发症|并发症
1521|7134|并发症|并发症
6908|157|并发症|并发症
4513|1701|并发症|并发症
8457|2441|并发症|并发症
3150|8804|并发症|并发症
2669|1317|并发症|并发症
7862|3386|并发症|并发症
2921|1279|并发症|并发症
2338|2543|并发症|并发症
5459|1621|并发症|并发症
2745|1887|并发症|并发症
5246|989|并发症|并发症
6954|802|并发症|并发症
7511|1807|并发症|并发症
4972|5355|并发症|并发症
1033|2554|并发症|并发症
1052|8801|并发症|并发症
6034|1161|并发症|并发症
2581|8801|并发症|并发症
5161|4283|并发症|并发症
462|311|并发症|并发症
6961|1885|并发症|并发症
5128|177|并发症|并发症
147|3340|并发症|并发症
4070|4720|并发症|并发症
6934|22|并发症|并发症
2555|5977|并发症|并发症
3991|3037|并发症|并发症
593|2526|并发症|并发症
30|195|并发症|并发症
7139|2759|并发症|并发症
8619|6507|并发症|并发症
3824|8780|并发症|并发症
1122|1317|并发症|并发症
4745|4810|并发症|并发症
5267|5766|并发症|并发症
498|336|并发症|并发症
3986|40|并发症|并发症
8201|2246|并发症|并发症
3767|3151|并发症|并发症
4423|6934|并发症|并发症
6572|617|并发症|并发症
6027|8804|并发症|并发症
5614|2539|并发症|并发症
981|156|并发症|并发症
2351|287|并发症|并发症
4823|770|并发症|并发症
6693|4832|并发症|并发症
1697|2812|并发症|并发症
3905|3998|并发症|并发症
8460|8387|并发症|并发症
1407|5628|并发症|并发症
3210|4927|并发症|并发症
3965|4610|并发症|并发症
7528|312|并发症|并发症
1334|8761|并发症|并发症
2792|1677|并发症|并发症
7940|1162|并发症|并发症
4159|4774|并发症|并发症
6667|779|并发症|并发症
8624|167|并发症|并发症
1865|1892|并发症|并发症
4162|2497|并发症|并发症
5111|813|并发症|并发症
470|8489|并发症|并发症
2003|6851|并发症|并发症
5688|1223|并发症|并发症
6377|1317|并发症|并发症
469|2275|并发症|并发症
6791|820|并发症|并发症
2683|8711|并发症|并发症
2043|4523|并发症|并发症
1355|7465|并发症|并发症
502|167|并发症|并发症
4461|4254|并发症|并发症
18|4832|并发症|并发症
1866|1820|并发症|并发症
5716|1209|并发症|并发症
7743|219|并发症|并发症
4899|933|并发症|并发症
4704|8801|并发症|并发症
5823|1892|并发症|并发症
5413|3811|并发症|并发症
7059|7064|并发症|并发症
5798|1317|并发症|并发症
5768|3706|并发症|并发症
3752|138|并发症|并发症
4005|40|并发症|并发症
975|2526|并发症|并发症
981|7467|并发症|并发症
7996|1895|并发症|并发症
3851|195|并发症|并发症
2586|3184|并发症|并发症
4815|760|并发症|并发症
7113|23|并发症|并发症
8724|2492|并发症|并发症
2910|6179|并发症|并发症
394|779|并发症|并发症
527|167|并发症|并发症
3378|3786|并发症|并发症
7343|551|并发症|并发症
8566|2812|并发症|并发症
7046|4835|并发症|并发症
1615|6713|并发症|并发症
64|7919|并发症|并发症
7511|1871|并发症|并发症
1962|3062|并发症|并发症
7558|1263|并发症|并发症
619|933|并发症|并发症
749|770|并发症|并发症
6357|2526|并发症|并发症
1071|116|并发症|并发症
340|167|并发症|并发症
5259|6823|并发症|并发症
6836|4106|并发症|并发症
600|643|并发症|并发症
8335|2663|并发症|并发症
8359|855|并发症|并发症
7961|236|并发症|并发症
2737|195|并发症|并发症
1194|5486|并发症|并发症
6610|333|并发症|并发症
587|5402|并发症|并发症
118|195|并发症|并发症
1773|994|并发症|并发症
6775|146|并发症|并发症
5590|5977|并发症|并发症
2065|2997|并发症|并发症
6375|1963|并发症|并发症
8282|203|并发症|并发症
493|8518|并发症|并发症
4866|716|并发症|并发症
3862|195|并发症|并发症
7185|6823|并发症|并发症
5720|4011|并发症|并发症
6769|8801|并发症|并发症
1017|966|并发症|并发症
2547|8765|并发症|并发症
108|3147|并发症|并发症
5514|779|并发症|并发症
2465|644|并发症|并发症
6825|7467|并发症|并发症
7240|138|并发症|并发症
451|2662|并发症|并发症
5114|8711|并发症|并发症
8624|716|并发症|并发症
8025|8518|并发症|并发症
2278|2207|并发症|并发症
8128|193|并发症|并发症
4325|820|并发症|并发症
163|3943|并发症|并发症
2144|8804|并发症|并发症
2228|3943|并发症|并发症
651|7676|并发症|并发症
5595|5386|并发症|并发症
4091|3972|并发症|并发症
461|462|并发症|并发症
3761|60|并发症|并发症
3378|603|并发症|并发症
4775|943|并发症|并发症
1162|716|并发症|并发症
7287|2884|并发症|并发症
380|4383|并发症|并发症
7857|2655|并发症|并发症
6923|5977|并发症|并发症
2700|4701|并发症|并发症
3187|3943|并发症|并发症
2463|705|并发症|并发症
7496|3037|并发症|并发症
7673|1892|并发症|并发症
7653|7769|并发症|并发症
916|3115|并发症|并发症
452|3364|并发症|并发症
4534|2812|并发症|并发症
4586|2975|并发症|并发症
3215|4283|并发症|并发症
3045|379|并发症|并发症
6365|2229|并发症|并发症
4802|8801|并发症|并发症
8361|563|并发症|并发症
4079|1893|并发症|并发症
8622|5802|并发症|并发症
4915|1803|并发症|并发症
181|194|并发症|并发症
2835|1754|并发症|并发症
4311|5596|并发症|并发症
632|4832|并发症|并发症
5123|933|并发症|并发症
5271|743|并发症|并发症
8694|1737|并发症|并发症
899|434|并发症|并发症
7036|462|并发症|并发症
7882|167|并发症|并发症
7706|8243|并发症|并发症
5973|2316|并发症|并发症
7629|40|并发症|并发症
6982|1871|并发症|并发症
7174|21|并发症|并发症
8550|355|并发症|并发症
4687|148|并发症|并发症
1219|2055|并发症|并发症
4867|4254|并发症|并发症
5501|3178|并发症|并发症
6396|1238|并发症|并发症
8525|310|并发症|并发症
218|8294|并发症|并发症
1679|2958|并发症|并发症
5859|760|并发症|并发症
7687|2420|并发症|并发症
1561|716|并发症|并发症
1265|590|并发症|并发症
3229|1002|并发症|并发症
3447|2132|并发症|并发症
4915|1891|并发症|并发症
6307|3307|并发症|并发症
587|587|并发症|并发症
5085|4201|并发症|并发症
1734|1748|并发症|并发症
1166|2886|并发症|并发症
6402|40|并发症|并发症
4511|926|并发症|并发症
299|617|并发症|并发症
5462|6814|并发症|并发症
3447|1737|并发症|并发症
5234|4198|并发症|并发症
6503|6355|并发症|并发症
5446|52|并发症|并发症
7803|3998|并发症|并发症
8120|133|并发症|并发症
2187|4128|并发症|并发症
4839|152|并发症|并发症
2405|1706|并发症|并发症
57|3752|并发症|并发症
1576|4832|并发症|并发症
8033|1001|并发症|并发症
2395|3520|并发症|并发症
7239|8761|并发症|并发症
661|8801|并发症|并发症
5835|7219|并发症|并发症
5889|6238|并发症|并发症
8003|138|并发症|并发症
4673|2275|并发症|并发症
6575|8489|并发症|并发症
6730|2211|并发症|并发症
8389|138|并发症|并发症
4205|6507|并发症|并发症
7928|310|并发症|并发症
1105|5977|并发症|并发症
6912|3273|并发症|并发症
1833|1871|并发症|并发症
8469|138|并发症|并发症
108|19|并发症|并发症
5526|1005|并发症|并发症
8468|8765|并发症|并发症
7960|2967|并发症|并发症
2681|1126|并发症|并发症
4971|6124|并发症|并发症
6667|195|并发症|并发症
402|110|并发症|并发症
5830|2708|并发症|并发症
5778|3300|并发症|并发症
4841|17|并发症|并发症
6193|815|并发症|并发症
4926|1051|并发症|并发症
502|310|并发症|并发症
6564|3137|并发症|并发症
237|25|并发症|并发症
622|3972|并发症|并发症
3282|1893|并发症|并发症
1511|1523|并发症|并发症
1092|894|并发症|并发症
1825|5608|并发症|并发症
3730|586|并发症|并发症
5980|1977|并发症|并发症
3715|820|并发症|并发症
569|820|并发症|并发症
1931|7209|并发症|并发症
1217|644|并发症|并发症
2630|1233|并发症|并发症
6266|933|并发症|并发症
6809|8801|并发症|并发症
2403|1198|并发症|并发症
2198|2207|并发症|并发症
7402|1212|并发症|并发症
2688|933|并发症|并发症
1716|4979|并发症|并发症
55|8763|并发症|并发症
8174|3972|并发症|并发症
812|312|并发症|并发症
3991|2831|并发症|并发症
375|3963|并发症|并发症
7487|2315|并发症|并发症
901|551|并发症|并发症
1906|1808|并发症|并发症
3070|2884|并发症|并发症
7820|4256|并发症|并发症
5731|7513|并发症|并发症
8646|2419|并发症|并发症
5193|7752|并发症|并发症
907|984|并发症|并发症
4375|3|并发症|并发症
1399|1429|并发症|并发症
701|5977|并发症|并发症
6812|167|并发症|并发症
2500|373|并发症|并发症
2395|815|并发症|并发症
6520|1678|并发症|并发症
6800|312|并发症|并发症
3250|221|并发症|并发症
6328|3757|并发症|并发症
2912|2543|并发症|并发症
1690|6421|并发症|并发症
6943|933|并发症|并发症
1403|3921|并发症|并发症
2556|637|并发症|并发症
7577|1317|并发症|并发症
1218|1284|并发症|并发症
7249|23|并发症|并发症
4147|4556|并发症|并发症
867|5846|并发症|并发症
4191|1121|并发症|并发症
2459|1209|并发症|并发症
488|563|并发症|并发症
516|4973|并发症|并发症
6657|462|并发症|并发症
5376|1522|并发症|并发症
8783|2935|并发症|并发症
7740|132|并发症|并发症
8760|3251|并发症|并发症
3333|2393|并发症|并发症
2301|23|并发症|并发症
3732|2570|并发症|并发症
3638|312|并发症|并发症
497|167|并发症|并发症
4049|1965|并发症|并发症
5107|4508|并发症|并发症
2170|3706|并发症|并发症
4857|842|并发症|并发症
6817|690|并发症|并发症
2772|3670|并发症|并发症
8347|4832|并发症|并发症
5005|1135|并发症|并发症
6322|992|并发症|并发症
5497|4363|并发症|并发症
