id:ID(symptoms)|name:STRING|label:STRING
40082|小儿的异嗜症状|症状
40083|骨质疏松|症状
40084|四肢屈侧出现橘...|症状
40085|下肢振动觉和位...|症状
40086|足趾发凉怕冷，...|症状
40087|食管痉挛|症状
40088|口吃|症状
40089|神经纤维过度生长|症状
40090|特征性趾端大片状脱皮|症状
40091|胆管梗阻|症状
40092|指甲呈扁平形|症状
40093|视野缩小|症状
40094|挖耳出血|症状
40095|球后视神经炎|症状
40096|大便成颗粒|症状
40097|阴唇肥大|症状
40098|鼻粘膜溃疡|症状
40099|发作性不自主运动|症状
40100|伤口结疤|症状
40101|脐周皮肤青紫色斑|症状
40102|男性化|症状
40103|测试|症状
40104|婴儿痉挛症|症状
40105|努嘴伸舌|症状
40106|牙痛|症状
40107|胃肠气胀|症状
40108|临产后俯屈不良|症状
40109|外阴起疙瘩|症状
40110|踝关节屈曲挛缩畸形|症状
40111|静脉曲张性溃疡|症状
40112|肋痛|症状
40113|风寒咳嗽|症状
40114|产后便秘|症状
40115|升主动脉根部环状缩窄|症状
40116|垂体功能紊乱|症状
40117|足不能跖屈和内翻|症状
40118|蓖麻子便中常见...|症状
40119|腋部掌心出汗|症状
40120|巨阴症|症状
40121|脐轮红肿|症状
40122|缩瞳、眼睑下垂...|症状
40123|黏液脓性痰|症状
40124|口腔粘膜色素沉着|症状
40125|角膜上点状暗灰色混浊|症状
40126|脓包型痘痘|症状
40127|耳源性破伤风|症状
40128|输卵管肿大|症状
40129|肠道吸收水分增加|症状
40130|脑细胞脱水|症状
40131|膀胱结核|症状
40132|四肢肌张力增强|症状
40133|咳血|症状
40134|女性型肥胖|症状
40135|垂腕|症状
40136|发热伴出血|症状
40137|骶骨处持续性疼痛|症状
40138|肩胛骨酸痛|症状
40139|胃肠功能不良|症状
40140|粒细胞增多|症状
40141|局部头痛|症状
40142|肘外侧肿痛及功能障碍|症状
40143|继发性视神经萎缩|症状
40144|发热伴有皮疹|症状
40145|尿道内口呈漏斗样改变|症状
40146|睡行症|症状
40147|持续性腰痛伴有晨僵|症状
40148|口粘腻|症状
40149|胆红素升高|症状
40150|颊部脂肪消失呈...|症状
40151|纵隔浊音界扩大|症状
40152|膝关节疼痛|症状
40153|新陈代谢低下|症状
40154|迟脉|症状
40155|咽鼓管堵塞|症状
40156|环咽部运动障碍|症状
40157|心音低钝|症状
40158|下肢久立时出现...|症状
40159|腹胀|症状
40160|产褥期躁狂状态|症状
40161|巨大颅骨缺损|症状
40162|脐带过短|症状
40163|下肢外展|症状
40164|胸壁塌陷|症状
40165|注意力缺乏多动症|症状
40166|大便异常|症状
40167|腰部缓慢增大的软肿块|症状
40168|血小板减少性紫癜|症状
40169|手小形方|症状
40170|气上沖心|症状
40171|胆红素钙结石|症状
40172|重度痛|症状
40173|肺部可闻及干湿...|症状
40174|肾上腺中毒|症状
40175|食物误入气道|症状
40176|喉部痉挛|症状
40177|婴儿脊柱侧凸|症状
40178|失音|症状
40179|血液呈现浓缩|症状
40180|反射性呕吐|症状
40181|角弓反张位|症状
40182|骨赘大量增生|症状
40183|肛门有黑色肿块脱出|症状
40184|指鼻不准|症状
40185|真菌感染|症状
40186|外斜A征|症状
40187|出现喉结|症状
40188|呈泡沫样有腥臭味稀便|症状
40189|低钠血症|症状
40190|来鑫|症状
40191|食欲下降|症状
40192|血管神经性水肿|症状
40193|大动脉错位|症状
40194|大疱（含脓性液体）|症状
40195|慢性湿疹样变|症状
40196|软骨内骨化|症状
40197|喉结增大|症状
40198|乳糖耐受不良|症状
40199|子宫小|症状
40200|淋巴结肿大|症状
40201|食管闭锁|症状
40202|眼压升高|症状
40203|胫骨疼痛|症状
40204|人格改变|症状
40205|持物不稳|症状
40206|眼睛上火|症状
40207|乳晕发黑|症状
40208|记忆受损|症状
40209|亓红菲|症状
40210|轻度中毒|症状
40211|头皮不规则裂口|症状
40212|乳晕深部可扪及肿块|症状
40213|阴茎样尿道|症状
40214|门脉高压|症状
40215|胃壁增厚|症状
40216|阴囊脱皮|症状
40217|耳围凹陷|症状
40218|甲状腺结节|症状
40219|耳内疼痛|症状
40220|老化松弛性眼袋|症状
40221|烧伤后口渴|症状
40222|多疑|症状
40223|纤毛结构缺陷|症状
40224|烧心|症状
40225|眼肌瘫痪|症状
40226|阴部皮肤潮红|症状
40227|足畸形|症状
40228|鼻粘膜干燥发痒|症状
40229|口苦|症状
40230|肝肾阳虚|症状
40231|注视快速运动的...|症状
40232|脱水热|症状
40233|血小板减少|症状
40234|指（趾）麻木|症状
40235|乳头瘙痒|症状
40236|孕妇小腹痛|症状
40237|喘息|症状
40238|颈内动脉创伤性血栓|症状
40239|门体侧支循环的形成|症状
40240|继发性肥胖|症状
40241|呼吸困难|症状
40242|眼球突出|症状
40243|牙龈痒胀|症状
40244|面肌无力|症状
40245|泌尿道狭窄|症状
40246|拳状手畸形|症状
40247|胰腺功能不足|症状
40248|脐周阵发性绞痛|症状
40249|鼻甲肥大|症状
40250|液气胸|症状
40251|“多音律”心音|症状
40252|臀中肌麻痹步态|症状
40253|弥漫性脐周疼痛|症状
40254|摇头转颈|症状
40255|鼻前庭囊肿|症状
40256|局部皮肤变紧|症状
40257|内出血|症状
40258|肘管综合征|症状
40259|下颌角外翻|症状
40260|胎儿宫内发育迟缓|症状
40261|乳糜胸|症状
40262|骨刺形成|症状
40263|偏盲偏身感觉障碍|症状
40264|前斜角肌肥厚痉挛|症状
40265|脓毒性血症或多...|症状
40266|大转子叩痛|症状
40267|右腹痛|症状
40268|骨无菌性坏死|症状
40269|虹膜根部离断|症状
40270|牙龈痛|症状
40271|肾上腺转移|症状
40272|Q角异常|症状
40273|面部皮肤有结节状增生|症状
40274|嗜红细胞综合征|症状
40275|状颅皮|症状
40276|髋关节痛|症状
40277|川字纹|症状
40278|肺受累|症状
40279|动脉血氧饱和度降低|症状
40280|鳞屑样痂皮|症状
40281|新生儿震颤|症状
40282|假菊形团结构|症状
40283|四肢电击感|症状
40284|痢疾样大便|症状
40285|膀胱膨隆|症状
40286|复视|症状
40287|上肢突然出现肿胀酸痛|症状
40288|蛔虫性肠梗阻|症状
40289|鼻甲肿胀|症状
40290|心电图异常|症状
40291|腿外侧质软、半...|症状
40292|颅内压增高|症状
40293|蜕膜反应|症状
40294|主动脉和肺动脉影偏小|症状
40295|甲身凹沟|症状
40296|病理性黄疸|症状
40297|口唇干燥|症状
40298|下肢拖曳步态|症状
40299|膝内翻膝外翻或髋内翻|症状
40300|外阴压痛|症状
40301|眼底无红光反射|症状
40302|脑灰质异常|症状
40303|肾小管重吸收障碍|症状
40304|肌肉神经痛|症状
40305|角膜脱落|症状
40306|镜面舌|症状
40307|腕部疼痛|症状
40308|子宫穿孔|症状
40309|眼部胀痛|症状
40310|岳晗|症状
40311|鼻分泌物增多|症状
40312|膀胱容量的减少|症状
40313|收缩期和舒张期杂音|症状
40314|肾区钝痛|症状
40315|肾盏结石|症状
40316|眉弓囊肿|症状
40317|额部疼痛|症状
40318|肿瘤钙化|症状
40319|神经官能症状|症状
40320|神经性头痛|症状
40321|坐立不安|症状
40322|移动性浊音|症状
40323|痴笑|症状
40324|夜间磨牙|症状
40325|尿液有油|症状
40326|毒物致肝损害|症状
40327|卵巢增大|症状
40328|豆纹动脉闭塞|症状
40329|尿赤|症状
40330|无羞惭感|症状
40331|腱或腱止点处增...|症状
40332|轩存旺|症状
40333|椎间隙变化|症状
40334|结核杆菌血行播散|症状
40335|下肢呈剪刀步态|症状
40336|手指甲有白色斑点|症状
40337|耳内闭塞感|症状
40338|厌奶|症状
40339|脊神经压迫|症状
40340|瞳子高|症状
40341|肢端发绀|症状
40342|醛固酮分泌增多|症状
40343|糖尿病足部病变|症状
40344|龟头红点|症状
40345|风湿性多发性肌痛症|症状
40346|湿脚气|症状
40347|幽门肿块|症状
40348|丘疹|症状
40349|黑色鼻涕|症状
40350|耳冻伤|症状
40351|眼裂歪斜|症状
40352|颈椎关节的根性疼痛|症状
40353|尿酸结晶|症状
40354|硬腭呈半圆形隆起|症状
40355|头晕耳鸣|症状
40356|反复发作性头痛|症状
40357|癌细胞逆行播散|症状
40358|厌食|症状
40359|肩胛带和上肢疼痛|症状
40360|定位体征|症状
40361|趾短小|症状
40362|煤尘或胆固醇结...|症状
40363|脑软化|症状
40364|紫斑|症状
40365|勃起时间短|症状
40366|尿隐血|症状
40367|口腔粘膜上白色...|症状
40368|基因融合|症状
40369|腓肠肌撕裂|症状
40370|喉咙溃疡|症状
40371|手指僵硬|症状
40372|下腰部疼痛|症状
40373|晨起肥皮肿|症状
40374|猥亵行为|症状
40375|情感淡漠|症状
40376|写字或拿小物品困难|症状
40377|经期便血|症状
40378|唾液粘稠|症状
40379|失血过多|症状
40380|自主神经反射|症状
40381|进行性肉芽性溃疡坏死|症状
40382|励银智|症状
40383|角膜晶状体粘连|症状
40384|气管纵隔和心脏...|症状
40385|尿道变粗变硬|症状
40386|骶椎腰化|症状
40387|维生素K缺乏|症状
40388|泪腺脱垂|症状
40389|食管扩张|症状
40390|复杂性尿路感染|症状
40391|肛区为皮肤覆盖|症状
40392|脐周脓性分泌物较多|症状
40393|XA-现象|症状
40394|脊髓休克|症状
40395|变应性咳嗽|症状
40396|收缩压下降|症状
40397|肾功能衰竭|症状
40398|咳出带臭味的干痂|症状
40399|眼痛|症状
40400|胆总管结石|症状
40401|男性小腹痛|症状
40402|颈动脉搏动减弱或消失|症状
40403|口鼻血性分泌物|症状
40404|脓尿|症状
40405|肛门出血|症状
40406|大腿内侧红斑|症状
40407|头晕|症状
40408|反复感染|症状
40409|胸椎畸形|症状
40410|阵发性夜间呼吸困难|症状
40411|吞咽干食物时胸...|症状
40412|黑蒙|症状
40413|泌尿道破裂|症状
40414|腹部中线处肿块|症状
40415|咽部有散在灰白...|症状
40416|月经周期改变|症状
40417|尿磷|症状
40418|液体平衡失调|症状
40419|生化妊娠|症状
40420|经期推迟|症状
40421|继发性纤溶功能增强|症状
40422|肝肾亏虚|症状
40423|晕眩|症状
40424|肺容量减小|症状
40425|咽颊部烧伤|症状
40426|眼疲劳|症状
40427|睑结膜出现灰白色膜|症状
40428|骨髓浆细胞增多|症状
40429|腹腔感染|症状
40430|慢性静脉功能不全|症状
40431|胃黏膜充血水肿|症状
40432|鼻唇沟加深|症状
40433|难免流产或不可...|症状
40434|口鼻生疮|症状
40435|倒睫|症状
40436|血管性痴呆|症状
40437|散脉|症状
40438|耳溢液|症状
40439|面部畸形|症状
40440|脑疝|症状
40441|死骨|症状
40442|足内翻|症状
40443|智能减退|症状
40444|脐带脱落后伤口...|症状
40445|气体弥散功能下降|症状
40446|消化道穿孔|症状
40447|藏毛窦|症状
40448|意识障碍|症状
40449|抽动障碍|症状
40450|肠穿孔|症状
40451|下腹绞痛|症状
40452|生长缓慢|症状
40453|眼睑下垂|症状
40454|卵巢积液|症状
40455|情感倒错|症状
40456|涂锐|症状
40457|地图样骨缺损|症状
40458|围产期心肌病变|症状
40459|角膜有菌苔或溃疡|症状
40460|出血利坏死|症状
40461|乳头发炎|症状
40462|猝死|症状
40463|流鼻涕|症状
40464|光感性皮肤损害|症状
40465|“三偏”症|症状
40466|截瘫|症状
40467|小脑畸形|症状
40468|产妇颈背酸痛|症状
40469|阴道流血过多|症状
40470|吐黄水|症状
40471|心力贮备减少|症状
40472|先兆子宫破裂|症状
40473|胎儿酒精影响|症状
40474|去大脑强直|症状
40475|鼻咽癌的远处转移|症状
40476|心理性性功能障碍|症状
40477|肾小管酸化功能障碍|症状
40478|痰呈白色黏稠胶冻状|症状
40479|婴儿出牙延迟|症状
40480|呼吸性酸中毒|症状
40481|盆腔下垂感|症状
40482|鼻端缺损|症状
40483|中指不明原因痛|症状
40484|苑玉梅|症状
40485|性欲减退|症状
40486|口腔黏膜溃疡|症状
40487|复合性溃疡|症状
40488|反应迟钝|症状
40489|盲肠阿米巴肉芽肿|症状
40490|面颊及上胸部充血|症状
40491|晕机|症状
40492|情绪性进食|症状
40493|新生儿眼屎多|症状
40494|肛周皮肤潮红|症状
40495|肢体或躯干姿势异常|症状
40496|肾上腺皮质良性...|症状
40497|腹股沟区可复性肿块|症状
40498|局部淋巴结肿大|症状
40499|食道粘膜水肿充血|症状
40500|震颤|症状
40501|Korsako...|症状
40502|岳加峰|症状
40503|耳前庭听觉失衡|症状
40504|老年性震颤|症状
40505|脊柱裂|症状
40506|贫血|症状
40507|痉挛性截瘫步态|症状
40508|术后急性精神障碍|症状
40509|盆腔肿块|症状
40510|角膜上皮糜烂|症状
40511|知觉消失|症状
40512|嗅觉障碍|症状
40513|畏光|症状
40514|指(趾)和小腿...|症状
40515|足背及胫后动脉...|症状
40516|思虑伤脾|症状
40517|冠状动脉窃血现象|症状
40518|性交困难|症状
40519|剧烈运动后腰痛|症状
40520|豆瑞克|症状
40521|血管杂音|症状
40522|传导性腹痛|症状
40523|扁桃体小或缺如|症状
40524|久病亏损|症状
40525|精虚血弱|症状
40526|会阴溃疡|症状
40527|神经肌肉症状|症状
40528|指甲厚脆且多裂纹|症状
40529|肾损害|症状
40530|视盘倾斜|症状
40531|胸口痛|症状
40532|芤脉|症状
40533|豆瑞|症状
40534|神经根损伤|症状
40535|外周血管减少|症状
40536|学习障碍|症状
40537|斜形骨折|症状
40538|心包转移|症状
40539|头颅向上生长呈塔形|症状
40540|不能转颈|症状
40541|耳垂过大|症状
40542|走动性自动症|症状
40543|两眼干涩|症状
40544|吸气时有蝉鸣音|症状
40545|肠道血管畸形|症状
40546|大便呈青黑色|症状
40547|感觉分离|症状
40548|体肺循环栓塞|症状
40549|伸膝障碍|症状
40550|增生性瘢痕|症状
40551|耳闷|症状
40552|腹痛伴便血|症状
40553|倒地笑|症状
40554|闫会星|症状
40555|眼白出现红点|症状
40556|烧伤创面焦痂提...|症状
40557|耸肩喘息|症状
40558|色素性胆结石|症状
40559|去首高血压|症状
40560|帆状胎盘|症状
40561|脊髓横贯损害|症状
40562|脂肪泻|症状
40563|胰源性腹痛|症状
40564|新生儿青紫|症状
40565|粪便带绿色|症状
40566|快感缺乏|症状
40567|直肠疼痛|症状
40568|急性房颤|症状
40569|尿道瘘|症状
40570|胸膜肥厚|症状
40571|摩擦型性变态|症状
40572|瘫痪|症状
40573|颈部强硬|症状
40574|脏器变小|症状
40575|血胸|症状
40576|晶状体突出|症状
40577|扁平型骨盆|症状
40578|耻骨联合分离|症状
40579|腭异常|症状
40580|肝静脉病变|症状
40581|鼻子长痘|症状
40582|舌苔厚腻|症状
40583|药疹|症状
40584|尿道刺痒|症状
40585|异位妊娠|症状
40586|异常子宫出血|症状
40587|胎动改变|症状
40588|胎心率异常|症状
40589|结膜干燥斑|症状
40590|结膜充血|症状
40591|胸骨裂|症状
40592|足穿孔|症状
40593|面部浮肿|症状
40594|湿性坏疽|症状
40595|掌跖角化过度|症状
40596|浑身忽冷忽热|症状
40597|小儿双下肢蜷曲|症状
40598|面肌萎缩|症状
40599|呼气困难|症状
40600|无运动或感觉障...|症状
40601|胆道运动功能障碍|症状
40602|心包缩窄|症状
40603|颈椎肥大|症状
40604|进食异常|症状
40605|主动脉环扩张|症状
40606|胸腹壁浅在条索...|症状
40607|咯血伴黄疸|症状
40608|心悸伴消瘦、腹泻|症状
40609|腹部肿块|症状
40610|儿童型肌张力障碍|症状
40611|生命体征改变|症状
40612|鼻痒|症状
40613|打喷嚏|症状
40614|乳腺组织肥厚|症状
40615|舌炎|症状
40616|发热伴寒战|症状
40617|肾脏受累|症状
40618|鼓膜瘢痕化|症状
40619|肛门夜间奇痒|症状
40620|脉搏细速|症状
40621|腕关节囊状的突起|症状
40622|肛门松弛|症状
40623|脓包|症状
40624|角质层过度增厚|症状
40625|耳聋|症状
40626|肢端角化|症状
40627|眼结膜黑变|症状
40628|耳垂缺损|症状
40629|血虚|症状
40630|肛周皮肤有湿疹|症状
40631|手臂肌肉萎缩|症状
40632|颧骨额骨下陷|症状
40633|骨髓象左移现象|症状
40634|氮质血症|症状
40635|遗尿|症状
40636|吞咽时胸痛|症状
40637|深部性头痛|症状
40638|睡瘫症|症状
40639|胸膜转移|症状
40640|肌肉坏死|症状
40641|脑白质萎缩|症状
40642|腰部僵直感|症状
40643|鼻裂|症状
40644|反复发作抑郁症|症状
40645|烫伤|症状
40646|脑桥小脑角综合征|症状
40647|口唇青紫|症状
40648|流行性肌痛|症状
40649|胸椎疼痛|症状
40650|乳腺胀痛|症状
40651|婴儿厌食|症状
40652|指甲很短|症状
40653|阑尾穿孔|症状
40654|无用感|症状
40655|持续性肠绞痛|症状
40656|消化道激惹|症状
40657|意识短暂中断|症状
40658|年轻女性心悸胸闷|症状
40659|吮乳困难|症状
40660|鼻翼两侧脱皮|症状
40661|下肢放射痛|症状
40662|胆囊收缩功能不良|症状
40663|心脏性猝死|症状
40664|发炎|症状
40665|鳞屑|症状
40666|维生素缺乏|症状
40667|眼肌麻痹|症状
40668|老年人高粘血症|症状
40669|腰酸|症状
40670|骨及软组织肥大|症状
40671|肛乳头肥大|症状
40672|儿童尿床|症状
40673|肾后性肾衰|症状
40674|持续性胸部疼痛...|症状
40675|甲状腺功能低下|症状
40676|胸膜增厚|症状
40677|胆绞痛|症状
40678|下巴长痘|症状
40679|椎节后缘有骨刺形成|症状
40680|电击样剧痛|症状
40681|覃初丹|症状
40682|膝及小腿部有广...|症状
40683|胱氨酸储积症|症状
40684|肘痛|症状
40685|鼻端肥大|症状
40686|钙离子内流|症状
40687|肢体远端出现腕垂踝垂|症状
40688|上半身消瘦，下...|症状
40689|瘙痒|症状
40690|端坐呼吸|症状
40691|视空间功能受损|症状
40692|静止性结石|症状
40693|鸟嘴样尖鼻|症状
40694|盆腔沉重感|症状
40695|占思乔|症状
40696|反复生殖器溃疡|症状
40697|肝功能衰竭|症状
40698|排尿过程中发生晕厥|症状
40699|肌纤维颤搐|症状
40700|气管间隙形成肿块|症状
40701|不明原因发热|症状
40702|感觉性共济失调|症状
40703|上肢及面部血管...|症状
40704|女性小腹疼痛|症状
40705|肠壅积|症状
40706|视物变形|症状
40707|跌倒发作|症状
40708|粘膜有粘着性白斑|症状
40709|小儿睡眠不好|症状
40710|纤维结构不良|症状
40711|右腿酸痛|症状
40712|弥漫性脂肪变性|症状
40713|老年妇女乳房增大|症状
40714|胸部丘疹|症状
40715|扭伤|症状
40716|头颈部活动受限|症状
40717|桡骨茎突剧痛|症状
40718|胆汁排泄受阻|症状
40719|指甲呈筒形|症状
40720|太阳穴痛|症状
40721|下腹坠胀|症状
40722|鼻中隔穿孔|症状
40723|色素脱失|症状
40724|尾骨压痛及异常活动|症状
40725|逆向型房室折返...|症状
40726|溶酶体酶缺陷|症状
40727|猩红热面容|症状
40728|炎性损害|症状
40729|婴儿含吮时乳头...|症状
40730|新生儿两眼上翻凝视|症状
40731|犬吠样咳嗽|症状
40732|泡样水肿|症状
40733|阴茎疼痛|症状
40734|口角肌肉的抽搐|症状
40735|髌前空虚感|症状
40736|人格解体|症状
40737|面、头、颈、肩...|症状
40738|外阴瘙痒|症状
40739|脉搏快而弱|症状
40740|胸椎腰化|症状
40741|髋关节脱位|症状
40742|骨盆损伤|症状
40743|手下垂时皮肤呈灰蓝色|症状
40744|巨肠症|症状
40745|颞骨隆起|症状
40746|脐周明显红肿变硬|症状
40747|精神运动性兴奋|症状
40748|腕银叉状畸形|症状
40749|甲状旁腺功能亢进|症状
40750|胸骨后疼痛|症状
40751|胫骨假关节形成|症状
40752|腹式反常呼吸|症状
40753|发烧|症状
40754|黑便|症状
40755|进行性消瘦|症状
40756|睡后手指出现麻...|症状
40757|眼干|症状
40758|思考困难感|症状
40759|沟裂增宽|症状
40760|QRS波宽大畸形|症状
40761|扁桃体充血肥大|症状
40762|肛腺分泌减少|症状
40763|咳嗽|症状
40764|阴道入口粘膜撕裂|症状
40765|儿童期过度生长|症状
40766|点头征|症状
40767|子宫有局限性轻压痛|症状
40768|前庭神经受损|症状
40769|贫血貌|症状
40770|过劳|症状
40771|气道高反应性|症状
40772|肾内动脉变细或阻塞|症状
40773|肺部转移|症状
40774|绝经期面红|症状
40775|淋巴管淤积|症状
40776|胆囊结石|症状
40777|爪甲和甲床表现...|症状
40778|镇静药中毒|症状
40779|小儿臀部瘙痒|症状
40780|多发性针尖样瘀点|症状
40781|股动脉枪击音|症状
40782|骨蒸潮热|症状
40783|肾动脉阻塞|症状
40784|囊性肿块|症状
40785|尿痛|症状
40786|食管反流症状|症状
40787|囊肿壁薄且内含...|症状
40788|淀粉样变性|症状
40789|长段升主动脉发育不全|症状
40790|咽炎、舌炎、龈炎|症状
40791|视神经乳头苍白|症状
40792|髋、膝、肘部呈...|症状
40793|髌后捻发音|症状
40794|基底节出血|症状
40795|颅内高压|症状
40796|蛔虫感染|症状
40797|眼前冒火花或眼前闪光|症状
40798|胸口紧绷|症状
40799|异嗜酸癖|症状
40800|韧带骨化|症状
40801|肝下垂|症状
40802|肌肉硬结|症状
40803|梦幻觉|症状
40804|心室纤颤|症状
40805|耻骨上痛|症状
40806|指端及指(趾)...|症状
40807|有机磷中毒|症状
40808|咽部慢性充血|症状
40809|反复肺炎|症状
40810|前臂和腕部的疼痛|症状
40811|视近困难|症状
40812|扁平足|症状
40813|重度黄疸|症状
40814|脓鼻涕增多且不易擤尽|症状
40815|胃壁肌层缺损|症状
40816|变应性鼻炎|症状
40817|臂痛|症状
40818|角膜表面三角形胬肉|症状
40819|指(趾)甲缺失|症状
40820|眼结膜水肿及角膜溃疡|症状
40821|肌肉紧张性疼痛|症状
40822|波动性听力减退|症状
40823|椎间盘脱出|症状
40824|肢体短缩畸形|症状
40825|鼻腔干燥及结痂|症状
40826|肝肾阴虚|症状
40827|定位神经体征|症状
40828|急性呼吸窘迫综合征|症状
40829|无汗腺导管角质...|症状
40830|心肌梗死|症状
40831|尿不尽|症状
40832|鼻唇沟变浅|症状
40833|烧伤创面淡黄色...|症状
40834|肌肉发育不良|症状
40835|下肢无力|症状
40836|胆囊运动障碍|症状
40837|胸痛伴冷汗|症状
40838|帅冬怡|症状
40839|牙龈深红或暗红色|症状
40840|胫骨压痛|症状
40841|呼吸气为腐臭味|症状
40842|近曲小管受累|症状
40843|卵圆孔闭合不全|症状
40844|退离休综合症|症状
40845|中度痛|症状
40846|排气多|症状
40847|鼻衄|症状
40848|月经稀少|症状
40849|功能性头痛|症状
40850|肝被膜紧张|症状
40851|言语紊乱|症状
40852|夹层血肿|症状
40853|风寒湿痹|症状
40854|心尖部第1心音亢进|症状
40855|良性假肥大型肌...|症状
40856|股神经损害|症状
40857|横膈低平|症状
40858|消化性溃疡|症状
40859|手与手指胀满感|症状
40860|尿频伴尿急和尿痛|症状
40861|低位腰痛|症状
40862|脓血性白带|症状
40863|牙齿呈棕黑色|症状
40864|上呼吸道和口腔...|症状
40865|齿龈有蓝线|症状
40866|阴道后穹窿触痛|症状
40867|腹泻|症状
40868|玻璃体有血迹|症状
40869|心脏重量增加|症状
40870|腹部皮肤梅干样皱纹|症状
40871|耳壳的干性坏死|症状
40872|胰岛细胞破坏|症状
40873|儿童离别焦虑|症状
40874|假性近视|症状
40875|睾丸疼痛|症状
40876|拔牙后出血不止|症状
40877|维生素D中毒|症状
40878|新生儿皮肤薄|症状
40879|脑血管痉挛|症状
40880|表皮发生钙化|症状
40881|背部出现小水泡|症状
40882|婴儿体重增长过快|症状
40883|气喘|症状
40884|脓性分泌物|症状
40885|痴呆|症状
40886|意识丧失|症状
40887|乳汁分泌减少|症状
40888|日光照射引起皮肤过敏|症状
40889|胃内有异物|症状
40890|产后小便频数或...|症状
40891|新生儿蛋白尿|症状
40892|紫绀和血缺氧|症状
40893|回肠重复畸形|症状
40894|心脏功能突然失代偿|症状
40895|室颤阈值降低|症状
40896|不良睡眠卫生|症状
40897|呈红色条索，游...|症状
40898|眼白发红|症状
40899|心悸伴高血压|症状
40900|慢性肾衰竭|症状
40901|小腿内侧感觉丧失|症状
40902|鼻塞排出脓性或...|症状
40903|阴囊潮湿有异味|症状
40904|唇部发绀|症状
40905|小指单一褶纹|症状
40906|胸闷憋气|症状
40907|鼻煽|症状
40908|赤白带下|症状
40909|共济失调|症状
40910|尿滤过分数明显下降|症状
40911|咽反射消失|症状
40912|指甲类似云母|症状
40913|对铋盐过敏|症状
40914|自发性流产|症状
40915|决断困难感|症状
40916|腰背部窦道|症状
40917|丛伊可|症状
40918|肩臂外侧的感觉...|症状
40919|睑结膜泪阜区灰...|症状
40920|无名指指甲凹陷|症状
40921|体内湿热|症状
40922|微脉|症状
40923|胃糜烂|症状
40924|上肢周围性瘫痪|症状
40925|正弦胎心率|症状
40926|前列腺增生|症状
40927|恶食凉物|症状
40928|肋骨融合|症状
40929|特禀体质|症状
40930|肢端湿冷|症状
40931|肺内圆形实质性...|症状
40932|一过性的流感样症状|症状
40933|肛周软瘊|症状
40934|膀胱残余尿量增多|症状
40935|一过性意识蒙眬|症状
40936|缺乏深睡眠|症状
40937|月经期间腰疼|症状
40938|恶息、多泡味的...|症状
40939|二尖瓣返流|症状
40940|化脓结痂|症状
40941|血管堵塞|症状
40942|乳腺刺痛|症状
40943|肝-颈静脉回流征阳性|症状
40944|脑发育缓慢|症状
40945|腹内压升高|症状
40946|直立性脱虚|症状
40947|眼球穿孔|症状
40948|虹膜表面形成灰...|症状
40949|喃喃重复自语|症状
40950|尿道口有红斑和水肿|症状
40951|漆裂样纹|症状
40952|疝区的疼痛或坠胀感|症状
40953|踝膝关节积液|症状
40954|头颈部剧痛|症状
40955|捻发音|症状
40956|并指（趾）畸形|症状
40957|深感觉障碍|症状
40958|胸壁疼痛|症状
40959|缺碘|症状
40960|脱髓|症状
40961|尖头并指|症状
40962|腕下垂|症状
40963|视力下降|症状
40964|精液稠|症状
40965|尾部中线有细小...|症状
40966|脸色发黄|症状
40967|足趾皮肤发黑|症状
40968|渗出性胸水|症状
40969|呼吸气为尿臭味|症状
40970|产后胸部下垂|症状
40971|酮尿|症状
40972|克汀病面容|症状
40973|粟粒样丘疹|症状
40974|无力|症状
40975|岳亮|症状
40976|脉沉缓或沉细|症状
40977|气道陷闭|症状
40978|类戒断反应|症状
40979|拇指不明原因疼痛|症状
40980|胎儿水肿|症状
40981|尿道的条索状肿块|症状
40982|四肢湿冷|症状
40983|手掌呈黄色|症状
40984|老年大便失禁|症状
40985|肝内HDAg仅...|症状
40986|凝肩|症状
40987|小儿夜惊咬指|症状
40988|鼻塞及反射性头痛|症状
40989|指甲倒刺|症状
40990|脊柱生理弯曲消失|症状
40991|网眼样痴呆|症状
40992|大阴唇或肛门大...|症状
40993|心瓣膜穿孔|症状
40994|结节|症状
40995|原发灶不明的转移灶|症状
40996|汗闭现象|症状
40997|髌骨软化|症状
40998|腹痛伴血尿|症状
40999|下腹部包块|症状
41000|不能露齿及突唇|症状
41001|闫红梅|症状
41002|新生儿抽搐|症状
41003|胃肠道排空表现|症状
41004|腰骶疼痛|症状
41005|指甲变软或发生变形|症状
41006|脑干出血|症状
41007|甲亢危象|症状
41008|膈肌缺损|症状
41009|性施虐癖|症状
41010|腓肠肌压痛|症状
41011|肾性糖尿|症状
41012|肾钙化|症状
41013|肋间隙可有压痛|症状
41014|老年人腿抽筋|症状
41015|直肠重复畸形|症状
41016|十二指肠狭窄|症状
41017|咳嗽伴胸痛|症状
41018|扁桃体充血|症状
41019|粪便量多|症状
41020|发作间精神障碍|症状
41021|产后全身酸痛|症状
41022|胸大肌痛|症状
41023|禚炬|症状
41024|心脏毒性作用|症状
41025|手术时伤口不再出血|症状
41026|免疫损害|症状
41027|心搏漏跳|症状
41028|器质性神经损害|症状
41029|面部闪电疼痛|症状
41030|津亏血燥|症状
41031|头胀痛|症状
41032|胃灼热|症状
41033|眼球垂直运动障碍|症状
41034|舌口及咽部烧灼感|症状
