:START_ID(disease)|:END_ID(drug)|type:STRING|name:STRING
7602|9876|常用药品|常用药品
3132|9383|常用药品|常用药品
2093|10944|常用药品|常用药品
3566|10025|常用药品|常用药品
414|12110|常用药品|常用药品
5591|11133|常用药品|常用药品
785|11743|常用药品|常用药品
1423|11638|常用药品|常用药品
6886|11771|常用药品|常用药品
8486|11638|常用药品|常用药品
1247|10742|常用药品|常用药品
4592|11320|常用药品|常用药品
915|12524|常用药品|常用药品
914|11293|常用药品|常用药品
7470|10282|常用药品|常用药品
1610|11977|常用药品|常用药品
911|9509|常用药品|常用药品
4279|12459|常用药品|常用药品
6612|11744|常用药品|常用药品
7558|10374|常用药品|常用药品
3513|10742|常用药品|常用药品
6210|11499|常用药品|常用药品
5653|9655|常用药品|常用药品
5231|10604|常用药品|常用药品
7321|10945|常用药品|常用药品
7406|11050|常用药品|常用药品
5101|11490|常用药品|常用药品
8629|8958|常用药品|常用药品
4909|9148|常用药品|常用药品
6714|10267|常用药品|常用药品
2321|10945|常用药品|常用药品
6912|11133|常用药品|常用药品
2965|9914|常用药品|常用药品
1291|9690|常用药品|常用药品
3365|9027|常用药品|常用药品
805|9503|常用药品|常用药品
4091|9752|常用药品|常用药品
7190|10747|常用药品|常用药品
2514|9266|常用药品|常用药品
4767|10351|常用药品|常用药品
7224|10824|常用药品|常用药品
7274|11336|常用药品|常用药品
7510|11916|常用药品|常用药品
5917|11099|常用药品|常用药品
4772|10016|常用药品|常用药品
3020|11017|常用药品|常用药品
4866|11848|常用药品|常用药品
1090|11461|常用药品|常用药品
7219|10489|常用药品|常用药品
8409|11876|常用药品|常用药品
8545|9136|常用药品|常用药品
697|10742|常用药品|常用药品
3303|9212|常用药品|常用药品
5808|8815|常用药品|常用药品
922|10607|常用药品|常用药品
1037|12184|常用药品|常用药品
1198|11638|常用药品|常用药品
108|11271|常用药品|常用药品
777|12240|常用药品|常用药品
6535|12202|常用药品|常用药品
3797|12184|常用药品|常用药品
132|12056|常用药品|常用药品
4045|9164|常用药品|常用药品
1043|11834|常用药品|常用药品
8541|11065|常用药品|常用药品
408|11736|常用药品|常用药品
1441|9129|常用药品|常用药品
1655|11318|常用药品|常用药品
6870|9425|常用药品|常用药品
3123|12156|常用药品|常用药品
6444|9434|常用药品|常用药品
442|9833|常用药品|常用药品
2368|9454|常用药品|常用药品
7606|11977|常用药品|常用药品
1954|11352|常用药品|常用药品
8059|11638|常用药品|常用药品
4420|8849|常用药品|常用药品
1010|10983|常用药品|常用药品
7987|9383|常用药品|常用药品
8009|10788|常用药品|常用药品
1538|11744|常用药品|常用药品
3237|9383|常用药品|常用药品
2488|11834|常用药品|常用药品
385|10313|常用药品|常用药品
2855|12614|常用药品|常用药品
2071|9375|常用药品|常用药品
4388|11697|常用药品|常用药品
1154|9679|常用药品|常用药品
81|9018|常用药品|常用药品
1860|8815|常用药品|常用药品
1387|9053|常用药品|常用药品
2444|11909|常用药品|常用药品
6080|9555|常用药品|常用药品
6114|9121|常用药品|常用药品
1854|9501|常用药品|常用药品
1974|8815|常用药品|常用药品
2493|8932|常用药品|常用药品
2562|9383|常用药品|常用药品
3933|11133|常用药品|常用药品
1901|10164|常用药品|常用药品
6323|10378|常用药品|常用药品
7248|11727|常用药品|常用药品
2913|10528|常用药品|常用药品
5150|11638|常用药品|常用药品
862|10235|常用药品|常用药品
2447|8815|常用药品|常用药品
6398|12616|常用药品|常用药品
6239|9833|常用药品|常用药品
5323|12277|常用药品|常用药品
3860|8815|常用药品|常用药品
8498|10021|常用药品|常用药品
6856|9880|常用药品|常用药品
4603|10091|常用药品|常用药品
4011|10401|常用药品|常用药品
1779|11129|常用药品|常用药品
1795|11133|常用药品|常用药品
3473|11739|常用药品|常用药品
1398|11977|常用药品|常用药品
4169|12403|常用药品|常用药品
6530|9724|常用药品|常用药品
3568|8853|常用药品|常用药品
7826|11743|常用药品|常用药品
7414|8815|常用药品|常用药品
4040|10025|常用药品|常用药品
8595|9480|常用药品|常用药品
7777|11977|常用药品|常用药品
4696|10857|常用药品|常用药品
838|9360|常用药品|常用药品
6838|9883|常用药品|常用药品
6112|11065|常用药品|常用药品
1785|12460|常用药品|常用药品
5884|11638|常用药品|常用药品
416|10254|常用药品|常用药品
5997|9880|常用药品|常用药品
8073|10831|常用药品|常用药品
1263|12622|常用药品|常用药品
1224|11626|常用药品|常用药品
4846|8873|常用药品|常用药品
1877|11258|常用药品|常用药品
4706|9434|常用药品|常用药品
2223|9451|常用药品|常用药品
6450|10091|常用药品|常用药品
3052|12274|常用药品|常用药品
557|9516|常用药品|常用药品
6010|11047|常用药品|常用药品
5343|9002|常用药品|常用药品
6026|12524|常用药品|常用药品
8216|11624|常用药品|常用药品
3627|11285|常用药品|常用药品
8276|8844|常用药品|常用药品
251|9833|常用药品|常用药品
753|11886|常用药品|常用药品
3944|9359|常用药品|常用药品
5105|11130|常用药品|常用药品
6402|12194|常用药品|常用药品
2438|8932|常用药品|常用药品
4583|10811|常用药品|常用药品
1791|11995|常用药品|常用药品
2146|12087|常用药品|常用药品
2192|9002|常用药品|常用药品
2724|9883|常用药品|常用药品
3167|9856|常用药品|常用药品
172|11641|常用药品|常用药品
4329|8875|常用药品|常用药品
5601|11273|常用药品|常用药品
5524|11406|常用药品|常用药品
7318|10723|常用药品|常用药品
3624|11917|常用药品|常用药品
4319|11347|常用药品|常用药品
936|9317|常用药品|常用药品
157|10920|常用药品|常用药品
5779|10092|常用药品|常用药品
1993|11553|常用药品|常用药品
3987|10995|常用药品|常用药品
4523|12347|常用药品|常用药品
1478|10450|常用药品|常用药品
4595|9856|常用药品|常用药品
5281|9183|常用药品|常用药品
2581|10191|常用药品|常用药品
2141|10922|常用药品|常用药品
4749|9317|常用药品|常用药品
6010|12627|常用药品|常用药品
1967|10133|常用药品|常用药品
661|11724|常用药品|常用药品
4251|9663|常用药品|常用药品
5844|9993|常用药品|常用药品
3915|11743|常用药品|常用药品
7613|9541|常用药品|常用药品
55|10919|常用药品|常用药品
1334|10021|常用药品|常用药品
198|11492|常用药品|常用药品
6907|12159|常用药品|常用药品
5340|9002|常用药品|常用药品
2264|11977|常用药品|常用药品
7255|11065|常用药品|常用药品
2898|10328|常用药品|常用药品
7022|11977|常用药品|常用药品
3838|11620|常用药品|常用药品
7197|10043|常用药品|常用药品
4982|12189|常用药品|常用药品
2876|12616|常用药品|常用药品
645|8815|常用药品|常用药品
6009|9121|常用药品|常用药品
2066|11977|常用药品|常用药品
1868|10267|常用药品|常用药品
2388|8932|常用药品|常用药品
4086|10171|常用药品|常用药品
5066|9847|常用药品|常用药品
5567|12527|常用药品|常用药品
1018|12616|常用药品|常用药品
7939|10091|常用药品|常用药品
8604|12079|常用药品|常用药品
1123|10248|常用药品|常用药品
4951|9856|常用药品|常用药品
2842|10441|常用药品|常用药品
7817|9102|常用药品|常用药品
71|9859|常用药品|常用药品
8287|11291|常用药品|常用药品
7225|11962|常用药品|常用药品
1606|10021|常用药品|常用药品
4459|11743|常用药品|常用药品
2780|8815|常用药品|常用药品
5719|12483|常用药品|常用药品
5899|8893|常用药品|常用药品
138|10391|常用药品|常用药品
3819|11603|常用药品|常用药品
3888|10816|常用药品|常用药品
1638|11017|常用药品|常用药品
6620|12166|常用药品|常用药品
714|12571|常用药品|常用药品
3776|9011|常用药品|常用药品
4708|12384|常用药品|常用药品
316|9833|常用药品|常用药品
6078|12473|常用药品|常用药品
6365|9842|常用药品|常用药品
4077|9004|常用药品|常用药品
4006|12086|常用药品|常用药品
6343|10703|常用药品|常用药品
3859|11265|常用药品|常用药品
4790|9739|常用药品|常用药品
745|9561|常用药品|常用药品
2526|9503|常用药品|常用药品
7793|9966|常用药品|常用药品
2233|10723|常用药品|常用药品
5873|12384|常用药品|常用药品
8233|11638|常用药品|常用药品
6669|11306|常用药品|常用药品
5232|11667|常用药品|常用药品
4869|8984|常用药品|常用药品
7979|10604|常用药品|常用药品
6787|8896|常用药品|常用药品
5995|10586|常用药品|常用药品
7825|11238|常用药品|常用药品
4097|11643|常用药品|常用药品
2326|11643|常用药品|常用药品
4516|12277|常用药品|常用药品
2870|12249|常用药品|常用药品
5686|9251|常用药品|常用药品
7647|11492|常用药品|常用药品
2925|11822|常用药品|常用药品
2612|9963|常用药品|常用药品
8604|11140|常用药品|常用药品
2153|12184|常用药品|常用药品
2752|11646|常用药品|常用药品
849|12326|常用药品|常用药品
6116|10376|常用药品|常用药品
1979|10616|常用药品|常用药品
1280|10003|常用药品|常用药品
345|12605|常用药品|常用药品
5391|9856|常用药品|常用药品
4412|8989|常用药品|常用药品
5375|12473|常用药品|常用药品
1690|10566|常用药品|常用药品
6039|9951|常用药品|常用药品
5447|10009|常用药品|常用药品
4128|10118|常用药品|常用药品
8769|10980|常用药品|常用药品
908|11962|常用药品|常用药品
2198|9237|常用药品|常用药品
7784|9671|常用药品|常用药品
608|11744|常用药品|常用药品
244|11917|常用药品|常用药品
7427|10025|常用药品|常用药品
4687|12159|常用药品|常用药品
2707|9856|常用药品|常用药品
8443|12311|常用药品|常用药品
4927|9072|常用药品|常用药品
3771|10224|常用药品|常用药品
8592|11823|常用药品|常用药品
3594|11492|常用药品|常用药品
4469|11005|常用药品|常用药品
4201|12270|常用药品|常用药品
5494|9986|常用药品|常用药品
1539|12086|常用药品|常用药品
2126|9375|常用药品|常用药品
2367|8932|常用药品|常用药品
7001|9281|常用药品|常用药品
7056|11395|常用药品|常用药品
3337|9375|常用药品|常用药品
1252|9541|常用药品|常用药品
1311|12109|常用药品|常用药品
3082|9663|常用药品|常用药品
6410|11744|常用药品|常用药品
4002|9053|常用药品|常用药品
8241|8815|常用药品|常用药品
8049|11190|常用药品|常用药品
5275|11638|常用药品|常用药品
3752|11411|常用药品|常用药品
5050|9451|常用药品|常用药品
1515|10025|常用药品|常用药品
4720|11588|常用药品|常用药品
5117|9666|常用药品|常用药品
2457|11638|常用药品|常用药品
2881|9974|常用药品|常用药品
3610|11370|常用药品|常用药品
5082|12240|常用药品|常用药品
5511|11293|常用药品|常用药品
4632|9443|常用药品|常用药品
5477|11665|常用药品|常用药品
5652|11638|常用药品|常用药品
882|9053|常用药品|常用药品
4016|10372|常用药品|常用药品
7976|11638|常用药品|常用药品
445|10282|常用药品|常用药品
2971|8815|常用药品|常用药品
1780|12277|常用药品|常用药品
2254|12159|常用药品|常用药品
3501|9914|常用药品|常用药品
3716|11238|常用药品|常用药品
4651|8853|常用药品|常用药品
7689|9880|常用药品|常用药品
1527|10620|常用药品|常用药品
3769|11700|常用药品|常用药品
1496|9129|常用药品|常用药品
1973|11352|常用药品|常用药品
8166|9052|常用药品|常用药品
3005|12312|常用药品|常用药品
1225|10519|常用药品|常用药品
3180|11848|常用药品|常用药品
3975|10399|常用药品|常用药品
4516|11829|常用药品|常用药品
7893|9383|常用药品|常用药品
6712|11492|常用药品|常用药品
4602|10945|常用药品|常用药品
3124|11744|常用药品|常用药品
5981|9392|常用药品|常用药品
6202|11099|常用药品|常用药品
7750|11977|常用药品|常用药品
2265|8932|常用药品|常用药品
3368|11966|常用药品|常用药品
2271|11977|常用药品|常用药品
6702|9647|常用药品|常用药品
5235|10358|常用药品|常用药品
3732|11033|常用药品|常用药品
5351|9002|常用药品|常用药品
2216|12505|常用药品|常用药品
3863|11334|常用药品|常用药品
2422|11744|常用药品|常用药品
4521|8963|常用药品|常用药品
7932|12159|常用药品|常用药品
8540|11729|常用药品|常用药品
3271|11735|常用药品|常用药品
381|11917|常用药品|常用药品
2494|9103|常用药品|常用药品
3695|12628|常用药品|常用药品
4764|8903|常用药品|常用药品
5647|10068|常用药品|常用药品
7131|11992|常用药品|常用药品
7902|9660|常用药品|常用药品
547|12086|常用药品|常用药品
4444|8826|常用药品|常用药品
7073|11992|常用药品|常用药品
2794|9880|常用药品|常用药品
2674|10407|常用药品|常用药品
2410|8960|常用药品|常用药品
8615|9042|常用药品|常用药品
6343|12403|常用药品|常用药品
1812|11453|常用药品|常用药品
3243|10655|常用药品|常用药品
1265|11242|常用药品|常用药品
7951|10738|常用药品|常用药品
1689|9466|常用药品|常用药品
1742|8937|常用药品|常用药品
3257|9375|常用药品|常用药品
3993|11638|常用药品|常用药品
4740|9317|常用药品|常用药品
6447|11271|常用药品|常用药品
4430|9129|常用药品|常用药品
7940|11531|常用药品|常用药品
40|10215|常用药品|常用药品
6497|8935|常用药品|常用药品
5623|11732|常用药品|常用药品
3526|9129|常用药品|常用药品
5654|9302|常用药品|常用药品
7600|10088|常用药品|常用药品
6788|11744|常用药品|常用药品
7030|11977|常用药品|常用药品
7845|8901|常用药品|常用药品
674|9434|常用药品|常用药品
825|11700|常用药品|常用药品
6066|11311|常用药品|常用药品
5194|11727|常用药品|常用药品
2197|10847|常用药品|常用药品
8024|11017|常用药品|常用药品
1436|11306|常用药品|常用药品
3204|8959|常用药品|常用药品
3332|9366|常用药品|常用药品
6979|11907|常用药品|常用药品
7243|9009|常用药品|常用药品
6940|11626|常用药品|常用药品
4003|10011|常用药品|常用药品
4078|10054|常用药品|常用药品
7230|8960|常用药品|常用药品
1858|12238|常用药品|常用药品
6771|11950|常用药品|常用药品
3935|11962|常用药品|常用药品
640|8847|常用药品|常用药品
2590|9281|常用药品|常用药品
1907|10164|常用药品|常用药品
1464|11145|常用药品|常用药品
4094|8847|常用药品|常用药品
5676|11744|常用药品|常用药品
5687|8928|常用药品|常用药品
5931|8984|常用药品|常用药品
326|10077|常用药品|常用药品
1920|11453|常用药品|常用药品
607|10346|常用药品|常用药品
8089|11638|常用药品|常用药品
6614|12017|常用药品|常用药品
5452|10123|常用药品|常用药品
5247|12191|常用药品|常用药品
5661|11886|常用药品|常用药品
2647|8901|常用药品|常用药品
7926|12152|常用药品|常用药品
5197|12288|常用药品|常用药品
2709|11962|常用药品|常用药品
4757|11535|常用药品|常用药品
7941|12135|常用药品|常用药品
4033|11347|常用药品|常用药品
6258|12338|常用药品|常用药品
7868|9993|常用药品|常用药品
2390|11099|常用药品|常用药品
2662|10824|常用药品|常用药品
7052|11105|常用药品|常用药品
4246|10723|常用药品|常用药品
5786|11228|常用药品|常用药品
6271|11017|常用药品|常用药品
4745|9535|常用药品|常用药品
5582|11242|常用药品|常用药品
6056|11426|常用药品|常用药品
4751|8960|常用药品|常用药品
6594|10685|常用药品|常用药品
3794|11744|常用药品|常用药品
4862|8815|常用药品|常用药品
7770|10896|常用药品|常用药品
969|11950|常用药品|常用药品
2959|9121|常用药品|常用药品
4189|9147|常用药品|常用药品
3062|12320|常用药品|常用药品
6899|11017|常用药品|常用药品
3519|10238|常用药品|常用药品
2907|10723|常用药品|常用药品
102|10945|常用药品|常用药品
821|10316|常用药品|常用药品
7683|9434|常用药品|常用药品
3879|9129|常用药品|常用药品
5445|10254|常用药品|常用药品
1514|11318|常用药品|常用药品
2641|12557|常用药品|常用药品
7593|11966|常用药品|常用药品
4404|9041|常用药品|常用药品
7216|9484|常用药品|常用药品
8586|9042|常用药品|常用药品
4417|10088|常用药品|常用药品
6664|11794|常用药品|常用药品
1843|10003|常用药品|常用药品
6715|11448|常用药品|常用药品
8040|9242|常用药品|常用药品
2358|9835|常用药品|常用药品
4895|9147|常用药品|常用药品
5519|9832|常用药品|常用药品
209|9112|常用药品|常用药品
6073|11453|常用药品|常用药品
4991|12159|常用药品|常用药品
6277|8901|常用药品|常用药品
4574|11298|常用药品|常用药品
5473|9501|常用药品|常用药品
1842|10043|常用药品|常用药品
3827|12465|常用药品|常用药品
5033|9594|常用药品|常用药品
7603|11265|常用药品|常用药品
2192|9037|常用药品|常用药品
489|9833|常用药品|常用药品
5411|8815|常用药品|常用药品
6989|11298|常用药品|常用药品
2605|10378|常用药品|常用药品
8411|10835|常用药品|常用药品
1596|11318|常用药品|常用药品
7038|12054|常用药品|常用药品
4962|9883|常用药品|常用药品
1876|12340|常用药品|常用药品
8342|11816|常用药品|常用药品
3844|9136|常用药品|常用药品
8020|12550|常用药品|常用药品
3695|9281|常用药品|常用药品
5729|11995|常用药品|常用药品
6436|10272|常用药品|常用药品
8046|11916|常用药品|常用药品
7641|9063|常用药品|常用药品
7931|10747|常用药品|常用药品
1428|11306|常用药品|常用药品
6445|10742|常用药品|常用药品
5397|11499|常用药品|常用药品
5898|10945|常用药品|常用药品
8518|10391|常用药品|常用药品
1888|10988|常用药品|常用药品
7162|11099|常用药品|常用药品
8290|9383|常用药品|常用药品
8773|9734|常用药品|常用药品
3728|9739|常用药品|常用药品
8556|10328|常用药品|常用药品
6707|9939|常用药品|常用药品
6451|11121|常用药品|常用药品
5241|12191|常用药品|常用药品
8624|9511|常用药品|常用药品
4934|10747|常用药品|常用药品
7898|11995|常用药品|常用药品
6499|9739|常用药品|常用药品
8692|9484|常用药品|常用药品
6572|9832|常用药品|常用药品
1024|11917|常用药品|常用药品
3384|12364|常用药品|常用药品
7317|11744|常用药品|常用药品
794|12285|常用药品|常用药品
8241|11638|常用药品|常用药品
6223|12017|常用药品|常用药品
759|10988|常用药品|常用药品
2959|10787|常用药品|常用药品
4796|12447|常用药品|常用药品
3914|9553|常用药品|常用药品
1298|9129|常用药品|常用药品
7584|11133|常用药品|常用药品
4569|8960|常用药品|常用药品
2537|10791|常用药品|常用药品
6497|12433|常用药品|常用药品
6877|9974|常用药品|常用药品
3307|10464|常用药品|常用药品
3550|9103|常用药品|常用药品
8774|11638|常用药品|常用药品
5141|12187|常用药品|常用药品
1200|11099|常用药品|常用药品
6817|9856|常用药品|常用药品
4888|12403|常用药品|常用药品
178|10788|常用药品|常用药品
8345|9335|常用药品|常用药品
298|11815|常用药品|常用药品
2589|8960|常用药品|常用药品
3034|9317|常用药品|常用药品
2995|11700|常用药品|常用药品
8746|12143|常用药品|常用药品
1635|10054|常用药品|常用药品
4949|12494|常用药品|常用药品
4019|11955|常用药品|常用药品
4208|11876|常用药品|常用药品
4437|10043|常用药品|常用药品
4782|11306|常用药品|常用药品
1854|11977|常用药品|常用药品
2871|9729|常用药品|常用药品
7032|11834|常用药品|常用药品
5428|10009|常用药品|常用药品
1484|11306|常用药品|常用药品
7357|9544|常用药品|常用药品
5359|12285|常用药品|常用药品
4168|11112|常用药品|常用药品
5958|9257|常用药品|常用药品
4103|11909|常用药品|常用药品
1100|9052|常用药品|常用药品
8353|9974|常用药品|常用药品
2641|8886|常用药品|常用药品
4400|10323|常用药品|常用药品
5574|10053|常用药品|常用药品
3529|11190|常用药品|常用药品
7884|11638|常用药品|常用药品
7382|9037|常用药品|常用药品
3840|11962|常用药品|常用药品
1534|12327|常用药品|常用药品
1399|11306|常用药品|常用药品
3754|10108|常用药品|常用药品
398|12159|常用药品|常用药品
734|9451|常用药品|常用药品
2330|10791|常用药品|常用药品
5376|9766|常用药品|常用药品
590|11860|常用药品|常用药品
3748|8853|常用药品|常用药品
2296|11428|常用药品|常用药品
2372|12491|常用药品|常用药品
1980|9652|常用药品|常用药品
2482|8815|常用药品|常用药品
6971|12081|常用药品|常用药品
6795|9383|常用药品|常用药品
7519|11744|常用药品|常用药品
7660|11963|常用药品|常用药品
2363|12143|常用药品|常用药品
6428|11033|常用药品|常用药品
6097|11908|常用药品|常用药品
8406|11190|常用药品|常用药品
1340|12320|常用药品|常用药品
2458|10447|常用药品|常用药品
243|9833|常用药品|常用药品
6735|8815|常用药品|常用药品
5947|8815|常用药品|常用药品
4110|11264|常用药品|常用药品
7703|9375|常用药品|常用药品
7653|11977|常用药品|常用药品
8419|9954|常用药品|常用药品
58|11359|常用药品|常用药品
4743|10979|常用药品|常用药品
6611|10780|常用药品|常用药品
4060|12576|常用药品|常用药品
6908|12345|常用药品|常用药品
7620|10358|常用药品|常用药品
2236|10621|常用药品|常用药品
7695|12109|常用药品|常用药品
8689|11047|常用药品|常用药品
3003|11876|常用药品|常用药品
6304|12628|常用药品|常用药品
361|10231|常用药品|常用药品
2761|11962|常用药品|常用药品
4404|10256|常用药品|常用药品
3292|12184|常用药品|常用药品
7195|12173|常用药品|常用药品
5083|12464|常用药品|常用药品
6791|10581|常用药品|常用药品
6888|10988|常用药品|常用药品
7443|11076|常用药品|常用药品
973|10983|常用药品|常用药品
8697|12101|常用药品|常用药品
6974|9425|常用药品|常用药品
7366|10088|常用药品|常用药品
8324|10655|常用药品|常用药品
6995|11017|常用药品|常用药品
3664|9833|常用药品|常用药品
1449|11265|常用药品|常用药品
3409|12126|常用药品|常用药品
3615|9833|常用药品|常用药品
6313|10313|常用药品|常用药品
3885|11274|常用药品|常用药品
5770|9383|常用药品|常用药品
8300|9335|常用药品|常用药品
2597|11698|常用药品|常用药品
1390|9397|常用药品|常用药品
2530|11905|常用药品|常用药品
7627|9883|常用药品|常用药品
5158|10509|常用药品|常用药品
2509|11235|常用药品|常用药品
5112|10161|常用药品|常用药品
2419|10276|常用药品|常用药品
22|11476|常用药品|常用药品
5526|10550|常用药品|常用药品
2131|11638|常用药品|常用药品
60|9147|常用药品|常用药品
7442|10616|常用药品|常用药品
5672|10953|常用药品|常用药品
6725|12550|常用药品|常用药品
8190|11453|常用药品|常用药品
2869|10823|常用药品|常用药品
7345|12191|常用药品|常用药品
2824|9112|常用药品|常用药品
3351|9136|常用药品|常用药品
7089|11626|常用药品|常用药品
7775|10722|常用药品|常用药品
2515|10162|常用药品|常用药品
7244|8893|常用药品|常用药品
8177|11848|常用药品|常用药品
8534|8985|常用药品|常用药品
323|9833|常用药品|常用药品
2952|12459|常用药品|常用药品
8315|11121|常用药品|常用药品
3400|12603|常用药品|常用药品
8360|11359|常用药品|常用药品
8720|11855|常用药品|常用药品
2181|12494|常用药品|常用药品
2680|9042|常用药品|常用药品
856|9454|常用药品|常用药品
8560|10604|常用药品|常用药品
4028|12184|常用药品|常用药品
8547|10171|常用药品|常用药品
3112|10145|常用药品|常用药品
6613|11761|常用药品|常用药品
70|10350|常用药品|常用药品
5663|12364|常用药品|常用药品
8285|8932|常用药品|常用药品
8149|8958|常用药品|常用药品
6745|12415|常用药品|常用药品
2681|10747|常用药品|常用药品
5856|11638|常用药品|常用药品
5576|12473|常用药品|常用药品
4271|9793|常用药品|常用药品
1549|12079|常用药品|常用药品
4910|9511|常用药品|常用药品
6509|11244|常用药品|常用药品
7671|11766|常用药品|常用药品
5771|9880|常用药品|常用药品
7514|9052|常用药品|常用药品
14|11744|常用药品|常用药品
2331|11744|常用药品|常用药品
6562|12538|常用药品|常用药品
7702|9281|常用药品|常用药品
2018|11855|常用药品|常用药品
2303|12515|常用药品|常用药品
2975|11448|常用药品|常用药品
3165|12405|常用药品|常用药品
7294|10616|常用药品|常用药品
768|10945|常用药品|常用药品
1849|11916|常用药品|常用药品
622|8969|常用药品|常用药品
5165|12344|常用药品|常用药品
3567|8853|常用药品|常用药品
6024|9414|常用药品|常用药品
2416|11099|常用药品|常用药品
4873|10118|常用药品|常用药品
7789|11876|常用药品|常用药品
3703|11359|常用药品|常用药品
1904|12238|常用药品|常用药品
8365|11735|常用药品|常用药品
6489|11165|常用药品|常用药品
1682|12159|常用药品|常用药品
2811|11448|常用药品|常用药品
1881|10088|常用药品|常用药品
3820|12471|常用药品|常用药品
5840|10975|常用药品|常用药品
1754|11961|常用药品|常用药品
6555|10009|常用药品|常用药品
1011|9077|常用药品|常用药品
6946|12187|常用药品|常用药品
554|12524|常用药品|常用药品
3500|11017|常用药品|常用药品
7240|8815|常用药品|常用药品
3242|10742|常用药品|常用药品
2625|9868|常用药品|常用药品
3547|11306|常用药品|常用药品
7821|9690|常用药品|常用药品
421|9257|常用药品|常用药品
3807|11272|常用药品|常用药品
67|9541|常用药品|常用药品
1701|11889|常用药品|常用药品
5039|9988|常用药品|常用药品
5960|10164|常用药品|常用药品
3208|12364|常用药品|常用药品
6867|8909|常用药品|常用药品
7738|9434|常用药品|常用药品
8390|9647|常用药品|常用药品
2480|11582|常用药品|常用药品
8716|9832|常用药品|常用药品
6496|9052|常用药品|常用药品
4710|11876|常用药品|常用药品
3209|9561|常用药品|常用药品
1669|10953|常用药品|常用药品
450|8985|常用药品|常用药品
6720|12443|常用药品|常用药品
2869|9451|常用药品|常用药品
7312|9375|常用药品|常用药品
8741|12159|常用药品|常用药品
6136|10184|常用药品|常用药品
2263|9383|常用药品|常用药品
727|11680|常用药品|常用药品
2438|11017|常用药品|常用药品
7074|11638|常用药品|常用药品
943|9317|常用药品|常用药品
75|11638|常用药品|常用药品
680|9434|常用药品|常用药品
3176|10830|常用药品|常用药品
4911|10305|常用药品|常用药品
1738|12063|常用药品|常用药品
8770|12063|常用药品|常用药品
3912|10190|常用药品|常用药品
6550|10290|常用药品|常用药品
3121|11172|常用药品|常用药品
1566|12148|常用药品|常用药品
640|10842|常用药品|常用药品
8199|9037|常用药品|常用药品
6268|12135|常用药品|常用药品
4154|9499|常用药品|常用药品
4494|11209|常用药品|常用药品
3449|10879|常用药品|常用药品
6064|11905|常用药品|常用药品
8295|10358|常用药品|常用药品
4532|12527|常用药品|常用药品
5276|11298|常用药品|常用药品
3266|8815|常用药品|常用药品
3066|12156|常用药品|常用药品
3379|9034|常用药品|常用药品
853|9250|常用药品|常用药品
2450|8932|常用药品|常用药品
3496|12086|常用药品|常用药品
3991|9847|常用药品|常用药品
3652|9856|常用药品|常用药品
231|9883|常用药品|常用药品
1522|9883|常用药品|常用药品
4455|11744|常用药品|常用药品
1004|10945|常用药品|常用药品
7079|8960|常用药品|常用药品
4082|9873|常用药品|常用药品
8530|12163|常用药品|常用药品
3508|9364|常用药品|常用药品
427|9317|常用药品|常用药品
6500|11285|常用药品|常用药品
6016|9383|常用药品|常用药品
3390|11298|常用药品|常用药品
2110|12616|常用药品|常用药品
2217|9561|常用药品|常用药品
3915|9319|常用药品|常用药品
427|8949|常用药品|常用药品
6955|11652|常用药品|常用药品
731|9638|常用药品|常用药品
3191|10358|常用药品|常用药品
1851|10123|常用药品|常用药品
5735|9743|常用药品|常用药品
1033|10920|常用药品|常用药品
4762|11886|常用药品|常用药品
3075|12159|常用药品|常用药品
1391|10127|常用药品|常用药品
7213|11099|常用药品|常用药品
5843|9511|常用药品|常用药品
5876|11977|常用药品|常用药品
5484|11739|常用药品|常用药品
5700|11421|常用药品|常用药品
1348|11369|常用药品|常用药品
5646|9561|常用药品|常用药品
6227|12017|常用药品|常用药品
8650|11638|常用药品|常用药品
7744|9280|常用药品|常用药品
7655|12070|常用药品|常用药品
3610|10316|常用药品|常用药品
7336|12538|常用药品|常用药品
1384|11133|常用药品|常用药品
8197|9037|常用药品|常用药品
3881|10021|常用药品|常用药品
4319|12314|常用药品|常用药品
6674|12278|常用药品|常用药品
2569|10863|常用药品|常用药品
4521|11916|常用药品|常用药品
7492|11854|常用药品|常用药品
5318|10025|常用药品|常用药品
5898|11033|常用药品|常用药品
5738|9251|常用药品|常用药品
7064|11492|常用药品|常用药品
8485|10566|常用药品|常用药品
8547|12152|常用药品|常用药品
8652|10979|常用药品|常用药品
2947|12344|常用药品|常用药品
4287|12447|常用药品|常用药品
2817|11744|常用药品|常用药品
6693|11744|常用药品|常用药品
6175|9880|常用药品|常用药品
1149|8896|常用药品|常用药品
6866|9434|常用药品|常用药品
7482|10091|常用药品|常用药品
6846|9883|常用药品|常用药品
3932|11626|常用药品|常用药品
6519|11758|常用药品|常用药品
1927|12525|常用药品|常用药品
8612|9394|常用药品|常用药品
6868|9287|常用药品|常用药品
7370|10763|常用药品|常用药品
69|11638|常用药品|常用药品
6577|9077|常用药品|常用药品
5338|9037|常用药品|常用药品
3260|8815|常用药品|常用药品
3567|10778|常用药品|常用药品
602|11794|常用药品|常用药品
5667|9147|常用药品|常用药品
7669|10604|常用药品|常用药品
8657|10689|常用药品|常用药品
3926|9359|常用药品|常用药品
2635|8932|常用药品|常用药品
3195|10670|常用药品|常用药品
511|9042|常用药品|常用药品
