creationdate:LONG|:START_ID(Person)|:END_ID(Organisation)|workfrom:LONG
1285666693075|8796093022967|767|2007
1287120164136|8796093022968|576|2003
1287120164136|8796093022968|566|2005
1286807243196|8796093022976|314|2008
1285222058559|8796093022986|308|2008
1285222058559|8796093022986|325|2008
1285222058559|8796093022986|328|2008
1286990651664|8796093022996|1557|2010
1286990651664|8796093022996|1559|2011
1286990651664|8796093022996|1560|2010
1287920770229|8796093023070|112|2003
1287920770229|8796093023070|113|2004
1287920770229|8796093023070|120|2004
1287475649149|8796093023087|914|2003
1287475649149|8796093023087|918|2002
1287475649149|8796093023087|935|2003
1287475649149|8796093023087|920|2002
1285264892191|8796093023099|1304|2006
1286452403002|8796093023117|447|2008
1283619413225|8796093023143|1297|2011
1283619413225|8796093023143|1299|2010
1284503110264|8796093023144|758|2010
1287886186207|8796093023183|1|2002
1287886186207|8796093023183|3|2000
1287886186207|8796093023183|5|2002
1285696050859|8796093023194|1558|2005
1286782947371|8796093023282|932|2009
1286782947371|8796093023282|920|2009
1286782947371|8796093023282|923|2009
1286782947371|8796093023282|909|2010
1283788567628|8796093023289|665|2010
1286188591475|8796093023290|1342|2002
1284176649495|8796093023321|801|2005
1284176649495|8796093023321|796|2005
1284176649495|8796093023321|782|2005
1284327035275|8796093023364|225|2008
1284327035275|8796093023364|234|2007
1284327035275|8796093023364|237|2008
1285928600647|8796093023371|1227|2005
1285928600647|8796093023371|543|2005
1286998082304|8796093023387|481|2008
1286998082304|8796093023387|483|2012
1286998082304|8796093023387|484|2005
1286998082304|8796093023387|452|2011
1286998082304|8796093023387|444|2005
1283979005777|8796093023402|577|2002
1283979005777|8796093023402|561|2002
1283979005777|8796093023402|579|2002
1283979005777|8796093023402|572|2003
1288015887579|8796093023425|927|2008
1285390354520|8796093023500|49|2009
1285390354520|8796093023500|68|2009
1285390354520|8796093023500|46|2010
1285834748526|8796093023536|928|2003
1285834748526|8796093023536|736|2003
1285834748526|8796093023536|913|2003
1285834748526|8796093023536|920|2004
1285834748526|8796093023536|911|2002
1286847655350|8796093023537|1320|2010
1286847655350|8796093023537|1321|2010
1284053755318|8796093023573|208|2011
1284053755318|8796093023573|205|2010
1286120951115|8796093023616|10|2008
1287213576043|8796093023625|8|2008
1287213576043|8796093023625|9|2009
1284570534344|8796093023658|914|2011
1284570534344|8796093023658|935|2010
1284570534344|8796093023658|921|2010
1284570534344|8796093023658|905|2010
1286718779239|8796093023740|181|2003
1286228485850|8796093023782|512|2007
1286228485850|8796093023782|497|2007
1286228485850|8796093023782|501|2008
1286228485850|8796093023782|505|2007
1286228485850|8796093023782|508|2007
1285075035211|8796093023802|354|1999
1283778490621|8796093023809|1363|2004
1283778490621|8796093023809|1351|2005
1283778490621|8796093023809|1383|2004
1283778490621|8796093023809|1387|2003
1283963558655|8796093023824|888|2007
1283963558655|8796093023824|889|2006
1283963558655|8796093023824|890|2007
1283963558655|8796093023824|892|2006
1283963558655|8796093023824|895|2006
1288762552301|8796093023835|255|2007
1286411772132|8796093023851|508|2002
1286411772132|8796093023851|511|2002
1287448630227|8796093023864|1321|2002
1287448630227|8796093023864|1322|2003
1283695178156|8796093023876|864|2003
1283695178156|8796093023876|865|2002
1287278043906|8796093023892|541|2008
1287806277067|8796093023895|1108|2004
1287806277067|8796093023895|1081|2005
1287806277067|8796093023895|1100|2004
1287806277067|8796093023895|1087|2004
1285119406375|8796093023896|1310|2008
1289663409443|10995116277761|496|2006
1289663409443|10995116277761|514|2005
1289663409443|10995116277761|293|2006
1289663409443|10995116277761|507|2006
1293168334086|10995116277782|680|2007
1293168334086|10995116277782|666|2008
1293168334086|10995116277782|670|2008
1293859808075|10995116277819|545|2002
1293000893357|10995116277851|547|2007
1293000893357|10995116277851|549|2009
1293000893357|10995116277851|774|2011
1293000893357|10995116277851|552|2003
1290387041871|10995116277892|399|2004
1292230777060|10995116277916|1361|2005
1292230777060|10995116277916|1375|2006
1291630978261|10995116277934|1155|2005
1291630978261|10995116277934|1140|2005
1291630978261|10995116277934|1159|2005
1291630978261|10995116277934|1143|2005
1291630978261|10995116277934|1145|2004
1293787584701|10995116278006|211|2007
1293787584701|10995116278006|245|2007
1293787584701|10995116278006|220|2008
1292891275379|10995116278031|480|2005
1292891275379|10995116278031|485|2007
1292891275379|10995116278031|461|2006
1291672307922|10995116278066|908|2003
1291124227118|10995116278083|1572|2005
1291124227118|10995116278083|758|2005
1291872050823|10995116278091|362|2006
1291872050823|10995116278091|348|2006
1291872050823|10995116278091|366|2006
1289327237903|10995116278104|4|2005
1289327237903|10995116278104|1066|2005
1289327237903|10995116278104|428|2004
1289728639158|10995116278132|809|2008
1293413950799|10995116278182|674|2009
1292154312485|10995116278196|1001|2006
1292154312485|10995116278196|1002|2012
1292646629961|10995116278204|922|2006
1292646629961|10995116278204|908|2006
1292646629961|10995116278204|910|2007
1291864987180|10995116278230|1009|2010
1291864987180|10995116278230|1010|2010
1291864987180|10995116278230|1012|2011
1293214673101|10995116278235|1037|2005
1293541101335|10995116278271|929|2005
1293541101335|10995116278271|920|2006
1293541101335|10995116278271|926|2009
1293436598764|10995116278275|897|2004
1293436598764|10995116278275|888|2003
1291593853146|10995116278314|1171|2009
1291593853146|10995116278314|1159|2008
1291593853146|10995116278314|1151|2008
1292765316443|10995116278322|113|2007
1292765316443|10995116278322|114|2007
1291162358988|10995116278326|1570|2002
1291162358988|10995116278326|1571|2002
1291162358988|10995116278326|1572|2001
1293223856894|10995116278328|1121|2006
1293223856894|10995116278328|1125|2006
1293223856894|10995116278328|1119|2005
1291506983563|10995116278352|1321|2003
1291506983563|10995116278352|1322|2003
1291506983563|10995116278352|1323|2004
1289866853635|10995116278390|179|2008
1289866853635|10995116278390|935|2007
1289866853635|10995116278390|170|2008
1289866853635|10995116278390|171|2008
1289866853635|10995116278390|159|2008
1289029828346|10995116278397|566|2011
1289029828346|10995116278397|585|2011
1289029828346|10995116278397|588|2010
1289029828346|10995116278397|558|2010
1288905341496|10995116278408|676|2011
1288905341496|10995116278408|679|2011
1288905341496|10995116278408|669|2013
1291929458115|10995116278421|1117|2004
1291929458115|10995116278421|1118|2003
1291934047266|10995116278447|544|2009
1291934047266|10995116278447|545|2010
1291934047266|10995116278447|546|2009
1291934047266|10995116278447|547|2009
1291934047266|10995116278447|553|2008
1290214740461|10995116278449|1472|2010
1290214740461|10995116278449|1474|2009
1290214740461|10995116278449|1459|2010
1293413425275|10995116278482|547|2005
1293413425275|10995116278482|551|2004
1293413425275|10995116278482|553|2004
1293413425275|10995116278482|540|2004
1290649093942|10995116278524|160|2009
1290649093942|10995116278524|137|2006
1290649093942|10995116278524|155|2004
1290649093942|10995116278524|139|2006
1290649093942|10995116278524|158|2001
1291214916465|10995116278554|913|2008
1291214916465|10995116278554|920|2009
1289883315203|10995116278578|919|2004
1289883315203|10995116278578|921|2004
1289883315203|10995116278578|911|2003
1290253461654|10995116278599|967|2004
1290253461654|10995116278599|951|1998
1290253461654|10995116278599|968|2005
1293770159843|10995116278624|1377|2006
1293770159843|10995116278624|1366|2006
1293770159843|10995116278624|1354|2006
1293770159843|10995116278624|1374|2007
1293477402781|10995116278656|1557|2002
1293477402781|10995116278656|1559|2011
1290162025650|10995116278727|950|2007
1290162025650|10995116278727|951|2006
1290162025650|10995116278727|904|2007
1290162025650|10995116278727|958|2007
1290616419893|10995116278729|1557|2000
1290616419893|10995116278729|398|2001
1293926535762|10995116278753|927|2010
1290459686468|10995116278767|1008|2008
1290459686468|10995116278767|1003|2005
1290459686468|10995116278767|1006|2007
1290459686468|10995116278767|1007|2010
1292987644654|10995116278785|1361|2010
1292987644654|10995116278785|1377|2010
1292987644654|10995116278785|1370|2008
1292762644068|10995116278803|467|2006
1292762644068|10995116278803|470|2005
1292762644068|10995116278803|454|2004
1292762644068|10995116278803|489|2004
1291563258603|10995116278836|1456|2003
1291563258603|10995116278836|1505|2003
1291563258603|10995116278836|1522|2003
1291597819375|10995116278912|1025|2008
1291597819375|10995116278912|1094|2009
1291597819375|10995116278912|1001|2010
1291597819375|10995116278912|523|2009
1291597819375|10995116278912|1085|2009
1289976165549|10995116278952|705|2008
1293953347801|10995116278970|934|1999
1291697799656|10995116278995|1093|2010
1291697799656|10995116278995|1064|2011
1291697799656|10995116278995|1033|2011
1291697799656|10995116278995|1035|2011
1291697799656|10995116278995|1036|2011
1290935713393|10995116278996|930|2002
1290935713393|10995116278996|933|2001
1290935713393|10995116278996|920|2001
1290935713393|10995116278996|937|2000
1293828077494|10995116279002|1267|2007
1293828077494|10995116279002|1244|2007
1293828077494|10995116279002|1261|2007
1293474735400|10995116279035|1409|2011
1293474735400|10995116279035|1395|2012
1293474735400|10995116279035|1391|2011
1293423734075|10995116279084|544|2003
1293423734075|10995116279084|551|2003
1293423734075|10995116279084|539|2003
1293423734075|10995116279084|1005|2002
1291894881690|10995116279130|929|2002
1291894881690|10995116279130|930|2002
1291894881690|10995116279130|906|2001
1291358141089|10995116279153|567|1998
1289249980947|10995116279162|1016|2000
1289249980947|10995116279162|1020|2000
1289172240828|10995116279197|465|2000
1289172240828|10995116279197|452|1999
1291471214844|10995116279201|977|2005
1291471214844|10995116279201|978|2005
1291471214844|10995116279201|979|2004
1291471214844|10995116279201|980|2005
1292483906472|10995116279215|290|1998
1292483906472|10995116279215|280|1998
1292483906472|10995116279215|283|1999
1292483906472|10995116279215|268|1998
1292095459694|10995116279270|549|2001
1292095459694|10995116279270|553|2001
1292830110579|10995116279272|673|2005
1292830110579|10995116279272|675|2003
1292830110579|10995116279272|676|2005
1292830110579|10995116279272|678|2005
1292830110579|10995116279272|667|2004
1291222164096|10995116279273|1558|2007
1291222164096|10995116279273|1559|2011
1290790483228|10995116279339|966|2004
1290790483228|10995116279339|954|2003
1293075764428|10995116279358|550|2009
1293075764428|10995116279358|1528|2009
1293075764428|10995116279358|542|2008
1293574757811|10995116279363|913|2006
1293574757811|10995116279363|914|2007
1293574757811|10995116279363|932|2006
1293574757811|10995116279363|917|2008
1293612407554|10995116279364|1357|2001
1290777454722|10995116279375|673|2008
1290777454722|10995116279375|675|2007
1290777454722|10995116279375|680|2005
1290777454722|10995116279375|666|2006
1290777454722|10995116279375|668|2008
1291366810669|10995116279452|598|2009
1291366810669|10995116279452|603|2009
1291366810669|10995116279452|591|2008
1298880809086|13194139533343|481|2002
1298880809086|13194139533343|483|2002
1298880809086|13194139533343|457|2000
1298880809086|13194139533343|459|2002
1298880809086|13194139533343|444|2001
1295400365018|13194139533367|296|2004
1295400365018|13194139533367|298|2004
1299085461323|13194139533372|444|2011
1299085461323|13194139533372|445|2012
1299140376129|13194139533439|676|2008
1298800817636|13194139533448|1057|2002
1298800817636|13194139533448|1044|2001
1298800817636|13194139533448|1078|2001
1298372580249|13194139533457|1444|2007
1298372580249|13194139533457|1453|2006
1298372580249|13194139533457|1487|2007
1299177013376|13194139533496|1557|2001
1299177013376|13194139533496|1561|2001
1296048091638|13194139533520|1568|2004
1296048091638|13194139533520|1310|2002
1296048091638|13194139533520|1567|2003
1295481777055|13194139533545|1312|2002
1295481777055|13194139533545|1305|2003
1295481777055|13194139533545|1131|2003
1295481777055|13194139533545|1309|2004
1294161270554|13194139533548|23|2004
1294161270554|13194139533548|24|2006
1294161270554|13194139533548|26|2005
1294161270554|13194139533548|29|2010
1295089326257|13194139533562|553|2001
1295089326257|13194139533562|538|2002
1295089326257|13194139533562|539|2002
1295089326257|13194139533562|542|2003
1298269509354|13194139533577|1313|2001
1298269509354|13194139533577|1307|2001
1296043022470|13194139533620|471|2002
1296043022470|13194139533620|477|2002
1296115778087|13194139533641|1296|2003
1298382399579|13194139533645|499|2007
1298382399579|13194139533645|502|2006
1298382399579|13194139533645|505|2006
1298382399579|13194139533645|493|2006
1295197475075|13194139533675|356|2008
1295197475075|13194139533675|348|2008
1295197475075|13194139533675|350|2008
1295148085567|13194139533714|547|2005
1295148085567|13194139533714|551|2005
1298670640245|13194139533721|553|2009
1296712852626|13194139533727|950|2007
1296712852626|13194139533727|957|2007
1297611585284|13194139533732|913|2003
1297611585284|13194139533732|909|2008
1294758038098|13194139533743|866|2008
1295872979437|13194139533753|919|2005
1295872979437|13194139533753|937|2005
1299348550130|13194139533758|721|2011
1299348550130|13194139533758|726|2011
1299348550130|13194139533758|553|2009
1299348550130|13194139533758|716|2008
1299348550130|13194139533758|718|2012
1296797108159|13194139533820|1568|2012
1294388898216|13194139533901|903|2010
1294388898216|13194139533901|904|2012
1295969903417|13194139533919|864|2008
1295969903417|13194139533919|914|2008
1297447405605|13194139533931|448|2003
1297447405605|13194139533931|455|2003
1297447405605|13194139533931|456|2004
1298949776188|13194139533940|576|2005
1298949776188|13194139533940|581|2004
1298951095035|13194139533965|775|2001
1298951095035|13194139533965|44|2002
1299352397293|13194139533966|1033|2003
1295514885234|13194139534003|551|2010
1295514885234|13194139534003|297|2010
1295514885234|13194139534003|538|2012
1295514885234|13194139534003|541|2010
1295514885234|13194139534003|543|2011
1295831371443|13194139534051|896|2009
1298395511303|13194139534060|199|1999
1298395511303|13194139534060|202|1999
1297135835135|13194139534129|1320|2006
1297218579874|13194139534169|788|2004
1297218579874|13194139534169|887|2006
1296350387850|13194139534173|400|2005
1296350387850|13194139534173|399|2006
1299402182654|13194139534212|66|2002
1297086491934|13194139534219|259|2005
1297677088218|13194139534223|546|2008
1297798864759|13194139534224|1114|2004
1297798864759|13194139534224|124|2003
1298928787346|13194139534228|892|2007
1298928787346|13194139534228|895|2008
1296109579978|13194139534261|1557|2004
1296109579978|13194139534261|1558|2005
1296109579978|13194139534261|1560|2004
1296109579978|13194139534261|1561|2004
1299312357889|13194139534284|1057|2006
1295522544723|13194139534338|1557|2005
1295522544723|13194139534338|1558|2007
1295522544723|13194139534338|1560|2007
1295522544723|13194139534338|1561|2006
1294251003430|13194139534340|300|2001
1294251003430|13194139534340|303|2002
1295498984377|13194139534424|666|2004
1295933743123|13194139534431|933|2007
1295933743123|13194139534431|927|2008
1298414679540|13194139534454|544|2002
1298414679540|13194139534454|546|2001
1298414679540|13194139534454|553|2002
1298414679540|13194139534454|538|2002
1298414679540|13194139534454|543|2002
1295490646810|13194139534456|801|2008
1295490646810|13194139534456|787|2009
1295490646810|13194139534456|805|2008
1295490646810|13194139534456|791|2008
1295490646810|13194139534456|783|2009
1296494462461|13194139534474|292|2001
1295471452379|13194139534507|297|2003
1295471452379|13194139534507|298|2003
1297367794630|13194139534509|1557|2011
1297367794630|13194139534509|1558|2008
1297367794630|13194139534509|1559|2003
1297367794630|13194139534509|1560|2012
1297367794630|13194139534509|1561|2005
1294905473221|13194139534524|291|2002
1294905473221|13194139534524|277|2003
1294905473221|13194139534524|281|2003
1294905473221|13194139534524|286|2004
1296992385303|13194139534533|553|2003
1296992385303|13194139534533|543|2003
1295546225054|13194139534574|260|2003
1298850936191|13194139534588|231|2007
1298850936191|13194139534588|239|2007
1294614984554|13194139534610|892|2004
1296831197844|13194139534658|1105|2009
1296831197844|13194139534658|1060|2009
1296831197844|13194139534658|1039|2009
1296831197844|13194139534658|1055|2010
1295060232920|13194139534659|576|2008
1295060232920|13194139534659|588|2008
1295060232920|13194139534659|1117|2008
1295078225726|13194139534663|1424|2006
1295078225726|13194139534663|1425|2005
1295078225726|13194139534663|1410|2004
1295078225726|13194139534663|1431|2005
1295078225726|13194139534663|1423|2005
1296913828994|13194139534699|1013|2011
1296913828994|13194139534699|1020|2001
1298561847411|13194139534730|260|2008
1298561847411|13194139534730|253|2008
1298561847411|13194139534730|255|2008
1296079203099|13194139534777|906|2006
1297621210848|13194139534789|758|2002
1294886084839|13194139534792|473|2006
1294886084839|13194139534792|461|2004
1294886084839|13194139534792|446|2005
1294886084839|13194139534792|1567|2006
1298355512244|13194139534868|593|2005
1298355512244|13194139534868|598|2005
1298355512244|13194139534868|599|2005
1298355512244|13194139534868|590|2004
1294674587192|13194139534869|931|2006
1294674587192|13194139534869|907|2011
1298729312724|13194139534879|107|2002
1298729312724|13194139534879|108|2001
1298553973739|13194139534898|181|2005
1298553973739|13194139534898|184|2005
1298834365640|13194139534923|1475|2008
1298834365640|13194139534923|1524|2009
1298834365640|13194139534923|1450|2009
1298834365640|13194139534923|1471|2009
1295095622123|13194139534926|666|2002
1295095622123|13194139534926|667|2002
1294198519385|13194139534936|970|2004
1294634172625|13194139534942|546|1999
1294634172625|13194139534942|539|2006
1294614339219|13194139534949|565|2009
1294614339219|13194139534949|555|2008
1294614339219|13194139534949|573|2007
1296552452321|13194139534967|540|2005
1296552452321|13194139534967|541|2006
1296552452321|13194139534967|543|2005
1296166172233|13194139535005|532|2008
1299944442861|15393162788877|1331|2009
1299944442861|15393162788877|1333|2009
1299944442861|15393162788877|1337|2010
1299944442861|15393162788877|1340|2010
1299944442861|15393162788877|1341|2009
1302194893835|15393162788901|912|2009
1302194893835|15393162788901|932|2012
1302194893835|15393162788901|919|2010
1301339585682|15393162788944|889|2003
1301339585682|15393162788944|895|2004
1304575995290|15393162788951|258|1998
1302896884855|15393162788952|915|2003
1302896884855|15393162788952|934|2002
1302896884855|15393162788952|920|2002
1302896884855|15393162788952|907|2002
1304709122550|15393162788957|22|2005
1304709122550|15393162788957|23|2006
1304709122550|15393162788957|28|2005
1304709122550|15393162788957|109|2006
1304709122550|15393162788957|30|2005
1303522498837|15393162789041|802|2005
1303522498837|15393162789041|798|2004
1303522498837|15393162789041|783|2005
1304089336938|15393162789051|560|2010
1304089336938|15393162789051|586|2009
1304089336938|15393162789051|587|2009
1301384874618|15393162789066|1177|2003
1301425375195|15393162789081|643|2009
1301425375195|15393162789081|661|2003
1301425375195|15393162789081|647|2009
1301425375195|15393162789081|638|2008
1299483427814|15393162789088|553|2003
1299483427814|15393162789088|539|2002
1299483427814|15393162789088|540|2002
1299483427814|15393162789088|541|2002
1301608132591|15393162789104|897|2003
1301608132591|15393162789104|889|2003
1300539461420|15393162789106|545|2000
1300539461420|15393162789106|548|1999
1300060486248|15393162789111|755|2006
1300060486248|15393162789111|757|2005
1300060486248|15393162789111|751|2008
1300060486248|15393162789111|687|2007
1303436475260|15393162789145|931|2000
1303436475260|15393162789145|906|2000
1300105869814|15393162789178|965|2006
1300105869814|15393162789178|951|2006
1304016016185|15393162789253|789|2005
1304016016185|15393162789253|806|2004
1299754587845|15393162789263|1177|2010
1299754587845|15393162789263|1179|2011
1303501013395|15393162789271|965|2004
1303501013395|15393162789271|950|2004
1303501013395|15393162789271|966|2004
1303501013395|15393162789271|951|2003
1303501013395|15393162789271|953|2003
1300586359150|15393162789277|3|2004
1300586359150|15393162789277|1348|2005
1300586359150|15393162789277|1338|2004
1300586359150|15393162789277|1327|2005
1300550421822|15393162789287|706|2004
1300550421822|15393162789287|696|2002
1300550421822|15393162789287|701|2003
1300878832406|15393162789322|185|2011
1300878832406|15393162789322|143|2010
1301697508778|15393162789325|818|2009
1301697508778|15393162789325|820|2011
1301697508778|15393162789325|822|2008
1301697508778|15393162789325|1126|2007
1302115928648|15393162789340|930|2010
1302115928648|15393162789340|915|2010
1302115928648|15393162789340|931|2011
1299773872532|15393162789357|1001|2005
1299773872532|15393162789357|1002|2004
1301919868520|15393162789407|307|2006
1301919868520|15393162789407|300|2006
1301919868520|15393162789407|301|2005
1302358307160|15393162789420|912|2007
1302358307160|15393162789420|929|2007
1302358307160|15393162789420|938|2006
1302358307160|15393162789420|926|2007
1302358307160|15393162789420|1566|2007
1302830767564|15393162789464|464|2007
1302606766227|15393162789466|952|2007
1302606766227|15393162789466|968|2006
1301534551903|15393162789532|434|2007
1301534551903|15393162789532|420|2007
1301534551903|15393162789532|441|2006
1300889344728|15393162789541|896|2004
1300889344728|15393162789541|889|2008
1300889344728|15393162789541|893|2012
1302871192751|15393162789544|949|2007
1302871192751|15393162789544|950|2007
1302871192751|15393162789544|967|2007
1302871192751|15393162789544|957|2007
1303608603895|15393162789587|968|2001
1303953972862|15393162789600|758|2003
1303953972862|15393162789600|763|2003
1299877341227|15393162789607|892|2004
1299551089619|15393162789639|1003|2005
1299551089619|15393162789639|925|2005
1303899429667|15393162789655|208|2011
1303899429667|15393162789655|209|2004
1303899429667|15393162789655|206|2005
1299439370884|15393162789684|138|2001
1299439370884|15393162789684|175|2001
1304464308081|15393162789687|1569|2003
1304464308081|15393162789687|260|2004
1304464308081|15393162789687|252|2003
1304464308081|15393162789687|253|2004
1299737206625|15393162789716|708|2012
1299737206625|15393162789716|710|2011
1299737206625|15393162789716|701|2010
1300015197320|15393162789718|906|2008
1300418019877|15393162789727|502|2010
1300418019877|15393162789727|491|2010
1300418019877|15393162789727|507|2006
1299532513805|15393162789735|682|1999
1302159190947|15393162789762|916|2008
1302159190947|15393162789762|909|2007
1300563853071|15393162789781|1569|2005
1300563853071|15393162789781|1572|2005
1302741995064|15393162789808|468|2002
1302741995064|15393162789808|488|2002
1302741995064|15393162789808|447|2002
1300799216357|15393162789811|824|2008
1300799216357|15393162789811|827|2008
1302480832308|15393162789820|939|2010
1302480832308|15393162789820|940|2010
1303317973455|15393162789824|1031|2007
1303317973455|15393162789824|1081|2007
1303317973455|15393162789824|1037|2007
1303317973455|15393162789824|1102|2007
1299848716748|15393162789840|545|2008
1299848716748|15393162789840|540|2010
1301266871892|15393162789887|1118|2007
1301791525878|15393162789912|919|2006
1301791525878|15393162789912|937|2007
1301791525878|15393162789912|921|2006
1301791525878|15393162789912|938|2006
1302711870098|15393162789919|913|2002
1302711870098|15393162789919|924|2001
1302711870098|15393162789919|911|2001
1302955794212|15393162789958|106|2009
1302955794212|15393162789958|107|2008
1302955794212|15393162789958|108|2007
1299676371186|15393162789990|930|2007
1300907351850|15393162790015|1488|2005
1300907351850|15393162790015|1492|2003
1300907351850|15393162790015|1450|2005
1300907351850|15393162790015|1453|2004
1299650920004|15393162790040|624|2008
1299650920004|15393162790040|663|2010
1299650920004|15393162790040|621|2009
1302883055085|15393162790063|545|2011
1302883055085|15393162790063|547|2007
1302322511164|15393162790071|354|2002
1302322511164|15393162790071|348|2002
1301500018789|15393162790112|576|2007
1301500018789|15393162790112|561|2008
1301500018789|15393162790112|562|2007
1301500018789|15393162790112|582|2007
1302862644207|15393162790123|65|2007
1302862644207|15393162790123|728|2007
1304191762756|15393162790214|546|2011
1304191762756|15393162790214|549|2010
1304191762756|15393162790214|550|2011
1304191762756|15393162790214|552|2011
1303471508307|15393162790235|1488|2001
1303471508307|15393162790235|1443|2003
1303471508307|15393162790235|1512|2003
1303471508307|15393162790235|1514|2002
1303471508307|15393162790235|1470|2002
1300845890358|15393162790285|256|2011
1300845890358|15393162790285|921|2009
1300845890358|15393162790285|908|2008
1300845890358|15393162790285|925|2005
1300845890358|15393162790285|926|2011
1299720783723|15393162790310|937|2008
1299720783723|15393162790310|1006|2007
1300103377745|15393162790318|11|2011
1301969191986|15393162790339|1312|2006
1301969191986|15393162790339|1010|2004
1301969191986|15393162790339|1317|2003
1301969191986|15393162790339|1305|2007
1301969191986|15393162790339|1311|2003
1302525150042|15393162790351|400|2008
1302525150042|15393162790351|399|2007
1301592139207|15393162790355|681|2011
1300475359510|15393162790368|3|2010
1300475359510|15393162790368|4|2010
1300475359510|15393162790368|5|2009
1301633347748|15393162790380|960|2003
1301633347748|15393162790380|965|2003
1301633347748|15393162790380|966|2004
1301633347748|15393162790380|968|2002
1301633347748|15393162790380|958|2003
1300232090224|15393162790390|1376|2009
1300232090224|15393162790390|1364|2008
1300232090224|15393162790390|1351|2007
1300232090224|15393162790390|1358|2008
1302449130632|15393162790417|789|2009
1302449130632|15393162790417|779|2008
1302449130632|15393162790417|797|2008
1302047249954|15393162790445|585|2010
1302047249954|15393162790445|251|2009
1302047249954|15393162790445|557|2010
1301963384641|15393162790474|935|2007
1301963384641|15393162790474|938|2007
1302560854838|15393162790481|963|2008
1302560854838|15393162790481|953|2009
1302560854838|15393162790481|956|2008
1302560854838|15393162790481|958|2008
1302560854838|15393162790481|959|2009
1300835790271|15393162790526|1083|2011
1308432907491|17592186044455|1056|2004
1308432907491|17592186044455|1136|2005
1306237126486|17592186044477|307|2009
1308278065495|17592186044479|451|2007
1308278065495|17592186044479|484|2007
1308278065495|17592186044479|474|2007
1308800230132|17592186044513|546|2001
1308800230132|17592186044513|543|2002
1305665979671|17592186044525|542|2009
1306226155445|17592186044566|789|2005
1306226155445|17592186044566|779|2006
1306226155445|17592186044566|799|2006
1305299971573|17592186044574|890|2007
1305299971573|17592186044574|892|2007
1305299971573|17592186044574|893|2007
1309986980440|17592186044645|1200|2003
1309986980440|17592186044645|1186|2003
1309986980440|17592186044645|1197|2002
1309986980440|17592186044645|1215|2004
1305376782159|17592186044648|656|2002
1305376782159|17592186044648|641|2002
1305376782159|17592186044648|657|2002
1305376782159|17592186044648|623|2003
1305603781815|17592186044674|1085|2007
1308856406529|17592186044706|897|2005
1308856406529|17592186044706|887|2007
1305214406360|17592186044725|1226|2010
1305214406360|17592186044725|1228|2006
1305214406360|17592186044725|1229|2010
1305214406360|17592186044725|1230|2005
1304797030405|17592186044744|1320|1999
1304797030405|17592186044744|1322|1999
1304797030405|17592186044744|1324|2001
1307754939659|17592186044798|208|2004
1307754939659|17592186044798|1011|2005
1307754939659|17592186044798|205|2004
1307754939659|17592186044798|206|2004
1307720325097|17592186044800|101|2011
1307720325097|17592186044800|102|2012
1307720325097|17592186044800|104|2006
1307720325097|17592186044800|105|2007
1306047826077|17592186044826|183|2001
1308309022037|17592186044835|466|2004
1307881755247|17592186044846|1444|2007
1307881755247|17592186044846|1512|2007
1309845298772|17592186044850|1348|2006
1309845298772|17592186044850|1349|2004
1308819493464|17592186044866|1558|2007
1308819493464|17592186044866|903|2006
1308510754252|17592186044881|916|2002
1308510754252|17592186044881|918|2002
1308510754252|17592186044881|920|2002
1308510754252|17592186044881|908|2002
1307008151609|17592186045004|1569|2002
1307008151609|17592186045004|1571|2003
1307008151609|17592186045004|1572|2003
1307008151609|17592186045004|1573|2003
1307038139811|17592186045034|545|2009
1307038139811|17592186045034|546|2006
1307038139811|17592186045034|548|2009
1307038139811|17592186045034|549|2003
1307038139811|17592186045034|553|2012
1305926936593|17592186045041|834|2004
1305926936593|17592186045041|828|2004
1308602014519|17592186045071|548|2001
1308602014519|17592186045071|550|2001
1308602014519|17592186045071|553|2001
1308602014519|17592186045071|540|2001
1309322313079|17592186045169|788|2006
1305789171102|17592186045195|1348|2003
1305789171102|17592186045195|568|2003
1305789171102|17592186045195|584|2003
1305789171102|17592186045195|574|2005
1309197487888|17592186045196|565|2001
1309197487888|17592186045196|583|2001
1305248626569|17592186045201|824|2011
1305248626569|17592186045201|826|2010
1309959170491|17592186045203|268|2007
1309959170491|17592186045203|285|2007
1309959170491|17592186045203|286|2007
1307845530556|17592186045211|546|2001
1307845530556|17592186045211|547|2005
1307845530556|17592186045211|552|2006
1307845530556|17592186045211|553|2002
1307845530556|17592186045211|542|2000
1304998643868|17592186045284|540|2002
1305206109820|17592186045334|1297|2008
1305206109820|17592186045334|1298|2006
1305206109820|17592186045334|1299|2007
1308576642420|17592186045338|925|2009
1307047006850|17592186045356|1520|2004
1307047006850|17592186045356|1442|2005
1307047006850|17592186045356|1451|2005
1307499402427|17592186045364|306|2004
1307499402427|17592186045364|299|2003
1307499402427|17592186045364|303|2004
1308732717207|17592186045408|857|2009
1308732717207|17592186045408|889|2009
1308732717207|17592186045408|890|2009
1308732717207|17592186045408|894|2009
1308732717207|17592186045408|895|2008
1308965978374|17592186045488|1569|2008
1308965978374|17592186045488|1574|2007
1305048569536|17592186045577|256|2011
1305048569536|17592186045577|927|2012
1307267792905|17592186045589|1027|2001
1307267792905|17592186045589|1034|2001
1309057524575|17592186045590|937|2009
1309057524575|17592186045590|911|2010
1307903045317|17592186045625|548|2006
