creationdate:LONG|:START_ID(Person)|:END_ID(Post)
1277116774388|2199023256818|137439039296
1276862862486|2199023257181|137439039296
1277090399919|4398046511147|137439039296
1277135087931|4398046511608|137439039296
1277018559558|4398046511851|137439039296
1277095309989|4398046511934|137439039296
1276844540739|4398046512338|137439039296
1276919704772|2199023256479|137439039308
1293417570735|1467|343597469522
1293851470098|2199023255557|343597469522
1293554897172|2199023256479|343597469522
1293439557680|2199023256720|343597469522
1293397821640|2199023256818|343597469522
1293448870225|2199023257181|343597469522
1293505640585|4398046511147|343597469522
1293745154160|4398046511304|343597469522
1293424821733|4398046511608|343597469522
1293374148112|4398046511851|343597469522
1293596536249|4398046512273|343597469522
1293775380822|4398046512286|343597469522
1293777033071|6597069767351|343597469522
1293509071495|6597069767597|343597469522
1293311147998|8796093022945|343597469522
1293713886313|8796093022948|343597469522
1321629426340|6597069767351|755914329955
1321356879959|4398046511934|755914329960
1321648350625|4398046512338|755914329960
1321552620353|6597069767351|755914329960
1321391390798|6597069767597|755914329960
1321446129622|8796093022948|755914329960
1321278204099|13194139533714|755914329960
1321432527119|13194139534169|755914329960
1321167607211|13194139534533|755914329960
1321523426579|15393162788951|755914329960
1321671319747|15393162789106|755914329960
1321696447192|15393162789840|755914329960
1321237317256|15393162790417|755914329960
1321403573479|17592186045034|755914329960
1321666990067|17592186045284|755914329960
1321307632482|19791209300744|755914329960
1309329918918|1246|549755899795
1309785479739|1467|549755899795
1309516975690|2199023255557|549755899795
1309642405088|2199023256479|549755899795
1309564516254|2199023256720|549755899795
1309603069898|2199023256818|549755899795
1309330983204|2199023257024|549755899795
1309532181266|2199023257181|549755899795
1309288134953|4398046511147|549755899795
1309442155315|4398046511304|549755899795
1309429228184|4398046511851|549755899795
1309419187609|4398046512273|549755899795
1309827304408|4398046512338|549755899795
1309554069580|6597069767044|549755899795
1275618022608|1467|137439039384
1336756277798|21990232555781|893353283978
1315438786774|859|618475377044
1315464313512|859|618475377046
1293043733803|8796093023077|343597470111
1293473128680|8796093023077|343597470112
1293553027471|859|343597470115
1293383027694|8796093023077|343597470115
1293487865938|8796093023209|343597470115
1301424127617|859|481036423597
1301597331928|8796093023077|481036423597
1314057886011|859|618475377104
1314122406068|8796093023209|618475377104
1314239870164|859|618475377105
1313821681489|8796093023209|618475377105
1339636740795|21990232556466|962072760803
1339645957685|21990232556466|962072760804
1306648493649|859|549755900390
1324482574306|8796093023209|755914330641
1294963558608|8796093023077|412316946977
1322795717348|8796093023077|755914330675
1348735636738|30786325578528|1099511714376
1314534657574|859|618475377233
1314565074019|8796093023077|618475377233
1314401274924|8796093023209|618475377233
1314390347300|17592186044850|618475377233
1350046795970|8796093023209|1099511714391
1334660613964|28587302322311|893353284240
1318030120423|1204|687194854064
1318023767737|2199023255851|687194854064
1318238187394|2199023257001|687194854064
1318052817845|6597069767080|687194854064
1318417790669|13194139534949|687194854064
1318513241569|15393162789106|687194854064
1318133470517|19791209300191|687194854064
1318079386359|21990232556183|687194854064
1283467618137|1204|206158517072
1283220065348|2199023255851|206158517072
1283220547852|2199023257001|206158517072
1283617739802|6597069767080|206158517072
1351100751426|28587302323795|1099511714710
1305507719175|6597069767706|549755900839
1350165376961|30786325577990|1099511714736
1305712460974|699|549755900852
1306169566143|1180|549755900852
1306195433951|4398046512351|549755900852
1305983674593|6597069767706|549755900852
1306132608472|6597069768249|549755900852
1305831970630|13194139533743|549755900852
1305803159106|13194139534228|549755900852
1306104442132|13194139534447|549755900852
1306233548219|13194139534507|549755900852
1306032199975|13194139534610|549755900852
1305796417268|13194139534936|549755900852
1306237289228|13194139534942|549755900852
1305748872270|15393162789287|549755900852
1305758879738|15393162789532|549755900852
1305845575221|15393162789716|549755900852
1305939930323|15393162789919|549755900852
1305963660260|15393162790399|549755900852
1305924181394|17592186044574|549755900852
1305825126504|17592186045670|549755900852
1286665535999|699|274877994257
1286375007300|1180|274877994257
1286562795480|4398046511851|274877994257
1286516601653|4398046512351|274877994257
1286424832915|6597069767706|274877994257
1286557920724|6597069768249|274877994257
1340258303014|13194139533743|962072761911
1332531815934|4398046512351|893353285185
1332861802494|6597069767706|893353285191
1332840953502|19791209300985|893353285194
1332774953369|24189255812253|893353285195
1332974902186|699|893353285196
1332960314085|1180|893353285196
1333041254379|4398046511851|893353285196
1332994577966|6597069767706|893353285196
1332836564042|6597069768249|893353285196
1332762616424|13194139533743|893353285196
1332670282120|13194139534447|893353285196
1332685015749|13194139534507|893353285196
1332637610127|15393162789287|893353285196
1333111603016|15393162789716|893353285196
1332712079546|17592186045408|893353285196
1333118314419|17592186045670|893353285196
1333212313787|17592186045681|893353285196
1333113900970|19791209300985|893353285196
1332984381037|19791209301580|893353285196
1333060402394|24189255811175|893353285196
1332813574155|26388279067353|893353285196
1333160216575|26388279068086|893353285196
1333176768385|28587302322180|893353285196
1317428759004|699|687194855004
1327112925872|1180|824633808500
1313531581600|15393162789532|618475378298
1322438641783|17592186045408|755914331776
1322499698186|17592186045670|755914331776
1321984113193|17592186045681|755914331776
1322481999227|6597069768249|755914331780
1322142280642|1180|755914331792
1322191542005|6597069767706|755914331792
1322497325347|6597069768249|755914331792
1322124145862|13194139533743|755914331792
1321939941247|13194139534447|755914331792
1322204458748|13194139534507|755914331792
1322432157870|13194139534610|755914331792
1322247812927|13194139534936|755914331792
1322036363418|15393162789287|755914331792
1322224327566|15393162789532|755914331792
1322496952516|15393162789716|755914331792
1322496247121|15393162790399|755914331792
1322407317275|17592186044574|755914331792
1322062031559|17592186045408|755914331792
1322015411990|17592186045670|755914331792
1322519510351|17592186045681|755914331792
1321955049561|24189255812253|755914331792
1330426642020|699|824633808532
1295094745541|699|412316948122
1294775534992|1180|412316948122
1295234333851|4398046511851|412316948122
1295048284750|4398046512351|412316948122
1295028276919|6597069768249|412316948122
1294949354487|13194139534610|412316948122
1294881678563|13194139534936|412316948122
1295259162727|13194139534942|412316948122
1341403295830|28587302323795|962072762057
1283310998360|4398046512351|206158518036
1283087204555|6597069768249|206158518036
1276850778349|4398046511851|137439041323
1319585637100|6597069768249|687194855224
1319891022267|13194139533743|687194855224
1319770786886|13194139534228|687194855224
1319655953806|13194139534447|687194855224
1319427995635|13194139534942|687194855224
1319602648936|15393162789287|687194855224
1319925452280|15393162789532|687194855224
1319765551112|15393162789716|687194855224
1319605424835|15393162789919|687194855224
1340362627979|6597069768129|962072762191
1339878141238|28587302322767|962072762191
1284529808742|6597069768129|274877994851
1284750444889|6597069768129|274877994853
1347575334143|6597069768129|1030792238970
1351115956299|28587302322767|1099511715725
1345402226671|6597069768129|1030792239013
1345524290099|28587302322767|1030792239013
1323065655335|6597069768129|755914332111
1328277143481|6597069768129|824633808859
1328314008863|6597069768129|824633808871
1337462628290|6597069768129|962072762347
1337710671323|28587302322767|962072762347
1310652350589|6597069768129|618475378693
1341127731866|6597069768129|962072762384
1340618795490|28587302322767|962072762384
1340654265112|6597069768129|962072762389
1348372863300|6597069768129|1099511715875
1348130050845|28587302322767|1099511715875
1348318865745|6597069768129|1099511715876
1348279567799|28587302322767|1099511715876
1347883653697|6597069768129|1099511715877
1348397827092|6597069768129|1099511715878
1348158310550|28587302322767|1099511715878
1348241866050|6597069768129|1099511715879
1323055941064|6597069768129|755914332205
1298290909752|6597069768129|412316948543
1298154347323|6597069768129|412316948548
1342264863871|6597069768129|1030792239202
1342384068691|28587302322767|1030792239202
1279799641590|6597069768129|206158518396
1279792769398|6597069768129|206158518397
1279836133819|6597069768129|206158518398
1279386082862|6597069768129|206158518399
1279885088730|6597069768129|206158518410
1314737620760|690|618475378977
1314474492059|4398046512162|618475378977
1314707273653|6597069766769|618475378977
1314285519933|8796093022572|618475378977
1314428189703|8796093023077|618475378977
1314708202833|13194139534658|618475378977
1314570946187|15393162789145|618475378977
1314334589671|15393162790224|618475378977
1314218946700|17592186044674|618475378977
1314622666721|17592186045408|618475378977
1314425143387|17592186045847|618475378977
1314711049131|19791209300026|618475378977
1345350213380|15393162789145|1030792239499
1339925351766|19791209300026|962072762934
1339790912061|15393162789145|962072762934
1339772779755|24189255811433|962072762934
1339877711663|21990232555781|962072762934
1340167130598|21990232556059|962072762934
1339883303800|21990232556073|962072762934
1339887541851|4398046512162|962072762934
1340163971246|26388279067426|962072762934
1340232895508|10995116278390|962072762934
1339898876680|690|962072762934
1339820239122|17592186045847|962072762934
1340254184669|4398046512677|962072762934
1340075474093|17592186044674|962072762934
1340103895376|15393162790474|962072762934
1340037969624|21990232557164|962072762934
1340086707002|2199023256573|962072762934
1340597196062|10995116278390|962072763113
1336403202005|26388279068185|893353288542
1336286555772|6597069767262|893353288542
1336755208529|15393162790224|893353288542
1336381241093|2199023256446|893353288542
1336465215456|24189255811441|893353288542
1336687945496|26388279067029|893353288542
1336537974972|19791209300870|893353288542
1336541276423|21990232556212|893353288542
1336718911858|24189255812561|893353288542
1336348991944|28587302322562|893353288542
1336610273777|26388279068302|893353288542
1336824272406|448|893353288542
1336836272138|6597069766967|893353288542
1336537149699|8796093022715|893353288542
1336265662088|21990232556036|893353288542
1336720325132|13194139533367|893353288542
1336474722851|24189255811643|893353288542
1336448743688|15393162790526|893353288542
1336633291131|19791209300177|893353288542
1336377543903|66|893353288542
1336380677755|24189255812042|893353288542
1336591561840|19791209300650|893353288542
1336434721745|8796093023500|893353288542
1336303242068|19791209300752|893353288542
1336597558447|8796093023117|893353288542
1336383864980|13194139533712|893353288542
1338854558002|21990232556073|962072765328
1339202256452|21990232555781|962072765328
1339212671295|24189255811433|962072765328
1339244525540|15393162789145|962072765328
1339032338180|17592186044674|962072765328
1339133162770|21990232556641|962072765328
1338820560940|19791209300026|962072765328
1338720928377|21990232557164|962072765328
1339198766005|4398046512162|962072765328
1338675383131|26388279067426|962072765328
1338758849401|17592186045847|962072765328
1338929116007|21990232556059|962072765328
1339198635987|8796093023077|962072765328
1339016904828|17592186045408|962072765328
1338946285804|1331|962072765328
1338805825232|690|962072765328
1339026093447|26388279067874|962072765328
1339239139423|13194139534658|962072765328
1339210904826|6597069766769|962072765328
1338884870945|4398046511802|962072765328
1339083853398|10995116278578|962072765328
1339148855983|24189255811723|962072765328
1339179884024|28587302322947|962072765328
1338935741007|8796093022572|962072765328
1339236063057|24189255812596|962072765328
1339209951780|26388279067204|962072765328
1339057412662|26388279067210|962072765328
1339237896910|4398046512447|962072765328
1338885801517|26388279068185|962072765328
1338692301690|6597069767262|962072765328
1338937505304|15393162790224|962072765328
1338983473674|2199023256446|962072765328
1339063784187|24189255811441|962072765328
1338870310551|26388279067029|962072765328
1339221385667|30786325578726|962072765328
1338850376863|19791209300870|962072765328
1338956233801|21990232556212|962072765328
1339117285506|24189255812561|962072765328
1338797106635|28587302322562|962072765328
1339099261805|26388279068302|962072765328
1339109705714|448|962072765328
1338999405280|6597069766967|962072765328
1339078646792|8796093022715|962072765328
1338890971406|21990232556036|962072765328
1339154111512|13194139533367|962072765328
1338861182617|24189255811643|962072765328
1339216483266|15393162790526|962072765328
1339117293011|19791209300177|962072765328
1338791192618|28587302323510|962072765328
1338697273340|66|962072765328
1338772231922|24189255812042|962072765328
1338959222939|19791209300650|962072765328
1338986343682|8796093023500|962072765328
1338874201366|19791209300752|962072765328
1338832147380|8796093023117|962072765328
1339178178335|13194139533712|962072765328
1338717065166|30786325578980|962072765328
1339242563124|24189255811930|962072765328
1338908733224|17592186045625|962072765328
1338740960771|2199023256557|962072765328
1339133704503|15393162790390|962072765328
1338952357734|17592186044866|962072765328
1338871259217|26388279068047|962072765328
1339197844393|30786325577944|962072765328
1338679366870|10995116278322|962072765328
1339102770239|17592186046075|962072765328
1338779904804|1246|962072765328
1339192362152|4398046511453|962072765328
1339198022397|21990232556121|962072765328
1339041945424|4398046512623|962072765328
1339235242850|2199023257005|962072765328
1352956006822|1246|1168231195660
1344468707489|21990232556073|1030792242514
1344635996276|24189255811433|1030792242514
1344275457472|15393162789145|1030792242514
1344444611282|17592186044674|1030792242514
1344563658134|21990232556641|1030792242514
1344081207108|19791209300026|1030792242514
1344226588112|21990232557164|1030792242514
1344224377174|4398046512162|1030792242514
1344411555204|26388279067426|1030792242514
1344301909771|17592186045847|1030792242514
1344579027094|21990232556059|1030792242514
1344282067994|8796093023077|1030792242514
1344129352225|17592186045408|1030792242514
1344587895243|1331|1030792242514
1344393775445|690|1030792242514
1344487510776|26388279067874|1030792242514
1344042977174|6597069766769|1030792242514
1344340702780|4398046511802|1030792242514
1344612614949|10995116278578|1030792242514
1344428148796|24189255811723|1030792242514
1344185025207|28587302322947|1030792242514
1344380327696|8796093022572|1030792242514
1344277678158|24189255812596|1030792242514
1344362679109|26388279067204|1030792242514
1344053405462|26388279067210|1030792242514
1344526651679|4398046512447|1030792242514
1344338257346|26388279068185|1030792242514
1344582997592|6597069767262|1030792242514
1344251976921|15393162790224|1030792242514
1344314497412|30786325579172|1030792242514
1344072257683|2199023256446|1030792242514
1344427932122|24189255811441|1030792242514
1344535144981|26388279067029|1030792242514
1344308977815|30786325577918|1030792242514
1344613869621|30786325579199|1030792242514
1344432786529|30786325578736|1030792242514
1344405168179|30786325578726|1030792242514
1344570553819|19791209300870|1030792242514
1344255815218|21990232556212|1030792242514
1344419146737|24189255812561|1030792242514
1344134968907|32985348834181|1030792242514
1344317239676|28587302322562|1030792242514
1344164300856|26388279068302|1030792242514
1344286694578|448|1030792242514
1344197079775|6597069766967|1030792242514
1344401743474|8796093022715|1030792242514
1344404145541|21990232556036|1030792242514
1344141500694|13194139533367|1030792242514
1344210207674|24189255811643|1030792242514
1344077075649|19791209300177|1030792242514
1344315544891|28587302323510|1030792242514
1344381644414|66|1030792242514
1344117107329|24189255812042|1030792242514
1344537595393|19791209300650|1030792242514
1344578101830|8796093023500|1030792242514
1344426154019|19791209300752|1030792242514
1344330841804|8796093023117|1030792242514
1344600622754|13194139533712|1030792242514
1344523324941|30786325578980|1030792242514
1344600762223|24189255811930|1030792242514
1344544566475|17592186045625|1030792242514
1344083873336|2199023256557|1030792242514
1344238551951|15393162790390|1030792242514
1344405815255|17592186044866|1030792242514
1344367668847|26388279068047|1030792242514
1344497626823|30786325577944|1030792242514
1344298505041|17592186046075|1030792242514
1344129367130|19791209301568|1030792242514
1344085687303|1246|1030792242514
1344388447908|4398046511453|1030792242514
1344510082316|21990232556121|1030792242514
1344146190725|4398046512623|1030792242514
1346904134865|15393162790526|1030792242557
1352884343576|30786325578726|1168231196164
1339493260025|24189255812561|962072766076
1339788511471|28587302322562|962072766076
1339540544453|26388279068302|962072766076
1339868597154|448|962072766076
1339702064065|6597069766967|962072766076
1339702933872|8796093022715|962072766076
1339429256944|21990232556036|962072766076
1339504639941|13194139533367|962072766076
1339471253838|24189255811643|962072766076
1339752899698|15393162790526|962072766076
1339815816847|19791209300177|962072766076
1339569725836|28587302323510|962072766076
1339954585021|66|962072766076
1339480660961|24189255812042|962072766076
1339599835807|19791209300650|962072766076
1339530135547|8796093023500|962072766076
1352200179328|1331|1099511720498
1329906227617|2199023256905|824633813905
1351479940994|690|1099511721086
1351434656465|21990232556059|1099511721086
1351539286822|13194139534658|1099511721086
1351576063689|32985348833485|1099511721086
1351734072030|15393162789145|1099511721086
1351736529948|32985348834672|1099511721086
1351916215462|4398046512642|1099511721086
1351776236292|30786325579172|1099511721086
1351638930785|30786325577918|1099511721086
1351579183447|8796093023616|1099511721086
1351628790274|8796093023537|1099511721086
1351685437644|21990232557164|1099511721086
1351920816041|24189255811971|1099511721086
1351788153649|17592186045408|1099511721086
1351759281085|6597069767006|1099511721086
1351763822611|15393162790351|1099511721086
1351563119064|24189255811723|1099511721086
1351907591941|24189255811433|1099511721086
1351415514535|8796093023077|1099511721086
1351768915722|21990232556641|1099511721086
1351347889129|19791209300026|1099511721086
1351605099201|26388279067382|1099511721086
1351510551720|17592186045847|1099511721086
1351675635914|21990232555781|1099511721086
1351782412937|32985348833359|1099511721086
1351891605248|17592186044674|1099511721086
1351781835783|26388279067426|1099511721086
1351734770563|15393162790224|1099511721086
1351497906011|4398046512162|1099511721086
1351516558883|21990232556073|1099511721086
1351477945394|8796093022572|1099511721086
1351480210220|15393162789655|1099511721086
1351530995215|28587302322552|1099511721086
1351497874594|15393162789466|1099511721086
1351683323185|13194139533372|1099511721086
1351589372355|24189255812502|1099511721086
1351466805516|6597069766769|1099511721086
1351338758053|21990232556604|1099511721086
1351794654417|28587302323752|1099511721086
1351700661354|4398046512623|1099511721086
1351465465544|6597069767047|1099511721086
1351422912034|15393162788952|1099511721086
1351416376086|13194139533467|1099511721086
1351457718559|2199023256573|1099511721086
1351755783411|2199023256905|1099511721086
1351850815526|17592186044513|1099511721086
1351428102821|166|1099511721086
1351589829496|4398046512770|1099511721086
1351721735349|4398046512238|1099511721086
1351720432065|28587302323659|1099511721086
1351648609723|13194139533966|1099511721086
1351828996662|10995116277819|1099511721086
1351697273512|19791209301590|1099511721086
1351570459755|2199023257181|1099511721086
1351598738845|4398046511568|1099511721086
1351718982069|6597069768193|1099511721086
1351457441266|8796093023835|1099511721086
1351739707572|17592186045625|1099511721086
1351896237314|1435|1099511721086
1351530204145|10995116277916|1099511721086
1349822298147|28587302322552|1099511721254
1350180150122|15393162789466|1099511721254
1349854804960|13194139533372|1099511721254
1350189857141|24189255812502|1099511721254
1350072850485|6597069766769|1099511721254
1349993061485|21990232556604|1099511721254
1350293404111|28587302323752|1099511721254
1349790766100|4398046512623|1099511721254
1350059066778|6597069767047|1099511721254
1350210733746|15393162788952|1099511721254
1349774362142|13194139533467|1099511721254
1350127441364|2199023256573|1099511721254
1349824618103|2199023256905|1099511721254
1350092603929|17592186044513|1099511721254
1350074298974|166|1099511721254
1350028590157|4398046512770|1099511721254
1349800203176|4398046512238|1099511721254
1350065690820|28587302323659|1099511721254
1350085171261|13194139533966|1099511721254
1349975338183|10995116277819|1099511721254
1350341633187|6597069767115|1099511721254
1348356346723|6597069768193|1099511721369
1348058655888|6597069768193|1099511721513
1347879806449|21990232557164|1099511721612
1347925174684|4398046512238|1099511721974
1348284579447|28587302323659|1099511721974
1348036824498|13194139533966|1099511721974
1347943192082|10995116277819|1099511721974
1348261793705|6597069767115|1099511721974
1348344194641|19791209301590|1099511721974
1347977807063|2199023257181|1099511721974
1347881079780|4398046511568|1099511721974
1348070658110|26388279067210|1099511722199
1348356522946|32985348834672|1099511722199
1347987421901|4398046512642|1099511722199
1348206469951|30786325579172|1099511722199
1348059673158|30786325577918|1099511722199
1348057141862|8796093023616|1099511722199
1348045034397|8796093023537|1099511722199
1348230545010|21990232557164|1099511722199
1348033943622|24189255811971|1099511722199
1348010979329|17592186045408|1099511722199
1347904736521|6597069767006|1099511722199
1348076030594|15393162790351|1099511722199
1348195522798|24189255811723|1099511722199
1347895867292|24189255811433|1099511722199
1348095360366|8796093023077|1099511722199
1348160589393|21990232556641|1099511722199
1348210732013|19791209300026|1099511722199
1348313666056|26388279067382|1099511722199
1348119956621|17592186045847|1099511722199
1347887381137|32985348833359|1099511722199
1276665360550|555|137439048073
1276660184451|1425|137439048073
1276702948828|2199023256303|137439048073
1276878031121|4398046511247|137439048073
1276819575823|4398046512008|137439048073
1276881734768|4398046512360|137439048073
1276618893897|4398046512677|137439048073
1330719621037|2199023256791|824633815880
1282945039450|910|206158525275
1283289907986|2199023255994|206158525275
1282891705453|2199023256791|206158525275
1283036314660|4398046511926|206158525275
1283113069431|4398046512803|206158525275
1283154091828|6597069767996|206158525275
1312411639054|4398046512803|618475385726
1312232376806|6597069767996|618475385726
1312358171783|8796093023077|618475385726
1312294742301|13194139534868|618475385726
1312202476220|17592186045364|618475385726
1312601230396|19791209300227|618475385726
1324866186063|2199023255994|755914339201
1325103518238|2199023255994|755914339205
1324869638460|2199023256791|755914339205
1324823823640|4398046511926|755914339205
1325085712412|6597069767706|755914339205
1325012236735|6597069767996|755914339205
1324966741952|8796093023077|755914339205
1324936823516|8796093023851|755914339205
1325280040996|13194139534868|755914339205
1325265069396|15393162790390|755914339205
1325016952275|17592186044850|755914339205
1324958430770|17592186045364|755914339205
1324809710549|19791209300227|755914339205
1325126667451|19791209301084|755914339205
1324927011732|21990232555781|755914339205
1325171105192|24189255811081|755914339205
1325304990158|24189255812167|755914339205
1325040798209|2199023255994|755914339211
1324863300075|2199023256791|755914339211
1324907175050|4398046511926|755914339211
1325275154501|6597069767706|755914339211
1324827904448|6597069767996|755914339211
1325293928218|8796093023077|755914339211
1325278683115|8796093023851|755914339211
1324987212820|13194139534868|755914339211
1324973167512|15393162790390|755914339211
1324898116032|17592186044850|755914339211
1324947511834|17592186045364|755914339211
1325141230262|19791209300227|755914339211
1325108341115|19791209301084|755914339211
1325291004003|21990232555781|755914339211
1325378240182|24189255811081|755914339211
1324957224235|24189255812167|755914339211
1349386002520|2199023255994|1099511722926
1334230215750|910|893353292738
1334445345379|2199023255994|893353292738
1334231927331|2199023256791|893353292738
1334145962000|4398046511926|893353292738
1334483095429|6597069767706|893353292738
1334645562088|8796093023077|893353292738
1334206975948|8796093023851|893353292738
1334217452549|17592186044850|893353292738
1334229303745|17592186045364|893353292738
1334652700366|19791209300227|893353292738
1334574321324|19791209301084|893353292738
1334624799726|21990232555781|893353292738
1334430270895|21990232557020|893353292738
1334609233720|24189255811081|893353292738
1334141167683|24189255811723|893353292738
1334169726617|24189255812167|893353292738
1334329212847|26388279067210|893353292738
1327645976427|2199023255994|824633816039
1327687226759|4398046511926|824633816039
1327523185505|6597069767996|824633816039
1327960498990|13194139534868|824633816039
1327663955947|15393162790390|824633816039
1327942527997|19791209300227|824633816039
1334822761912|6597069767706|893353292780
1334694549394|15393162790390|893353292784
1334832987616|17592186044850|893353292784
1326228726011|21990232557020|755914339348
1285347086397|910|274878002213
1285077293780|2199023255994|274878002213
1285465213621|2199023256791|274878002213
1284944696232|4398046511926|274878002213
1285189854935|4398046512803|274878002213
1284900196853|6597069767996|274878002213
1288430563097|2199023255994|274878002237
1288490994393|910|274878002239
1288565403055|2199023255994|274878002239
1288646942001|2199023256791|274878002239
1288539673472|4398046512803|274878002239
1288580956560|6597069767706|274878002239
1288437792450|8796093023851|274878002239
1288700902853|4398046512803|274878002240
1352551595547|15393162790390|1099511723102
1352467172667|910|1099511723119
1352172016306|2199023255994|1099511723119
1352447671086|4398046511926|1099511723119
1352592385654|4398046512803|1099511723119
1352625532694|6597069767706|1099511723119
1352713719687|6597069767996|1099511723119
1352298865530|8796093023077|1099511723119
1352392710294|13194139534868|1099511723119
1352488298349|15393162790390|1099511723119
1352131882802|17592186044850|1099511723119
1352166816588|17592186045364|1099511723119
1352268304768|19791209300227|1099511723119
1352156582864|19791209301084|1099511723119
1352431656140|21990232555781|1099511723119
1352165559639|21990232557020|1099511723119
1352265220679|24189255811081|1099511723119
1352218631887|24189255812167|1099511723119
1352316781601|26388279067210|1099511723119
1352516115418|30786325578706|1099511723119
1352664615969|37383395344931|1099511723119
1319048071792|1065|687194862908
1318774572974|4398046512351|687194862908
1319209382717|6597069766709|687194862908
1318869069197|6597069767706|687194862908
1318870285008|10995116278970|687194862908
1319009702846|13194139534169|687194862908
1319085166110|13194139534936|687194862908
1319056447581|15393162789357|687194862908
1319293863158|19791209300223|687194862908
1318810716900|19791209300650|687194862908
1319342186236|21990232556531|687194862908
1335954572585|8796093023289|893353293444
1310338928929|13194139534507|549755910179
1310330368291|13194139534507|549755910183
1303670346882|13194139534507|481036433486
1350122707311|13194139534507|1099511724159
1350463567082|13194139534507|1099511724162
1350150474601|13194139534507|1099511724168
1297495959418|13194139534507|412316956821
1324064846488|13194139534507|755914340518
1344625250437|13194139534507|1030792247524
1344672751103|13194139534507|1030792247530
1344327915240|13194139534507|1030792247531
1316489797724|13194139534507|687194863863
1316414726788|13194139534507|687194863866
1326708470642|13194139534507|824633817369
1349767098747|13194139534507|1099511724320
1349247451000|13194139534507|1099511724326
1286626324336|2199023256083|274878004072
1292229622363|10995116279197|343597480869
1292515460480|2199023256083|343597480878
1292171267920|10995116279197|343597480878
1351603596266|2199023256083|1099511724987
1351925828138|10995116279024|1099511724987
1351543441899|10995116279197|1099511724987
1351958843379|24189255812167|1099511724987
1340358656788|2199023256083|962072771540
1340065858491|19791209300150|962072771540
1340366659947|24189255812167|962072771540
1340526274129|30786325579250|962072771540
1333006928592|10995116279024|893353294812
1332865109283|2199023256083|893353294814
1333323455319|10995116279024|893353294814
1332905517702|10995116279197|893353294814
1333060805967|19791209300150|893353294814
1281796060768|2199023256083|206158527485
1293758224905|10995116279024|343597480990
1315350942907|19791209300150|618475387950
1315173895692|2199023256083|618475387958
1333020538697|10995116279024|893353294912
1296208485593|2199023256083|412316957786
1296186035547|10995116279197|412316957786
1295922767588|2199023256083|412316957795
1310137142965|10995116279197|549755911278
1324963799329|10995116279024|755914341545
1324777094129|24189255812167|755914341545
1315851821201|10995116279024|687194864828
1315695878280|10995116279024|687194864830
1320755062425|8796093022491|687194864958
1320623887732|8796093022685|687194864958
1320928200993|8796093022967|687194864958
1320958876053|8796093023143|687194864958
1277397753908|2199023256978|137439051088
1319926140902|42|687194865028
1320215503358|483|687194865028
1320200519962|599|687194865028
1319749236190|1295|687194865028
1319864920797|2199023256377|687194865028
1320215143317|2199023256978|687194865028
1320143251154|2199023256999|687194865028
1320323095635|2199023257197|687194865028
1320018646571|4398046511484|687194865028
1320139693371|6597069766769|687194865028
1320260652443|6597069767047|687194865028
1320262437658|6597069767216|687194865028
1319764855725|6597069767446|687194865028
1320309734468|6597069768167|687194865028
1320324933063|8796093022491|687194865028
1320321448111|8796093022685|687194865028
1320228378986|8796093022967|687194865028
1320131209736|8796093023143|687194865028
1320118462315|8796093023209|687194865028
1320225931002|8796093023282|687194865028
1320129184604|8796093023573|687194865028
1319917047848|8796093023614|687194865028
1319977511660|8796093023782|687194865028
1320143120318|8796093023851|687194865028
1319801866989|10995116277934|687194865028
1319839178889|10995116278066|687194865028
1320192356160|10995116278390|687194865028
1320072100058|10995116278421|687194865028
1319883488564|10995116278785|687194865028
1320187275599|10995116279024|687194865028
1319844550400|10995116279182|687194865028
1319787592006|10995116279272|687194865028
1320248670727|13194139533931|687194865028
1320115896123|13194139533966|687194865028
1319974274974|13194139534663|687194865028
1320238777846|13194139534792|687194865028
1319907113645|15393162789178|687194865028
1319978902155|15393162790071|687194865028
1320267963268|17592186044479|687194865028
1320225117183|17592186044648|687194865028
1320008604196|17592186044794|687194865028
1320101256373|17592186044835|687194865028
1320194011169|17592186045627|687194865028
1319982306624|19791209300164|687194865028
1319865976378|19791209300225|687194865028
1319968447921|19791209300453|687194865028
1320303077641|19791209300502|687194865028
1320091487356|19791209301104|687194865028
1320204990359|19791209301265|687194865028
1320035451428|19791209301431|687194865028
1319866029157|21990232556030|687194865028
1320310619059|21990232556036|687194865028
1319988511906|21990232556052|687194865028
1320334390491|21990232556739|687194865028
1353236459641|604|1168231202752
1353280937701|2199023255851|1168231202752
1353566835362|35184372089798|1168231202752
1353291922988|1204|1168231202752
1353214332687|2199023256599|1168231202752
1353429744596|4398046511661|1168231202752
1353707444522|30786325577795|1168231202752
1353400307894|28587302322297|1168231202752
1353487545172|13194139533343|1168231202752
1353372546136|17592186045748|1168231202752
1353600192333|30786325578933|1168231202752
1353711709799|35184372089719|1168231202752
1353276788575|10995116278996|1168231202752
1353477504617|2199023256479|1168231202752
1353401551273|17592186044674|1168231202752
1353752707551|30786325578988|1168231202752
1353726882985|2199023257110|1168231202752
1353332900818|13194139534879|1168231202752
1353763239633|28587302323691|1168231202752
1353548320751|26388279068184|1168231202752
1353532817572|71|1168231202752
1353341711938|37383395345191|1168231202752
1351647893815|2199023255851|1099511726168
1351797640335|35184372089798|1099511726168
1351356463300|1204|1099511726168
1351407775146|2199023256599|1099511726168
1351503746882|4398046511661|1099511726168
