creationdate:LONG|:START_ID(Person)|:END_ID(Person)
1350990401366|2199023255573|19791209300191
1344935916768|2199023255573|24189255811081
1339782208271|2199023255573|26388279067663
1342456243367|2199023255573|28587302323795
1350371970671|2199023255573|30786325577918
1328052978559|2199023255590|10995116279024
1353985998812|2199023255590|28587302322210
1279592567266|2199023255638|2199023255862
1313463269164|2199023255638|4398046512254
1324307266175|2199023255638|8796093023876
1342735887334|2199023255638|30786325578931
1353380739213|2199023255638|32985348833410
1349455051020|2199023255638|32985348834072
1336105186566|2199023255672|6597069767115
1336320693758|2199023255672|8796093023077
1318909308423|2199023255672|13194139533919
1324134773319|2199023255672|17592186045041
1340028210897|2199023255672|19791209300358
1323757402482|2199023255672|24189255812167
1348071691082|2199023255672|26388279067204
1347782201392|2199023255672|26388279067210
1348019928132|2199023255672|35184372089100
1353580080296|2199023255672|35184372090505
1354033415090|2199023255672|37383395346041
1335085806414|2199023255686|2199023255790
1271118297656|2199023255686|2199023255851
1325955286184|2199023255686|2199023255869
1352750963841|2199023255686|2199023256904
1342130599116|2199023255686|4398046511568
1282537126523|2199023255686|4398046512405
1317825906564|2199023255686|4398046512629
1353654514944|2199023255686|4398046512803
1323142474552|2199023255686|6597069767176
1298583080668|2199023255686|6597069767722
1284712082373|2199023255686|8796093022948
1298312190473|2199023255686|8796093023077
1294071976279|2199023255686|8796093023613
1321221436735|2199023255686|8796093023864
1317082258222|2199023255686|8796093023876
1310890653441|2199023255686|15393162789466
1311281987823|2199023255686|15393162789544
1346867643153|2199023255686|17592186044645
1310358502553|2199023255686|17592186044846
1323024796342|2199023255686|17592186045848
1327000397035|2199023255686|19791209300227
1327199860793|2199023255686|19791209300926
1326571479522|2199023255686|19791209301454
1342930847033|2199023255686|19791209301603
1349773063479|2199023255686|21990232556130
1339648977526|2199023255686|21990232556301
1319176144726|2199023255686|21990232556635
1339852624261|2199023255686|24189255812167
1344803304643|2199023255686|26388279066773
1332384752431|2199023255686|26388279067204
1353041223498|2199023255686|28587302323557
1343106741867|2199023255686|28587302323752
1343067692625|2199023255686|30786325577795
1342762285935|2199023255686|30786325578070
1352873914899|2199023255686|30786325578253
1343653360060|2199023255686|30786325578671
1345239432118|2199023255686|30786325579234
1352892007846|2199023255686|32985348833375
1348332982408|2199023255686|32985348833585
1347308337348|2199023255686|32985348834010
1352836622590|2199023255686|35184372088850
1352188159422|2199023255686|35184372088972
1351673569739|2199023255686|35184372089633
1346889679400|2199023255691|17592186045071
1334071008621|2199023255691|19791209301084
1350614565345|2199023255691|28587302323163
1353586963933|2199023255691|37383395345948
1292406444613|2199023255724|6597069768129
1329650343646|2199023255724|6597069768167
1346805514546|2199023255724|13194139534898
1340499780346|2199023255724|21990232556064
1324859354952|2199023255724|21990232556792
1342823576917|2199023255724|24189255812037
1314751637547|2199023255737|17592186044566
1335329452394|2199023255737|28587302322180
1292602978864|2199023255767|2199023256313
1338331204212|2199023255767|2199023256361
1323624401298|2199023255767|2199023256377
1305788327694|2199023255767|4398046511304
1324504202832|2199023255767|4398046511602
1300663293718|2199023255767|4398046512195
1278566867217|2199023255767|4398046512273
1352932240570|2199023255767|6597069766769
1317441092739|2199023255767|8796093022784
1314435291307|2199023255767|8796093023077
1312482901297|2199023255767|13194139533919
1335884913324|2199023255767|13194139534060
1321008702100|2199023255767|15393162789420
1329311387263|2199023255767|17592186044574
1346817584454|2199023255767|17592186045201
1350130092035|2199023255767|17592186045707
1322718211264|2199023255767|19791209300650
1330717435715|2199023255767|19791209301047
1319914586732|2199023255767|21990232556121
1323186554095|2199023255767|21990232556466
1348503323501|2199023255767|24189255811433
1330891425179|2199023255767|24189255812167
1349548983445|2199023255767|26388279067210
1347824526028|2199023255767|26388279067293
1335257704437|2199023255767|26388279068275
1341378856856|2199023255767|28587302322216
1336186228292|2199023255767|28587302322698
1352284994128|2199023255767|28587302323330
1352622343345|2199023255767|30786325577988
1349613273121|2199023255767|30786325578598
1348848324750|2199023255767|32985348833719
1352124986393|2199023255767|35184372089100
1351262996868|2199023255767|35184372090060
1284759136559|2199023255782|8796093022948
1315243362347|2199023255783|4398046511926
1329729775292|2199023255783|17592186044674
1339525987115|2199023255783|21990232556130
1341157823105|2199023255783|24189255811723
1337256391644|2199023255783|28587302322767
1351759480175|2199023255783|30786325577918
1338532115415|2199023255783|30786325578528
1348610477575|2199023255783|35184372089362
1313519691959|2199023255790|2199023255851
1335826331047|2199023255790|2199023256361
1299900092039|2199023255790|2199023256446
1312250598176|2199023255790|4398046511458
1333290213351|2199023255790|6597069767337
1344815434281|2199023255790|6597069768167
1325326512492|2199023255790|8796093023077
1295715198745|2199023255790|8796093023144
1286770396801|2199023255790|8796093023371
1320482799413|2199023255790|8796093023537
1338611304591|2199023255790|8796093023851
1308247226939|2199023255790|10995116279024
1310631002192|2199023255790|13194139535005
1317671221334|2199023255790|15393162789466
1325060592583|2199023255790|15393162789808
1320972977480|2199023255790|15393162790502
1339858801390|2199023255790|17592186044744
1337135924936|2199023255790|17592186045364
1309490972425|2199023255790|17592186045670
1343463696552|2199023255790|19791209300150
1325471967181|2199023255790|19791209300225
1348940198125|2199023255790|19791209301288
1342569994590|2199023255790|19791209301317
1324749253367|2199023255790|21990232555921
1343043018760|2199023255790|21990232556302
1321113618071|2199023255790|21990232556540
1324176409532|2199023255790|21990232556623
1335832650695|2199023255790|26388279067210
1340265026223|2199023255790|26388279068275
1347818396205|2199023255790|28587302323263
1332655546774|2199023255790|28587302323545
1353999429186|2199023255790|28587302323752
1351750762228|2199023255790|30786325577990
1339696669495|2199023255790|30786325578689
1339471411351|2199023255790|30786325578726
1344720378686|2199023255790|30786325578777
1304379241337|2199023255797|8796093023077
1322425227094|2199023255797|10995116278996
1322319657928|2199023255797|15393162789912
1331590931234|2199023255797|26388279067210
1314692404654|2199023255824|4398046511934
1312662450939|2199023255824|17592186045284
1340620608808|2199023255824|17592186045408
1331570251254|2199023255824|17592186045627
1342473482679|2199023255824|19791209300191
1330005893775|2199023255824|19791209301378
1347884913931|2199023255824|21990232556019
1343862806497|2199023255824|21990232556183
1335464000990|2199023255824|21990232557062
1353630584241|2199023255824|24189255811914
1349719958888|2199023255824|28587302322805
1354133596367|2199023255824|32985348833584
1348334726096|2199023255824|32985348833938
1291559305096|2199023255851|2199023255994
1300366221440|2199023255851|2199023256083
1274754263074|2199023255851|2199023256183
1308566686896|2199023255851|2199023256313
1273146960955|2199023255851|2199023256554
1337050320333|2199023255851|2199023256576
1279820241901|2199023255851|2199023256835
1335870620800|2199023255851|2199023256858
1325976763856|2199023255851|2199023256904
1277995391297|2199023255851|2199023257024
1297389679105|2199023255851|4398046511151
1316526155943|2199023255851|4398046511255
1282965081346|2199023255851|4398046511304
1324310081117|2199023255851|4398046511357
1278089513069|2199023255851|4398046511440
1284174978636|2199023255851|4398046511602
1348467159518|2199023255851|4398046511727
1319507999604|2199023255851|4398046511867
1279532710183|2199023255851|4398046511934
1332601989004|2199023255851|4398046511989
1341337514068|2199023255851|4398046512195
1323451067167|2199023255851|4398046512328
1295987574790|2199023255851|4398046512359
1304226259971|2199023255851|4398046512405
1340459062846|2199023255851|4398046512495
1282553487583|2199023255851|4398046512570
1341988027300|2199023255851|4398046512623
1333274459202|2199023255851|4398046512642
1321401684539|2199023255851|4398046512770
1352486257220|2199023255851|6597069766769
1338732270273|2199023255851|6597069766942
1308915973186|2199023255851|6597069767115
1327550049986|2199023255851|6597069767597
1319610242660|2199023255851|6597069767700
1300153012180|2199023255851|6597069767970
1291148104539|2199023255851|6597069767996
1338152829347|2199023255851|6597069768167
1297610427484|2199023255851|6597069768193
1306653502485|2199023255851|6597069768352
1302523605769|2199023255851|8796093022260
1344960266848|2199023255851|8796093022282
1341050953976|2199023255851|8796093022680
1344401404864|2199023255851|8796093022904
1292312764650|2199023255851|8796093022948
1343019708866|2199023255851|8796093022967
1343199558538|2199023255851|8796093023070
1343892803254|2199023255851|8796093023099
1323853968236|2199023255851|8796093023715
1303076949200|2199023255851|10995116277851
1318109513009|2199023255851|10995116278132
1324006859621|2199023255851|10995116278275
1307604969939|2199023255851|10995116278326
1298039706347|2199023255851|10995116278447
1299018105290|2199023255851|10995116278803
1303441104171|2199023255851|10995116279045
1346024601583|2199023255851|10995116279084
1306739526307|2199023255851|10995116279093
1340157666109|2199023255851|10995116279153
1343196225744|2199023255851|10995116279162
1331533375247|2199023255851|10995116279197
1321470451967|2199023255851|10995116279201
1299025508895|2199023255851|10995116279273
1340268030261|2199023255851|13194139533343
1342984155895|2199023255851|13194139533448
1315419442078|2199023255851|13194139533520
1345743497250|2199023255851|13194139533758
1303191117265|2199023255851|13194139533818
1314309063840|2199023255851|13194139534129
1343363440615|2199023255851|13194139534169
1312955420763|2199023255851|13194139534261
1298138906096|2199023255851|13194139534338
1344602168929|2199023255851|13194139534432
1333886582767|2199023255851|13194139534509
1304427831538|2199023255851|13194139534663
1352352280076|2199023255851|13194139534671
1349801775800|2199023255851|13194139534699
1308193327607|2199023255851|13194139534792
1324078813551|2199023255851|15393162788901
1324071488952|2199023255851|15393162788992
1331604729478|2199023255851|15393162789051
1353398116795|2199023255851|15393162789762
1304451826055|2199023255851|15393162790063
1313716962798|2199023255851|15393162790310
1313392115305|2199023255851|15393162790339
1308727295325|2199023255851|15393162790399
1338920660344|2199023255851|15393162790445
1339922983775|2199023255851|17592186044534
1330924802066|2199023255851|17592186044609
1333496442713|2199023255851|17592186044648
1312241909203|2199023255851|17592186044706
1309359356666|2199023255851|17592186044794
1328620122476|2199023255851|17592186044850
1334329791953|2199023255851|17592186045071
1312035319606|2199023255851|17592186045211
1347157849699|2199023255851|17592186045284
1353770234776|2199023255851|17592186045748
1351162910937|2199023255851|17592186045993
1330481784677|2199023255851|19791209299987
1323221901077|2199023255851|19791209300026
1311337670580|2199023255851|19791209300191
1328266948070|2199023255851|19791209300224
1335584021497|2199023255851|19791209300453
1324532130941|2199023255851|19791209300590
1330772755006|2199023255851|19791209300778
1350346799406|2199023255851|19791209300926
1319575798579|2199023255851|19791209300953
1324363757346|2199023255851|19791209301531
1329668578195|2199023255851|19791209301580
1334849588528|2199023255851|21990232555527
1344293464874|2199023255851|21990232555631
1320845239583|2199023255851|21990232555642
1320011498523|2199023255851|21990232555811
1343165802531|2199023255851|21990232555880
1344548366088|2199023255851|21990232556030
1326897796722|2199023255851|21990232556052
1351161547127|2199023255851|21990232556302
1330846511782|2199023255851|21990232556367
1337612409453|2199023255851|21990232556387
1319057086794|2199023255851|21990232556493
1323409478766|2199023255851|21990232556823
1334788499853|2199023255851|21990232557184
1343143329733|2199023255851|24189255811236
1327592789540|2199023255851|24189255811361
1342990178975|2199023255851|24189255811433
1329894328473|2199023255851|24189255811723
1345952955371|2199023255851|24189255811993
1351496995114|2199023255851|24189255812167
1345575356276|2199023255851|24189255812623
1334166406629|2199023255851|26388279066650
1351179141005|2199023255851|26388279066660
1344760249593|2199023255851|26388279066708
1353516829007|2199023255851|26388279066736
1352180985635|2199023255851|26388279066771
1335097212335|2199023255851|26388279066795
1331756712500|2199023255851|26388279067382
1334500962691|2199023255851|26388279067426
1332918643433|2199023255851|26388279067663
1335553758503|2199023255851|26388279067748
1351041861080|2199023255851|26388279067881
1342855019921|2199023255851|28587302322227
1345598350616|2199023255851|28587302322293
1349391895390|2199023255851|28587302322297
1347812253240|2199023255851|28587302322311
1346321569756|2199023255851|28587302322534
1340205204453|2199023255851|28587302322542
1338231048673|2199023255851|28587302322603
1341471619869|2199023255851|28587302322673
1347616371006|2199023255851|28587302322697
1351218281923|2199023255851|28587302322698
1351772474890|2199023255851|28587302323188
1336061022136|2199023255851|28587302323346
1351394171270|2199023255851|28587302323795
1346463385734|2199023255851|30786325578366
1350754845996|2199023255851|30786325578726
1347101949090|2199023255851|30786325578736
1348301857327|2199023255851|30786325578777
1352024503542|2199023255851|30786325578859
1342730246951|2199023255851|30786325578867
1346883052505|2199023255851|30786325579197
1336934418513|2199023255851|30786325579234
1347451891953|2199023255851|32985348833492
1345911638970|2199023255851|32985348833598
1351863413856|2199023255851|32985348834010
1346709877033|2199023255851|32985348834072
1343472914964|2199023255851|32985348834355
1347484714452|2199023255851|32985348834573
1351930071870|2199023255851|35184372088972
1351212944489|2199023255851|35184372089116
1351432420282|2199023255851|35184372089300
1350484782123|2199023255851|35184372089429
1350762214462|2199023255851|35184372089685
1353156953763|2199023255851|35184372090110
1352167851040|2199023255851|35184372090400
1349443691498|2199023255851|35184372090503
1351765106229|2199023255851|35184372090529
1352735892794|2199023255851|37383395344931
1326995602786|2199023255862|4398046511304
1330534248263|2199023255862|4398046512103
1350294347492|2199023255862|4398046512254
1293912841984|2199023255862|4398046512479
1314222777742|2199023255862|6597069768004
1312388000258|2199023255862|10995116278230
1313518596209|2199023255862|13194139534792
1353636194047|2199023255862|17592186045169
1354084953083|2199023255862|19791209300650
1319573515660|2199023255862|19791209301186
1331251354354|2199023255862|24189255811104
1345519253481|2199023255862|24189255812681
1339969043912|2199023255862|28587302322180
1346192180348|2199023255862|28587302322664
1353822173112|2199023255862|28587302322767
1348146062992|2199023255862|30786325578002
1351270440857|2199023255862|32985348833410
1353908167570|2199023255862|32985348834814
1339681609215|2199023255869|6597069767381
1308120394935|2199023255869|8796093023209
1324396501879|2199023255869|8796093023614
1331336815729|2199023255869|10995116279024
1320160009849|2199023255869|10995116279037
1297893673919|2199023255869|13194139533743
1325108104595|2199023255869|13194139533966
1308084047676|2199023255869|15393162789916
1340347415427|2199023255869|17592186044645
1318345656433|2199023255869|19791209300224
1353817995277|2199023255869|24189255812512
1335676453989|2199023255869|26388279067204
1337409338170|2199023255869|28587302322210
1352039455593|2199023255869|32985348833673
1350324871305|2199023255869|35184372089100
1353423815482|2199023255869|37383395346041
1285858013736|2199023255898|2199023256363
1339114717506|2199023255898|4398046511453
1301582980132|2199023255898|4398046511577
1299916185395|2199023255898|6597069766793
1350607441981|2199023255898|6597069767381
1347288786587|2199023255898|6597069767446
1342140494330|2199023255898|6597069768167
1344021599190|2199023255898|8796093022572
1292545062782|2199023255898|8796093023289
1350511006366|2199023255898|8796093023573
1331773404364|2199023255898|10995116277934
1325073648106|2199023255898|10995116278326
1334163032269|2199023255898|13194139533727
1342583906356|2199023255898|13194139534261
1329391611426|2199023255898|13194139534338
1340058192164|2199023255898|15393162789151
1340242346652|2199023255898|15393162789655
1333681599191|2199023255898|17592186044566
1337165970908|2199023255898|17592186044574
1339997160190|2199023255898|17592186045707
1346414381409|2199023255898|17592186045748
1325272061558|2199023255898|21990232555636
1326700445295|2199023255898|21990232556059
1324049280598|2199023255898|21990232556187
1342161741065|2199023255898|21990232556493
1352621916344|2199023255898|21990232556617
1335425005144|2199023255898|21990232556792
1346388880907|2199023255898|21990232556892
1320414822235|2199023255898|21990232557028
1324259132024|2199023255898|24189255811723
1345727510826|2199023255898|24189255811993
1341067575665|2199023255898|24189255812164
1331522827451|2199023255898|26388279066773
1351409662234|2199023255898|26388279066876
1343625632722|2199023255898|26388279067353
1336954595504|2199023255898|26388279068318
1341352338218|2199023255898|28587302322180
1349765893779|2199023255898|28587302322767
1341267668246|2199023255898|30786325578253
1341253473638|2199023255898|30786325578726
1351495948339|2199023255898|35184372089722
1351572408842|2199023255898|35184372090502
1346856471564|2199023255905|2199023256187
1274394696055|2199023255905|2199023256303
1313141922445|2199023255905|13194139534730
1312672119609|2199023255905|13194139534949
1326466156711|2199023255905|21990232556240
1349651154790|2199023255905|24189255811433
1332907973156|2199023255905|24189255812556
1332824907113|2199023255905|28587302322668
1351753720571|2199023255905|30786325578202
1346656826013|2199023255905|32985348834072
1353662007214|2199023255905|35184372088856
1340826932626|2199023255937|26388279067202
1314638002891|2199023255989|2199023256083
1347936528262|2199023255989|4398046511926
1339753258874|2199023255989|4398046511989
1290803535838|2199023255989|4398046512669
1351199659307|2199023255989|10995116278996
1353861082628|2199023255989|10995116279002
1324858988470|2199023255989|13194139534936
1338021996126|2199023255989|15393162789111
1343717492277|2199023255989|17592186045577
1314698093751|2199023255989|19791209300150
1346016198817|2199023255989|19791209300156
1319215462338|2199023255989|19791209301104
1348517435779|2199023255989|24189255811433
1347556135768|2199023255989|30786325579250
1348107694948|2199023255989|32985348833804
1354110939688|2199023255989|32985348834756
1317813744320|2199023255994|2199023256657
1343239024996|2199023255994|2199023257212
1335024145394|2199023255994|4398046511926
1291959475603|2199023255994|4398046512238
1303778028162|2199023255994|4398046512770
1324317233310|2199023255994|6597069767811
1299791607850|2199023255994|6597069767996
1342043505730|2199023255994|8796093023289
1338695586852|2199023255994|8796093023614
1304144318649|2199023255994|10995116277782
1346532736224|2199023255994|10995116278132
1330122254505|2199023255994|10995116278408
1301332204025|2199023255994|10995116279045
1327404816382|2199023255994|13194139534169
1321108822248|2199023255994|15393162789271
1310585902298|2199023255994|15393162789912
1305655327341|2199023255994|15393162790390
1343786398143|2199023255994|17592186044846
1312170847146|2199023255994|17592186045589
1308259848760|2199023255994|17592186045996
1315499361569|2199023255994|19791209300092
1334626193917|2199023255994|21990232556858
1343589263618|2199023255994|21990232557184
1326207895580|2199023255994|24189255811441
1342655730901|2199023255994|26388279067210
1351880655654|2199023255994|28587302323330
1339241474113|2199023255994|30786325577795
1339824997652|2199023255994|30786325578612
1350447583413|2199023255994|30786325578671
1343871782318|2199023255994|30786325579189
1345292802423|2199023255994|30786325579234
1350919761995|2199023255994|32985348833804
1352271350048|2199023255994|35184372089362
1353977956048|2199023255994|37383395344931
1278389973778|2199023256031|2199023256230
1342771428786|2199023256031|2199023256479
1341333858524|2199023256031|4398046511577
1296084617113|2199023256031|4398046511608
1277476724103|2199023256031|4398046512479
1330820567372|2199023256031|4398046512700
1316690062271|2199023256031|8796093023289
1291309563563|2199023256031|8796093023321
1342341243936|2199023256031|8796093023835
1318248752443|2199023256031|10995116278104
1289728571309|2199023256031|10995116278262
1323614353424|2199023256031|13194139533448
1337149733745|2199023256031|13194139533457
1334211395233|2199023256031|13194139533548
1338792030886|2199023256031|13194139533577
1322041256476|2199023256031|13194139533839
1302251662853|2199023256031|13194139534524
1336213501045|2199023256031|13194139534942
1328104232366|2199023256031|15393162788957
1350194416527|2199023256031|15393162789151
1334989416562|2199023256031|15393162789958
1337517514174|2199023256031|17592186044645
1312870439257|2199023256031|17592186045169
1319284033940|2199023256031|17592186045195
1333142151037|2199023256031|17592186045203
1314028349259|2199023256031|17592186045248
1340119134979|2199023256031|17592186045677
1323792919617|2199023256031|17592186045707
1315517931618|2199023256031|19791209300501
1344044158201|2199023256031|19791209301511
1336716755244|2199023256031|21990232555639
1324169717486|2199023256031|21990232555748
1339131000602|2199023256031|21990232556115
1347896760074|2199023256031|21990232556617
1321092026441|2199023256031|21990232556641
1322482179095|2199023256031|21990232557010
1336169443588|2199023256031|24189255811104
1323119687687|2199023256031|24189255811326
1335613804621|2199023256031|24189255811539
1335621921755|2199023256031|24189255811896
1332809751708|2199023256031|24189255812009
1341982857912|2199023256031|24189255812167
1329774311802|2199023256031|24189255812671
1343258942980|2199023256031|26388279067108
1349230776153|2199023256031|26388279068195
1348861298840|2199023256031|28587302322210
1342452993982|2199023256031|28587302322534
1348595523120|2199023256031|28587302323163
1338215037001|2199023256031|28587302323340
1350432001603|2199023256031|30786325577740
1342206653787|2199023256031|30786325577809
1350504899228|2199023256031|30786325578377
1340414143621|2199023256031|30786325578726
1347762586415|2199023256031|30786325578905
1338381873338|2199023256031|30786325578933
1342417903138|2199023256031|30786325578980
1353892257294|2199023256031|35184372088856
1317854413639|2199023256048|15393162790235
1344250353573|2199023256048|28587302322767
1320098100425|2199023256055|8796093023077
1336196243016|2199023256055|24189255811433
1336373459485|2199023256083|2199023256183
1298589909019|2199023256083|2199023256752
1280511044684|2199023256083|4398046511230
1335445997591|2199023256083|4398046511357
1349725660766|2199023256083|4398046511440
1325094956461|2199023256083|4398046511989
1306502047891|2199023256083|4398046512328
1289516662029|2199023256083|4398046512669
1320112307001|2199023256083|6597069767047
1338635476047|2199023256083|6597069767216
1334648021468|2199023256083|6597069767722
1350296423877|2199023256083|8796093023209
1321654110361|2199023256083|8796093023876
1332036026176|2199023256083|10995116277916
1348272326981|2199023256083|10995116278421
1297528377657|2199023256083|10995116279197
1337775556960|2199023256083|13194139533343
1315913958841|2199023256083|13194139534936
1348391002864|2199023256083|15393162790390
1318002945164|2199023256083|17592186044794
1348158510914|2199023256083|17592186045488
1311682731051|2199023256083|17592186045913
1352316990322|2199023256083|17592186045996
1348930393568|2199023256083|19791209300223
1326803609820|2199023256083|19791209300358
1323899843853|2199023256083|19791209300778
1340878907906|2199023256083|21990232555855
1349236525894|2199023256083|21990232556036
1329484582723|2199023256083|21990232556073
1321665117371|2199023256083|21990232556711
1330296289756|2199023256083|21990232556856
1345623658973|2199023256083|24189255811081
1345621172254|2199023256083|24189255811236
1328898250661|2199023256083|24189255812167
1336285806413|2199023256083|24189255812181
1354000270377|2199023256083|24189255812617
1341192146901|2199023256083|28587302323099
1345428378083|2199023256083|28587302323389
1336438665346|2199023256083|28587302323659
1353816145875|2199023256083|30786325578144
1353675620455|2199023256083|30786325578177
1347891336153|2199023256083|30786325578797
1339456282830|2199023256083|30786325578931
1338751472319|2199023256083|30786325579221
1352959187264|2199023256083|32985348834069
1353552134787|2199023256083|35184372089798
1351528477676|2199023256083|35184372090047
1348837479049|2199023256083|35184372090503
1350393946677|2199023256183|2199023256446
1336296143363|2199023256183|4398046511926
1353824170748|2199023256183|4398046512175
1278468749064|2199023256183|4398046512770
1342623029489|2199023256183|6597069767446
1344873758447|2199023256183|8796093022948
1291061389444|2199023256183|8796093023070
1308127592818|2199023256183|8796093023782
1285911449184|2199023256183|8796093023876
1294360193076|2199023256183|10995116277916
1321599025925|2199023256183|10995116278132
1297262535238|2199023256183|10995116278624
1328268495935|2199023256183|10995116279002
1350046963563|2199023256183|15393162789466
1349771341948|2199023256183|15393162789887
1300812635645|2199023256183|15393162790390
1327270869059|2199023256183|17592186044846
1350671102547|2199023256183|17592186045848
1337977836146|2199023256183|19791209301104
1343025824922|2199023256183|21990232556205
1332952399772|2199023256183|21990232556856
1353711110270|2199023256183|21990232557153
1332579212641|2199023256183|24189255812726
1344520741062|2199023256183|26388279067202
1351094259100|2199023256183|28587302323003
1335773323909|2199023256183|28587302323188
1335067041191|2199023256183|28587302323659
1347151753868|2199023256183|30786325577731
1351887258896|2199023256183|30786325579172
1349052612338|2199023256183|32985348833492
1348663611976|2199023256183|32985348833804
1346790016614|2199023256183|32985348834789
1354079509642|2199023256183|35184372089449
1352937649474|2199023256183|37383395344931
1309370816047|2199023256187|13194139534730
1343615676024|2199023256187|15393162790285
1325549188657|2199023256187|21990232556635
1335149126136|2199023256187|24189255811433
1346194648150|2199023256187|24189255812556
1348949390906|2199023256187|26388279068209
1346331393151|2199023256187|30786325578527
1348431824561|2199023256187|30786325578980
1300258398009|2199023256198|2199023256479
1304194134306|2199023256198|4398046511661
1312629543782|2199023256198|4398046512189
1343847662934|2199023256198|6597069767080
1333688312979|2199023256198|6597069767781
1291230536115|2199023256198|8796093022948
1299760583035|2199023256198|8796093023477
1310134553828|2199023256198|10995116279272
1306733428190|2199023256198|13194139534169
1343523357082|2199023256198|30786325578736
1351862553089|2199023256198|32985348833584
1346739176574|2199023256198|32985348834574
1347946550621|2199023256198|35184372089100
1353410857544|2199023256198|37383395345531
1338313425281|2199023256230|10995116279024
1332554343695|2199023256230|13194139533732
1344377566796|2199023256230|15393162789178
1337620812373|2199023256230|15393162789271
1305931559510|2199023256230|15393162789420
1346631441605|2199023256230|17592186044725
1333766218661|2199023256230|17592186045577
1326607194659|2199023256230|21990232556524
1332653755247|2199023256230|21990232556792
1344810934728|2199023256230|24189255811210
1353932472013|2199023256230|24189255812761
1351778415055|2199023256230|28587302323263
1350125844445|2199023256230|30786325577990
1349381350117|2199023256230|30786325579250
1350894577239|2199023256230|35184372089722
1351258972992|2199023256230|35184372090060
1344552011913|2199023256293|4398046511304
1334228323481|2199023256293|4398046511989
1316293162425|2199023256293|8796093023209
1343758003066|2199023256293|10995116278390
1301612037936|2199023256293|13194139534610
1339945344929|2199023256293|17592186045284
1352167533651|2199023256293|19791209301104
1322933728142|2199023256293|21990232557020
1336060548409|2199023256293|24189255811081
1327295311238|2199023256293|24189255811433
1340711139180|2199023256293|30786325578931
1302592114565|2199023256302|4398046512803
1289910439655|2199023256302|8796093023851
1334490161460|2199023256303|2199023256858
1331752052764|2199023256303|2199023257197
1321614204754|2199023256303|4398046512360
1301852567012|2199023256303|4398046512582
1341688499674|2199023256303|4398046512621
1298027506071|2199023256303|6597069766835
1291438705638|2199023256303|6597069767080
1331896758708|2199023256303|6597069767539
1340503778032|2199023256303|10995116278066
1314514533199|2199023256303|15393162789919
1320757339352|2199023256303|17592186044609
1349677713417|2199023256303|17592186045813
1319216717519|2199023256303|19791209300744
1334046410166|2199023256303|21990232556083
1327146292558|2199023256303|24189255812556
1333163821435|2199023256303|26388279068318
1346651431424|2199023256303|28587302322767
1347746662976|2199023256303|32985348834072
1353651941863|2199023256303|35184372089942
1341456880673|2199023256304|8796093023209
1325797983267|2199023256304|15393162789151
1333082794608|2199023256304|15393162789916
1353550916907|2199023256304|15393162790399
1351336225879|2199023256304|17592186045364
1342559727417|2199023256304|19791209301084
1327138133253|2199023256304|26388279067204
1338658439366|2199023256304|28587302322767
1349604651627|2199023256304|30786325578253
1352870962505|2199023256304|32985348834072
1350326954372|2199023256313|2199023256361
1341236049505|2199023256313|10995116278132
1313090353546|2199023256313|17592186044574
1327508203656|2199023256313|17592186045408
1353651883032|2199023256313|21990232557062
1354108040413|2199023256313|24189255811914
1347911073528|2199023256313|30786325578120
1341059575515|2199023256313|30786325578931
1346894450702|2199023256313|32985348833719
1350190159859|2199023256313|32985348834574
1352843321932|2199023256313|35184372089100
1341797397122|2199023256361|4398046511357
1276265414629|2199023256361|4398046511926
1342973219636|2199023256361|6597069767381
1300157762934|2199023256361|8796093022784
1335854799249|2199023256361|10995116277916
1306262393315|2199023256361|10995116279002
1307251560490|2199023256361|10995116279045
1340023366409|2199023256361|10995116279201
1334232118485|2199023256361|13194139533372
1348669088744|2199023256361|13194139533919
1315702793025|2199023256361|13194139534671
1303479859184|2199023256361|15393162788877
1323274234575|2199023256361|15393162789420
1339189803582|2199023256361|15393162789464
1330360502098|2199023256361|15393162789466
1314866710804|2199023256361|17592186044609
1350527223225|2199023256361|17592186044850
1321530838882|2199023256361|17592186045817
1315454639690|2199023256361|19791209300150
1344631397853|2199023256361|19791209300752
1354005345441|2199023256361|19791209301047
1318987136505|2199023256361|19791209301104
1337945726870|2199023256361|19791209301454
1339549050897|2199023256361|21990232556121
1321270747978|2199023256361|21990232556466
1332813665203|2199023256361|21990232556823
1330852592577|2199023256361|24189255811361
1321981474849|2199023256361|24189255812167
1332568530515|2199023256361|24189255812726
1335707831680|2199023256361|26388279066773
1331737605011|2199023256361|26388279066936
1337962775193|2199023256361|26388279067293
1336222914920|2199023256361|28587302323659
1340597302663|2199023256361|30786325577994
1345966343140|2199023256361|30786325578598
1346756942511|2199023256361|30786325578671
1348972226211|2199023256361|30786325579172
1346958124513|2199023256361|32985348834254
1354153934400|2199023256361|32985348834789
1352141849310|2199023256361|35184372089449
1353189928025|2199023256361|35184372089798
1352661697471|2199023256361|35184372090505
1322224479805|2199023256363|4398046512405
1278952976234|2199023256363|6597069767811
1347997849977|2199023256363|8796093023077
1292437427521|2199023256363|8796093023289
1299098606013|2199023256363|10995116278066
1344930510014|2199023256363|10995116278996
1312005995391|2199023256363|10995116279024
1301203603605|2199023256363|13194139533727
1303287433175|2199023256363|15393162789420
1340332610392|2199023256363|17592186045681
1312162576269|2199023256363|19791209300812
1327062391302|2199023256363|24189255812761
