creationdate:LONG|:START_ID(Comment)|:END_ID(Place)
1348605944059|1099511749297|58
1348657320925|1099511749298|55
1348607544088|1099511749299|43
1342691267745|1030792272565|60
1302066840719|481036458680|58
1302122686249|481036458682|58
1349157409126|1099511749307|58
1336480218260|893353319101|88
1343120256872|1030792272574|50
1343540407851|1030792272575|55
1316637690329|687194888900|1
1349164754783|1099511749317|58
1343118208122|1030792272583|50
1306341878537|549755935433|65
1306346533558|549755935434|65
1343592638917|1030792272587|55
1306365993117|549755935436|58
1343602800514|1030792272589|58
1318432535768|687194888911|58
1346526346519|1030792272592|27
1341355872403|962072795857|50
1338191950979|962072795858|50
1349407424193|1099511749331|61
1343608852293|1030792272597|55
1336479578001|893353319126|58
1336479577238|893353319127|1
1342686790301|1030792272604|60
1342752397596|1030792272605|103
1336501442976|893353319134|83
1350097264067|1099511749346|78
1341794559720|962072795876|50
1341742676182|962072795877|50
1341794946972|962072795878|58
1350107086838|1099511749357|78
1343144674117|1030792272622|50
1343534663528|1030792272623|55
1346572386064|1030792272625|79
1336440845817|893353319155|100
1336416597301|893353319156|72
1336437706750|893353319157|58
1336442516908|893353319158|58
1343113367499|1030792272631|50
1336490394604|893353319167|1
1336514302861|893353319168|103
1349173861669|1099511749377|58
1349157593307|1099511749378|58
1348624610299|1099511749379|58
1349181320577|1099511749381|58
1336551594761|962072795910|1
1336574369493|962072795912|58
1310965432409|618475412235|58
1353731492257|1168231226124|67
1349168274424|1099511749389|58
1310995368151|618475412239|58
1348558821398|1099511749393|36
1349242805371|1099511749394|58
1349171908831|1099511749396|58
1341284255272|962072795927|43
1349201117706|1099511749400|58
1318383304309|687194888987|58
1342687493084|1030792272669|60
1328400236356|824633842462|88
1328448478901|824633842464|58
1341339670851|962072795937|50
1353845330614|1168231226148|52
1349418906781|1099511749413|61
1319002132155|687194888998|49
1328604715626|824633842472|103
1343548493752|1030792272682|55
1346529706801|1030792272683|79
1318977473674|687194889004|49
1353723885647|1168231226158|67
1336461466278|893353319215|59
1336461480564|893353319216|65
1336481738616|893353319217|58
1336524082976|962072795956|58
1341305401856|962072795957|43
1341305477424|962072795959|58
1343113232901|1030792272696|50
1336589969843|962072795965|65
1343146968925|1030792272702|50
1343575990512|1030792272704|55
1341245392445|962072795969|43
1346611976916|1030792272706|79
1318974345721|687194889027|49
1343130845887|1030792272711|50
1353843273121|1168231226184|52
1310999041021|618475412300|58
1306283423754|549755935567|65
1348643119348|1099511749456|1
1317079153266|687194889733|53
1327594963219|824633843206|105
1352791395433|1168231226887|72
1317068720127|687194889736|53
1352812711118|1168231226889|72
1327596068285|824633843210|53
1335028694923|893353319947|44
1352791334803|1168231226893|72
1352833154793|1168231226894|72
1330100781017|824633843215|105
1345601855293|1030792273424|50
1351682089937|1099511750161|1
1345661616864|1030792273426|50
1344122003799|1030792273427|53
1345634045501|1030792273429|50
1327548642079|824633843222|105
1335018049079|893353319959|44
1345666615937|1030792273432|50
1327555768142|824633843225|105
1345698660572|1030792273434|50
1345686512845|1030792273435|105
1352749552925|1168231226909|72
1345594029818|1030792273438|50
1344065237581|1030792273439|53
1345594039957|1030792273440|53
1342982566089|1030792273441|53
1352804411579|1168231226914|72
1345654746852|1030792273443|53
1317102122726|687194889765|53
1344123951233|1030792273446|53
1327511753767|824633843239|105
1327511512684|824633843240|105
1317056484200|687194889769|53
1344097299857|1030792273450|53
1317130667775|687194889771|53
1291960367376|343597506106|94
1343694901644|1030792273467|83
1345207448599|1030792273468|58
1343684947065|1030792273470|83
1302586869416|481036459585|1
1332286696678|893353320002|1
1341304140474|962072796746|55
1319181411950|687194889803|88
1341351744897|962072796748|55
1333933910228|893353320013|1
1344111471290|1030792273486|109
1333994712891|893353320015|1
1334712515283|893353320016|94
1335871759693|893353320019|49
1350258639784|1099511750229|1
1328004961882|824633843286|55
1328008436123|824633843287|55
1328018002583|824633843288|55
1334757485054|893353320028|94
1330883242822|824633843295|1
1334743251598|893353320033|94
1330961268128|824633843298|1
1302619832360|481036459619|1
1347660266337|1099511750245|1
1334752800067|893353320038|94
1335871736974|893353320039|49
1341287652466|962072796777|55
1341289496108|962072796778|65
1333944385307|893353320043|1
1334752810335|893353320044|1
1353415201639|1168231226990|55
1344118203117|1030792273519|109
1302608433660|481036459632|1
1311782190890|618475413105|95
1324445812311|755914366578|106
1330931180395|824633843315|1
1341285863059|962072796788|55
1328017079935|824633843317|55
1291959496138|343597506167|94
1352756459641|1168231227000|56
1335876007085|893353320057|49
1343165094794|1030792273530|54
1330957844306|824633843323|1
1324494393673|755914366588|106
1324536287062|755914366589|1
1324549227080|755914366590|88
1324447064399|755914366596|106
1328960362699|824633843337|55
1328955367835|824633843338|95
1328943279680|824633843339|106
1330945492754|824633843340|1
1340001294014|962072796813|24
1328980640487|824633843342|1
1335937098112|893353320079|49
1330885129770|824633843344|1
1297815746352|412316982930|51
1311782053385|618475413139|95
1348961031623|1099511750292|1
1302583571581|481036459669|1
1309011665251|549755936406|55
1353736803523|1168231227031|55
1347658350223|1099511750296|1
1319208817883|687194889883|88
1335889157407|893353320092|49
1310708844845|618475413149|1
1353718380709|1168231227038|55
1352777307259|1168231227039|56
1328042537229|824633843360|55
1330898417764|824633843361|1
1328061403045|824633843362|1
1291964105951|343597506213|94
1345196412127|1030792273575|58
1351429955853|1099511750312|94
1351439346837|1099511750313|55
1319213803888|687194889898|88
1351429985150|1099511750315|94
1339968334753|962072796845|65
1302585291220|481036459694|1
1324440842004|755914366639|106
1311778263094|618475413168|95
1328863152958|824633843377|55
1302588845819|481036459698|1
1333927117954|893353320115|1
1350259479723|1099511750324|1
1332349487553|893353320118|1
1350257465096|1099511750327|1
1344105051094|1030792273592|109
1328907336601|824633843385|55
1345226330549|1030792273594|58
1344102336789|1030792273595|109
1308998412590|549755936444|55
1332351796598|893353320125|106
1333928401324|893353320127|1
1328010176800|824633843392|55
1343170706882|1030792273601|54
1353464081199|1168231227074|55
1334683763899|893353320131|94
1328015743514|824633843396|1
1343671352557|1030792273605|83
1328040308294|824633843398|88
1332271959554|893353320136|1
1353727725962|1168231227081|55
1339947011647|962072796874|65
1345226756379|1030792273612|58
1340035929000|962072796878|94
1345259422910|1030792273615|55
1330893960090|824633843409|1
1310648444913|618475413202|1
1330942106460|824633843411|1
1334715597847|893353320148|74
1350279976647|1099511750358|1
1353693762604|1168231227095|55
1353703221434|1168231227098|55
1310648749125|618475413211|1
1353708148228|1168231227100|65
1309062968296|549755936477|39
1328045089290|824633843422|55
1353740120487|1168231227103|56
1353703243050|1168231227104|56
1328120071057|824633843425|94
1338594887158|962072797290|52
1338622219308|962072797291|52
1343524873864|1030792274028|72
1343599291157|1030792274030|52
1343611561967|1030792274031|52
1343595924607|1030792274032|57
1340100945668|962072797298|57
1347860713228|1099511750771|57
1347885211899|1099511750774|57
1347897711329|1099511750776|57
1343603395872|1030792274041|72
1342764900563|1030792274043|71
1340182004440|962072797310|57
1343523287025|1030792274047|72
1342767349403|1030792274048|71
1347867003237|1099511750786|57
1343522421782|1030792274052|72
1347906580422|1099511750789|57
1347908100954|1099511750790|57
1347983050224|1099511750793|57
1347924378548|1099511750794|57
1342765233366|1030792274059|71
1346943649350|1030792274062|19
1352141622798|1099511750802|57
1347481518685|1099511750806|98
1318156912143|687194890392|53
1351024581586|1099511750810|106
1326263296593|824633843868|53
1337058061120|962072797342|71
1347584448212|1099511750816|71
1347002980142|1030792274082|19
1339783278662|962072797350|71
1337690466990|962072797352|65
1321912492333|755914367146|57
1332067361729|893353320620|50
1313143598731|618475413678|50
1337103094681|962072797360|69
1350315875189|1099511750834|53
1352095730004|1099511750836|71
1329840036512|824633843898|28
1343478403085|1030792274108|53
1326224432174|824633843902|53
1351527980614|1099511751161|52
1313624696540|618475414011|1
1330237106837|824633844220|108
1330245398108|824633844223|52
1333890897072|893353320964|49
1325600683936|755914367494|52
1327495271779|824633844233|110
1327462806421|824633844235|108
1324117589120|755914367501|52
1324178476699|755914367502|52
1343293939710|1030792274447|55
1343243246697|1030792274448|55
1332036575348|893353320979|52
1310877530755|618475414036|62
1327507107100|824633844245|110
1343788505605|1030792274456|24
1343788400025|1030792274458|106
1343797024761|1030792274459|106
1343406183557|1030792274462|106
1333708183434|893353320994|108
1333717194851|893353320995|110
1333689672186|893353320996|110
1351506938914|1099511751205|52
1350254624474|1099511751207|53
1327425482111|824633844264|108
1351493100791|1099511751210|52
1332035903326|893353321004|52
1352308398629|1099511751213|90
1320207224722|687194890801|52
1352833356173|1168231227954|57
1352835735855|1168231227955|103
1330177066677|824633844276|108
1323167349710|755914367542|52
1352302485475|1099511751223|90
1352302539360|1099511751224|62
1352315231817|1099511751225|53
1316373105417|687194890812|77
1353700481629|1168231227969|52
1353639730247|1168231227970|52
1353640027051|1168231227971|65
1353640081413|1168231227972|110
1351230160459|1099511751559|51
1349970538963|1099511751562|58
1281480287386|206158553997|88
1349773830402|1099511751571|58
1327327480159|824633844628|58
1327327862340|824633844629|88
1349852865694|1099511751574|58
1349852951941|1099511751578|50
1349883022358|1099511751579|65
1346915098641|1030792274845|63
1346926619551|1030792274849|63
1351220240082|1099511751587|51
1352701270173|1168231228325|51
1351259139698|1099511751590|58
1351263162194|1099511751592|51
1352706594947|1168231228332|88
1352753196599|1168231228335|58
1341207824966|962072798132|50
1349788922234|1099511751606|58
1351280023374|1099511751607|51
1349925798016|1099511751611|58
1281588971416|206158554044|88
1351213927557|1099511751615|51
1351217731332|1099511751617|58
1350006504463|1099511751618|58
1346914916427|1030792274884|63
1349833930615|1099511751621|58
1281492378039|206158554057|88
1341223099751|962072798154|50
1349895361374|1099511751627|58
1346992726684|1030792274893|50
1349778054246|1099511751630|58
1347047980116|1030792274895|50
1349820182533|1099511751632|58
1315890615729|687194891219|58
1349935420150|1099511751643|58
1353942909071|1168231228384|58
1353988940787|1168231228386|65
1354043835012|1168231228389|58
1354056210669|1168231228391|58
1354056763014|1168231228392|58
1346953958879|1030792274925|63
1346926546599|1030792274926|63
1349927854556|1099511751667|58
1281400823502|206158554107|88
1346930606259|1030792274942|63
1351212476973|1099511751680|51
1353915184822|1168231228417|68
1351227957262|1099511751686|88
1353922932663|1168231228425|51
1351253630951|1099511751691|14
1353980233440|1168231228428|50
1351274950981|1099511751693|65
1351219892412|1099511751700|51
1315898734905|687194891290|58
1349773786877|1099511751712|58
1338557064329|962072798244|6
1349774906421|1099511751719|58
1349850590121|1099511751722|58
1336965557779|962072798258|88
1331135378664|824633845071|109
1338013826779|962072798548|109
1337964521954|962072798549|109
1338005081952|962072798551|109
1296560023538|412316984664|63
1296515787932|412316984675|63
1331128487305|824633845093|109
1327938499464|824633845391|52
1347736173626|1099511752340|51
1297110269157|412316984982|58
1353498162171|1168231229083|50
1340395057412|962072798877|50
1347733904178|1099511752350|51
1340395494925|962072798879|50
1336197619496|893353322145|52
1342478432811|1030792275625|52
1347721775454|1099511752362|51
1346997351169|1030792275631|52
1353528142533|1168231229109|52
1347716047209|1099511752377|51
1346947421244|1030792275646|50
1347001885514|1030792275647|58
1347760233728|1099511752385|51
1347004948762|1030792275652|50
1347075235836|1030792275654|95
1327918859707|824633845453|52
1340351582503|962072798932|58
1340392869834|962072798933|22
1325204023385|755914368726|50
1340358778463|962072798938|58
1347722480498|1099511752413|51
1325220006112|755914368734|50
1348846617010|1099511752419|62
1348910299631|1099511752428|50
1353457168908|1168231229171|50
1347721193473|1099511752439|51
1340637052257|962072798972|52
1347800163149|1099511752445|51
1335157816609|893353322240|58
1347819259910|1099511752453|50
1340668466368|962072798982|54
1340660169275|962072798983|52
1340638091411|962072798984|52
1347873196790|1099511752457|51
1323356488441|755914368789|50
1348778734671|1099511752473|52
1336213117783|893353322267|50
1347749950625|1099511752481|51
1327914683852|824633845542|52
1347777679400|1099511752487|50
1347768148620|1099511752488|50
1297802175839|412316985129|58
1323472332548|755914368815|50
1347746664119|1099511752496|51
1323472397929|755914368820|50
1347727741760|1099511752501|51
1330421063220|824633845559|50
1297857750791|412316985146|58
1306504490157|549755938620|50
1336118284556|893353322301|24
1347760453563|1099511752511|51
1340637236571|962072799040|52
1340394766855|962072799041|43
1308131664010|549755938642|50
1336188405845|893353322325|50
1348816549251|1099511752537|50
1336226028110|893353322330|50
1317966666186|687194892126|58
1317943381159|687194892127|58
1330364375652|824633845601|61
1323356383627|755914368868|50
1323460648274|755914368870|50
1340657626780|962072799093|52
1347744159046|1099511752573|51
1345423657165|1030792275838|52
1297899832020|412316985222|58
1351113799288|1099511752584|52
1351091453646|1099511752585|51
1351149793651|1099511752587|52
1344627035318|1030792275858|52
1346014116380|1030792275865|49
1352296867238|1099511752602|72
1346014166593|1030792275867|49
1346032543655|1030792275868|49
1346027127485|1030792275869|66
1346014190267|1030792275870|57
1345992340636|1030792275871|66
1346056307442|1030792275872|57
1350101043737|1099511752609|49
1348836405672|1099511752610|87
1345955210289|1030792275875|109
1330444173320|824633845671|57
1312303736437|618475415464|49
1330424576098|824633845673|57
1326331729906|824633845674|57
1348371284727|1099511752619|99
1353257797000|1168231229356|56
1330426560145|824633845677|57
1348388328687|1099511752622|57
1334703628246|893353322415|109
1336613093405|962072799152|49
1352350494667|1099511752625|72
1352346083947|1099511752626|72
1330436670691|824633845683|37
1321272403167|755914368949|66
1321855959720|755914368950|37
1313729121502|618475415479|50
1327853252324|824633845688|57
1351810199647|1099511752634|73
1330490486714|824633845691|57
1313782217497|618475415484|56
1321256351559|755914368957|66
1352357781323|1099511752638|72
1336637658607|962072799167|49
1330461224952|824633845697|57
1347235526939|1099511752643|49
1345632088349|1030792275908|1
1293869833340|343597508549|49
1291380169824|343597508550|49
1291338726902|343597508551|49
1316374449587|687194892234|50
1330472404328|824633845709|57
1328642310348|824633845713|66
1326361692773|824633845714|57
1336635116373|962072799187|49
1330422588765|824633845716|57
1345607915627|1030792275925|1
1318005675211|687194892248|49
1330496109299|824633845721|57
1351831807570|1099511752666|73
1345593949496|1030792275931|1
1351822224523|1099511752668|73
1351840934108|1099511752669|57
1291283464396|343597508575|1
1345808664116|1030792275936|101
1321301030134|755914368993|66
1352294863762|1099511752674|72
1327857143448|824633845731|57
1351873149778|1099511752676|73
1352297886976|1099511752678|72
1352303302943|1099511752679|49
1311460740398|618475415528|56
1352328044063|1099511752681|58
1352373710628|1099511752682|72
1352349596962|1099511752683|99
1345849437671|1030792275949|101
1345905339817|1030792275950|37
1345854548365|1030792275951|66
1345900583067|1030792275952|49
1345852930236|1030792275954|57
1347980292832|1099511752692|49
1318011716926|687194892277|49
1330538779222|824633845751|57
1350157535214|1099511752696|49
1318081693746|687194892281|56
1347970622920|1099511752699|49
1353302195620|1168231229436|56
1318006567722|687194892285|78
1317994921993|687194892286|1
1348318851469|1099511752706|99
1347966348735|1099511752707|49
1329120930224|824633845764|66
1329128292631|824633845765|49
1329141758053|824633845766|56
1318090692041|687194892295|49
1350097374739|1099511752713|49
1317937501308|687194892298|50
1330506069552|824633845771|57
1348836249740|1099511752716|87
1348296874784|1099511752718|99
1293883434155|343597508624|49
1338957005801|962072799249|58
1319676501731|687194892308|55
1353223274015|1168231229461|56
1316318436392|687194892311|49
1334740323706|893353322521|109
1351810146171|1099511752730|73
1316319723311|687194892315|49
1351817424891|1099511752732|99
1348842616900|1099511752734|87
1347202486046|1099511752735|49
1328640768853|824633845792|66
1353296045853|1168231229473|56
1311419601672|618475415586|56
1295151896252|412316985381|78
1311400253501|618475415590|56
1330436785380|824633845799|57
1348310804639|1099511752744|99
1338972822012|962072799274|58
1345597618097|1030792276012|1
1328628962119|824633845805|66
1328631381445|824633845806|56
1353299637824|1168231229487|56
1345627429882|1030792276016|1
1351866430149|1099511752753|56
1336601077674|962072799283|49
1345848927465|1030792276020|101
1353272048537|1168231229493|56
1347208469334|1099511752758|49
1330422675460|824633845815|57
1330428486523|824633845816|55
1348836538739|1099511752762|87
1347210686643|1099511752763|49
1321847143014|755914369085|37
1352325988532|1099511752766|72
1339037407602|962072799295|58
1330467861759|824633845825|57
1316405668385|687194892354|50
1351819511242|1099511752771|73
1351822048277|1099511752772|49
1351862101142|1099511752774|55
1336605734225|962072799304|54
1352294961677|1099511752777|72
1330488525933|824633845834|57
1330520428836|824633845835|66
1347215927439|1099511752780|49
1330528389193|824633845837|49
1326366944617|824633845839|53
1334705313919|893353322576|109
1334719809028|893353322577|8
1334720581335|893353322578|1
1334785634450|893353322579|55
1316394187165|687194892373|49
1316380098761|687194892374|1
1316382438555|687194892375|49
1316383150621|687194892376|49
1347271202134|1099511752793|49
1336604216216|962072799323|49
1328637104516|824633845853|66
1303654446859|481036462174|49
1293347404543|343597508703|50
1345626057044|1030792276064|1
1347205640040|1099511752802|49
1321295503827|755914369123|66
1291275340725|343597508708|1
1348896622663|1099511752805|87
1345641655014|1030792276070|1
1353223193332|1168231229543|56
1321282814181|755914369130|76
1326383410356|824633845868|53
1348325445620|1099511752816|99
1345615167356|1030792276081|1
1351809874085|1099511752824|73
1326363140034|824633845884|57
1330423129304|824633845887|57
1329121380667|824633845889|66
1319714833059|687194892419|55
1351877429963|1099511752837|73
1338951171533|962072799367|58
1339019928051|962072799368|58
1321295180692|755914369162|66
1348298347739|1099511752843|99
1347958212187|1099511752844|49
1321846836207|755914369165|37
1345840303959|1030792276110|101
1347973843289|1099511752847|37
1326356148304|824633845905|57
1326379163640|824633845906|50
1326390189489|824633845909|49
1328695509845|824633845910|66
1352294307054|1099511752856|72
1311421083303|618475415705|56
1352311016485|1099511752858|49
1311400474147|618475415707|56
1303596860215|481036462237|49
1330463655805|824633845919|57
1326298854299|824633845920|57
1292034602951|343597508769|49
1329125214721|824633845922|66
1330498233676|824633845923|57
1293928445315|343597508772|49
1317965795656|687194892454|49
1327834036078|824633845927|57
1321287536409|755914369193|66
1327835826344|824633845930|78
1352295063747|1099511752875|72
1334584137931|893353322671|51
1334576439960|893353322672|25
1334635678482|893353322673|51
1342948652359|1030792276147|51
1342925626583|1030792276149|51
1326616267295|824633845947|51
1326624858771|824633845948|51
1326615161261|824633845952|51
1326625549401|824633845954|51
1326617705851|824633845955|51
1326615015476|824633845956|51
1326635155377|824633845960|51
1326632310639|824633845963|51
1326627275354|824633845964|51
1347221406217|1099511753210|50
1337922591261|962072799740|66
1347292104085|1099511753225|50
1342202917224|1030792276490|70
1347221086126|1099511753227|50
1347227839518|1099511753230|70
1347233757375|1099511753233|49
1347234081814|1099511753235|50
1342247243059|1030792276503|49
1351421253694|1099511753243|70
1351415064947|1099511753244|49
1351420281209|1099511753245|50
1351448393262|1099511753248|70
1351462740779|1099511753250|70
1351416641039|1099511753251|50
1351457392971|1099511753252|49
1329807684958|824633846315|32
1347267082202|1099511753262|50
1346948686948|1030792276833|1
1324791150370|755914369890|60
1291729927991|343597509475|1
1333820725891|893353323367|93
1333853379820|893353323368|93
1349744880996|1099511753577|1
1348821110328|1099511753578|54
1333881068477|893353323371|1
1308731743046|549755939694|1
1293676924221|343597509487|49
1326718178923|824633846641|1
1334015801454|893353323380|50
1310099233774|618475416450|54
1334003432532|893353323395|50
1346938754792|1030792276868|1
1328345170822|824633846662|84
1348789504974|1099511753607|54
1348812405883|1099511753612|1
1350987554898|1099511753615|60
1351017182413|1099511753617|54
1351029486138|1099511753618|1
1350987895721|1099511753619|1
1351782997520|1099511753621|1
1350958455958|1099511753622|1
1351057541421|1099511753623|1
1350941339883|1099511753624|50
1326712925350|824633846683|1
1346952602992|1030792276892|1
1333786763219|893353323421|93
1344577762707|1030792276894|70
1344577775242|1030792276895|1
1344586468609|1030792276896|84
1325358147567|755914369954|54
1344603792826|1030792276900|1
1334023365970|893353323430|50
1301874807773|481036463015|1
1348484720180|1099511753641|1
1314072231451|618475416490|1
1345508462338|1030792276907|1
1334001137074|893353323436|50
1324786934994|755914369965|60
1351811454272|1099511753646|1
1314037080551|618475416495|1
1348789533093|1099511753648|54
1323380137884|755914369971|1
1323386162153|755914369972|1
1348792317330|1099511753654|54
1323428223461|755914369975|1
1323440636700|755914369976|1
1323422145599|755914369978|1
1344576499765|1030792276923|70
1351119329873|1099511753662|84
1351747963708|1099511753663|1
1351122041037|1099511753664|93
1351188337428|1099511753665|54
1351165634920|1099511753666|1
1351205768871|1099511753667|1
1351172028719|1099511753669|20
1351119248043|1099511753670|1
1326713147435|824633846730|1
1326719837597|824633846731|1
1307217092976|549755939788|1
1314077610590|618475416525|1
1326752598137|824633846735|1
1333785457640|893353323472|93
1346968896955|1030792276945|1
1326818884419|824633846738|1
1326752659559|824633846739|1
1344616675335|1030792276948|70
1309842628289|549755939798|1
1333763105121|893353323480|93
1291728728177|343597509593|1
1308730884968|549755939802|1
1345577567295|1030792276955|1
1324786726743|755914370015|60
1345534160531|1030792276960|1
1314099714977|618475416546|1
1293734931124|343597509603|1
1348795740344|1099511753700|54
1349787847674|1099511753701|1
1314063256910|618475416550|1
1349779903971|1099511753704|1
1344577674943|1030792276969|70
1348790973799|1099511753706|54
1351757379030|1099511753707|1
1345513528754|1030792276972|1
1346591572433|1030792276975|93
1346591589067|1030792276976|1
1346536567000|1030792276977|60
1346540814242|1030792276978|49
1346542961576|1030792276979|1
1346541490123|1030792276982|93
1346537330554|1030792276983|50
1345509719475|1030792276984|1
1349771823842|1099511753722|1
1340986518502|962072800251|50
1341051272158|962072800253|40
1345578177587|1030792276991|1
1341052106249|962072800258|84
1351771513484|1099511753732|1
1345524604006|1030792276998|1
1334060074782|893353323527|50
1312743102975|618475416584|1
1312740301413|618475416585|49
1333999753168|893353323530|34
1345539676459|1030792277003|50
1312788103257|618475416588|54
1348490098649|1099511753741|80
1345606647813|1030792277006|1
1348491889118|1099511753743|70
1344563599253|1030792277008|70
1349441244704|1099511753746|1
1349386032435|1099511753747|1
1349490589253|1099511753748|1
1349442622307|1099511753749|1
1349357389816|1099511753750|84
1349450605853|1099511753751|54
1349463582655|1099511753752|1
1349472061332|1099511753753|50
1349457710014|1099511753754|54
1349518600002|1099511753755|1
1336495574596|893353323550|50
1336483005399|893353323551|93
1336479576845|893353323552|60
1336512037504|893353323553|1
1336483015449|893353323555|54
1345574048921|1030792277029|1
1336485694830|893353323558|60
1336480707548|893353323560|85
1344586102505|1030792277033|70
1348858145997|1099511753771|54
1336501178587|893353323564|1
1336486292457|893353323565|50
1336483407093|893353323566|49
1336443773862|893353323569|1
1336408401126|893353323571|54
1344572470998|1030792277046|70
1346586153903|1030792277047|1
1351741239309|1099511753788|1
1336470672286|893353323587|1
1336498367474|893353323589|80
1336546083603|962072800326|1
1336546093627|962072800327|93
1336549954350|962072800328|60
1348843878954|1099511753801|54
1344595273622|1030792277066|70
1336559533106|962072800331|1
1336588902124|962072800332|50
1336614966486|962072800333|1
1344666471602|1030792277070|1
1344619776290|1030792277071|1
1344583695023|1030792277072|70
1336580298880|962072800337|1
1336568523238|962072800338|84
1336561672450|962072800339|1
1336559823122|962072800340|1
1344614789575|1030792277078|70
1336591129609|962072800344|50
1345587515139|1030792277082|1
1348803362276|1099511753819|54
1345523019372|1030792277084|1
1345605703891|1030792277085|1
1346996785565|1030792277086|1
1348801296240|1099511753823|54
1351743635568|1099511753824|1
1336640929361|962072800353|54
1345585132948|1030792277090|54
1336556844672|962072800355|1
1349759515381|1099511753830|1
1351788693874|1099511753831|1
1336587592923|962072800360|38
1351749312180|1099511753833|1
1336565306603|962072800362|34
1351773118185|1099511753836|54
1336500115357|893353323631|84
1336454939009|893353323633|27
1336527828245|962072800371|1
1348875690500|1099511753845|54
1336456844352|893353323638|1
1336454450234|893353323641|107
1336469676312|893353323642|54
1351741257244|1099511753855|1
1336485726263|893353323648|1
1336452291367|893353323649|49
1345543567134|1030792277122|1
1346981055473|1030792277123|1
1336499971144|893353323652|49
1336503936089|893353323653|54
1336445841799|893353323654|60
1336492019340|893353323656|84
1336513517273|893353323657|60
1349739252879|1099511753867|1
1336445853065|893353323660|1
1336583731400|962072800398|1
1336446872787|893353323663|1
1349739316236|1099511753878|1
1336565417177|962072800409|50
1348827766504|1099511753885|54
1336530984514|962072800414|92
1336593197201|962072800418|1
1345574927814|1030792277155|1
1336531612084|962072800422|1
1336504604122|893353323691|1
1344642220571|1030792277165|70
1336505857407|893353323712|1
1349766465513|1099511753921|1
1336535881945|962072800450|1
1336517850847|962072800452|84
1336488083367|893353323717|1
1336556214333|962072800455|1
1336557112257|962072800456|50
1336556892262|962072800457|1
1336563477880|962072800458|1
1336492821267|893353323723|50
1345533616824|1030792277196|1
1336618592590|962072800462|1
1345535468591|1030792277199|54
1336499552696|893353323728|1
1345521578685|1030792277201|1
1346960920984|1030792277203|1
1346939633959|1030792277205|1
1348799110756|1099511753942|54
1336541641839|962072800473|1
1336550790953|962072800476|1
1336547727825|962072800477|50
1336613492079|962072800479|1
1346929884984|1030792277216|1
1346956738206|1030792277218|84
1336641153479|962072800486|54
1349771192879|1099511753960|1
1349856120510|1099511753961|93
1336545484510|962072800490|50
1336569989961|962072800491|93
1348823776760|1099511753964|54
1349804897846|1099511753965|1
1349784259164|1099511753966|49
1349773696001|1099511753969|1
1349772806354|1099511753970|61
1349779978661|1099511753971|1
1351774803931|1099511753972|1
1349774623713|1099511753974|49
1349859952114|1099511753975|1
1349856837610|1099511753976|1
1349831558177|1099511753977|93
1349804600553|1099511753978|1
1349848299828|1099511753979|1
1348499970158|1099511753986|1
1344566656927|1030792277253|70
1348516877278|1099511753990|1
1348510409666|1099511753991|1
1348520334556|1099511753992|42
1336567572678|962072800525|1
1348502924157|1099511753999|1
1345524405258|1030792277266|1
1336465199175|893353323795|1
1336538335025|962072800534|1
1336482681196|893353323805|1
1326566334017|824633847079|84
1326544666584|824633847080|1
1326788220677|824633847084|1
1328362953817|824633847086|84
1326809808871|824633847090|1
1333763097699|893353323834|93
1348482842743|1099511754044|1
1336579187633|962072800574|54
1349745168834|1099511754048|1
1348483229430|1099511754052|1
1346962367729|1030792277318|1
1336637834256|962072800583|60
1336600087282|962072800584|26
1336629732741|962072800591|50
1336502700381|893353323857|1
1348490978383|1099511754066|1
1336478502297|893353323859|1
1336469076460|893353323860|61
1336506686531|893353323861|1
1346912014631|1030792277335|1
1344621258820|1030792277337|70
1336523305381|962072800602|46
1336498510546|893353323868|93
1348548099043|1099511754077|1
1348588834952|1099511754078|1
1336496726931|893353323871|1
1336491783262|893353323872|1
1348570322203|1099511754082|1
1336574965886|962072800611|50
1346911226782|1030792277348|1
1336563299187|962072800614|49
1336567775328|962072800615|93
1336575335141|962072800616|50
1336568263718|962072800617|84
1336552190733|962072800620|1
1346921323753|1030792277357|1
1346936820714|1030792277358|1
1336575781472|962072800623|1
1345573499572|1030792277360|1
1348483746980|1099511754097|1
1349792181549|1099511754098|1
1349861012147|1099511754102|93
1346998894361|1030792277367|1
1345579921559|1030792277371|1
1336455802910|893353323900|1
1336404712193|893353323901|1
1336405762857|893353323902|84
1345508086020|1030792277375|1
1345516897317|1030792277376|79
1345511789012|1030792277377|84
1345554582931|1030792277378|84
1351772905268|1099511754117|1
1336411181043|893353323911|54
1345516920698|1030792277384|1
1345521369908|1030792277388|1
1336486809153|893353323917|93
1346921179437|1030792277392|1
1336513023737|893353323922|59
1336506743947|893353323923|1
1336515925180|962072800660|93
1336506754890|893353323925|1
1336508284326|893353323926|1
1336506792858|893353323927|34
1336522650837|962072800664|54
1348792979119|1099511754137|54
1345508085622|1030792277402|1
1336515935391|962072800668|1
1336514349195|893353323933|93
1336509676807|893353323934|84
1336533934924|962072800671|50
1336559883910|962072800672|1
1336577802382|962072800673|93
1336627184312|962072800674|1
1344566122047|1030792277411|70
1344562446576|1030792277413|70
1336530072267|962072800678|1
1336518049862|962072800681|93
1336603766865|962072800684|25
1349737726740|1099511754157|1
1336527751567|962072800691|1
1336549684733|962072800692|35
1344561047890|1030792277431|70
