creationdate:LONG|:START_ID(Comment)|:END_ID(Post)
1336380949850|893353236016|137438991918
1350358566805|1099511666225|137438991918
1350861877330|1099511666226|137438991918
1311041134197|618475329079|137438991918
1306053659765|549755852344|137438991918
1349804652978|1099511666233|137438991918
1349772066809|1099511666238|274877945405
1311053605586|618475329093|274877945405
1349765728557|1099511666247|274877945405
1319769725499|687194805836|137438991947
1318282108651|687194805837|137438991947
1347969949722|1099511666254|137438991947
1317289034782|687194805841|137438991947
1352212110187|1099511666267|1099511666266
1352211295390|1099511666270|1099511666266
1345067545791|1030792189545|618475329128
1344006796249|1030792189546|618475329128
1338107647537|962072712811|618475329128
1351412035933|1099511666284|618475329128
1311351257767|618475329133|618475329128
1326714511176|824633759342|618475329128
1311302905077|618475329136|618475329128
1349771637932|1099511666291|618475329128
1351092673893|1099511666296|618475329143
1336374840283|893353236089|618475329143
1335759897211|893353236090|618475329143
1354150312961|1168231143036|618475329143
1329652830610|824633759357|618475329143
1329658329781|824633759358|618475329143
1338636469545|962072712831|618475329143
1337725889616|962072712833|618475329143
1353254333408|1168231143045|618475329143
1321676722555|755914282631|343597422214
1350363907403|1099511666312|343597422214
1345036037314|1030792189577|343597422214
1347972024425|1099511666314|343597422214
1345613999117|1030792189579|343597422214
1340726312618|962072712845|343597422214
1351093948258|1099511666318|343597422214
1311038268732|618475329167|343597422214
1318313678439|687194805905|343597422214
1349016333649|1099511666322|343597422214
1347394859756|1099511666324|343597422214
1347970034769|1099511666326|824633759381
1349884719405|1099511666327|824633759381
1334385133817|893353236120|824633759381
1327788974204|824633759386|824633759381
1349011436891|1099511666335|824633759381
1336384031856|893353236130|824633759381
1336395536096|893353236133|755914282660
1321441403978|755914282662|755914282660
1351094411201|1099511666343|755914282660
1351430787516|1099511666344|755914282660
1321451890906|755914282665|755914282660
1338064031659|962072712884|412316898995
1310550752092|618475329205|412316898995
1312004525570|618475329206|412316898995
1344039261730|1030792189625|412316898995
1329705420076|824633759418|412316898995
1312249796892|618475329211|412316898995
1330142886913|824633759421|412316898995
1321732224999|755914282686|412316898995
1350886553062|1099511666371|962072712898
1353266720710|1168231143110|962072712898
1341185304522|962072712903|962072712898
1351405773524|1099511666376|962072712898
1340688539751|962072712908|962072712898
1349356966207|1099511666384|962072712898
1353828887095|1168231143123|1168231143121
1353848424238|1168231143124|1168231143121
1353829653566|1168231143125|1168231143121
1353902177717|1168231143126|1168231143121
1351103754834|1099511666401|343597422304
1345039172601|1030792189666|343597422304
1347990257137|1099511666403|343597422304
1338640116622|962072712932|343597422304
1336488191938|893353236197|343597422304
1346906147579|1030792189670|343597422304
1350875463196|1099511666413|343597422304
1312254120324|618475329265|68719515375
1307223563585|549755852532|68719515375
1306519847080|549755852533|68719515375
1343511133940|1030792189686|68719515375
1350426248211|1099511666431|68719515390
1307204561009|549755852544|68719515390
1295495736401|412316899073|68719515390
1351484126253|1099511666434|68719515390
1306057214633|549755852548|68719515390
1346906209688|1030792189701|68719515390
1349792955754|1099511666438|68719515390
1336374761122|893353236231|68719515390
1326719595489|824633759496|68719515390
1347970600185|1099511666441|68719515390
1319824477041|687194806026|68719515390
1326732725457|824633759502|137438992141
1352916383861|1168231143183|137438992141
1352623531402|1168231143184|137438992141
1305267283986|549755852564|137438992141
1349765998282|1099511666461|755914282780
1351433171682|1099511666462|755914282780
1330151008873|824633759519|755914282780
1343979098474|1030792189729|755914282780
1323313397447|755914282787|755914282780
1352893354699|1168231143206|755914282780
1352873917880|1168231143209|755914282780
1343996641021|1030792189740|481036375851
1336391175982|893353236269|481036375851
1318323567785|687194806062|481036375851
1350388153166|1099511666484|481036375851
1319803900126|687194806070|481036375851
1285562767228|274877945659|274877945658
1307284268288|549755852604|274877945658
1326504730900|824633759558|274877945658
1326432997693|824633759560|549755852615
1338631314457|962072713033|549755852615
1349770732771|1099511666510|549755852615
1312267318200|618475329359|549755852615
1311080927964|618475329361|549755852615
1350420577741|1099511666516|549755852615
1349925900584|1099511666517|549755852615
1349482426472|1099511666519|755914282838
1326435334104|824633759577|755914282838
1325030648488|755914282842|755914282838
1343672948161|1030792189787|755914282838
1325099062369|755914282845|755914282838
1345671637053|1030792189798|343597422437
1352894922319|1168231143272|343597422437
1326438451010|824633759593|343597422437
1343677297505|1030792189802|343597422437
1343671507951|1030792189803|343597422437
1346920373818|1030792189806|343597422437
1353130150803|1168231143285|1168231143284
1353120449690|1168231143286|1168231143284
1353150358254|1168231143287|1168231143284
1353118936807|1168231143290|1168231143284
1353122825196|1168231143291|1168231143284
1346324599264|1030792189829|137438992259
1352624312490|1168231143303|137438992259
1345629034777|1030792189837|137438992259
1307223586634|549755852687|137438992259
1278234082844|206158469009|137438992259
1343504622086|1030792189843|618475329426
1326432386561|824633759637|618475329426
1341319195449|962072713117|618475329426
1321719960302|755914282914|206158469025
1349288177232|1099511666595|206158469025
1345072007321|1030792189864|206158469025
1335701442583|893353236394|206158469025
1350358722126|1099511666604|206158469025
1349530861336|1099511666605|206158469025
1350353853835|1099511666610|1099511666606
1336397153299|893353236414|274877945789
1305331419467|549755852735|274877945789
1336508238599|893353236416|274877945789
1319489017777|687194806209|274877945789
1338670511794|962072713155|274877945789
1341343593045|962072713157|274877945789
1285740284294|274877945803|274877945789
1334385891041|893353236430|206158469068
1343980780782|1030792189903|206158469068
1343715738649|1030792189904|206158469068
1352645925155|1168231143377|206158469068
1352619741583|1168231143378|206158469068
1340664283684|962072713171|206158469068
1338656667517|962072713172|206158469068
1351424257507|1099511666653|549755852763
1346937690635|1030792189920|549755852763
1312263630362|618475329506|549755852763
1351405172856|1099511666659|549755852763
1349012922566|1099511666665|549755852763
1349924711309|1099511666667|481036376042
1341319547594|962072713196|481036376042
1352686696768|1168231143418|549755852792
1326378679718|824633759739|549755852792
1346988808088|1030792189949|549755852792
1347980779618|1099511666693|549755852804
1345654673334|1030792189958|549755852804
1344014505467|1030792189962|549755852804
1346248635512|1030792189967|549755852804
1318293169660|687194806289|549755852816
1346935228601|1030792189971|549755852816
1308263257699|549755852820|549755852816
1349017436877|1099511666712|549755852816
1326435142356|824633759773|549755852828
1352912869804|1168231143456|549755852828
1349353406896|1099511666728|343597422631
1326514875950|824633759790|343597422631
1343702444099|1030792189999|343597422631
1350803673984|1099511666737|343597422631
1346936469931|1030792190004|343597422643
1312252988454|618475329591|343597422643
1336377872166|893353236537|343597422643
1352893224277|1168231143482|343597422643
1341319343888|962072713278|343597422653
1311037419637|618475329599|343597422653
1350823114702|1099511666752|343597422653
1349025166133|1099511666753|343597422653
1295574452723|412316899394|343597422653
1319483748649|687194806340|343597422653
1329656226050|824633759818|343597422665
1343671729601|1030792190027|343597422665
1350804363250|1099511666764|343597422665
1305306580477|549755852877|343597422665
1346906332578|1030792190030|343597422665
1326714551503|824633759823|343597422665
1306593315991|549755852880|343597422665
1330167240849|824633759825|343597422665
1341324488495|962072713300|343597422665
1354153366590|1168231143510|343597422677
1343672170887|1030792190039|343597422677
1350384966489|1099511666776|343597422677
1319500677444|687194806361|343597422677
1343999892994|1030792190045|343597422677
1349529486446|1099511666783|343597422677
1334396793155|893353236578|343597422689
1330147006915|824633759843|343597422689
1352640625668|1168231143524|343597422689
1352878827725|1168231143525|343597422689
1344315393157|1030792190054|343597422689
1326781578261|824633759847|343597422689
1329653439398|824633759848|343597422689
1338033242252|962072713322|343597422689
1341357557840|962072713324|343597422689
1344339991286|1030792190062|343597422701
1346986240363|1030792190063|343597422701
1310617629332|618475329648|343597422701
1329665725328|824633759857|343597422701
1349891635149|1099511666803|343597422701
1341327196060|962072713332|343597422701
1321740839742|755914283125|343597422701
1326379103123|824633759866|549755852921
1351097249754|1099511666811|549755852921
1344020055954|1030792190076|549755852921
1344285891299|1030792190077|549755852921
1349960996740|1099511666814|549755852921
1310549315838|618475329663|549755852921
1308118015184|549755852932|549755852921
1341369116538|962072713350|343597422725
1352619098848|1168231143559|343597422725
1353311666016|1168231143560|343597422725
1349858862353|1099511666825|343597422725
1346267541823|1030792190090|343597422725
1305305478549|549755852940|343597422725
1352618981429|1168231143565|343597422725
1335715142286|893353236627|549755852945
1308342273311|549755852948|549755852945
1351113845906|1099511666837|549755852945
1318304728443|687194806423|549755852945
1346923801258|1030792190104|549755852945
1346250298006|1030792190105|549755852945
1351093000949|1099511666842|549755852945
1308166365995|549755852955|549755852945
1345053038766|1030792190110|343597422749
1350356289711|1099511666847|343597422749
1352912556220|1168231143585|343597422749
1343504314927|1030792190122|549755852969
1346907272792|1030792190123|549755852969
1346256048159|1030792190124|549755852969
1308164264413|549755852973|549755852969
1308206192779|549755852974|549755852969
1308164327316|549755852975|549755852969
1340701811271|962072713392|549755852969
1351098777489|1099511666865|549755852969
1352619547494|1168231143606|549755852981
1347354650726|1099511666872|549755852981
1311043959923|618475329721|549755852981
1347976219042|1099511666874|549755852981
1319484271114|687194806459|549755852981
1346912556171|1030792190141|549755852981
1319770158254|687194806462|549755852981
1319508134334|687194806464|549755852981
1295545419865|412316899522|343597422785
1341320216531|962072713411|343597422785
1350356543830|1099511666884|343597422785
1352619184603|1168231143624|343597422785
1326432964050|824633759950|549755853005
1338034754117|962072713430|549755853005
1347970348707|1099511666906|343597422809
1350364120304|1099511666907|343597422809
1338086224897|962072713436|343597422809
1352885913985|1168231143645|343597422809
1351465414953|1099511666915|343597422809
1353329227739|1168231143656|549755853029
1350844087198|1099511666923|549755853029
1340662386525|962072713459|549755853041
1345654656631|1030792190198|549755853041
1308128376147|549755853051|549755853041
1351405267672|1099511666942|343597422845
1306556000061|549755853056|343597422845
1317287267228|687194806530|343597422845
1346976292117|1030792190218|343597422857
1336511221257|893353236747|343597422857
1319833066579|687194806540|343597422857
1349899306116|1099511666964|343597422857
1319492161338|687194806553|549755853077
1311075740270|618475329820|549755853077
1349819472009|1099511666976|343597422877
1347969936128|1099511666978|343597422877
1295510360227|412316899619|343597422877
1341320597650|962072713508|343597422877
1305250769406|549755853093|343597422877
1346249994630|1030792190250|549755853097
1312002463862|618475329835|549755853097
1326473254506|824633760044|549755853097
1352619273569|1168231143725|549755853097
1311098504484|618475329838|549755853097
1321674950372|755914283311|549755853097
1353259938036|1168231143729|549755853097
1350889535964|1099511666994|549755853097
1349884166554|1099511666995|549755853097
1346931012396|1030792190260|549755853097
1318326777034|687194806582|549755853109
1330222541132|824633760056|549755853109
1308142646366|549755853113|549755853109
1354151974287|1168231143738|549755853109
1341165812769|962072713532|549755853109
1341137932082|962072713538|343597422913
1336492250830|893353236803|343597422913
1344355343115|1030792190276|343597422913
1353252291746|1168231143749|343597422913
1341147501536|962072713551|343597422925
1349492094992|1099511667024|343597422925
1341331704191|962072713553|343597422925
1330140653523|824633760082|343597422925
1349483753720|1099511667029|549755853140
1308075018505|549755853143|549755853140
1343734188558|1030792190297|549755853140
1326401775015|824633760093|549755853140
1308357647385|549755853150|549755853140
1321693519100|755914283359|549755853140
1317255805672|687194806625|343597422944
1312009727991|618475329890|343597422944
1349073497733|1099511667050|343597422944
1317310689002|687194806636|343597422955
1290493708144|343597422957|343597422955
1341186460012|962072713582|343597422955
1337739969992|962072713584|343597422955
1349913394492|1099511667058|343597422955
1352893163340|1168231143799|343597422966
1305314187357|549755853176|343597422966
1346906755373|1030792190330|343597422966
1338058339383|962072713595|343597422966
1318349747879|687194806652|343597422966
1326714511723|824633760131|343597422978
1343981167016|1030792190340|343597422978
1351414191674|1099511667077|343597422978
1330191298027|824633760134|343597422978
1334427032372|893353236871|343597422978
1349057801730|1099511667083|343597422978
1341322623863|962072713612|343597422978
1335705555593|893353236879|549755853198
1347345643634|1099511667091|549755853198
1345056790113|1030792190359|549755853198
1349295514567|1099511667099|549755853210
1310552261304|618475329948|549755853210
1345054820428|1030792190374|549755853220
1326714591787|824633760167|549755853220
1338074064373|962072713640|549755853220
1334393155610|893353236907|549755853220
1349885418929|1099511667116|549755853220
1312007145370|618475329965|549755853220
1346906395171|1030792190382|549755853220
1350356421862|1099511667119|549755853220
1345691872508|1030792190385|549755853232
1350358883890|1099511667122|549755853232
1353251877079|1168231143861|549755853232
1308374861766|549755853238|549755853232
1349500295381|1099511667128|549755853232
1346908881897|1030792190393|549755853232
1308319039233|549755853245|343597423036
1343573286109|1030792190398|343597423036
1334431462008|893353236927|343597423036
1317260311137|687194806720|343597423036
1346254608867|1030792190401|343597423036
1338055520147|962072713668|343597423036
1345657576115|1030792190409|549755853256
1349319833418|1099511667147|549755853256
1344033129344|1030792190416|549755853256
1353270251066|1168231143893|549755853268
1351091839076|1099511667160|549755853268
1326517301606|824633760217|549755853268
1308171105935|549755853274|549755853268
1326432318421|824633760223|549755853268
1337731718057|962072713697|343597423072
1350904529926|1099511667170|343597423072
1350386359994|1099511667172|343597423072
1326378477360|824633760231|343597423072
1338042622122|962072713709|343597423084
1349921693173|1099511667186|343597423084
1340700876476|962072713721|549755853304
1347986382928|1099511667198|549755853304
1345613735509|1030792190463|549755853304
1318286424302|687194806789|549755853316
1350382835166|1099511667206|549755853316
1349885185509|1099511667207|549755853316
1346249156809|1030792190472|549755853316
1312277184210|618475330058|549755853316
1312050352482|618475330065|343597423120
1343997222046|1030792190483|343597423120
1312263479384|618475330070|343597423120
1307241674172|549755853337|343597423120
1351454770796|1099511667226|343597423120
1352689936845|1168231143965|343597423131
1306566466177|549755853342|343597423131
1341125623200|962072713772|343597423143
1340664726598|962072713775|343597423143
1343980496280|1030792190513|343597423143
1317271474259|687194806837|343597423155
1329724393463|824633760310|343597423155
1306114352007|549755853367|343597423155
1334470138357|893353237050|343597423155
1307206224811|549755853371|343597423155
1343514916727|1030792190524|343597423155
1349894461707|1099511667261|343597423155
1311069779271|618475330112|343597423167
1312325534420|618475330116|343597423167
1343959024500|1030792190866|1030792190865
1343931987126|1030792190867|1030792190865
1353412020848|1168231144340|1030792190865
1343930696287|1030792190869|1030792190865
1343930253570|1030792190870|1030792190865
1347274661622|1099511667614|68719516573
1333378613736|893353237407|68719516573
1298190944803|412316900258|68719516573
1337015883846|962072714151|68719516573
1350938780053|1099511667626|412316900265
1345154385091|1030792190891|412316900265
1341119565219|962072714156|412316900265
1341110215483|962072714157|412316900265
1298141811752|412316900270|412316900265
1298103019081|412316900271|412316900265
1302324395413|481036377008|412316900265
1298157307396|412316900273|412316900265
1346173961667|1030792190898|412316900265
1350968157299|1099511667638|68719516597
1353381269341|1168231144375|68719516597
1333430282835|893353237435|68719516597
1333382334127|893353237439|68719516597
1346012389733|1030792190912|68719516597
1342501543589|1030792190914|1030792190913
1342456025446|1030792190915|1030792190913
1347168564719|1099511667652|1030792190913
1346204088394|1030792190918|1030792190913
1342524416634|1030792190919|1030792190913
1342457413937|1030792190920|1030792190913
1342447367779|1030792190921|1030792190913
1348338979639|1099511667662|1099511667661
1348303933113|1099511667663|1099511667661
1348328210961|1099511667664|1099511667661
1339908993562|962072714202|962072714201
1339910846193|962072714203|962072714201
1339908895694|962072714204|962072714201
1339962321282|962072714205|962072714201
1339911733193|962072714206|962072714201
1350610517690|1099511667679|962072714201
1339948159385|962072714208|962072714201
1339934406168|962072714209|962072714201
1352865321336|1168231144418|962072714201
1339971593674|962072714211|962072714201
1331852235812|893353237478|274877946853
1331798523520|893353237479|274877946853
1342228289285|1030792190952|274877946853
1347249517976|1099511667689|274877946853
1331801612065|893353237483|274877946853
1310820436480|618475330540|274877946853
1350627567094|1099511667698|1030792190961
1347223154292|1099511667699|1030792190961
1345281063802|1030792190965|1030792190961
1349260162334|1099511667702|1030792190961
1345347280551|1030792190967|1030792190961
1353384838130|1168231144441|1030792190961
1335979982302|893353237514|893353237513
1353046969446|1168231144459|893353237513
1335909870370|893353237516|893353237513
1342311966825|1030792190989|893353237513
1349256268921|1099511667726|893353237513
1335904087224|893353237519|893353237513
1335955329365|893353237520|893353237513
1345949726216|1030792190993|893353237513
1345966823344|1030792190995|893353237513
1317831509596|687194807318|687194807317
1347211682493|1099511667735|687194807317
1317844749928|687194807320|687194807317
1317761886178|687194807323|687194807317
1329942737106|824633760797|687194807317
1317783152181|687194807327|687194807317
1333413480797|893353237538|274877946913
1353366768804|1168231144485|274877946913
1333940496804|893353237542|274877946913
1346177235312|1030792191019|274877946913
1345140558002|1030792191022|274877946925
1331510435699|893353237551|274877946925
1349215979739|1099511667761|274877946925
1329923687145|824633760819|274877946925
1352067696657|1099511667770|1099511667769
1352067284854|1099511667771|1099511667769
1352130034826|1099511667772|1099511667769
1352127143217|1099511667775|1099511667769
1352080040387|1099511667779|1099511667769
1329360973546|824633760838|412316900421
1320660184650|755914284103|412316900421
1331792169257|893353237576|412316900421
1345949035180|1030792191049|412316900421
1300753632832|481036377163|412316900421
1326044166727|824633760846|412316900421
1328469701576|824633760847|412316900421
1328487726398|824633760850|618475330641
1349232709193|1099511667795|618475330641
1310907893908|618475330644|618475330641
1331510894088|893353237589|618475330641
1337053453073|962072714326|618475330641
1310949839077|618475330647|618475330641
1340905640219|962072714328|618475330641
1333415633184|893353237595|618475330641
1346208433711|1030792191070|68719516765
1342248873980|1030792191071|68719516765
1338837342580|962072714336|68719516765
1342261318245|1030792191073|68719516765
1305198190135|549755853923|68719516765
1328930820552|824633760874|755914284137
1328471328601|824633760875|755914284137
1350902242560|1099511667820|755914284137
1321479673992|755914284141|755914284137
1321445045443|755914284142|755914284137
1321423852504|755914284143|755914284137
1331517530315|893353237616|755914284137
1321423935832|755914284145|755914284137
1345135155712|1030792191090|755914284137
1341109759419|962072714355|755914284137
1346217160530|1030792191092|755914284137
1332730297162|893353237622|893353237621
1345950226192|1030792191095|893353237621
1332736020598|893353237624|893353237621
1340948357216|962072714361|893353237621
1343314639938|1030792191098|893353237621
1340861422042|962072714363|893353237621
1332674492375|893353237629|893353237621
1332683593318|893353237631|893353237621
1305195142998|549755853954|40065
1278751875255|206158470275|40065
1352991182995|1168231144580|40065
1290559742801|343597423749|40065
1328522792650|824633760902|40065
1347179891370|1099511667847|40065
1320659038308|755914284171|40065
1351432151496|1099511667854|1099511667853
1351455839374|1099511667856|1099511667853
1351383500608|1099511667857|1099511667853
1351406691156|1099511667858|1099511667853
1353417622940|1168231144595|1099511667853
1351393354393|1099511667860|1099511667853
1351393691475|1099511667861|1099511667853
1351383935492|1099511667862|1099511667853
1351398353054|1099511667863|1099511667853
1351408089309|1099511667864|1099511667853
1340882265891|962072714395|412316900505
1350649642925|1099511667868|412316900505
1338890523476|962072714397|412316900505
1340854504392|962072714402|412316900505
1347167199871|1099511667876|412316900505
1305122686211|549755853990|549755853989
1305067489574|549755853991|549755853989
1341845797072|1030792191144|549755853989
1346193589247|1030792191145|549755853989
1331512940142|893353237674|549755853989
1352874035457|1168231144620|549755853989
1305102820668|549755853997|549755853989
1350910293912|1099511667888|549755853989
1342228457691|1030792191154|549755854001
1337016569386|962072714419|549755854001
1341849218555|1030792191156|549755854001
1306831874567|549755854006|549755854001
1306837952291|549755854008|549755854001
1341137164028|962072714425|549755854001
1326043726589|824633760954|549755854001
1320273460768|687194807486|687194807485
1352986613133|1168231144639|687194807485
1320314195418|687194807488|687194807485
1347248927528|1099511667906|687194807485
1333436279754|893353237700|687194807485
1346546223085|1030792191178|1030792191177
1346553588153|1030792191179|1030792191177
1346544365903|1030792191180|1030792191177
1346543762576|1030792191181|1030792191177
1346552091190|1030792191182|1030792191177
1346557071558|1030792191183|1030792191177
1346543290038|1030792191184|1030792191177
1346560030667|1030792191186|1030792191177
1342578721336|1030792191190|1030792191189
1342642249636|1030792191191|1030792191189
1342583904775|1030792191192|1030792191189
1342577691627|1030792191195|1030792191189
1342582090884|1030792191197|1030792191189
1342578236282|1030792191199|1030792191189
1321288390655|755914284258|755914284257
1321300580078|755914284259|755914284257
1328930626061|824633760996|755914284257
1343318837495|1030792191205|755914284257
1341845811493|1030792191210|755914284257
1352822553712|1168231144686|1099511667949
1352817464866|1168231144687|1099511667949
1351946673396|1099511667952|1099511667949
1352843198631|1168231144689|1099511667949
1351992218679|1099511667954|1099511667949
1351970594785|1099511667956|1099511667949
1351971193458|1099511667957|1099511667949
1351978620417|1099511667958|1099511667949
1351996472682|1099511667959|1099511667949
1351946609734|1099511667960|1099511667949
1349337523557|1099511667962|1099511667961
1349375448787|1099511667966|1099511667961
1349342625665|1099511667967|1099511667961
1349339305188|1099511667968|1099511667961
1349390613582|1099511667972|1099511667961
1341845959792|1030792191238|549755854085
1340877733317|962072714503|549755854085
1341898919655|1030792191240|549755854085
1307878332306|549755854089|549755854085
1328784220066|824633761034|549755854085
1346232578604|1030792191245|549755854085
1307879374225|549755854094|549755854085
1352991197368|1168231144720|549755854085
1328473097140|824633761042|687194807569
1337067153979|962072714515|687194807569
1346168288494|1030792191252|687194807569
1352821644243|1168231144727|687194807569
1333961987822|893353237788|687194807569
1317237457480|687194807582|687194807581
1334548908525|893353237792|687194807581
1317309170813|687194807587|687194807581
1334525835607|893353237802|893353237801
1349220953655|1099511668011|893353237801
1332883353057|893353237804|893353237801
1332876106904|893353237805|893353237801
1332886431364|893353237806|893353237801
1332868308183|893353237807|893353237801
1352829431017|1168231144755|893353237801
1339087671039|962072714550|962072714549
1340864865819|962072714551|962072714549
1346199328206|1030792191289|962072714549
1347310889303|1099511668026|962072714549
1341853419275|1030792191291|962072714549
1345182900041|1030792191293|137438993724
1310819284563|618475330878|137438993724
1342293190945|1030792191295|137438993724
1352820986048|1168231144769|137438993724
1338845651218|962072714563|137438993724
1347173601642|1099511668036|137438993724
1346234889845|1030792191305|1030792191304
1344123063848|1030792191307|1030792191304
1344156174310|1030792191308|1030792191304
1352985443907|1168231144781|1030792191304
1344159243318|1030792191310|1030792191304
1344131694132|1030792191315|1030792191304
1340885848822|962072714581|274877947220
1340911219432|962072714582|274877947220
1333424855714|893353237847|274877947220
1350646004815|1099511668056|274877947220
1341130819699|962072714585|274877947220
1338866124225|962072714586|274877947220
1350911235399|1099511668059|274877947220
1338857381773|962072714588|274877947220
1346177890156|1030792191329|274877947232
1320605979864|687194807650|274877947232
1302332794365|481036377443|274877947232
1347249430927|1099511668069|274877947232
1333428124073|893353237870|137438993773
1350905686837|1099511668080|137438993773
1347244178002|1099511668081|137438993773
1341849062735|1030792191346|137438993773
1333399209182|893353237875|137438993773
1346168338531|1030792191348|137438993773
1337004779720|962072714613|137438993773
1340920163651|962072714615|137438993773
1293829338177|343597423994|137438993785
1326038614472|824633761148|137438993785
1298155711019|412316900736|137438993785
1326097903569|824633761154|137438993793
1290602929269|343597424003|137438993793
1340859778957|962072714628|137438993793
1290012857554|343597424005|137438993793
1333451881849|893353237894|137438993793
1298154238595|412316900746|137438993801
1341109793180|962072714635|137438993801
1310749845795|618475330956|137438993801
1341851653682|1030792191373|137438993801
1329999876176|824633761168|137438993801
1353383519729|1168231144850|137438993809
1297628031416|412316900755|137438993809
1293846739046|343597424021|137438993809
1294928368353|412316900758|137438993809
1302340950439|481036377498|68719517081
1298173991095|412316900763|68719517081
1331827450119|893353237916|68719517081
1293840000024|343597424029|68719517081
1310769168449|618475330974|68719517081
1349222045057|1099511668128|68719517081
1341162988328|962072714658|137438993825
1329346434606|824633761187|137438993825
1326109429763|824633761189|137438993825
1352985444857|1168231144870|137438993825
1294927163326|412316900778|68719517097
1331513435759|893353237931|68719517097
1328933327176|824633761197|68719517097
1353367256508|1168231144879|68719517097
1331554753143|893353237938|137438993841
1329945181570|824633761203|137438993841
1328500525826|824633761204|137438993841
1350942897621|1099511668149|137438993841
1320605565547|687194807734|137438993841
1338853246774|962072714682|137438993849
1345960312979|1030792191419|137438993849
1298220987128|412316900796|137438993849
1353367155005|1168231144893|137438993849
1350610114011|1099511668158|137438993849
1347196736720|1099511668159|137438993849
1329943862092|824633761218|137438993857
1345151421065|1030792191427|137438993857
1345958774699|1030792191428|137438993857
1352823699797|1168231144901|137438993857
1353024356921|1168231144902|137438993857
1346177553909|1030792191431|137438993857
1294982672728|412316900811|68719517129
1350904104408|1099511668172|68719517129
1294919267524|412316900813|68719517129
1353367679475|1168231144912|68719517129
1290555820697|343597424082|137438993873
1353451881381|1168231144915|137438993873
1290035747102|343597424084|137438993873
1290067280674|343597424086|137438993873
1290586640169|343597424090|137438993881
1343326834168|1030792191451|137438993881
1293839819834|343597424098|137438993889
1346180590341|1030792191460|137438993889
1328734054533|824633761253|137438993889
1297631222599|412316900839|137438993889
1345172515011|1030792191466|68719517161
1328464532149|824633761259|68719517161
1345164167915|1030792191468|68719517161
1347249242406|1099511668205|68719517161
1331510503165|893353237998|68719517161
1278754861054|206158470639|68719517161
1329945073929|824633761266|137438993905
1350931002319|1099511668212|137438993905
1343315526472|1030792191477|137438993905
1293871349266|343597424118|137438993905
1297638420832|412316900858|137438993913
1340854202645|962072714749|137438993913
1352821337041|1168231144962|137438993921
1347188447538|1099511668227|137438993921
1333384900825|893353238021|137438993921
1290092292846|343597424135|137438993921
1350617399923|1099511668232|137438993921
1346172867380|1030792191498|137438993929
1350903073485|1099511668235|137438993929
1333438049303|893353238028|137438993929
1337033967336|962072714765|137438993929
1340898254106|962072714766|137438993929
1290007075400|343597424144|137438993929
1353368873159|1168231144978|137438993937
1338913886641|962072714771|137438993937
1331819122820|893353238039|137438993937
1349216685347|1099511668250|137438993945
1338850804197|962072714779|137438993945
1328965337026|824633761308|137438993945
1331792530126|893353238045|137438993945
1328731212396|824633761310|137438993945
1328731431311|824633761311|137438993945
1320624843275|755914284576|137438993945
1329925449850|824633761315|137438993954
1349229903296|1099511668264|137438993954
1331823383733|893353238059|137438993962
1334588010300|893353238062|137438993962
1329006406061|824633761331|137438993970
1343321248707|1030792191548|137438993978
1329955349163|824633761341|137438993978
1328505857582|824633761343|137438993978
1349223425779|1099511668291|137438993986
1333903381614|893353238085|137438993986
1342235296709|1030792191563|68719517258
1345135236951|1030792191564|68719517258
1341117839714|962072714829|68719517258
1340917357037|962072714830|68719517258
1333931578883|893353238095|68719517258
1341166310875|962072714832|68719517258
1329961385761|824633761361|68719517258
1294934250579|412316900947|137438994002
1278798157703|206158470740|137438994002
1342282321928|1030792191575|137438994002
1333965835636|893353238107|137438994010
1341856565228|1030792191580|137438994010
1302327705615|481036377693|137438994010
1333907246925|893353238110|137438994010
1328533716164|824633761375|137438994010
1347262961272|1099511668323|137438994018
1305170315221|549755854436|137438994018
1353366888163|1168231145061|137438994018
1340929226697|962072714854|137438994018
1305174095068|549755854439|137438994018
1290008168469|343597424232|137438994018
1350608839520|1099511668331|137438994026
1342258031446|1030792191603|137438994034
1347220899542|1099511668340|137438994034
1347276944253|1099511668341|137438994034
1353440374920|1168231145080|137438994034
1341856272031|1030792191611|137438994042
1302393314071|481036377724|137438994042
1343315613359|1030792191613|137438994042
1300701137043|481036377729|137438994042
1320644870483|755914284675|137438994050
1293843678449|343597424260|137438994050
1290006971495|343597424261|137438994050
1349240871125|1099511668359|137438994050
1290555934280|343597424267|137438994058
1297638423892|412316901004|137438994058
1350947308574|1099511668365|137438994058
1328939768271|824633761425|137438994058
1331008471008|824633761427|206158470802
1311947336533|618475331220|206158470802
1338909042413|962072714901|206158470802
1316638909555|687194807958|206158470802
1336378052326|893353238169|274877947544
1338977710623|962072714911|893353238174
1336486654608|893353238176|893353238174
1331404111041|893353238177|893353238174
1336603176856|962072714917|412316901028
1343373483834|1030792191654|412316901028
1352243566478|1099511668391|412316901028
1297856839094|412316901032|412316901028
1339006742447|962072714927|412316901028
1336592145313|962072714932|481036377779
1350910995870|1099511668405|481036377779
1350903943844|1099511668406|481036377779
1352244430246|1099511668407|481036377779
1336486974900|893353238201|481036377779
1352280357289|1099511668410|481036377779
1348585737303|1099511668411|481036377779
1309003556327|549755854529|481036377779
1297854387420|412316901059|412316901058
1336633213963|962072714948|412316901058
1336579523639|962072714951|412316901058
1336582822737|962072714954|412316901058
1339030379417|962072714955|412316901058
