:START_ID(disease)|:END_ID(food)|type:STRING|name:STRING
3347|16478|宜吃|宜吃
7790|14166|宜吃|宜吃
6794|17272|宜吃|宜吃
7772|17307|宜吃|宜吃
5840|14597|宜吃|宜吃
4732|15143|宜吃|宜吃
4764|13953|宜吃|宜吃
2358|14045|宜吃|宜吃
8479|13736|宜吃|宜吃
2473|16478|宜吃|宜吃
1946|14652|宜吃|宜吃
1554|15510|宜吃|宜吃
7539|16852|宜吃|宜吃
192|16389|宜吃|宜吃
3667|12965|宜吃|宜吃
735|15512|宜吃|宜吃
6006|16127|宜吃|宜吃
3122|17333|宜吃|宜吃
4027|16945|宜吃|宜吃
1056|15864|宜吃|宜吃
2885|15512|宜吃|宜吃
2202|14328|宜吃|宜吃
6327|14045|宜吃|宜吃
2235|16127|宜吃|宜吃
1189|14166|宜吃|宜吃
5942|13366|宜吃|宜吃
662|14045|宜吃|宜吃
6794|15864|宜吃|宜吃
2114|16389|宜吃|宜吃
6606|13618|宜吃|宜吃
1169|15045|宜吃|宜吃
3475|12753|宜吃|宜吃
43|16478|宜吃|宜吃
624|14652|宜吃|宜吃
934|15864|宜吃|宜吃
1755|14652|宜吃|宜吃
4902|15512|宜吃|宜吃
6307|15512|宜吃|宜吃
893|14652|宜吃|宜吃
1651|12753|宜吃|宜吃
5126|16127|宜吃|宜吃
7220|17307|宜吃|宜吃
7014|14154|宜吃|宜吃
2853|15385|宜吃|宜吃
127|14210|宜吃|宜吃
6041|15725|宜吃|宜吃
679|16478|宜吃|宜吃
3035|13585|宜吃|宜吃
4289|16389|宜吃|宜吃
8651|17307|宜吃|宜吃
1553|16127|宜吃|宜吃
5987|14458|宜吃|宜吃
1098|16676|宜吃|宜吃
5393|15385|宜吃|宜吃
7239|13585|宜吃|宜吃
7631|16478|宜吃|宜吃
5615|17464|宜吃|宜吃
2692|14045|宜吃|宜吃
6049|17464|宜吃|宜吃
7457|14537|宜吃|宜吃
460|14328|宜吃|宜吃
192|14210|宜吃|宜吃
4953|14652|宜吃|宜吃
691|16478|宜吃|宜吃
8712|16851|宜吃|宜吃
5210|16945|宜吃|宜吃
323|14154|宜吃|宜吃
8246|17336|宜吃|宜吃
7379|13585|宜吃|宜吃
8224|17336|宜吃|宜吃
1145|16389|宜吃|宜吃
4657|12847|宜吃|宜吃
8157|15385|宜吃|宜吃
1934|16478|宜吃|宜吃
8354|13736|宜吃|宜吃
6011|14652|宜吃|宜吃
3334|15512|宜吃|宜吃
1339|14154|宜吃|宜吃
346|14652|宜吃|宜吃
1939|15512|宜吃|宜吃
8196|14007|宜吃|宜吃
5108|16478|宜吃|宜吃
4044|16478|宜吃|宜吃
1564|16389|宜吃|宜吃
3012|17307|宜吃|宜吃
7970|14166|宜吃|宜吃
962|12965|宜吃|宜吃
3361|14154|宜吃|宜吃
6772|15482|宜吃|宜吃
5694|15143|宜吃|宜吃
624|15143|宜吃|宜吃
2070|14945|宜吃|宜吃
1433|13953|宜吃|宜吃
248|14652|宜吃|宜吃
1745|16389|宜吃|宜吃
3798|15512|宜吃|宜吃
2216|15864|宜吃|宜吃
2969|14945|宜吃|宜吃
4181|16127|宜吃|宜吃
437|14328|宜吃|宜吃
1548|13585|宜吃|宜吃
7813|13953|宜吃|宜吃
5256|16676|宜吃|宜吃
1517|12965|宜吃|宜吃
5464|16676|宜吃|宜吃
933|14154|宜吃|宜吃
977|16478|宜吃|宜吃
4419|16127|宜吃|宜吃
7964|15143|宜吃|宜吃
1521|12965|宜吃|宜吃
8366|14652|宜吃|宜吃
3896|16478|宜吃|宜吃
1610|16478|宜吃|宜吃
1465|16478|宜吃|宜吃
3215|15512|宜吃|宜吃
236|17416|宜吃|宜吃
7427|16389|宜吃|宜吃
7481|14154|宜吃|宜吃
610|15512|宜吃|宜吃
954|13155|宜吃|宜吃
489|14154|宜吃|宜吃
1031|16676|宜吃|宜吃
1498|16127|宜吃|宜吃
6213|13699|宜吃|宜吃
1986|15512|宜吃|宜吃
711|16851|宜吃|宜吃
5120|16389|宜吃|宜吃
1296|14652|宜吃|宜吃
4829|14328|宜吃|宜吃
1192|15451|宜吃|宜吃
6028|14597|宜吃|宜吃
2828|15512|宜吃|宜吃
4756|15512|宜吃|宜吃
67|15512|宜吃|宜吃
7228|15512|宜吃|宜吃
7405|16407|宜吃|宜吃
7071|15512|宜吃|宜吃
3076|14154|宜吃|宜吃
1826|14154|宜吃|宜吃
7806|17307|宜吃|宜吃
4349|15143|宜吃|宜吃
7905|16478|宜吃|宜吃
2912|16389|宜吃|宜吃
3711|14210|宜吃|宜吃
3228|14045|宜吃|宜吃
1509|16127|宜吃|宜吃
3507|13579|宜吃|宜吃
823|15820|宜吃|宜吃
836|15864|宜吃|宜吃
5283|15451|宜吃|宜吃
8154|14210|宜吃|宜吃
4282|14045|宜吃|宜吃
1146|12950|宜吃|宜吃
3290|13051|宜吃|宜吃
551|15385|宜吃|宜吃
372|14210|宜吃|宜吃
6991|16676|宜吃|宜吃
1069|16389|宜吃|宜吃
5103|14154|宜吃|宜吃
813|14154|宜吃|宜吃
4041|13767|宜吃|宜吃
6320|15725|宜吃|宜吃
8468|17272|宜吃|宜吃
7696|14154|宜吃|宜吃
2105|15512|宜吃|宜吃
7542|14328|宜吃|宜吃
6096|14154|宜吃|宜吃
1583|16478|宜吃|宜吃
2670|16478|宜吃|宜吃
3049|14945|宜吃|宜吃
6627|17336|宜吃|宜吃
7479|12965|宜吃|宜吃
273|14045|宜吃|宜吃
2067|14945|宜吃|宜吃
1883|14045|宜吃|宜吃
130|17416|宜吃|宜吃
762|15109|宜吃|宜吃
115|15864|宜吃|宜吃
516|15045|宜吃|宜吃
1317|14154|宜吃|宜吃
2090|15820|宜吃|宜吃
2825|16478|宜吃|宜吃
2419|15510|宜吃|宜吃
5895|16798|宜吃|宜吃
4763|14045|宜吃|宜吃
8685|16851|宜吃|宜吃
3958|15143|宜吃|宜吃
411|14328|宜吃|宜吃
8357|13736|宜吃|宜吃
3082|14945|宜吃|宜吃
6861|12678|宜吃|宜吃
913|15820|宜吃|宜吃
1922|16219|宜吃|宜吃
2430|15487|宜吃|宜吃
5603|16688|宜吃|宜吃
2862|13767|宜吃|宜吃
3446|17307|宜吃|宜吃
7258|14154|宜吃|宜吃
8756|17307|宜吃|宜吃
5071|15512|宜吃|宜吃
1264|16127|宜吃|宜吃
2134|15109|宜吃|宜吃
969|12753|宜吃|宜吃
6858|16478|宜吃|宜吃
7331|16478|宜吃|宜吃
7434|16127|宜吃|宜吃
4121|15512|宜吃|宜吃
173|16127|宜吃|宜吃
3683|16127|宜吃|宜吃
8454|13736|宜吃|宜吃
3676|14328|宜吃|宜吃
4120|16127|宜吃|宜吃
4381|13437|宜吃|宜吃
2059|14945|宜吃|宜吃
1372|16127|宜吃|宜吃
2781|14652|宜吃|宜吃
4951|13767|宜吃|宜吃
5298|16389|宜吃|宜吃
1874|12644|宜吃|宜吃
2430|16407|宜吃|宜吃
893|16127|宜吃|宜吃
3295|16389|宜吃|宜吃
790|15451|宜吃|宜吃
802|14154|宜吃|宜吃
5015|16478|宜吃|宜吃
735|16851|宜吃|宜吃
167|16389|宜吃|宜吃
3542|15512|宜吃|宜吃
3678|15045|宜吃|宜吃
6244|17307|宜吃|宜吃
1000|16478|宜吃|宜吃
6646|14154|宜吃|宜吃
2435|16478|宜吃|宜吃
1906|14154|宜吃|宜吃
1197|17464|宜吃|宜吃
1419|14166|宜吃|宜吃
2054|14945|宜吃|宜吃
3243|16127|宜吃|宜吃
2106|12965|宜吃|宜吃
5389|12644|宜吃|宜吃
2516|16478|宜吃|宜吃
3979|15487|宜吃|宜吃
4149|15512|宜吃|宜吃
4235|13767|宜吃|宜吃
1209|15451|宜吃|宜吃
2196|16389|宜吃|宜吃
5395|16478|宜吃|宜吃
432|14210|宜吃|宜吃
3279|14945|宜吃|宜吃
3424|12753|宜吃|宜吃
2361|14652|宜吃|宜吃
2201|12753|宜吃|宜吃
2565|14328|宜吃|宜吃
7803|17078|宜吃|宜吃
7172|17272|宜吃|宜吃
5006|16945|宜吃|宜吃
2586|15512|宜吃|宜吃
7184|14045|宜吃|宜吃
7164|15512|宜吃|宜吃
5608|14045|宜吃|宜吃
648|16127|宜吃|宜吃
7902|17307|宜吃|宜吃
1054|15385|宜吃|宜吃
5664|13822|宜吃|宜吃
8700|15512|宜吃|宜吃
1685|14045|宜吃|宜吃
2097|17422|宜吃|宜吃
1754|14652|宜吃|宜吃
1166|14652|宜吃|宜吃
1254|16127|宜吃|宜吃
1050|16389|宜吃|宜吃
3155|14045|宜吃|宜吃
3431|16389|宜吃|宜吃
496|16389|宜吃|宜吃
1073|16080|宜吃|宜吃
8782|14154|宜吃|宜吃
8158|14166|宜吃|宜吃
2907|16478|宜吃|宜吃
7257|16478|宜吃|宜吃
4414|14045|宜吃|宜吃
388|14652|宜吃|宜吃
6164|14652|宜吃|宜吃
3025|14945|宜吃|宜吃
5690|13699|宜吃|宜吃
562|16389|宜吃|宜吃
7203|13585|宜吃|宜吃
5556|13366|宜吃|宜吃
6807|14154|宜吃|宜吃
6899|15512|宜吃|宜吃
2139|14585|宜吃|宜吃
3109|12965|宜吃|宜吃
3627|16127|宜吃|宜吃
1807|13953|宜吃|宜吃
7096|13585|宜吃|宜吃
3128|12965|宜吃|宜吃
8194|15512|宜吃|宜吃
157|16389|宜吃|宜吃
5965|15143|宜吃|宜吃
684|16478|宜吃|宜吃
7668|14328|宜吃|宜吃
7562|15512|宜吃|宜吃
567|15512|宜吃|宜吃
7680|16127|宜吃|宜吃
1645|13953|宜吃|宜吃
2428|12965|宜吃|宜吃
16|17078|宜吃|宜吃
8147|14154|宜吃|宜吃
3148|14045|宜吃|宜吃
1026|15864|宜吃|宜吃
7175|14154|宜吃|宜吃
352|14328|宜吃|宜吃
4682|15512|宜吃|宜吃
6313|15385|宜吃|宜吃
3132|17336|宜吃|宜吃
1068|14652|宜吃|宜吃
6743|16676|宜吃|宜吃
8364|16478|宜吃|宜吃
6236|14154|宜吃|宜吃
8244|14007|宜吃|宜吃
1577|14154|宜吃|宜吃
1610|16127|宜吃|宜吃
6914|15770|宜吃|宜吃
1121|15451|宜吃|宜吃
4765|14154|宜吃|宜吃
194|16389|宜吃|宜吃
3241|14652|宜吃|宜吃
5450|12965|宜吃|宜吃
4585|13155|宜吃|宜吃
7513|15512|宜吃|宜吃
538|14154|宜吃|宜吃
2159|16127|宜吃|宜吃
2102|15820|宜吃|宜吃
5547|14742|宜吃|宜吃
2145|14652|宜吃|宜吃
7109|13585|宜吃|宜吃
896|16945|宜吃|宜吃
1160|14652|宜吃|宜吃
6628|13713|宜吃|宜吃
1842|15613|宜吃|宜吃
7599|15512|宜吃|宜吃
6911|17336|宜吃|宜吃
2538|16389|宜吃|宜吃
217|16127|宜吃|宜吃
1280|14652|宜吃|宜吃
7874|14154|宜吃|宜吃
2530|14945|宜吃|宜吃
4690|15613|宜吃|宜吃
7663|14154|宜吃|宜吃
7664|15045|宜吃|宜吃
8483|14045|宜吃|宜吃
2371|14652|宜吃|宜吃
206|15820|宜吃|宜吃
5647|14154|宜吃|宜吃
3413|15045|宜吃|宜吃
6135|15512|宜吃|宜吃
3193|16596|宜吃|宜吃
1228|16127|宜吃|宜吃
1677|16389|宜吃|宜吃
2804|15487|宜吃|宜吃
4494|14045|宜吃|宜吃
2527|12753|宜吃|宜吃
1854|15510|宜吃|宜吃
5643|16596|宜吃|宜吃
1373|16127|宜吃|宜吃
1305|15451|宜吃|宜吃
1745|14154|宜吃|宜吃
6185|14652|宜吃|宜吃
4420|16510|宜吃|宜吃
6514|14569|宜吃|宜吃
7533|14154|宜吃|宜吃
4800|13767|宜吃|宜吃
2529|14045|宜吃|宜吃
5014|14328|宜吃|宜吃
6332|17307|宜吃|宜吃
6457|14652|宜吃|宜吃
3358|14945|宜吃|宜吃
8251|15109|宜吃|宜吃
8767|16851|宜吃|宜吃
250|15820|宜吃|宜吃
1224|14652|宜吃|宜吃
5498|12924|宜吃|宜吃
3127|14154|宜吃|宜吃
8446|15512|宜吃|宜吃
3050|13437|宜吃|宜吃
747|16389|宜吃|宜吃
7983|14154|宜吃|宜吃
413|14652|宜吃|宜吃
2635|16596|宜吃|宜吃
7303|16478|宜吃|宜吃
3982|12753|宜吃|宜吃
930|16945|宜吃|宜吃
6800|17272|宜吃|宜吃
1747|16478|宜吃|宜吃
2343|15864|宜吃|宜吃
215|15820|宜吃|宜吃
5393|13767|宜吃|宜吃
4591|13767|宜吃|宜吃
3588|15820|宜吃|宜吃
830|14652|宜吃|宜吃
3910|15510|宜吃|宜吃
3515|16389|宜吃|宜吃
4613|13953|宜吃|宜吃
721|16478|宜吃|宜吃
360|14210|宜吃|宜吃
6317|14779|宜吃|宜吃
2710|14045|宜吃|宜吃
1440|14154|宜吃|宜吃
3062|17307|宜吃|宜吃
5550|14597|宜吃|宜吃
1575|14652|宜吃|宜吃
4085|14045|宜吃|宜吃
7402|15487|宜吃|宜吃
8343|14166|宜吃|宜吃
7156|16478|宜吃|宜吃
3124|14945|宜吃|宜吃
4752|15512|宜吃|宜吃
6855|15482|宜吃|宜吃
3338|16945|宜吃|宜吃
7276|13585|宜吃|宜吃
5035|16945|宜吃|宜吃
1811|14652|宜吃|宜吃
4742|15385|宜吃|宜吃
1858|13585|宜吃|宜吃
4989|15512|宜吃|宜吃
522|14652|宜吃|宜吃
1895|14652|宜吃|宜吃
1333|14652|宜吃|宜吃
2086|15143|宜吃|宜吃
7493|17336|宜吃|宜吃
2656|15512|宜吃|宜吃
2991|14045|宜吃|宜吃
506|15109|宜吃|宜吃
7264|17307|宜吃|宜吃
5692|13457|宜吃|宜吃
372|15820|宜吃|宜吃
1533|12965|宜吃|宜吃
1555|12753|宜吃|宜吃
5680|13437|宜吃|宜吃
2991|14154|宜吃|宜吃
1702|14045|宜吃|宜吃
1221|14652|宜吃|宜吃
1681|14154|宜吃|宜吃
6012|16478|宜吃|宜吃
2974|15512|宜吃|宜吃
6089|17078|宜吃|宜吃
6157|12965|宜吃|宜吃
6453|16945|宜吃|宜吃
2174|15385|宜吃|宜吃
1725|14652|宜吃|宜吃
8185|13953|宜吃|宜吃
421|14585|宜吃|宜吃
5161|16945|宜吃|宜吃
7260|13437|宜吃|宜吃
1939|16219|宜吃|宜吃
1946|16219|宜吃|宜吃
996|17336|宜吃|宜吃
2817|15487|宜吃|宜吃
2150|15864|宜吃|宜吃
1612|16127|宜吃|宜吃
7478|17307|宜吃|宜吃
521|14045|宜吃|宜吃
2714|15512|宜吃|宜吃
2342|14585|宜吃|宜吃
1743|16478|宜吃|宜吃
3673|14154|宜吃|宜吃
2698|17336|宜吃|宜吃
6553|14154|宜吃|宜吃
7576|14154|宜吃|宜吃
7157|17272|宜吃|宜吃
8477|14166|宜吃|宜吃
5112|16127|宜吃|宜吃
6016|15512|宜吃|宜吃
3632|15512|宜吃|宜吃
522|15820|宜吃|宜吃
215|14652|宜吃|宜吃
4547|16127|宜吃|宜吃
5716|15451|宜吃|宜吃
627|16389|宜吃|宜吃
1177|14652|宜吃|宜吃
3475|15045|宜吃|宜吃
1148|14154|宜吃|宜吃
4214|16127|宜吃|宜吃
8130|13736|宜吃|宜吃
6858|15770|宜吃|宜吃
6475|16596|宜吃|宜吃
4842|16851|宜吃|宜吃
6093|16478|宜吃|宜吃
7577|15512|宜吃|宜吃
4050|15512|宜吃|宜吃
6030|16127|宜吃|宜吃
7104|17307|宜吃|宜吃
1869|15045|宜吃|宜吃
1809|13953|宜吃|宜吃
3350|15512|宜吃|宜吃
7171|17336|宜吃|宜吃
1832|14652|宜吃|宜吃
2515|16478|宜吃|宜吃
6885|16389|宜吃|宜吃
7948|14045|宜吃|宜吃
6743|16080|宜吃|宜吃
420|15820|宜吃|宜吃
4214|16851|宜吃|宜吃
5461|16478|宜吃|宜吃
3133|16851|宜吃|宜吃
2852|14154|宜吃|宜吃
4996|14154|宜吃|宜吃
2773|14166|宜吃|宜吃
3515|13953|宜吃|宜吃
7269|16407|宜吃|宜吃
6248|15725|宜吃|宜吃
7564|17307|宜吃|宜吃
3457|14945|宜吃|宜吃
356|14210|宜吃|宜吃
1447|16676|宜吃|宜吃
6360|16478|宜吃|宜吃
1140|14154|宜吃|宜吃
5440|17307|宜吃|宜吃
4260|15143|宜吃|宜吃
1326|16851|宜吃|宜吃
399|14652|宜吃|宜吃
606|14652|宜吃|宜吃
5676|13779|宜吃|宜吃
5217|14328|宜吃|宜吃
2780|15512|宜吃|宜吃
3534|15045|宜吃|宜吃
5709|15451|宜吃|宜吃
2346|15864|宜吃|宜吃
926|13953|宜吃|宜吃
6204|15487|宜吃|宜吃
1907|16478|宜吃|宜吃
5731|17339|宜吃|宜吃
2203|15864|宜吃|宜吃
7400|15143|宜吃|宜吃
5872|15487|宜吃|宜吃
7740|14045|宜吃|宜吃
3637|14166|宜吃|宜吃
7745|16127|宜吃|宜吃
4361|16478|宜吃|宜吃
8002|14210|宜吃|宜吃
7599|16407|宜吃|宜吃
4282|16127|宜吃|宜吃
3934|16478|宜吃|宜吃
2847|15385|宜吃|宜吃
67|16127|宜吃|宜吃
142|16389|宜吃|宜吃
6792|16478|宜吃|宜吃
2145|16127|宜吃|宜吃
855|14045|宜吃|宜吃
4230|16389|宜吃|宜吃
3467|16389|宜吃|宜吃
2338|13767|宜吃|宜吃
3289|14210|宜吃|宜吃
2087|14652|宜吃|宜吃
1183|15487|宜吃|宜吃
919|15512|宜吃|宜吃
3522|14154|宜吃|宜吃
25|12753|宜吃|宜吃
7260|16478|宜吃|宜吃
1791|14652|宜吃|宜吃
3410|17336|宜吃|宜吃
6687|13575|宜吃|宜吃
7013|16127|宜吃|宜吃
276|15820|宜吃|宜吃
1091|15864|宜吃|宜吃
5647|16389|宜吃|宜吃
2226|15512|宜吃|宜吃
1927|14652|宜吃|宜吃
173|16389|宜吃|宜吃
6974|16127|宜吃|宜吃
5439|15512|宜吃|宜吃
618|15143|宜吃|宜吃
4496|15487|宜吃|宜吃
6820|15512|宜吃|宜吃
8205|17336|宜吃|宜吃
608|15143|宜吃|宜吃
3117|16127|宜吃|宜吃
725|15512|宜吃|宜吃
5409|14652|宜吃|宜吃
1769|15385|宜吃|宜吃
4588|16127|宜吃|宜吃
5961|14069|宜吃|宜吃
1231|15512|宜吃|宜吃
8131|14210|宜吃|宜吃
7644|16059|宜吃|宜吃
336|15510|宜吃|宜吃
2596|15512|宜吃|宜吃
5774|12847|宜吃|宜吃
2728|16389|宜吃|宜吃
7168|17272|宜吃|宜吃
5294|16945|宜吃|宜吃
5914|14570|宜吃|宜吃
1508|12965|宜吃|宜吃
2569|14328|宜吃|宜吃
2534|15892|宜吃|宜吃
1171|15487|宜吃|宜吃
2393|12753|宜吃|宜吃
270|16127|宜吃|宜吃
795|14652|宜吃|宜吃
1304|15451|宜吃|宜吃
7985|15512|宜吃|宜吃
1622|16478|宜吃|宜吃
5631|16851|宜吃|宜吃
469|14328|宜吃|宜吃
8058|16478|宜吃|宜吃
5259|14652|宜吃|宜吃
1350|15045|宜吃|宜吃
1380|14045|宜吃|宜吃
6846|14154|宜吃|宜吃
7260|16127|宜吃|宜吃
904|14652|宜吃|宜吃
5044|15487|宜吃|宜吃
2734|14166|宜吃|宜吃
5248|16389|宜吃|宜吃
5281|15512|宜吃|宜吃
5460|16851|宜吃|宜吃
6467|13173|宜吃|宜吃
1869|16478|宜吃|宜吃
2483|15109|宜吃|宜吃
2768|14652|宜吃|宜吃
5514|15385|宜吃|宜吃
3309|14154|宜吃|宜吃
8266|13736|宜吃|宜吃
4559|17336|宜吃|宜吃
7246|13873|宜吃|宜吃
8706|14154|宜吃|宜吃
1789|16596|宜吃|宜吃
6403|14154|宜吃|宜吃
2634|15864|宜吃|宜吃
6353|14154|宜吃|宜吃
597|14652|宜吃|宜吃
2663|15512|宜吃|宜吃
7031|17336|宜吃|宜吃
1444|13585|宜吃|宜吃
2097|13015|宜吃|宜吃
1865|15512|宜吃|宜吃
5488|16478|宜吃|宜吃
6984|14154|宜吃|宜吃
6629|14045|宜吃|宜吃
473|14328|宜吃|宜吃
251|16127|宜吃|宜吃
1261|16127|宜吃|宜吃
2903|12965|宜吃|宜吃
1775|15045|宜吃|宜吃
5477|13070|宜吃|宜吃
1497|14154|宜吃|宜吃
4555|16478|宜吃|宜吃
3841|16945|宜吃|宜吃
1990|17307|宜吃|宜吃
5888|15885|宜吃|宜吃
4523|15451|宜吃|宜吃
3144|17336|宜吃|宜吃
5473|14045|宜吃|宜吃
1059|15864|宜吃|宜吃
5735|15487|宜吃|宜吃
7263|14166|宜吃|宜吃
4218|16478|宜吃|宜吃
7425|15512|宜吃|宜吃
7453|16478|宜吃|宜吃
4936|14154|宜吃|宜吃
2007|17307|宜吃|宜吃
7393|16478|宜吃|宜吃
7447|17336|宜吃|宜吃
1857|15510|宜吃|宜吃
6279|15512|宜吃|宜吃
2689|16389|宜吃|宜吃
6243|13143|宜吃|宜吃
438|14328|宜吃|宜吃
1833|15512|宜吃|宜吃
1439|16127|宜吃|宜吃
6032|17272|宜吃|宜吃
5293|16389|宜吃|宜吃
3462|14945|宜吃|宜吃
4118|15487|宜吃|宜吃
3675|16127|宜吃|宜吃
734|12753|宜吃|宜吃
1039|14652|宜吃|宜吃
3338|16478|宜吃|宜吃
5507|15385|宜吃|宜吃
1267|16127|宜吃|宜吃
278|14652|宜吃|宜吃
7499|16407|宜吃|宜吃
5293|15143|宜吃|宜吃
217|14210|宜吃|宜吃
2401|16478|宜吃|宜吃
6883|16478|宜吃|宜吃
571|14652|宜吃|宜吃
6543|13602|宜吃|宜吃
268|16389|宜吃|宜吃
1970|14945|宜吃|宜吃
5550|14116|宜吃|宜吃
1984|13015|宜吃|宜吃
1535|16478|宜吃|宜吃
4491|14045|宜吃|宜吃
2948|14154|宜吃|宜吃
4813|15512|宜吃|宜吃
4939|16478|宜吃|宜吃
976|16478|宜吃|宜吃
5551|15451|宜吃|宜吃
6405|14154|宜吃|宜吃
387|14328|宜吃|宜吃
7341|16407|宜吃|宜吃
1867|15864|宜吃|宜吃
2211|16478|宜吃|宜吃
1852|13953|宜吃|宜吃
7612|14154|宜吃|宜吃
1714|15045|宜吃|宜吃
7031|16478|宜吃|宜吃
7183|16676|宜吃|宜吃
3515|14154|宜吃|宜吃
1122|14652|宜吃|宜吃
3113|15864|宜吃|宜吃
6885|17336|宜吃|宜吃
1910|16219|宜吃|宜吃
3394|15512|宜吃|宜吃
2084|14652|宜吃|宜吃
4848|16127|宜吃|宜吃
1932|13585|宜吃|宜吃
7979|12965|宜吃|宜吃
5977|15487|宜吃|宜吃
1947|15512|宜吃|宜吃
1248|14166|宜吃|宜吃
3432|14945|宜吃|宜吃
5910|16676|宜吃|宜吃
4090|16389|宜吃|宜吃
7700|16478|宜吃|宜吃
3229|16389|宜吃|宜吃
6487|15512|宜吃|宜吃
1633|13585|宜吃|宜吃
5714|16389|宜吃|宜吃
2076|15109|宜吃|宜吃
3250|13155|宜吃|宜吃
528|15983|宜吃|宜吃
8024|13736|宜吃|宜吃
8694|14154|宜吃|宜吃
535|16127|宜吃|宜吃
7213|14045|宜吃|宜吃
2867|16478|宜吃|宜吃
1232|14166|宜吃|宜吃
6341|15487|宜吃|宜吃
5150|14328|宜吃|宜吃
4492|16945|宜吃|宜吃
5734|17307|宜吃|宜吃
2246|16478|宜吃|宜吃
6829|17272|宜吃|宜吃
4897|14154|宜吃|宜吃
4876|16389|宜吃|宜吃
8667|14045|宜吃|宜吃
4927|13767|宜吃|宜吃
4691|16945|宜吃|宜吃
933|14045|宜吃|宜吃
1002|16478|宜吃|宜吃
5830|17464|宜吃|宜吃
365|14328|宜吃|宜吃
3287|15385|宜吃|宜吃
1936|16478|宜吃|宜吃
8483|16127|宜吃|宜吃
1685|16945|宜吃|宜吃
6281|14742|宜吃|宜吃
974|14045|宜吃|宜吃
4855|14045|宜吃|宜吃
2892|14945|宜吃|宜吃
6604|15512|宜吃|宜吃
6283|12644|宜吃|宜吃
2630|16389|宜吃|宜吃
1532|15512|宜吃|宜吃
6586|13892|宜吃|宜吃
4861|14328|宜吃|宜吃
990|17336|宜吃|宜吃
7149|16478|宜吃|宜吃
34|16127|宜吃|宜吃
1382|16127|宜吃|宜吃
7923|14154|宜吃|宜吃
3213|14045|宜吃|宜吃
8022|16478|宜吃|宜吃
7242|16478|宜吃|宜吃
1502|12965|宜吃|宜吃
2778|14652|宜吃|宜吃
511|15045|宜吃|宜吃
1771|15451|宜吃|宜吃
7463|15512|宜吃|宜吃
2178|16478|宜吃|宜吃
2662|12965|宜吃|宜吃
8180|14166|宜吃|宜吃
599|15143|宜吃|宜吃
5800|17073|宜吃|宜吃
7202|15512|宜吃|宜吃
4800|15613|宜吃|宜吃
5454|13457|宜吃|宜吃
5221|16389|宜吃|宜吃
6007|14652|宜吃|宜吃
3369|15512|宜吃|宜吃
7156|16676|宜吃|宜吃
2570|15355|宜吃|宜吃
8250|15512|宜吃|宜吃
7573|14154|宜吃|宜吃
4972|15510|宜吃|宜吃
2609|13953|宜吃|宜吃
539|15820|宜吃|宜吃
897|15820|宜吃|宜吃
2033|14154|宜吃|宜吃
991|14652|宜吃|宜吃
6261|15512|宜吃|宜吃
4423|16127|宜吃|宜吃
5024|14154|宜吃|宜吃
7208|17307|宜吃|宜吃
3232|14945|宜吃|宜吃
5002|16127|宜吃|宜吃
8645|15512|宜吃|宜吃
609|14742|宜吃|宜吃
2722|16478|宜吃|宜吃
597|17336|宜吃|宜吃
5137|15143|宜吃|宜吃
1970|14154|宜吃|宜吃
5993|14154|宜吃|宜吃
5261|15143|宜吃|宜吃
6289|15512|宜吃|宜吃
7197|17272|宜吃|宜吃
8794|15512|宜吃|宜吃
6422|17272|宜吃|宜吃
7717|14166|宜吃|宜吃
4282|15143|宜吃|宜吃
7688|14154|宜吃|宜吃
3359|16389|宜吃|宜吃
8064|16478|宜吃|宜吃
2506|15143|宜吃|宜吃
1374|14154|宜吃|宜吃
2041|15512|宜吃|宜吃
1331|15451|宜吃|宜吃
2050|15512|宜吃|宜吃
3295|14945|宜吃|宜吃
7102|17307|宜吃|宜吃
7133|13767|宜吃|宜吃
7839|16127|宜吃|宜吃
1234|14154|宜吃|宜吃
700|16851|宜吃|宜吃
4340|17336|宜吃|宜吃
5041|15487|宜吃|宜吃
1406|16127|宜吃|宜吃
1242|16127|宜吃|宜吃
8517|16389|宜吃|宜吃
5890|14652|宜吃|宜吃
99|15820|宜吃|宜吃
6102|14779|宜吃|宜吃
2346|13015|宜吃|宜吃
4839|14045|宜吃|宜吃
3959|16127|宜吃|宜吃
2314|16478|宜吃|宜吃
7102|14154|宜吃|宜吃
3864|16945|宜吃|宜吃
6161|15512|宜吃|宜吃
582|15512|宜吃|宜吃
3650|16478|宜吃|宜吃
6011|16127|宜吃|宜吃
674|16478|宜吃|宜吃
2387|16478|宜吃|宜吃
2933|17336|宜吃|宜吃
1567|16127|宜吃|宜吃
2468|17078|宜吃|宜吃
2867|14154|宜吃|宜吃
3057|13585|宜吃|宜吃
4135|14328|宜吃|宜吃
6867|16478|宜吃|宜吃
4058|15512|宜吃|宜吃
5899|15143|宜吃|宜吃
834|15451|宜吃|宜吃
1279|14154|宜吃|宜吃
1992|15512|宜吃|宜吃
2985|14045|宜吃|宜吃
4552|15045|宜吃|宜吃
4143|16127|宜吃|宜吃
4862|15512|宜吃|宜吃
1561|16127|宜吃|宜吃
4588|15143|宜吃|宜吃
2727|14166|宜吃|宜吃
4191|14328|宜吃|宜吃
3972|15892|宜吃|宜吃
1912|16219|宜吃|宜吃
182|16127|宜吃|宜吃
2239|16851|宜吃|宜吃
3345|16127|宜吃|宜吃
3043|15613|宜吃|宜吃
