creationdate:LONG|:START_ID(Post)|:END_ID(Place)
1338967420258|962072801494|1
1341454171971|962072801495|1
1341454172971|962072801496|1
1341454173971|962072801497|1
1341454174971|962072801498|1
1341454175971|962072801499|1
1341454176971|962072801500|1
1341454177971|962072801501|1
1341454178971|962072801502|1
1341454179971|962072801503|1
1341454180971|962072801504|1
1341454181971|962072801505|1
1341454182971|962072801506|1
1341454183971|962072801507|1
1341454184971|962072801508|1
1341454185971|962072801509|1
1341454186971|962072801510|1
1280228209387|206158557429|1
1280228210387|206158557430|1
1280228211387|206158557431|1
1280228212387|206158557432|1
1280228213387|206158557433|1
1280228214387|206158557434|1
1280228215387|206158557435|1
1280228216387|206158557436|1
1280228217387|206158557437|1
1280228218387|206158557438|1
1280228219387|206158557439|1
1280228220387|206158557440|1
1280228221387|206158557441|1
1280228222387|206158557442|1
1280228223387|206158557443|69
1280228224387|206158557444|1
1280228225387|206158557445|1
1345880864578|1030792278278|1
1345880865578|1030792278279|1
1345880866578|1030792278280|1
1345880867578|1030792278281|1
1345880868578|1030792278282|1
1345880869578|1030792278283|1
1345880870578|1030792278284|1
1345880871578|1030792278285|1
1345880872578|1030792278286|1
1337172580561|962072801551|1
1337172581561|962072801552|1
1337172582561|962072801553|1
1337172583561|962072801554|1
1337172584561|962072801555|58
1337172585561|962072801556|57
1337172586561|962072801557|22
1337172587561|962072801558|80
1337172588561|962072801559|1
1337172589561|962072801560|1
1337172590561|962072801561|1
1337172591561|962072801562|1
1337172592561|962072801563|35
1337172593561|962072801564|1
1333496537581|893353324829|1
1333496538581|893353324830|1
1333496539581|893353324831|1
1314183049988|618475417888|1
1314183050988|618475417889|1
1314183051988|618475417890|1
1314183052988|618475417891|1
1314183053988|618475417892|1
1314183054988|618475417893|1
1314183055988|618475417894|1
1314183056988|618475417895|1
1314183057988|618475417896|1
1314183058988|618475417897|1
1314183059988|618475417898|1
1314183060988|618475417899|1
1314183061988|618475417900|1
1314183062988|618475417901|1
1314183063988|618475417902|1
1314183064988|618475417903|1
1287865334236|274878034224|1
1287865335236|274878034225|1
1287865336236|274878034226|1
1287865337236|274878034227|1
1340691017331|962072801588|1
1340691018331|962072801589|1
1340691019331|962072801590|1
1340691020331|962072801591|1
1340691021331|962072801592|1
1340691022331|962072801593|1
1340691023331|962072801594|1
1340691024331|962072801595|1
1340691025331|962072801596|91
1340691026331|962072801597|1
1340691027331|962072801598|1
1340691028331|962072801599|1
1279978346137|206158557504|1
1279978347137|206158557505|1
1279978348137|206158557506|24
1279978349137|206158557507|1
1344521929396|1030792278340|50
1344521930396|1030792278341|50
1344521931396|1030792278342|50
1344521932396|1030792278343|50
1344521933396|1030792278344|50
1344521934396|1030792278345|50
1344521935396|1030792278346|50
1344521936396|1030792278347|50
1344521937396|1030792278348|99
1344521938396|1030792278349|50
1344521939396|1030792278350|50
1344521940396|1030792278351|50
1344521941396|1030792278352|50
1344521942396|1030792278353|50
1344521943396|1030792278354|50
1344521944396|1030792278355|5
1292084778996|343597510996|50
1292084779996|343597510997|50
1292084780996|343597510998|50
1292084781996|343597510999|50
1292084782996|343597511000|50
1292084783996|343597511001|50
1292084784996|343597511002|50
1292084785996|343597511003|50
1292084786996|343597511004|50
1292084787996|343597511005|50
1275912861799|137439080798|78
1333166001733|893353324895|50
1333166002733|893353324896|50
1333166003733|893353324897|50
1333166004733|893353324898|50
1333166005733|893353324899|50
1333166006733|893353324900|50
1333166007733|893353324901|50
1333166008733|893353324902|50
1333166009733|893353324903|50
1333166010733|893353324904|50
1333166011733|893353324905|50
1333166012733|893353324906|50
1333166013733|893353324907|50
1333166014733|893353324908|50
1333166015733|893353324909|50
1333166016733|893353324910|50
1333166017733|893353324911|50
1333166018733|893353324912|50
1333166019733|893353324913|50
1334667765355|893353324914|50
1334667766355|893353324915|50
1334667767355|893353324916|50
1334667768355|893353324917|50
1334667769355|893353324918|50
1334667770355|893353324919|50
1334667771355|893353324920|50
1334667772355|893353324921|50
1334667773355|893353324922|50
1347154252290|1099511755131|50
1347154253290|1099511755132|50
1347154254290|1099511755133|50
1303246918854|481036464510|50
1303246919854|481036464511|50
1303246920854|481036464512|50
1303246921854|481036464513|50
1303246922854|481036464514|50
1303246923854|481036464515|50
1303246924854|481036464516|50
1303246925854|481036464517|50
1303246926854|481036464518|50
1303246927854|481036464519|50
1303246928854|481036464520|50
1303246929854|481036464521|50
1303246930854|481036464522|50
1337915975314|962072801675|50
1316952974316|687194894732|50
1316952975316|687194894733|50
1316952976316|687194894734|50
1316952977316|687194894735|50
1316952978316|687194894736|50
1316952979316|687194894737|34
1316952980316|687194894738|50
1316952981316|687194894739|50
1316952982316|687194894740|50
1316952983316|687194894741|50
1316952984316|687194894742|50
1316952985316|687194894743|50
1316952986316|687194894744|50
1316952987316|687194894745|50
1316952988316|687194894746|50
1316952989316|687194894747|50
1316952990316|687194894748|50
1316952991316|687194894749|50
1315093013800|618475418014|50
1315093014800|618475418015|90
1315093015800|618475418016|50
1315093016800|618475418017|50
1315093017800|618475418018|50
1315093018800|618475418019|50
1315093019800|618475418020|10
1315093020800|618475418021|50
1315093021800|618475418022|50
1315093022800|618475418023|50
1315093023800|618475418024|50
1315093024800|618475418025|50
1315093025800|618475418026|50
1315093026800|618475418027|50
1315093027800|618475418028|50
1315093028800|618475418029|50
1297651028732|412316987822|50
1297651029732|412316987823|50
1338666357717|962072801712|50
1338666358717|962072801713|50
1338666359717|962072801714|50
1338666360717|962072801715|50
1338666361717|962072801716|50
1338666362717|962072801717|50
1287131232530|274878034358|50
1287131233530|274878034359|50
1287131234530|274878034360|50
1287131235530|274878034361|50
1287131236530|274878034362|50
1287131237530|274878034363|50
1287131238530|274878034364|50
1287131239530|274878034365|50
1342256601479|1030792278462|50
1342256602479|1030792278463|50
1342256603479|1030792278464|13
1342256604479|1030792278465|50
1342256605479|1030792278466|50
1342256606479|1030792278467|50
1342256607479|1030792278468|50
1342256608479|1030792278469|50
1342256609479|1030792278470|50
1342256610479|1030792278471|50
1342256611479|1030792278472|50
1342256612479|1030792278473|50
1342256613479|1030792278474|50
1342256614479|1030792278475|50
1342256615479|1030792278476|50
1342256616479|1030792278477|50
1342256617479|1030792278478|50
1352543393638|1168231231951|50
1352543394638|1168231231952|50
1352543395638|1168231231953|50
1352543396638|1168231231954|50
1290457342595|343597511123|50
1290457343595|343597511124|50
1290457344595|343597511125|50
1290457345595|343597511126|50
1290457346595|343597511127|50
1290457347595|343597511128|50
1290457348595|343597511129|50
1290457349595|343597511130|50
1290457350595|343597511131|50
1290457351595|343597511132|50
1290457352595|343597511133|50
1290457353595|343597511134|50
1290457354595|343597511135|50
1290457355595|343597511136|50
1290457356595|343597511137|50
1290457357595|343597511138|50
1290457358595|343597511139|50
1290457359595|343597511140|50
1290457360595|343597511141|50
1290457361595|343597511142|50
1324430814018|755914371559|50
1324430815018|755914371560|50
1324430816018|755914371561|50
1324430817018|755914371562|50
1324430818018|755914371563|50
1324430819018|755914371564|50
1324430820018|755914371565|50
1324430821018|755914371566|50
1324430822018|755914371567|50
1324430823018|755914371568|50
1324430824018|755914371569|50
1285055562053|274878034418|50
1285055563053|274878034419|50
1285055564053|274878034420|50
1285055565053|274878034421|50
1285055566053|274878034422|50
1285055567053|274878034423|50
1285055568053|274878034424|50
1285055569053|274878034425|50
1285055570053|274878034426|50
1285055571053|274878034427|50
1285055572053|274878034428|50
1285055573053|274878034429|50
1285055574053|274878034430|50
1285055575053|274878034431|50
1285055576053|274878034432|50
1285055577053|274878034433|50
1285055578053|274878034434|50
1320449738519|687194894851|50
1320449739519|687194894852|50
1320449740519|687194894853|50
1320449741519|687194894854|50
1320449742519|687194894855|50
1320449743519|687194894856|50
1320329320797|687194894857|50
1320329321797|687194894858|50
1320329322797|687194894859|50
1320329323797|687194894860|50
1320329324797|687194894861|50
1320329325797|687194894862|50
1320329326797|687194894863|50
1320329327797|687194894864|50
1320329328797|687194894865|50
1320329329797|687194894866|50
1320329330797|687194894867|50
1320329331797|687194894868|50
1320329332797|687194894869|50
1320329333797|687194894870|50
1320329334797|687194894871|50
1320329335797|687194894872|110
1295907125292|412316987949|50
1295907126292|412316987950|50
1295907127292|412316987951|50
1295907128292|412316987952|50
1295907129292|412316987953|50
1295907130292|412316987954|50
1295907131292|412316987955|50
1295907132292|412316987956|50
1295907133292|412316987957|50
1295907134292|412316987958|50
1295907135292|412316987959|50
1295907136292|412316987960|50
1295907137292|412316987961|50
1295907138292|412316987962|50
1295907139292|412316987963|50
1295907140292|412316987964|50
1295907141292|412316987965|50
1295907142292|412316987966|50
1295907143292|412316987967|50
1295907144292|412316987968|50
1337648141407|962072801857|50
1337648142407|962072801858|50
1337648143407|962072801859|56
1337648144407|962072801860|50
1337648145407|962072801861|50
1337648146407|962072801862|50
1337648147407|962072801863|50
1337648148407|962072801864|50
1337648149407|962072801865|50
1343596292196|1030792278602|50
1343596293196|1030792278603|50
1343596294196|1030792278604|50
1343596295196|1030792278605|50
1343596296196|1030792278606|50
1343596297196|1030792278607|50
1343596298196|1030792278608|50
1343596299196|1030792278609|50
1343596300196|1030792278610|50
1343596301196|1030792278611|50
1309443609295|549755941460|50
1309443610295|549755941461|50
1309443611295|549755941462|50
1309443612295|549755941463|50
1309443613295|549755941464|50
1309443614295|549755941465|50
1309443615295|549755941466|58
1309443616295|549755941467|50
1309443617295|549755941468|50
1309443618295|549755941469|50
1309443619295|549755941470|50
1313583459638|618475418207|50
1313583460638|618475418208|50
1313583461638|618475418209|50
1313583462638|618475418210|50
1313583463638|618475418211|50
1302815138766|481036464740|50
1302815139766|481036464741|50
1298561438442|412316988006|50
1298561439442|412316988007|50
1298561440442|412316988008|50
1298561441442|412316988009|50
1298561442442|412316988010|50
1298561443442|412316988011|50
1298561444442|412316988012|50
1298561445442|412316988013|50
1298561446442|412316988014|50
1298561447442|412316988015|50
1298561448442|412316988016|50
1332306947964|893353325169|103
1313324958205|618475418242|103
1300982764775|481036464786|103
1321373703286|755914371747|103
1300629138136|481036464820|103
1293523227788|343597511365|103
1340675444808|962072802006|103
1348375418590|1099511755495|103
1294302091158|412316988152|103
1281239869754|206158557961|103
1317251326173|687194895130|103
1352003962839|1099511755561|103
1298164049954|412316988218|103
1292249326053|343597511499|103
1338434908985|962072802157|103
1299746828705|481036465017|103
1300987989747|481036465034|103
1293562275926|343597511579|103
1338359213686|962072802220|103
1313838105119|618475418557|103
1296194761746|412316988366|103
1324785991134|755914372063|103
1304123326934|481036465136|103
1343576308212|1030792279041|103
1288435452153|274878034962|103
1288510647153|274878034980|103
1295094453825|412316988470|103
1291329236557|343597511752|103
1277883901388|137439081562|103
1291295531557|343597511786|103
1284467967294|274878035068|103
1284433227294|274878035086|103
1284523092294|274878035104|103
1284512967294|274878035122|103
1284501897294|274878035140|103
1288520277153|274878035158|103
1288533732153|274878035176|103
1284466887294|274878035194|103
1284494517294|274878035212|103
1288456737153|274878035230|103
1291275641557|343597511984|103
1291291976557|343597512002|103
1288476042153|274878035284|103
1288472307153|274878035302|103
1277920351388|137439081848|103
1288470912153|274878035338|103
1288548402153|274878035356|103
1277850691388|137439081902|103
1295126088825|412316988864|103
1277905006388|137439081938|103
1288502817153|274878035428|103
1288539807153|274878035446|103
1295090493825|412316988936|103
1295096163825|412316988954|103
1288506417153|274878035500|103
1284510852294|274878035513|103
1291297466557|343597512267|103
1284511167293|274878035549|103
1284498027294|274878035567|103
1295103048825|412316989057|103
1277925616388|137439082131|103
1295082393825|412316989093|103
1284445017293|274878035639|103
1288486707153|274878035656|103
1288512222153|274878035674|103
1284507747294|274878035692|103
1277902261388|137439082238|103
1295081223825|412316989200|103
1284529572294|274878035746|103
1295094273825|412316989236|103
1291303091557|343597512518|103
1284477687294|274878035800|103
1284460137294|274878035818|103
1284536142294|274878035836|103
1295125323825|412316989326|103
1288502682153|274878035872|103
1277939161388|137439082418|103
1277934976388|137439082436|103
1295038698825|412316989398|103
1295090583825|412316989416|103
1288499712153|274878035962|103
1291272671557|343597512716|103
1288460742153|274878035998|103
1284483852294|274878036016|103
1284512112294|274878036034|103
1277982586388|137439082580|103
1284536502294|274878036070|103
1295048598825|412316989560|103
1284463557294|274878036106|103
1284462477294|274878036124|103
1291309481557|343597512878|103
1295044728825|412316989632|103
1291318301557|343597512914|103
1291293011557|343597512932|103
1284496227294|274878036214|103
1291389716557|343597512968|103
1284544017294|274878036250|103
1284509907294|274878036268|103
1303754301853|481036466494|103
1303754302853|481036466495|103
1303754303853|481036466496|103
1303754304853|481036466497|103
1303754305853|481036466498|103
1303754306853|481036466499|103
1303754307853|481036466500|103
1303754308853|481036466501|103
1303754309853|481036466502|103
1303754310853|481036466503|103
1303754311853|481036466504|103
1303754312853|481036466505|3
1303754313853|481036466506|103
1286381717670|274878036299|103
1286381718670|274878036300|103
1286381719670|274878036301|103
1286381720670|274878036302|103
1286381721670|274878036303|103
1286381722670|274878036304|103
1286381723670|274878036305|103
1286381724670|274878036306|103
1286381725670|274878036307|103
1286381726670|274878036308|103
1286381727670|274878036309|45
1286381728670|274878036310|103
1286381729670|274878036311|103
1286381730670|274878036312|103
1286381731670|274878036313|103
1286381732670|274878036314|103
1286381733670|274878036315|103
1286381734670|274878036316|103
1286381735670|274878036317|103
1286381736670|274878036318|103
1332179985626|893353326943|103
1332179986626|893353326944|103
1332179987626|893353326945|103
1332179988626|893353326946|103
1332179989626|893353326947|53
1332179990626|893353326948|103
1332179991626|893353326949|103
1332179992626|893353326950|103
1332179993626|893353326951|103
1332179994626|893353326952|103
1332179995626|893353326953|103
1332179996626|893353326954|103
1314007422404|618475420011|103
1314007423404|618475420012|103
1314007424404|618475420013|103
1314007425404|618475420014|103
1314007426404|618475420015|103
1314007427404|618475420016|103
1314007428404|618475420017|103
1314007429404|618475420018|103
1314007430404|618475420019|103
1340037613043|962072803700|103
1340037614043|962072803701|106
1340037615043|962072803702|103
1340037616043|962072803703|103
1340037617043|962072803704|103
1340037618043|962072803705|103
1340037619043|962072803706|103
1340037620043|962072803707|103
1340037621043|962072803708|103
1340037622043|962072803709|103
1340037623043|962072803710|103
1340037624043|962072803711|103
1340037625043|962072803712|103
1340037626043|962072803713|103
1340037627043|962072803714|103
1340037628043|962072803715|38
1340037629043|962072803716|103
1340037630043|962072803717|103
1340037631043|962072803718|103
1327088473313|824633850247|103
1327088474313|824633850248|103
1327088475313|824633850249|103
1327088476313|824633850250|103
1327088477313|824633850251|103
1327088478313|824633850252|103
1327088479313|824633850253|103
1327088480313|824633850254|103
1327088481313|824633850255|103
1327088482313|824633850256|103
1327088483313|824633850257|103
1327088484313|824633850258|103
1327088485313|824633850259|103
1291989476191|343597513108|103
1291989477191|343597513109|103
1291989478191|343597513110|103
1291989479191|343597513111|103
1291989480191|343597513112|103
1291989481191|343597513113|103
1291989482191|343597513114|103
1291989483191|343597513115|103
1291989484191|343597513116|103
1291989485191|343597513117|103
1291989486191|343597513118|103
1291989487191|343597513119|103
1317314854318|687194896800|103
1317314855318|687194896801|103
1317314856318|687194896802|103
1317314857318|687194896803|103
1317314858318|687194896804|103
1317314859318|687194896805|103
1317314860318|687194896806|103
1317314861318|687194896807|103
1329221287359|824633850280|103
1329221288359|824633850281|103
1329221289359|824633850282|103
1329221290359|824633850283|103
1329221291359|824633850284|103
1329221292359|824633850285|103
1329221293359|824633850286|103
1329221294359|824633850287|103
1329221295359|824633850288|103
1329221296359|824633850289|103
1329221297359|824633850290|103
1343820181578|1030792280499|103
1343820182578|1030792280500|103
1343820183578|1030792280501|103
1343820184578|1030792280502|103
1343820185578|1030792280503|103
1343820186578|1030792280504|103
1343820187578|1030792280505|103
1343820188578|1030792280506|103
1343820189578|1030792280507|103
1343820190578|1030792280508|103
1343820191578|1030792280509|103
1343820192578|1030792280510|103
1317154533386|687194896841|103
1317154534386|687194896842|103
1317154535386|687194896843|103
1317154536386|687194896844|103
1317154537386|687194896845|103
1317154538386|687194896846|103
1317154539386|687194896847|103
1317154540386|687194896848|103
1317154541386|687194896849|103
1317154542386|687194896850|103
1317154543386|687194896851|103
1317154544386|687194896852|103
1317154545386|687194896853|103
1349656613940|1099511757270|103
1349656614940|1099511757271|103
1349656615940|1099511757272|103
1349656616940|1099511757273|103
1349656617940|1099511757274|103
1349656618940|1099511757275|103
1349656619940|1099511757276|103
1349656620940|1099511757277|103
1349656621940|1099511757278|103
1349656622940|1099511757279|103
1344378275262|1030792280544|103
1344378276262|1030792280545|103
1344378277262|1030792280546|103
1344378278262|1030792280547|103
1344378279262|1030792280548|103
1344378280262|1030792280549|103
1344378281262|1030792280550|103
1344378282262|1030792280551|103
1344378283262|1030792280552|103
1344378284262|1030792280553|103
1302185312411|481036466666|103
1302185313411|481036466667|103
1302185314411|481036466668|103
1302185315411|481036466669|103
1302185316411|481036466670|103
1302185317411|481036466671|103
1302185318411|481036466672|103
1302185319411|481036466673|103
1302185320411|481036466674|103
1302185321411|481036466675|103
1302185322411|481036466676|103
1302185323411|481036466677|103
1302185324411|481036466678|103
1302185325411|481036466679|103
1302185326411|481036466680|103
1302185327411|481036466681|103
1310964624980|618475420154|103
1310964625980|618475420155|103
1310964626980|618475420156|66
1310964627980|618475420157|103
1310964628980|618475420158|103
1310964629980|618475420159|103
1310964630980|618475420160|103
1353937498968|1168231234049|103
1353937499968|1168231234050|103
1353937500968|1168231234051|103
1353937501968|1168231234052|103
1353937502968|1168231234053|103
1353937503968|1168231234054|103
1353937504968|1168231234055|103
1353937505968|1168231234056|103
1353937506968|1168231234057|103
1353937507968|1168231234058|103
1353937508968|1168231234059|103
1353937509968|1168231234060|103
1353937510968|1168231234061|73
1353937511968|1168231234062|103
1353937512968|1168231234063|94
1353937513968|1168231234064|103
1353937514968|1168231234065|103
1353937515968|1168231234066|103
1353937516968|1168231234067|103
1353937517968|1168231234068|103
1287037887277|274878036501|103
1287037888277|274878036502|103
1287037889277|274878036503|103
1287037890277|274878036504|103
1287037891277|274878036505|103
1287037892277|274878036506|103
1287037893277|274878036507|103
1287037894277|274878036508|103
1287037895277|274878036509|103
1287037896277|274878036510|103
1287037897277|274878036511|103
1287185962891|274878036512|103
1287185963891|274878036513|103
1287185964891|274878036514|103
1287185965891|274878036515|103
1287185966891|274878036516|103
1287185967891|274878036517|103
1287185968891|274878036518|103
1287185969891|274878036519|103
1287185970891|274878036520|103
1287185971891|274878036521|103
1287185972891|274878036522|103
1287185973891|274878036523|103
1315399586110|687194896940|103
1315399587110|687194896941|103
1315399588110|687194896942|103
1315399589110|687194896943|103
1315399590110|687194896944|103
1315399591110|687194896945|103
1315399592110|687194896946|103
1315399593110|687194896947|103
1315399594110|687194896948|103
1315399595110|687194896949|103
1315399596110|687194896950|103
1315399597110|687194896951|103
1330032810222|824633850424|103
1330032811222|824633850425|103
1330032812222|824633850426|103
1330032813222|824633850427|103
1330032814222|824633850428|103
1330032815222|824633850429|103
1294650727648|412316990014|103
1294650728648|412316990015|103
1294650729648|412316990016|103
1294650730648|412316990017|103
1294650731648|412316990018|103
1342137267870|1030792280643|103
1342137268870|1030792280644|103
1342137269870|1030792280645|103
1342137270870|1030792280646|103
1342137271870|1030792280647|103
1342137272870|1030792280648|103
1288471487820|274878036553|103
1288471488820|274878036554|103
1288471489820|274878036555|103
1288471490820|274878036556|103
1288471491820|274878036557|103
1288471492820|274878036558|103
1288471493820|274878036559|103
1288471494820|274878036560|103
1288471495820|274878036561|103
1288471496820|274878036562|103
1336966268609|962072803923|103
1336966269609|962072803924|103
1336966270609|962072803925|103
1336966271609|962072803926|74
1336966272609|962072803927|103
1336966273609|962072803928|103
1336966274609|962072803929|103
1316687841210|687194896986|103
1316687842210|687194896987|103
1316687843210|687194896988|34
1316687844210|687194896989|103
1316687845210|687194896990|103
1316687846210|687194896991|103
1289858107805|343597513312|103
1277235630043|137439083105|103
1277235631043|137439083106|103
1277235632043|137439083107|103
1277235633043|137439083108|103
1277235634043|137439083109|27
1277235635043|137439083110|103
1277235636043|137439083111|103
1277235637043|137439083112|103
1277235638043|137439083113|103
1277235639043|137439083114|103
1277235640043|137439083115|103
1277235641043|137439083116|103
1277235642043|137439083117|103
1327731679916|824633850478|103
1327731680916|824633850479|103
1327731681916|824633850480|103
1327731682916|824633850481|103
1327731683916|824633850482|103
1310029297113|618475420275|103
1351038977816|1099511757439|103
1282417290628|206158559883|103
1286906121467|274878036631|103
1274784639380|137439083171|103
1333213777708|893353327279|103
1340664341290|962072804027|103
1299838925175|481036466887|103
1353664146184|1168231234259|103
1325578085754|755914373855|103
1286591767427|274878036715|103
1286647162427|274878036724|103
1286576287427|274878036733|103
1286611522427|274878036742|103
1286559322427|274878036751|103
1286549962427|274878036760|103
1286604637427|274878036769|103
1286601802427|274878036778|103
1286625922427|274878036787|103
1297316017018|412316990269|103
1297316018018|412316990270|103
1297510191533|412316990271|103
1297510192533|412316990272|103
1297510193533|412316990273|103
1297510194533|412316990274|103
1297510195533|412316990275|103
1297510196533|412316990276|103
1297510197533|412316990277|103
1297510198533|412316990278|103
1297510199533|412316990279|103
1297510200533|412316990280|103
1297510201533|412316990281|103
1297510202533|412316990282|103
1297510203533|412316990283|103
1297510205533|412316990285|103
1342392002151|1030792280910|103
1342392003151|1030792280911|103
1342392005151|1030792280913|103
1342392006151|1030792280914|103
1342392007151|1030792280915|103
1342392008151|1030792280916|103
1342392009151|1030792280917|103
1342392010151|1030792280918|103
1342392011151|1030792280919|103
1342392012151|1030792280920|6
1342392013151|1030792280921|103
1342392014151|1030792280922|103
1342392015151|1030792280923|103
1298542145443|412316990300|103
1298542146443|412316990301|103
1298542147443|412316990302|103
1298542148443|412316990303|103
1298542149443|412316990304|103
1354142620785|1168231234403|103
1354142621785|1168231234404|103
1354142622785|1168231234405|103
1354142623785|1168231234406|103
1354142624785|1168231234407|103
1354142625785|1168231234408|103
1354142626785|1168231234409|103
1354142627785|1168231234410|103
1354142628785|1168231234411|103
1354142629785|1168231234412|103
1354142630785|1168231234413|103
1354142631785|1168231234414|103
1354142632785|1168231234415|103
1354142634785|1168231234417|103
1354142635785|1168231234418|103
1354142636785|1168231234419|103
1277777651319|137439083380|83
1299346470890|412316990325|103
1299346471890|412316990326|103
1299346472890|412316990327|33
1299346473890|412316990328|103
1321851241221|755914374009|103
1321851242221|755914374010|103
1321851243221|755914374011|46
1321851244221|755914374012|103
1321851245221|755914374013|103
1321851246221|755914374014|103
1321851247221|755914374015|103
1321851248221|755914374016|103
1321851249221|755914374017|103
1321851250221|755914374018|103
1321851251221|755914374019|103
1321851252221|755914374020|103
1321851253221|755914374021|103
1321851254221|755914374022|103
1287386508056|274878036871|103
1287386509056|274878036872|103
1287386510056|274878036873|103
1287386511056|274878036874|103
1287386512056|274878036875|103
1287386513056|274878036876|103
1287386514056|274878036877|103
1287386515056|274878036878|103
1287386516056|274878036879|103
1287386517056|274878036880|103
1287386518056|274878036881|103
1287386519056|274878036882|103
1287386520056|274878036883|103
1287843913134|274878036884|103
1287843914134|274878036885|103
1287843915134|274878036886|103
1287843916134|274878036887|103
1287843917134|274878036888|103
1287843918134|274878036889|103
1287843919134|274878036890|103
1287843920134|274878036891|103
1287843921134|274878036892|103
1287843922134|274878036893|103
1287843923134|274878036894|103
1287843924134|274878036895|103
1287843925134|274878036896|103
1287843926134|274878036897|103
1287843927134|274878036898|103
1287843928134|274878036899|103
1287843929134|274878036900|103
1287843930134|274878036901|103
1317633254699|687194897318|103
1345209637555|1030792280999|103
1345209638555|1030792281000|103
1345209639555|1030792281001|103
1345209640555|1030792281002|103
1345209641555|1030792281003|103
1345209642555|1030792281004|103
1345209643555|1030792281005|103
1345209644555|1030792281006|103
1345209645555|1030792281007|103
1345209646555|1030792281008|103
1345209647555|1030792281009|103
1345209648555|1030792281010|103
1318142987196|687194897331|103
1318142988196|687194897332|103
1318142989196|687194897333|103
1318142990196|687194897334|103
1318142991196|687194897335|103
1318142992196|687194897336|103
1318142993196|687194897337|103
1318142994196|687194897338|103
1341363206857|962072804283|103
1341363207857|962072804284|103
1341363208857|962072804285|103
1341363209857|962072804286|103
1341363210857|962072804287|103
1341363211857|962072804288|103
1341363212857|962072804289|103
1341363213857|962072804290|103
1341363214857|962072804291|103
1341363215857|962072804292|103
1341363216857|962072804293|103
1341363217857|962072804294|103
1341363218857|962072804295|103
1341363219857|962072804296|103
1341363220857|962072804297|103
1341363221857|962072804298|103
1341363222857|962072804299|103
1341363223857|962072804300|103
1341363224857|962072804301|103
1341363225857|962072804302|103
1345724861439|1030792281039|103
1345724862439|1030792281040|103
1335026967289|893353327569|103
1307467043331|549755943890|3
1307467044331|549755943891|103
1307467045331|549755943892|103
1307467046331|549755943893|103
1307467047331|549755943894|20
1307467048331|549755943895|103
1307467049331|549755943896|103
1307467050331|549755943897|26
1307467051331|549755943898|103
1321283729697|755914374107|103
1321283730697|755914374108|103
1321283731697|755914374109|103
1322937304367|755914374110|103
1322937305367|755914374111|103
1322937306367|755914374112|103
1322937307367|755914374113|103
1322937308367|755914374114|103
1322937309367|755914374115|103
1322937310367|755914374116|103
1322937311367|755914374117|103
1322937312367|755914374118|103
1322937313367|755914374119|103
1322937314367|755914374120|103
1322937315367|755914374121|103
1322937316367|755914374122|103
1322937317367|755914374123|103
1322937318367|755914374124|103
1322937319367|755914374125|103
1322937320367|755914374126|103
1322937321367|755914374127|103
1322937322367|755914374128|103
1282405661055|206158560241|103
1282405662055|206158560242|103
1282405663055|206158560243|103
1282405664055|206158560244|103
1282405665055|206158560245|103
1282405666055|206158560246|103
1282405667055|206158560247|103
1282405668055|206158560248|103
1282405669055|206158560249|103
1282405670055|206158560250|103
1282405671055|206158560251|103
1282405672055|206158560252|106
1282405673055|206158560253|103
1305455942263|549755943934|103
1305455943263|549755943935|103
1293801944198|343597513728|103
1293801945198|343597513729|103
1293801946198|343597513730|103
1293801947198|343597513731|103
1293801948198|343597513732|103
1293801949198|343597513733|103
1293801951198|343597513735|103
1293801952198|343597513736|103
1293801953198|343597513737|103
1293801954198|343597513738|103
1293801955198|343597513739|103
1293801956198|343597513740|103
1293801957198|343597513741|103
1293801958198|343597513742|103
1293801959198|343597513743|103
1293801960198|343597513744|103
1293801961198|343597513745|103
1293801962198|343597513746|103
1293801963198|343597513747|103
1318662302816|687194897428|103
1318662303816|687194897429|103
1318662304816|687194897430|103
1318662305816|687194897431|103
1318662307816|687194897433|103
1318662308816|687194897434|103
1318662309816|687194897435|103
1318662310816|687194897436|103
1318662311816|687194897437|103
1318662312816|687194897438|103
1318662313816|687194897439|103
1346832906899|1030792281120|103
1346832907899|1030792281121|103
1346832908899|1030792281122|103
1346832909899|1030792281123|103
1346832910899|1030792281124|103
1346832911899|1030792281125|103
1346832912899|1030792281126|103
1346832913899|1030792281127|103
1277784294430|137439083562|13
1277784295430|137439083563|103
1277784296430|137439083564|103
1277784297430|137439083565|103
1277784298430|137439083566|103
1277784299430|137439083567|103
1277784300430|137439083568|13
1277784301430|137439083569|103
1277784302430|137439083570|33
1277784303430|137439083571|32
1277784304430|137439083572|34
1277784305430|137439083573|103
1277784306430|137439083574|103
1277784307430|137439083575|103
1277784308430|137439083576|103
1317387947734|687194897474|103
1317387948734|687194897475|103
1317387949734|687194897476|103
1317387950734|687194897477|103
1317387951734|687194897478|103
1317387952734|687194897479|103
1317387953734|687194897480|103
1317387954734|687194897481|103
1303707633265|481036467274|103
1303707634265|481036467275|103
1303707635265|481036467276|103
1303707636265|481036467277|103
1303707637265|481036467278|103
1303707638265|481036467279|103
1303707639265|481036467280|103
1303707640265|481036467281|103
1303707641265|481036467282|103
1303707642265|481036467283|103
1303707643265|481036467284|103
1303707644265|481036467285|103
1303707645265|481036467286|103
1303707646265|481036467287|103
1303707647265|481036467288|103
1303707648265|481036467289|103
1303707649265|481036467290|103
