creationdate:LONG|:START_ID(Forum)|:END_ID(Person)
1270205197769|68719479351|2199023256425
1271349303868|68719479353|2199023256446
1271717459991|68719479388|2199023256472
1271662226113|68719479389|2199023256479
1268896892697|68719479390|2199023256503
1267714844219|68719479392|2199023256532
1306313696591|549755816545|2199023256532
1290803578225|343597386338|2199023256532
1345861430488|1030792153699|2199023256532
1292634321570|343597386340|2199023256532
1313437315338|618475293285|2199023256532
1282376581075|206158432870|2199023256532
1309424375906|549755816551|2199023256532
1328205850937|824633723496|2199023256532
1278572032909|206158432873|2199023256532
1308727789997|549755816554|2199023256532
1352514241490|1168231107179|2199023256532
1337161649912|962072676972|2199023256532
1314752016190|618475293293|2199023256532
1281334019808|206158432878|2199023256532
1271892198868|68719479407|2199023256532
1331406613343|893353200240|2199023256532
1343458368197|1030792153713|2199023256532
1268374463412|68719479410|2199023256532
1268976640324|68719479411|2199023256532
1284311332069|274877909620|2199023256532
1292501397866|343597386357|2199023256532
1303549348818|481036339830|2199023256532
1283065677263|206158432887|2199023256532
1302764312517|481036339832|2199023256532
1297806738070|412316863097|2199023256532
1339656392954|962072676986|2199023256532
1272479729315|68719479420|2199023256532
1309028147180|549755816573|2199023256532
1335440569930|893353200254|2199023256532
1299817015067|481036339839|2199023256532
1288240632603|274877909632|2199023256532
1316031274246|687194770049|2199023256532
1330680142944|824633723522|2199023256532
1270187337725|68719479427|2199023256554
1353588698309|1168231107204|2199023256554
1283284547661|206158432901|2199023256554
1318244570232|687194770054|2199023256554
1318281332729|687194770055|2199023256554
1320045109897|687194770056|2199023256554
1273536012421|137438956169|2199023256554
1308046984022|549755816586|2199023256554
1316722924288|687194770059|2199023256554
1339236346610|962072677004|2199023256554
1275812736190|137438956173|2199023256554
1347147040388|1099511630478|2199023256554
1314422855598|618475293327|2199023256554
1290743204687|343597386384|2199023256554
1318048636446|687194770065|2199023256554
1280586654914|206158432914|2199023256554
1290473642926|343597386387|2199023256554
1275888105742|137438956180|2199023256554
1324465122812|755914246805|2199023256554
1325265485518|755914246806|2199023256554
1325214970666|755914246807|2199023256554
1311717272543|618475293336|2199023256554
1292781403408|343597386393|2199023256554
1296529989804|412316863130|2199023256554
1305889235914|549755816603|2199023256554
1322377699064|755914246812|2199023256554
1287369916373|274877909662|2199023256554
1273043721807|137438956191|2199023256554
1320257294539|687194770080|2199023256554
1285463132484|274877909665|2199023256554
1288882133423|343597386402|2199023256554
1343494127471|1030792153763|2199023256554
1319723373282|687194770084|2199023256554
1268292888056|68719479461|2199023256557
1289920637377|343597386406|2199023256557
1346758890077|1030792153767|2199023256557
1288773717763|274877909672|2199023256557
1306356551582|549755816617|2199023256557
1320846131020|755914246826|2199023256557
1318038123220|687194770091|2199023256557
1303699068604|481036339884|2199023256557
1323115570493|755914246829|2199023256557
1292388405157|343597386414|2199023256557
1337471092429|962072677039|2199023256557
1334057604306|893353200304|2199023256557
1315159972320|618475293361|2199023256557
1321799973252|755914246835|2199023256557
1287150212070|274877909684|2199023256557
1335801270794|893353200309|2199023256557
1292862980039|343597386422|2199023256557
1317143037060|687194770103|2199023256557
1316996103105|687194770104|2199023256557
1325980065863|824633723577|2199023256557
1292800972154|343597386426|2199023256557
1328888144876|824633723579|2199023256557
1351570009463|1099511630524|2199023256557
1301069433989|481036339901|2199023256557
1320352225874|687194770110|2199023256557
1285755768804|274877909695|2199023256557
1332641546222|893353200320|2199023256557
1327013078360|824633723585|2199023256557
1325618530278|755914246850|2199023256557
1304295694572|481036339907|2199023256557
1330052643791|824633723588|2199023256557
1286230492165|274877909703|2199023256557
1269896012750|68719479529|2199023256567
1284477289681|274877909738|2199023256567
1280383957866|206158433003|2199023256567
1353761355950|1168231107308|2199023256567
1269947233669|68719479534|2199023256573
1290431903837|343597386479|2199023256573
1345232364981|1030792153840|2199023256573
1306034608472|549755816689|2199023256573
1350703910009|1099511630578|2199023256573
1273617172814|137438956275|2199023256573
1320617278968|755914246900|2199023256573
1273631236620|137438956277|2199023256573
1302475116321|481036339958|2199023256573
1283083994349|206158433015|2199023256573
1344747887234|1030792153848|2199023256573
1309089970002|549755816697|2199023256573
1316833117014|687194770170|2199023256573
1300843409688|481036339963|2199023256573
1340144415809|962072677116|2199023256573
1286813483831|274877909757|2199023256573
1298836236860|412316863230|2199023256573
1270325734982|68719479551|2199023256573
1287508291434|274877909760|2199023256573
1331480529487|893353200385|2199023256573
1312212158552|618475293442|2199023256573
1342824254596|1030792153859|2199023256573
1272043320986|68719479556|2199023256573
1351733016820|1099511630597|2199023256573
1280994880811|206158433030|2199023256573
1342090419464|1030792153863|2199023256573
1331070938755|824633723656|2199023256573
1297089223894|412316863241|2199023256573
1277298141998|137438956298|2199023256573
1341191122544|962072677131|2199023256573
1279943966939|206158433036|2199023256573
1281746779464|206158433037|2199023256573
1274239002780|137438956302|2199023256573
1344465014355|1030792153871|2199023256573
1270990833780|68719479568|2199023256576
1303717959192|481036339985|2199023256576
1338837337002|962072677138|2199023256576
1279952057227|206158433043|2199023256576
1270833040634|68719479572|2199023256599
1268457646148|68719479573|2199023256608
1270520883458|68719479574|2199023256616
1271732088004|68719479575|2199023256616
1270255369516|68719479576|2199023256657
1271282222666|68719479577|2199023256657
1338579383507|962072677146|2199023256657
1332118425990|893353200411|2199023256657
1318871741596|687194770204|2199023256657
1278746355443|206158433053|2199023256657
1335820984447|893353200414|2199023256657
1274820740023|137438956319|2199023256657
1343835241347|1030792153888|2199023256657
1336159575254|893353200417|2199023256657
1311684006685|618475293474|2199023256657
1345960522071|1030792153891|2199023256657
1315236613100|618475293476|2199023256657
1288629291005|274877909797|2199023256657
1293497565904|343597386534|2199023256657
1306825762112|549755816743|2199023256657
1320784805820|755914246952|2199023256657
1271995652550|68719479593|2199023256657
1321085154785|755914246954|2199023256657
1354003337933|1168231107371|2199023256657
1349127734365|1099511630636|2199023256657
1307400087179|549755816749|2199023256657
1350908171082|1099511630638|2199023256657
1290613528028|343597386543|2199023256657
1275480721739|137438956336|2199023256657
1292742369736|343597386545|2199023256657
1297192528575|412316863282|2199023256657
1275579801085|137438956340|2199023256657
1309437577974|549755816757|2199023256657
1300816358471|481036340022|2199023256657
1326616298573|824633723703|2199023256657
1317095249050|687194770232|2199023256657
1307263709761|549755816761|2199023256657
1270700145863|68719479610|2199023256666
1306691681241|549755816763|2199023256666
1342378295327|1030792153916|2199023256666
1314810477170|618475293501|2199023256666
1348377231935|1099511630654|2199023256666
1325639208217|755914246975|2199023256666
1275515678860|137438956352|2199023256666
1319895267719|687194770241|2199023256666
1315852900115|687194770242|2199023256666
1299468428630|481036340035|2199023256666
1273942163820|137438956356|2199023256666
1326505914752|824633723717|2199023256666
1353416528579|1168231107398|2199023256666
1328464161953|824633723719|2199023256666
1353874630566|1168231107400|2199023256666
1276853110768|137438956361|2199023256666
1329481423838|824633723722|2199023256666
1306703229494|549755816779|2199023256666
1277945220464|137438956364|2199023256666
1290695551647|343597386573|2199023256666
1294918442332|412316863310|2199023256666
1298936373881|412316863311|2199023256666
1292474149239|343597386576|2199023256666
1320157674385|687194770257|2199023256666
1292570004673|343597386578|2199023256666
1315834710538|687194770259|2199023256666
1309390789369|549755816788|2199023256666
1276925951341|137438956373|2199023256666
1281397231430|206158433110|2199023256666
1343232733436|1030792153943|2199023256666
1309876690145|549755816792|2199023256666
1307681908511|549755816793|2199023256666
1306628737311|549755816794|2199023256666
1299010420862|412316863323|2199023256666
1271261506579|68719479678|2199023256720
1268761526143|68719479679|2199023256738
1350101119090|1099511630720|2199023256738
1289268445219|343597386625|2199023256738
1289136088556|343597386626|2199023256738
1292759955249|343597386627|2199023256738
1303443138022|481036340100|2199023256738
1272941406681|137438956421|2199023256738
1305878364707|549755816838|2199023256738
1280324763049|206158433159|2199023256738
1301430301904|481036340104|2199023256738
1330565099542|824633723785|2199023256738
1269005480915|68719479690|2199023256738
1341597064233|962072677259|2199023256738
1284191170239|274877909900|2199023256738
1274460157953|137438956429|2199023256738
1313709256146|618475293582|2199023256738
1323935827463|755914247055|2199023256738
1283031991124|206158433168|2199023256738
1315361673205|687194770321|2199023256738
1332175975996|893353200530|2199023256738
1291578459403|343597386644|2199023256738
1290771278910|343597386645|2199023256738
1281511490529|206158433174|2199023256738
1323969904923|755914247063|2199023256738
1271376634152|68719479704|2199023256738
1320753285541|755914247065|2199023256738
1286929057896|274877909914|2199023256738
1270486621486|68719479707|2199023256738
1322451374373|755914247068|2199023256738
1323023667638|755914247069|2199023256738
1310057092825|618475293598|2199023256738
1325083683361|755914247071|2199023256738
1305714181274|549755816864|2199023256738
1308297199539|549755816865|2199023256738
1269714121692|68719479714|2199023256752
1271129732091|68719479715|2199023256791
1336863124024|962072677284|2199023256791
1325409107763|755914247077|2199023256791
1351635085854|1099511630758|2199023256791
1307569428530|549755816871|2199023256791
1334521029770|893353200552|2199023256791
1279003746918|206158433193|2199023256791
1311372340216|618475293610|2199023256791
1294829951431|412316863404|2199023256791
1308487429703|549755816878|2199023256791
1299465340921|481036340143|2199023256791
1281355799364|206158433200|2199023256791
1351774306956|1099511630769|2199023256791
1284811852786|274877909938|2199023256791
1351120342576|1099511630771|2199023256791
1334106492835|893353200565|2199023256791
1290002529445|343597386678|2199023256791
1284493974349|274877909943|2199023256791
1287887064838|274877909944|2199023256791
1312061760785|618475293625|2199023256791
1345696280164|1030792154042|2199023256791
1321495380430|755914247099|2199023256791
1324432004157|755914247100|2199023256791
1298117312467|412316863421|2199023256791
1304442078977|481036340158|2199023256791
1300314178569|481036340159|2199023256791
1331947660288|893353200576|2199023256791
1311717472375|618475293633|2199023256791
1342655217573|1030792154050|2199023256791
1301859013370|481036340163|2199023256791
1290756386040|343597386692|2199023256791
1272343993650|68719479749|2199023256810
1271313926556|68719479750|2199023256818
1308611414825|549755816903|2199023256818
1346159470972|1030792154056|2199023256818
1289636739304|343597386698|2199023256818
1291593562159|343597386699|2199023256818
1321243264449|755914247116|2199023256818
1315618758071|687194770381|2199023256818
1349912571526|1099511630798|2199023256818
1307490636161|549755816911|2199023256818
1320989898093|755914247120|2199023256818
1345594352941|1030792154065|2199023256818
1292834636719|343597386706|2199023256818
1339332490464|962072677331|2199023256818
1333620825896|893353200596|2199023256818
1339926072973|962072677333|2199023256818
1306652672164|549755816918|2199023256818
1273682334833|137438956503|2199023256818
1319685253593|687194770392|2199023256818
1311820287127|618475293657|2199023256818
1274413232846|137438956506|2199023256818
1272804152427|68719479771|2199023256818
1277912869645|137438956508|2199023256818
1319161850796|687194770397|2199023256818
1340290038996|962072677342|2199023256818
1279266059628|206158433247|2199023256818
1277054539341|137438956512|2199023256818
1315634411936|687194770401|2199023256818
1301997828578|481036340194|2199023256818
1315744275571|687194770403|2199023256818
1291852374280|343597386724|2199023256818
1339129599604|962072677349|2199023256818
1333230710570|893353200614|2199023256818
1276385804260|137438956519|2199023256818
1272840124121|68719479784|2199023256835
1314978399821|618475293673|2199023256835
1282701593690|206158433258|2199023256835
1333852583189|893353200619|2199023256835
1331337542317|893353200620|2199023256835
1296373380676|412316863469|2199023256835
1287425298031|274877909998|2199023256835
1353884543919|1168231107567|2199023256835
1316610795478|687194770416|2199023256835
1289237354897|343597386737|2199023256835
1351020343760|1099511630834|2199023256835
1323843094134|755914247155|2199023256835
1344344160817|1030792154100|2199023256835
1346856501082|1030792154101|2199023256835
1299139754081|412316863478|2199023256835
1340554075355|962072677367|2199023256835
1319418073534|687194770424|2199023256835
1329052264537|824633723897|2199023256835
1351865480412|1099511630842|2199023256835
1276286247602|137438956539|2199023256835
1282912213549|206158433276|2199023256835
1332481794880|893353200637|2199023256835
1291020758222|343597386750|2199023256835
1335412950008|893353200639|2199023256835
1326007497522|824633723904|2199023256835
1312989286594|618475293697|2199023256835
1353743909482|1168231107586|2199023256835
1323350825607|755914247171|2199023256835
1275992969005|137438956548|2199023256835
1326931225569|824633723909|2199023256835
1337783299459|962072677382|2199023256835
1297902931378|412316863495|2199023256835
1302937233570|481036340232|2199023256835
1288164313213|274877910025|2199023256835
1271046776244|68719479818|2199023256858
1269188620059|68719479819|2199023256868
1305197223542|549755816972|2199023256868
1287471320144|274877910029|2199023256868
1325583823824|755914247182|2199023256868
1350048669932|1099511630863|2199023256868
1321628521467|755914247184|2199023256868
1309846286128|549755816977|2199023256868
1289791295449|343597386770|2199023256868
1301852126659|481036340243|2199023256868
1339609789289|962072677396|2199023256868
1285632776254|274877910037|2199023256868
1302023445927|481036340246|2199023256868
1274926491334|137438956567|2199023256868
1353543240450|1168231107608|2199023256868
1288187478040|274877910041|2199023256868
1316574966179|687194770458|2199023256868
1332834170590|893353200667|2199023256868
1309801716486|549755816988|2199023256868
1310686275289|618475293725|2199023256868
1351193782333|1099511630878|2199023256868
1299324812875|412316863519|2199023256868
1278576104009|206158433312|2199023256868
1306001772955|549755816993|2199023256868
1285834273694|274877910050|2199023256868
1299127454032|412316863523|2199023256868
1305852438110|549755816996|2199023256868
1317349448384|687194770469|2199023256868
1346353558271|1030792154150|2199023256868
1316485068128|687194770471|2199023256868
1334030343516|893353200680|2199023256868
1279082130685|206158433321|2199023256868
1280036649834|206158433322|2199023256868
1316112417265|687194770475|2199023256868
1331100170391|824633723948|2199023256868
1267907931893|68719479853|2199023256889
1316099647491|687194770478|2199023256889
1320590063578|687194770479|2199023256889
1317397350986|687194770480|2199023256889
1288877831036|343597386801|2199023256889
1286391972954|274877910066|2199023256889
1341706401120|962072677427|2199023256889
1348550420839|1099511630900|2199023256889
1283503113932|206158433333|2199023256889
1352736941828|1168231107638|2199023256889
1270978794208|68719479863|2199023256889
1280938344619|206158433336|2199023256889
1292201411144|343597386809|2199023256889
1336066663179|893353200698|2199023256889
1328681828459|824633723963|2199023256889
1298246335617|412316863549|2199023256889
1325594644081|755914247230|2199023256889
1288903674224|343597386816|2199023256889
1338402191916|962072677441|2199023256889
1317993321760|687194770499|2199023256889
1285403421417|274877910084|2199023256889
1320445650201|687194770501|2199023256889
1351187604166|1099511630918|2199023256889
1335573981676|893353200711|2199023256889
1269825193818|68719479880|2199023256889
1338290743787|962072677449|2199023256889
1301046837739|481036340298|2199023256889
1288327634196|274877910091|2199023256889
1323025043195|755914247244|2199023256889
1304325364855|481036340301|2199023256889
1278781209121|206158433358|2199023256889
1283901198651|274877910095|2199023256889
1268096070572|68719479888|2199023256904
1270520628098|68719479889|2199023256905
1342285889139|1030792154194|2199023256905
1319329786919|687194770515|2199023256905
1331035708376|824633723988|2199023256905
1325176721361|755914247253|2199023256905
1271400865952|68719479894|2199023256905
1342341129100|1030792154199|2199023256905
1289385442950|343597386840|2199023256905
1303109778721|481036340313|2199023256905
1284061689404|274877910106|2199023256905
1283011781125|206158433371|2199023256905
1287248315007|274877910108|2199023256905
1296657295257|412316863581|2199023256905
1333556980720|893353200734|2199023256905
1301440360527|481036340319|2199023256905
1330604470383|824633724000|2199023256905
1294142288883|412316863585|2199023256905
1331466211900|893353200738|2199023256905
1306222145257|549755817060|2199023256905
1303293134007|481036340325|2199023256905
1346160671823|1030792154214|2199023256905
1349983505339|1099511630951|2199023256905
1272090605306|68719479912|2199023256905
1330354215985|824633724009|2199023256905
1273054901040|137438956650|2199023256905
1345998770903|1030792154219|2199023256905
1330494283253|824633724012|2199023256905
1288572902484|274877910125|2199023256905
1333178540121|893353200750|2199023256905
1310977148855|618475293807|2199023256905
1306501781220|549755817072|2199023256905
1290422153682|343597386865|2199023256905
1330379011093|824633724018|2199023256905
1269676566198|68719479923|2199023256914
1299117996534|412316863605|2199023256914
1349196160341|1099511630966|2199023256914
1341034508498|962072677495|2199023256914
1334715822304|893353200760|2199023256914
1316195712047|687194770553|2199023256914
1335692484907|893353200762|2199023256914
1272417979676|68719479931|2199023256914
1281825849615|206158433404|2199023256914
1309367909142|549755817085|2199023256914
1303106550903|481036340350|2199023256914
1334487999643|893353200767|2199023256914
1294930496936|412316863616|2199023256914
1286025655191|274877910145|2199023256914
1353884784833|1168231107714|2199023256914
1301091149309|481036340356|2199023256914
1294444228163|412316863621|2199023256914
1309299286355|549755817094|2199023256914
1323828132567|755914247303|2199023256914
1290118899024|343597386888|2199023256914
1326357863541|824633724041|2199023256914
1285678897368|274877910154|2199023256914
1320406720261|687194770571|2199023256914
1276979884373|137438956684|2199023256914
1304176259816|481036340365|2199023256914
1314879268715|618475293838|2199023256914
1335712270490|893353200783|2199023256914
1330251857372|824633724048|2199023256914
1323313193658|755914247313|2199023256914
1292286987197|343597386899|2199023256914
1289131660991|343597386900|2199023256914
1272847636674|68719479957|2199023256946
1275063093374|137438956694|2199023256946
1331829590939|893353200792|2199023256946
1325415948793|755914247321|2199023256946
1272484167230|68719479963|2199023256978
1272630064212|68719479964|2199023256981
1320886513740|755914247325|2199023256981
1304868100757|549755817118|2199023256981
1319530396850|687194770591|2199023256981
1297345318211|412316863648|2199023256981
1282925501470|206158433441|2199023256981
1332090992504|893353200802|2199023256981
1273639355406|137438956707|2199023256981
1322252813735|755914247332|2199023256981
1311986964116|618475293861|2199023256981
1331295560492|893353200806|2199023256981
1334152515112|893353200807|2199023256981
1331643250299|893353200808|2199023256981
1329716329758|824633724073|2199023256981
1279818278217|206158433450|2199023256981
1333166944679|893353200811|2199023256981
1325437922742|755914247340|2199023256981
1336875396601|962072677549|2199023256981
1297890703722|412316863662|2199023256981
1310222384946|618475293871|2199023256981
1330173858216|824633724080|2199023256981
1318077906534|687194770609|2199023256981
1343810670629|1030792154290|2199023256981
1278286411012|206158433459|2199023256981
1293614721857|343597386932|2199023256981
1348376624999|1099511631029|2199023256981
1328038920051|824633724087|2199023256981
1323551385695|755914247352|2199023256981
1317272716825|687194770617|2199023256981
1316423741037|687194770618|2199023256981
1294659207692|412316863675|2199023256981
1342839367886|1030792154300|2199023256981
1270387767191|68719479997|2199023256990
1272854094672|68719479998|2199023256999
1350668073992|1099511631039|2199023256999
1312336003474|618475293888|2199023256999
1352357659611|1099511631041|2199023256999
1271507038143|68719480002|2199023257001
1320859695610|755914247363|2199023257001
1340122796305|962072677572|2199023257001
1327914310566|824633724101|2199023257001
1305694180163|549755817158|2199023257001
1275530466433|137438956743|2199023257001
1340640678884|962072677576|2199023257001
1316927566849|687194770633|2199023257001
1306358776627|549755817162|2199023257001
1289161079530|343597386955|2199023257001
1275381216004|137438956748|2199023257001
1307302927695|549755817165|2199023257001
1284266520309|274877910222|2199023257001
1332546933483|893353200847|2199023257001
1310770868268|618475293904|2199023257001
1294043988035|343597386961|2199023257001
1292095843014|343597386962|2199023257001
1272466166746|68719480019|2199023257001
1331180131320|824633724116|2199023257001
1310776786182|618475293909|2199023257001
1301598549942|481036340438|2199023257001
1284991442807|274877910231|2199023257001
1346393792449|1030792154328|2199023257001
1284943519497|274877910233|2199023257001
1277014287370|137438956762|2199023257001
1331159769217|824633724123|2199023257001
1301406251915|481036340444|2199023257001
1276693048610|137438956765|2199023257001
1293269843744|343597386974|2199023257001
1282352567801|206158433503|2199023257001
1321131037425|755914247392|2199023257001
1291572380575|343597386977|2199023257001
1323237448355|755914247394|2199023257001
1309224215519|549755817187|2199023257001
1275407247135|137438956772|2199023257001
1287344217382|274877910245|2199023257001
1269087447903|68719480038|2199023257003
1298535138278|412316863719|2199023257003
1343721126779|1030792154344|2199023257003
1298498602767|412316863721|2199023257003
1297738617939|412316863722|2199023257003
1299072722122|412316863723|2199023257003
1278471279067|206158433516|2199023257003
1278186918311|137438956781|2199023257003
1339200892623|962072677614|2199023257003
1324644246055|755914247407|2199023257003
1314273041825|618475293936|2199023257003
1291519998681|343597386993|2199023257003
1307933269735|549755817202|2199023257003
1286428873723|274877910259|2199023257003
1321146804439|755914247412|2199023257003
1339152649514|962072677621|2199023257003
1326234745450|824633724150|2199023257003
1281967676155|206158433527|2199023257003
1311989047943|618475293944|2199023257003
1292922977255|343597387001|2199023257003
1277115336831|137438956794|2199023257003
1343609787347|1030792154363|2199023257003
1279177298696|206158433532|2199023257003
1349014978559|1099511631101|2199023257003
1283901994926|274877910270|2199023257003
1313583836393|618475293951|2199023257003
1349017001778|1099511631104|2199023257003
1277059015093|137438956801|2199023257003
1322869858917|755914247426|2199023257003
1322607783640|755914247427|2199023257003
1331944547931|893353200900|2199023257003
1294602732737|412316863749|2199023257003
1339237091413|962072677638|2199023257003
1332235358144|893353200903|2199023257003
1272662582823|68719480072|2199023257005
1315693979628|687194770697|2199023257005
1318614224932|687194770698|2199023257005
1275374299205|137438956811|2199023257005
1285934551598|274877910284|2199023257005
1336316175608|893353200910|2199023257005
1302111937925|481036340495|2199023257005
1315222969898|618475293968|2199023257005
1292997575962|343597387025|2199023257005
1301381577223|481036340498|2199023257005
1343517884135|1030792154387|2199023257005
1313719156467|618475293973|2199023257005
1339228421748|962072677654|2199023257005
1306479657467|549755817239|2199023257005
1303237514671|481036340504|2199023257005
1351687821243|1099511631129|2199023257005
1340970522677|962072677658|2199023257005
1292386540203|343597387035|2199023257005
1290904201580|343597387036|2199023257005
1295034629769|412316863773|2199023257005
1323953854089|755914247454|2199023257005
1304463566830|481036340511|2199023257005
1294506530255|412316863776|2199023257005
1320739166776|755914247457|2199023257005
1322768237718|755914247458|2199023257005
1348624270403|1099511631139|2199023257005
1281367986487|206158433572|2199023257005
1290739449766|343597387045|2199023257005
1314307697049|618475293990|2199023257005
1349800862237|1099511631143|2199023257005
1322279303275|755914247464|2199023257005
1269002362435|68719480105|2199023257024
1269534106185|68719480106|2199023257093
1272417110434|68719480107|2199023257093
1340237731309|962072677676|2199023257093
1332033026853|893353200941|2199023257093
1273264938542|137438956846|2199023257093
1332622604567|893353200943|2199023257093
1333831622675|893353200944|2199023257093
1302442226362|481036340529|2199023257093
1321907702974|755914247474|2199023257093
1317426100911|687194770739|2199023257093
1327809349759|824633724212|2199023257093
1326966215025|824633724213|2199023257093
1331211271016|824633724214|2199023257093
1313311866612|618475294007|2199023257093
1321930294519|755914247480|2199023257093
1330171338196|824633724217|2199023257093
1294702250902|412316863802|2199023257093
1331222286808|893353200955|2199023257093
1272515526946|68719480124|2199023257093
1311619955204|618475294013|2199023257093
1341282073964|962072677694|2199023257093
1310960180230|618475294015|2199023257093
1273860372410|137438956864|2199023257093
1346000903334|1030792154433|2199023257093
1290284667185|343597387074|2199023257093
1316503949663|687194770755|2199023257093
1305226007084|549755817284|2199023257093
1353844779294|1168231107909|2199023257093
1327515131091|824633724230|2199023257093
1277968460620|137438956871|2199023257093
1282876811098|206158433608|2199023257093
1275885840395|137438956873|2199023257093
1276729930432|137438956874|2199023257093
1319375998081|687194770763|2199023257093
1269216272239|68719480140|2199023257100
1339779019335|962072677709|2199023257100
1284354127373|274877910350|2199023257100
1289853467324|343597387087|2199023257100
1275361240843|137438956880|2199023257100
1294708515007|412316863825|2199023257100
1309211494790|549755817298|2199023257100
1279254471634|206158433619|2199023257100
1347087328828|1030792154452|2199023257100
1308627665001|549755817301|2199023257100
1350782659876|1099511631190|2199023257100
1311706133403|618475294039|2199023257100
1305993525962|549755817304|2199023257100
1345009048618|1030792154457|2199023257100
1343621699434|1030792154458|2199023257100
1314089420950|618475294043|2199023257100
1322840235855|755914247516|2199023257100
1328013662232|824633724253|2199023257100
1337165636685|962072677726|2199023257100
1352594201867|1168231107935|2199023257100
1310518023446|618475294048|2199023257100
1340581337029|962072677729|2199023257100
1347856450498|1099511631202|2199023257100
1322988945043|755914247523|2199023257100
1297691647104|412316863844|2199023257100
1316489832784|687194770789|2199023257100
1322332608918|755914247526|2199023257100
1342127202131|1030792154471|2199023257100
1278053594755|137438956904|2199023257100
1337667121165|962072677737|2199023257100
1279383208629|206158433642|2199023257100
1270377169723|68719480171|2199023257100
1276547995254|137438956908|2199023257100
1322243677450|755914247533|2199023257100
1268300524848|68719480174|2199023257110
1272379394416|68719480175|2199023257136
1269221036947|68719480176|2199023257140
1269472825861|68719480177|2199023257149
1276847369135|137438956914|2199023257149
1293780967683|343597387124|2199023257149
1319788593877|687194770805|2199023257149
1271050376381|68719480182|2199023257181
1267863043831|68719480183|2199023257197
1267964976743|68719480184|2199023257212
1330211083388|824633724281|2199023257212
1332767423510|893353201018|2199023257212
1282691170079|206158433659|2199023257212
1310958601496|618475294076|2199023257212
1277762256493|137438956925|2199023257212
1312001440886|618475294078|2199023257212
1313567316951|618475294079|2199023257212
1324792235770|755914247552|2199023257212
1333563087360|893353201025|2199023257212
1280131504435|206158433666|2199023257212
1349151812220|1099511631235|2199023257212
1334120317183|893353201028|2199023257212
1268572300422|68719480197|2199023257212
1327412865319|824633724295|2199023257212
1304975691373|549755817352|2199023257212
1334500362803|893353201033|2199023257212
1323747954305|755914247562|2199023257212
1304108382687|481036340619|2199023257212
1281084116514|206158433676|2199023257212
1290629465250|343597387149|2199023257212
1325711182526|755914247566|2199023257212
1284900076975|274877910415|2199023257212
1310820425748|618475294096|2199023257212
1342859558241|1030792154513|2199023257212
1272520430708|68719480210|2199023257212
1288151179648|274877910419|2199023257212
1281168150578|206158433684|2199023257212
1335342086172|893353201045|2199023257212
1289771327795|343597387158|2199023257212
1338259603808|962072677783|2199023257212
1352356969419|1099511631256|2199023257212
1352119328278|1099511631257|2199023257212
1276526591526|137438956954|2199023257212
1270035895428|68719480219|2199023257247
1276758784354|137438956956|4398046511147
1274609018904|137438956957|4398046511151
1275731506196|137438956958|4398046511152
1276470091407|137438956959|4398046511158
1273334034822|137438956960|4398046511168
1277172166730|137438956995|4398046511176
1282273530343|206158433732|4398046511176
1309975227095|549755817413|4398046511176
1323192460337|755914247622|4398046511176
1348443177654|1099511631303|4398046511176
1285595170079|274877910472|4398046511176
1303299454067|481036340681|4398046511176
1325238289040|755914247626|4398046511176
1342136748460|1030792154571|4398046511176
1289313386901|343597387212|4398046511176
1349887116906|1099511631309|4398046511176
1296921932233|412316863950|4398046511176
1345954906865|1030792154575|4398046511176
1287808723881|274877910480|4398046511176
1323630871353|755914247633|4398046511176
1294847413670|412316863954|4398046511176
1284515678739|274877910483|4398046511176
1326267646118|824633724372|4398046511176
1327779718618|824633724373|4398046511176
1322029564690|755914247638|4398046511176
1290754943960|343597387223|4398046511176
1344259501227|1030792154584|4398046511176
1315925422584|687194770905|4398046511176
1293030606337|343597387226|4398046511176
1348429307701|1099511631323|4398046511176
1326666050685|824633724380|4398046511176
1349225790862|1099511631325|4398046511176
1300647711379|481036340702|4398046511176
1296757986462|412316863968|4398046511176
1300785759200|481036340705|4398046511176
1275825118075|137438957027|4398046511219
1275970001624|137438957028|4398046511230
1291976860995|343597387237|4398046511230
1299638582428|481036340710|4398046511230
1351384643623|1099511631335|4398046511230
1277829277491|137438957032|4398046511230
1340044889881|962072677865|4398046511230
1332831704365|893353201130|4398046511230
1323748124152|755914247659|4398046511230
1288913269127|343597387245|4398046511230
1281198968422|206158433775|4398046511230
1351609595006|1099511631344|4398046511230
1311023391402|618475294193|4398046511230
1293282741443|343597387250|4398046511230
1309085705835|549755817459|4398046511230
1315084026532|618475294196|4398046511230
1318685597372|687194770933|4398046511230
1332417776212|893353201142|4398046511230
1312893162774|618475294199|4398046511230
1315982591574|687194770936|4398046511230
1295704846430|412316863993|4398046511230
1309710907384|549755817466|4398046511230
1323479497841|755914247675|4398046511230
1330363204043|824633724412|4398046511230
1306085478467|549755817469|4398046511230
1298247423591|412316863998|4398046511230
1304007622549|481036340735|4398046511230
1324508250643|755914247680|4398046511230
1307570641651|549755817473|4398046511230
1315439500971|687194770946|4398046511230
1337733247378|962072677891|4398046511230
1276524608585|137438957060|4398046511247
1276110708984|137438957061|4398046511255
1288661403237|274877910534|4398046511255
1333460742698|893353201159|4398046511255
1290440658651|343597387272|4398046511255
1292867825090|343597387273|4398046511255
1273644585222|137438957066|4398046511273
1306012555601|549755817483|4398046511273
1298864341119|412316864012|4398046511273
1345524526365|1030792154637|4398046511273
