creationdate:LONG|:START_ID(Comment)|:END_ID(Comment)
1341636068967|962072804022|962072804016
1341711298024|962072804024|962072804022
1353061215986|1168231234233|962072804016
1340739158921|962072804030|962072804028
1345247456685|1030792280771|962072804030
1353705788963|1168231234262|1168231234261
1353672343061|1168231234265|1168231234263
1353702497095|1168231234268|1168231234260
1353744944307|1168231234270|1168231234263
1325663896357|755914373858|755914373857
1328578253068|824633850596|755914373857
1336103996112|893353327333|755914373857
1341994203591|1030792280806|755914373857
1325611284621|755914373863|755914373857
1328512742680|824633850602|755914373863
1324222429757|755914373870|755914373869
1333156368672|893353327343|755914373869
1324222462000|755914373872|755914373869
1351044227994|1099511757560|1099511757559
1351066235297|1099511757564|1099511757559
1324158719827|755914373889|687194897152
1336161473120|893353327363|687194897152
1336183922077|893353327364|893353327359
1345205816162|1030792280837|893353327359
1353047095328|1168231234312|962072804103
1353047159301|1168231234313|1168231234312
1338901262647|962072804106|962072804103
1353130131651|1168231234316|1168231234312
1350661577350|1099511757596|1099511757595
1350616787494|1099511757597|1099511757595
1350622636784|1099511757600|1099511757597
1315048707411|618475420456|618475420455
1350560002440|1099511757614|1099511757613
1350568133556|1099511757618|1099511757613
1330981207998|824633851005|824633851004
1351330369776|1099511757951|824633851004
1351728005782|1099511757953|824633851004
1348680543758|1099511757954|824633851004
1348704685395|1099511757955|1099511757954
1352161124382|1099511757956|1099511757952
1352241145814|1099511757957|1099511757956
1348771050647|1099511757958|1099511757955
1348733953105|1099511757959|1099511757954
1348783581940|1099511757960|1099511757959
1348375028124|1099511757963|1099511757952
1348322175066|1099511757964|1099511757952
1348680554393|1099511757965|1099511757954
1348738003362|1099511757966|1099511757959
1350198145460|1099511757967|824633851004
1321972352695|755914374299|755914374289
1344296987643|1030792281249|755914374289
1351319508314|1099511757986|755914374299
1345463159398|1030792281252|755914374299
1338721803392|962072804521|893353327783
1338774099795|962072804523|962072804521
1351894392319|1099511757996|893353327783
1334808808315|893353327790|893353327783
1351901093646|1099511758000|1099511757996
1348143252884|1099511758002|962072804523
1338786099574|962072804531|962072804523
1351927330427|1099511758004|1099511758000
1351935855147|1099511758005|1099511758000
1352907883460|1168231234742|1099511758000
1338709316476|962072804535|893353327790
1351919768181|1099511758008|1099511757996
1351941452254|1099511758009|1099511758005
1353778960995|1168231234751|1168231234750
1353284520083|1168231234753|1168231234749
1353214873221|1168231234754|1168231234749
1353215673599|1168231234758|1168231234750
1353208553124|1168231234759|1168231234749
1353254202420|1168231234761|1168231234749
1353183193696|1168231234762|1168231234757
1353212804776|1168231234763|1168231234749
1353256234226|1168231234764|1168231234761
1353148939381|1168231234766|1168231234750
1343985597472|1030792281304|1030792281302
1348600919353|1099511758041|1030792281302
1348669553508|1099511758042|1099511758041
1348265061389|1099511758043|1030792281302
1352523162169|1168231234780|1030792281302
1352524077261|1168231234781|1168231234780
1348601555905|1099511758046|1099511758041
1348606978624|1099511758047|1099511758041
1344070259371|1030792281312|1030792281304
1348646582280|1099511758049|1099511758041
1336032749538|893353327852|893353327846
1324120593137|755914374424|755914374417
1345716834478|1030792281369|755914374424
1324136921249|755914374431|755914374417
1345015762935|1030792281377|755914374417
1333460221208|893353327912|893353327910
1346366427373|1030792281386|893353327910
1333467773865|893353327916|893353327910
1350216777953|1099511758125|1099511758123
1350258645563|1099511758132|893353327910
1350216799224|1099511758133|1099511758125
1350217570592|1099511758134|1099511758125
1350225467033|1099511758135|1099511758123
1350403128306|1099511758138|1099511758137
1350477356499|1099511758140|1099511758137
1350431913313|1099511758145|1099511758137
1350507091476|1099511758146|1099511758145
1323397176168|755914374483|755914374478
1324175173185|755914374484|755914374483
1323427806222|755914374485|755914374478
1350857356222|1099511758170|1099511758159
1323401436074|755914374496|755914374478
1347490840836|1099511758191|1099511758189
1349054870212|1099511758195|1099511758190
1349006541585|1099511758196|1099511758190
1314668003185|618475421050|618475421047
1353334047376|1168231234941|618475421047
1337699592048|962072804734|549755944316
1351259096873|1099511758207|618475421047
1353342347031|1168231234944|1168231234941
1353342417917|1168231234945|1168231234944
1329200209748|824633851266|618475421047
1321837079716|755914374533|618475421047
1344280600310|1030792281479|481036467588
1349965949662|1099511758216|1030792281479
1350321932800|1099511758218|1030792281479
1348529457703|1099511758242|824633851297
1327951875288|824633851311|824633851297
1351920768167|1099511758258|824633851297
1330180032685|824633851328|274878037438
1330182807477|824633851329|824633851328
1348720007548|1099511758274|824633851328
1350248345138|1099511758275|1099511758269
1350221815462|1099511758279|1099511758269
1352205358207|1099511758280|274878037438
1350217655444|1099511758285|962072804811
1336566339695|962072804814|962072804811
1345328642527|1030792281554|1030792281553
1345354962249|1030792281555|1030792281553
1345357794127|1030792281556|1030792281555
1348270033974|1099511758293|1030792281556
1351395040391|1099511758294|962072804811
1351495040895|1099511758295|1030792281553
1345328653231|1030792281560|1030792281554
1345384235590|1030792281561|1030792281554
1345357804251|1030792281562|1030792281556
1348266521084|1099511758299|1030792281555
1345374623667|1030792281564|1030792281553
1345886391126|1030792281565|1030792281553
1351399958986|1099511758305|1099511758303
1353792207781|1168231235042|1099511758303
1351388130280|1099511758307|1099511758303
1351373258289|1099511758308|1099511758303
1351414236025|1099511758309|1099511758305
1351406056562|1099511758310|1099511758305
1351411218015|1099511758313|1099511758305
1351457113979|1099511758314|1099511758313
1351481328038|1099511758318|1099511758310
1351373229092|1099511758322|1099511758303
1350241317280|1099511758333|1099511758329
1348680400802|1099511758335|1099511758329
1348764997230|1099511758336|1099511758329
1348772611098|1099511758337|1099511758336
1351129917161|1099511758338|1099511758329
1350485324914|1099511758340|1099511758329
1346925712839|1030792281605|755914374647
1349874387138|1099511758342|1099511758329
1305951259887|549755944472|549755944471
1329801826547|824633851417|549755944472
1311723246212|618475421211|549755944471
1333456780945|893353328162|755914374685
1348681275947|1099511758379|962072804896
1345270952494|1030792281646|962072804909
1344280601002|1030792281647|962072804909
1345406253874|1030792281648|962072804909
1344350690517|1030792281649|1030792281647
1348685985823|1099511758386|962072804909
1343405149298|1030792281651|962072804909
1343407008625|1030792281652|1030792281651
1343407245051|1030792281654|1030792281652
1346462696774|1030792281657|1030792281647
1352783996184|1168231235130|1030792281647
1348299855352|1099511758395|962072804909
1343490534481|1030792281661|1030792281654
1339705896497|962072804926|962072804909
1348326162065|1099511758399|1099511758395
1343417426345|1030792281664|1030792281652
1350354988855|1099511758405|1099511758403
1350373181829|1099511758407|1099511758403
1350372731900|1099511758408|1099511758403
1350383798444|1099511758409|1099511758407
1350455300766|1099511758410|1099511758407
1350450759292|1099511758411|1099511758409
1351514322952|1099511758412|1099511758409
1350377818168|1099511758413|1099511758407
1350383823306|1099511758414|1099511758409
1350392449422|1099511758417|1099511758409
1350276186293|1099511758424|1099511758423
1350323456140|1099511758425|1099511758423
1350886075267|1099511758426|1099511758423
1350357969633|1099511758432|1099511758425
1350356337960|1099511758434|1099511758425
1350367556229|1099511758435|1099511758425
1350907397014|1099511758437|1099511758426
1350234453936|1099511758438|1099511758433
1350392715913|1099511758439|1099511758434
1351741566467|1099511758441|1099511758426
1349984772448|1099511758442|1099511758433
1351176270504|1099511758446|1099511758444
1351197630975|1099511758448|1099511758444
1351186514896|1099511758453|1099511758444
1347782992376|1099511758468|1099511758467
1324691333871|755914374789|755914374783
1348712825482|1099511758470|755914374783
1324690790060|755914374791|755914374783
1348141580003|1099511758472|1099511758467
1348746421471|1099511758473|1099511758470
1349685631578|1099511758474|755914374783
1351352621913|1099511758475|1099511758467
1347772175166|1099511758477|1099511758467
1348714926618|1099511758478|1099511758470
1348714554687|1099511758480|1099511758470
1341860728385|1030792281755|755914374805
1341855731581|1030792281760|755914374805
1353327019893|1168231235233|755914374805
1348579019231|1099511758509|1099511758508
1352578285344|1168231235246|1168231235243
1352532652652|1168231235247|1168231235243
1352537004208|1168231235250|1168231235243
1348575633812|1099511758515|1099511758508
1348581233361|1099511758516|1099511758508
1348575766314|1099511758517|1099511758515
1353038927139|1168231235254|1168231235243
1348575968929|1099511758521|1099511758515
1348551232010|1099511758523|1099511758519
1347631810530|1099511758529|893353328320
1347664316835|1099511758530|1099511758529
1347664891624|1099511758531|1099511758529
1352163485878|1099511758532|1099511758531
1352885515120|1168231235269|1099511758530
1347695555916|1099511758534|1099511758531
1350201947382|1099511758536|893353328320
1352924649366|1168231235274|1168231235269
1352885765719|1168231235276|1168231235269
1333558095850|893353328333|893353328320
1347669642100|1099511758543|1099511758531
1352789534627|1168231235280|1099511758534
1347682078647|1099511758545|1099511758531
1350311366973|1099511758551|1030792281813
1346825054545|1030792281817|1030792281813
1346870408469|1030792281820|1030792281813
1346828215947|1030792281821|1030792281813
1350731732099|1099511758558|1030792281821
1352849765710|1168231235295|1030792281813
1352851244116|1168231235296|1168231235295
1353244291378|1168231235297|1168231235291
1353161623123|1168231235298|1168231235291
1353166764648|1168231235299|1168231235298
1353161658454|1168231235301|1168231235291
1352813694525|1168231235306|1030792281832
1338612123516|962072805100|549755944683
1337265096838|962072805101|549755944683
1318248190026|687194898160|549755944683
1350210744983|1099511758580|549755944683
1347064638410|1030792281849|1030792281832
1347104288860|1030792281851|1030792281849
1344851070088|1030792281856|1030792281853
1347814649627|1099511758593|1030792281853
1348396308115|1099511758594|1030792281853
1348455398495|1099511758596|1099511758594
1345342964491|1030792281861|1030792281853
1348451081383|1099511758599|1099511758594
1348404776893|1099511758600|1099511758594
1344866306792|1030792281865|1030792281853
1348404823476|1099511758602|1099511758600
1348431956002|1099511758603|1099511758600
1345361223916|1030792281868|1030792281861
1344875190596|1030792281870|1030792281853
1348460093256|1099511758607|1099511758594
1345408474398|1030792281872|1030792281861
1344931267010|1030792281877|893353328403
1351195959319|1099511758614|1099511758612
1351216632736|1099511758615|1099511758614
1351151079483|1099511758616|1099511758612
1351142568650|1099511758617|1099511758612
1351140000011|1099511758618|1099511758612
1351141772411|1099511758619|1099511758612
1351150325551|1099511758620|1099511758617
1333017924643|893353328413|893353328403
1333013728351|893353328414|893353328403
1351209247991|1099511758625|1099511758614
1351207696410|1099511758626|1099511758612
1351277179077|1099511758627|1099511758625
1351146980797|1099511758629|1099511758617
1347016603208|1030792281899|549755944744
1348142671983|1099511758639|549755944744
1345363765692|1030792281905|549755944744
1348142726042|1099511758643|1099511758639
1344444379684|1030792281908|549755944744
1348153635232|1099511758645|1099511758639
1348172931326|1099511758646|1099511758639
1348159476053|1099511758647|1099511758645
1348157480290|1099511758650|1099511758645
1352848856895|1168231235395|1168231235389
1352886252740|1168231235400|1168231235395
1327301232928|824633851741|824633851730
1327315992584|824633851744|824633851741
1351927683507|1099511758690|824633851741
1346443775987|1030792281956|1030792281948
1350762936226|1099511758699|1099511758696
1350735823794|1099511758700|1099511758696
1350765363954|1099511758701|1099511758700
1350821849764|1099511758702|1099511758700
1350822016699|1099511758703|1099511758702
1350752716692|1099511758704|1099511758700
1350731502906|1099511758705|1099511758696
1350743403312|1099511758708|1099511758700
1350850940447|1099511758709|1099511758703
1309002596091|549755944822|549755944810
1336055340738|893353328503|549755944810
1350886251727|1099511758712|1099511758702
1337639547203|962072805246|962072805245
1350378448986|1099511758727|962072805246
1337630464307|962072805257|962072805245
1337652625523|962072805258|962072805257
1337686597910|962072805259|962072805257
1351327648781|1099511758748|1099511758747
1351360836635|1099511758749|1099511758748
1351387936271|1099511758751|1099511758749
1351327670233|1099511758752|1099511758748
1351328406130|1099511758754|1099511758748
1350517669495|1099511758760|1099511758757
1350508360548|1099511758761|1099511758757
1350535646627|1099511758762|1099511758757
1350518361839|1099511758765|1099511758757
1350546694088|1099511758767|1099511758757
1350524123287|1099511758769|1099511758757
1350502012848|1099511758770|1099511758757
1350584379441|1099511758771|1099511758757
1350502036368|1099511758772|1099511758757
1350585799282|1099511758773|1099511758757
1351972457606|1099511758774|1099511758771
1350553370863|1099511758775|1099511758757
1345444154599|1030792282043|1030792282042
1345498099121|1030792282044|1030792282043
1350431319684|1099511758784|1030792282042
1347426274223|1099511758785|1030792282042
1348319462729|1099511758786|1030792282042
1348344574031|1099511758788|1099511758786
1343460016881|1030792282055|1030792282054
1348334007453|1099511758792|1099511758786
1348364114943|1099511758793|1099511758786
1345933825669|1030792282059|1030792282054
1351713127365|1099511758796|1099511758793
1348319600085|1099511758797|1099511758786
1346586648184|1030792282064|962072805327
1346976106106|1030792282066|1030792282064
1346592371377|1030792282067|1030792282064
1340784944479|962072805332|962072805327
1344528209659|1030792282069|962072805327
1346586670512|1030792282072|1030792282064
1346586666672|1030792282073|1030792282064
1340835468621|962072805338|962072805327
1340863591552|962072805339|962072805338
1346628281784|1030792282076|1030792282064
1353356393782|1168231235553|893353328599
1333852192227|893353328614|893353328613
1338384016372|962072805351|893353328613
1333887142040|893353328624|893353328613
1346076358241|1030792282115|1030792282114
1346142412841|1030792282116|1030792282114
1346076426563|1030792282117|1030792282114
1346131765150|1030792282118|1030792282117
1346073386192|1030792282124|1030792282114
1351981157157|1099511758887|1099511758886
1351951533711|1099511758893|1099511758886
1351976114205|1099511758898|1099511758886
1352316164456|1099511758900|1099511758886
1351946490667|1099511758901|1099511758886
1341872943910|1030792282177|1030792282171
1343897501334|1030792282181|1030792282171
1341239679005|962072805449|755914375238
1350261061960|1099511758928|1099511758927
1350258301529|1099511758929|1099511758927
1350216725272|1099511758930|1099511758927
1350189657073|1099511758933|1099511758927
1350248048313|1099511758934|1099511758927
1350191430541|1099511758936|1099511758927
1350218937482|1099511758937|1099511758936
1338630552796|962072805468|962072805466
1338648403848|962072805469|962072805468
1350213729595|1099511758942|1099511758936
1345666165061|1030792282212|1030792282211
1345646076940|1030792282213|1030792282211
1345718954821|1030792282214|1030792282213
1345678686468|1030792282215|1030792282211
1345639757750|1030792282217|1030792282211
1345761301808|1030792282218|1030792282214
1339534074535|962072805483|893353328738
1353304395562|1168231235693|962072805483
1350006571922|1099511758958|1030792282211
1345693565406|1030792282223|1030792282213
1346588393979|1030792282224|1030792282213
1350335338613|1099511758962|962072805483
1352165990903|1099511758963|962072805483
1334061242474|893353328756|893353328738
1347631297509|1099511758968|1099511758967
1348384215012|1099511758972|1099511758967
1348414342175|1099511758973|1099511758972
1350373652532|1099511758975|1099511758973
1350836809481|1099511758978|1099511758971
1350855028440|1099511758980|1099511758978
1348414896126|1099511758981|1099511758973
1345004057066|1030792282246|687194898558
1350848977980|1099511758983|1099511758978
1348384234350|1099511758985|1099511758972
1348569338211|1099511758988|893353328779
1348582393963|1099511758992|1099511758988
1348596181440|1099511758993|1099511758988
1348569350133|1099511758994|1099511758988
1334648354675|893353328790|893353328779
1334613829605|893353328792|893353328779
1350255215841|1099511759003|1099511758988
1348581986679|1099511759005|1099511758988
1347006538481|1030792282295|824633852086
1345291447630|1030792282300|824633852086
1327064040153|824633852098|824633852086
1327054416465|824633852101|824633852086
1353836061087|1168231235782|1168231235780
1352178744407|1099511759047|824633852086
1344884747374|1030792282322|1030792282321
1344899112146|1030792282323|1030792282321
1344917067387|1030792282326|1030792282321
1344931863194|1030792282332|1030792282326
1348972768014|1099511759094|1099511759090
1348970699221|1099511759096|1099511759090
1348914182525|1099511759097|1099511759090
1348900507624|1099511759099|1099511759090
1348900341996|1099511759103|1099511759090
1352761192973|1168231235841|1168231235834
1352790958155|1168231235842|1168231235834
1351135664114|1099511759110|1030792282372
1345479489385|1030792282378|1030792282372
1347971100447|1099511759120|1030792282372
1334772016025|893353328925|893353328924
1334777801247|893353328930|893353328924
1344851358960|1030792282403|1030792282401
1349227013455|1099511759140|1030792282403
1334779705322|893353328933|893353328930
1350264209132|1099511759142|893353328924
1334778972987|893353328935|893353328930
1334765408724|893353328937|893353328924
1347419499388|1099511759146|1030792282403
1344230316394|1030792282411|1030792282401
1349990545312|1099511759151|687194898734
1330531976094|824633852210|687194898734
1345380224984|1030792282422|687194898734
1352937379403|1168231235897|1168231235896
1352924755797|1168231235898|1168231235896
1321833063244|755914375485|687194898734
1352938632281|1168231235905|1168231235897
1348316074215|1099511759173|962072805699
1351149582624|1099511759175|962072805699
1341802786528|962072805704|962072805699
1348411825914|1099511759177|962072805699
1345493197625|1030792282443|962072805699
1340526382476|962072805709|962072805699
1340580098410|962072805713|962072805699
1340491308341|962072805717|962072805716
1354137073480|1168231235934|1030792282461
1351163018023|1099511759199|1099511759194
1344272669932|1030792282464|1030792282461
1347970476262|1099511759203|1030792282464
1347631913518|1099511759204|1030792282461
1352795867547|1168231235941|1099511759204
1351145584121|1099511759206|1099511759194
1344141330992|1030792282471|1030792282459
1344273290767|1030792282472|1030792282464
1348862554173|1099511759209|1030792282461
1352810371239|1168231235946|1168231235941
1345449772865|1030792282475|1030792282464
1352161148084|1099511759225|962072805748
1338531745626|962072805754|962072805748
1349244479122|1099511759231|962072805748
1352159691903|1099511759241|1030792282504
1353046557303|1168231235981|1030792282504
1341961788351|1030792282512|1030792282504
1351378112366|1099511759257|1099511759256
1353369293510|1168231235996|1099511759256
1341761491579|962072805790|962072805787
1351408344454|1099511759264|1099511759256
1351417689378|1099511759267|1099511759264
1351382225120|1099511759268|1099511759256
1341743256323|962072805797|962072805787
1338659005715|962072805798|824633852317
1351377139705|1099511759271|1099511759256
1341779158607|962072805801|962072805787
1351425670843|1099511759274|1099511759264
1350825827149|1099511759277|1099511759276
1350818229903|1099511759279|1099511759276
1350894816919|1099511759280|1099511759276
1350809932152|1099511759281|1099511759276
1345603908937|1030792282546|893353329070
1350886591149|1099511759284|1099511759276
1351337273109|1099511759285|893353329070
1350812346817|1099511759286|1099511759276
1350967646315|1099511759287|1099511759284
1350896813337|1099511759288|1099511759284
1350856826075|1099511759289|893353329070
1350874668920|1099511759290|1099511759281
1350844049738|1099511759291|1099511759276
1352291667001|1099511759292|1099511759281
1350897360496|1099511759294|1099511759288
1350895353319|1099511759295|1099511759281
1347475362875|1099511759298|1099511759297
1350207776600|1099511759299|1099511759297
1347544609955|1099511759302|1099511759297
1350224734815|1099511759304|1099511759301
1347537771087|1099511759305|1099511759297
1353330353338|1168231236045|1099511759301
1350230411992|1099511759310|1099511759301
1347570532702|1099511759312|1099511759305
1347763677606|1099511759314|1099511759305
1347567426848|1099511759316|1099511759305
1345608880033|1030792282586|1030792282582
1344362274748|1030792282590|1030792282582
1344363899899|1030792282591|1030792282584
1345661176622|1030792282595|1030792282586
1344311932873|1030792282597|1030792282584
1344345312175|1030792282598|1030792282597
1345608978257|1030792282599|1030792282586
1352308138356|1099511759337|1030792282584
1307877862016|549755945452|412316991979
1351362235739|1099511759342|549755945452
1351369540712|1099511759343|1099511759342
1351372498611|1099511759344|1099511759342
1351383757085|1099511759345|1099511759344
1351379001290|1099511759346|1099511759344
1349918072915|1099511759348|412316991979
1307878365728|549755945461|549755945452
1346834366841|1030792282614|412316991979
1351435354524|1099511759351|1099511759342
1319925939764|687194898937|412316991979
1351438523301|1099511759354|1099511759342
1351421159430|1099511759355|1099511759346
1330599954503|824633852412|412316991979
1351381242247|1099511759358|1099511759342
1337556125708|962072805896|962072805895
1348590128149|1099511759371|962072805896
1345883089265|1030792282638|962072805895
1337500521546|962072805904|962072805895
1353276098212|1168231236117|1168231236115
1353329899928|1168231236122|1168231236115
1353285676758|1168231236123|1168231236115
1353312160740|1168231236125|1168231236115
1353281080714|1168231236126|1168231236115
1353280789304|1168231236127|1168231236115
1353337594267|1168231236128|1168231236127
1352479187493|1168231236136|1168231236135
1352463575293|1168231236138|1168231236137
1352466835533|1168231236141|1168231236137
1352456280818|1168231236144|1168231236137
1352481912650|1168231236145|1168231236135
1352458839202|1168231236147|1168231236144
1352473313796|1168231236148|1099511759406
1352469538842|1168231236150|1168231236140
1348782200677|1099511759419|962072805945
1348702346793|1099511759422|962072805945
1337676578945|962072805951|962072805945
1346396428209|1030792282688|962072805945
1353170951600|1168231236161|1030792282688
1337682455537|962072805954|962072805945
1351902157850|1099511759427|962072805945
1337689028457|962072805956|962072805954
1337653400141|962072805958|962072805945
1347631286341|1099511759431|1030792282688
1344951834228|1030792282696|962072805954
1350414931130|1099511759444|1099511759441
1341754201201|962072805973|962072805967
1350385151199|1099511759447|1099511759441
1341749144228|962072805976|962072805967
1345394616931|1030792282713|962072805967
1350361241693|1099511759453|1099511759441
1351146381549|1099511759465|1099511759461
1351496667689|1099511759466|1099511759461
1353047694606|1168231236203|1099511759466
1351161784169|1099511759469|1099511759461
1351146679315|1099511759475|1099511759461
1351534010900|1099511759477|1099511759466
1319064549197|687194899068|687194899065
1345383341020|1030792282749|687194899065
1345460888802|1030792282750|1030792282749
1348424717325|1099511759489|687194899065
1346942824453|1030792282754|687194899065
1346943777997|1030792282755|1030792282754
1319041058167|687194899078|687194899065
1345396315126|1030792282759|1030792282749
1350233601432|1099511759496|687194899065
1346943081361|1030792282761|1030792282754
1350106043235|1099511759523|1099511759522
1346852553095|1030792282789|1030792282785
1350107753574|1099511759526|1099511759522
1346952063545|1030792282793|1030792282785
1349869047257|1099511759530|1030792282785
1351322969182|1099511759538|1099511759522
1348564575008|1099511759539|1030792282785
1339137150884|962072806071|962072806070
1347631283281|1099511759545|962072806070
1350505616337|1099511759546|893353329336
1350516415472|1099511759547|1099511759546
1350572626021|1099511759548|1099511759546
1352912624545|1168231236285|962072806070
1339123544318|962072806078|962072806070
1346850615475|1030792282815|893353329336
1339054912508|962072806081|962072806070
1346892271177|1030792282819|1030792282815
1351391031874|1099511759559|893353329336
1350506000535|1099511759560|1099511759546
1345479021274|1030792282829|1030792282828
1322622110888|755914375886|755914375883
1336031347269|893353329361|755914375883
1343482350822|1030792282834|1030792282828
1351255779882|1099511759572|755914375883
1326964605972|824633852629|755914375883
1322651825712|755914375894|755914375886
1350438368748|1099511759575|1030792282834
1345651651667|1030792282840|1030792282834
1343491034273|1030792282842|1030792282834
1343668673197|1030792282844|1030792282828
1343543393162|1030792282845|1030792282834
1326964967901|824633852638|824633852629
1352821919348|1168231236321|1168231236320
1352824416708|1168231236322|1168231236321
1352817660515|1168231236325|1168231236320
1352845873739|1168231236328|1168231236320
1352908253959|1168231236329|1168231236321
1352953337554|1168231236333|1168231236329
1352910425986|1168231236336|1168231236329
1353043635719|1168231236337|1168231236320
1353308976840|1168231236344|1168231236342
1346977576742|1030792282875|1030792282874
1353388085771|1168231236349|1168231236342
1353326207697|1168231236350|1168231236342
1353371150751|1168231236353|1168231236350
1353399922128|1168231236354|1168231236353
1346979981850|1030792282886|1030792282874
1347632508753|1099511759628|1030792282891
1349950751880|1099511759631|1099511759628
1349957089578|1099511759632|1099511759631
1347642872821|1099511759634|1099511759628
1349974429044|1099511759635|1099511759631
1350007978005|1099511759638|1099511759635
1351399089264|1099511759640|1030792282891
1347709712769|1099511759643|1099511759628
1340311535534|962072806179|962072806176
1347759357050|1099511759654|962072806176
1340307511204|962072806192|962072806176
1349887150645|1099511759692|1099511759687
1351422791345|1099511759693|1099511759692
1349888181462|1099511759694|1099511759692
1349927017991|1099511759698|1099511759692
1349889678956|1099511759699|1099511759687
1328543425808|824633852765|549755945819
1333497063686|893353329503|824633852765
1344978760495|1030792282977|893353329504
1344982825740|1030792282978|1030792282977
1337714514257|962072806243|893353329504
1333539162816|893353329508|893353329504
1328595865460|824633852773|824633852765
1328597268469|824633852774|824633852773
1328679160074|824633852775|824633852773
1345030813976|1030792282984|1030792282977
1311723080743|618475422569|549755945819
1344938987750|1030792282991|1030792282989
1346917111946|1030792282993|1030792282989
1346926904094|1030792282996|1030792282993
1346968263834|1030792282998|1030792282993
1346919993839|1030792283001|1030792282993
1346968377746|1030792283002|1030792282998
1345018554503|1030792283003|1030792282989
1347050720239|1030792283004|1030792282998
1346919873450|1030792283005|1030792282993
1346922224106|1030792283007|1030792282993
1324188444022|755914376075|549755945858
1306403418513|549755945870|549755945858
1327930893770|824633852816|824633852815
1327917309035|824633852818|824633852815
1327994183525|824633852819|824633852818
1344310639958|1030792283032|1030792283031
1344238922439|1030792283033|1030792283031
1344239355536|1030792283035|1030792283031
1344315434530|1030792283037|1030792283032
1344265332436|1030792283042|1030792283031
1344282478469|1030792283043|1030792283031
1350277957535|1099511759781|1030792283031
1344238872758|1030792283046|1030792283031
1350291008538|1099511759784|1030792283043
1344295242078|1030792283049|1030792283043
1348999825644|1099511759794|1099511759793
1351259972698|1099511759799|1099511759794
1353161823080|1168231236536|1099511759794
1349057966458|1099511759802|1099511759794
1349070671776|1099511759806|1099511759802
1345410560991|1030792283115|1030792283114
1345350593034|1030792283117|1030792283114
1349846559407|1099511759856|1030792283117
1345379851797|1030792283123|1030792283117
1345333180111|1030792283124|1030792283114
1345335478157|1030792283125|1030792283114
1345353019452|1030792283126|1030792283114
1345365184054|1030792283128|1030792283117
1348781528981|1099511759866|1030792283114
1345349863935|1030792283131|1030792283127
1353782451325|1168231236604|1030792283127
1346405704412|1030792283133|1030792283114
1335612897083|893353329665|893353329664
1335575165959|893353329666|893353329664
1335581623041|893353329667|893353329664
1347984382647|1099511759877|893353329664
1335634924459|893353329672|893353329664
1347632018121|1099511759882|893353329664
1335573953834|893353329675|893353329664
1347837755732|1099511759884|893353329664
1347631772013|1099511759885|893353329664
1326466593635|824633852945|824633852943
1344276338440|1030792283154|824633852943
1331039851719|824633852953|824633852951
1330968828801|824633852957|824633852951
1349228978052|1099511759906|824633852951
1350241569149|1099511759909|687194899492
1331044339824|824633852967|824633852951
1348837262509|1099511759924|1099511759919
1348796812881|1099511759925|1099511759919
1348820662731|1099511759928|1099511759919
1348843610845|1099511759931|1099511759919
1315648400197|687194899516|274878039088
1350854772670|1099511759961|1099511759959
1348366312748|1099511759965|962072806488
1322558259320|755914376286|412316992596
1339512395362|962072806496|962072806488
1350873154351|1099511759970|1099511759959
1348138712640|1099511759971|962072806488
1350854972747|1099511759972|1099511759959
1348368174478|1099511759974|1099511759965
1329885944150|824633853059|824633853053
1329832013760|824633853060|824633853053
1350010534906|1099511760008|824633853053
1330534665867|824633853065|824633853053
1345667730586|1030792283276|824633853065
1350258972992|1099511760030|1099511760028
1351973409118|1099511760032|1099511760028
1350265757287|1099511760033|1099511760028
1338654470250|962072806570|962072806569
1338644820255|962072806572|962072806569
1338656357770|962072806573|962072806572
1353781171226|1168231236782|962072806569
1320734045475|755914376369|755914376360
1338711814908|962072806579|962072806570
1346830195453|1030792283316|755914376360
1351411248411|1099511760053|1030792283316
1353846397924|1168231236790|1168231236782
1320701609769|755914376375|755914376360
1348731897929|1099511760056|755914376360
1344298172433|1030792283321|755914376360
1344280122605|1030792283322|962072806572
1303032126353|481036469439|481036469437
1303031664872|481036469440|481036469437
1303031744186|481036469441|481036469437
1303036094138|481036469443|481036469437
1347006160440|1030792283333|481036469437
1348695025422|1099511760071|481036469437
1303078693180|481036469448|481036469437
1303110815026|481036469449|481036469441
1344291708571|1030792283338|481036469440
1313991098441|618475422923|481036469437
1344293836096|1030792283341|1030792283338
1334861095156|893353329870|481036469440
1351712766563|1099511760088|618475422935
1351793985877|1099511760089|1099511760088
1351774303456|1099511760090|1099511760088
1349859770703|1099511760091|1099511760081
1349860255414|1099511760092|1099511760091
1351755218020|1099511760095|1099511760088
1351752146481|1099511760099|1099511760088
1311092298584|618475422948|618475422935
1345114375509|1030792283370|1030792283369
1346289717013|1030792283372|412316992747
1345117527771|1030792283374|1030792283370
1346980400131|1030792283376|1030792283370
1345118088450|1030792283377|1030792283369
1353202480510|1168231236850|1168231236845
1343676090149|1030792283382|206158562547
1346928893453|1030792283383|1030792283380
1304232872948|481036469497|412316992747
1343686876848|1030792283389|1030792283387
1343655657946|1030792283390|1030792283387
1343643517492|1030792283391|1030792283387
1343634817161|1030792283393|1030792283387
1343634137686|1030792283394|1030792283387
1343637522805|1030792283395|1030792283387
1343703711444|1030792283399|1030792283387
1347120230831|1099511760138|1030792283400
1350188243594|1099511760140|1030792283387
1352185868289|1099511760141|893353329931
