creationdate:LONG|:START_ID(Post)|:END_ID(Tag)
1308099740095|549755853029|10065
1308127460094|549755853041|783
1308127460094|549755853041|2423
1308127460094|549755853041|2789
1308127460094|549755853041|2847
1308127460094|549755853041|6963
1308127460094|549755853041|7709
1290493856755|343597422845|1093
1290493856755|343597422845|12943
1290493856755|343597422845|13421
1290516446755|343597422857|1093
1290516446755|343597422857|2964
1290516446755|343597422857|8831
1290516446755|343597422857|10427
1290516446755|343597422857|12956
1308115490095|549755853077|2423
1308115490095|549755853077|9041
1308115490095|549755853077|9345
1308115490095|549755853077|12034
1290469691755|343597422877|1093
1290469691755|343597422877|9292
1308120485095|549755853097|2423
1308120485095|549755853097|2781
1308120485095|549755853097|14068
1308095195095|549755853109|2423
1308095195095|549755853109|10878
1308095195095|549755853109|11992
1290562886755|343597422913|1093
1290562886755|343597422913|6257
1290562886755|343597422913|11556
1290562886755|343597422913|11889
1290562886755|343597422913|15377
1290486971755|343597422925|1093
1290486971755|343597422925|5066
1290486971755|343597422925|5848
1290486971755|343597422925|6456
1290486971755|343597422925|9244
1290486971755|343597422925|11712
1308057080095|549755853140|468
1308057080095|549755853140|1450
1308057080095|549755853140|1546
1308057080095|549755853140|2035
1308057080095|549755853140|2423
1308057080095|549755853140|5065
1290518336755|343597422944|1093
1290518336755|343597422944|2836
1290518336755|343597422944|5157
1290518336755|343597422944|6399
1290518336755|343597422944|6614
1290455381755|343597422955|1093
1290455381755|343597422955|2780
1290455381755|343597422955|6197
1290519236755|343597422966|1093
1290519236755|343597422966|1197
1290519236755|343597422966|1505
1290519236755|343597422966|5089
1290519236755|343597422966|5099
1290519236755|343597422966|6419
1290519236755|343597422966|13481
1290547631755|343597422978|1093
1290547631755|343597422978|6410
1290547631755|343597422978|7530
1290547631755|343597422978|9177
1290547631755|343597422978|14460
1308154910095|549755853198|2423
1308154910095|549755853198|9257
1308154910095|549755853198|9727
1308049205095|549755853210|782
1308049205095|549755853210|2423
1308049205095|549755853210|2811
1308049205095|549755853210|6394
1308049205095|549755853210|7562
1308049205095|549755853210|8053
1308049205095|549755853210|8670
1308049205095|549755853210|11790
1308105635095|549755853220|1175
1308105635095|549755853220|1506
1308105635095|549755853220|2019
1308105635095|549755853220|2423
1308105635095|549755853220|5191
1308105635095|549755853220|6186
1308105635095|549755853220|7848
1308105635095|549755853220|11578
1308100595095|549755853232|2423
1308100595095|549755853232|9210
1308100595095|549755853232|9742
1290517886755|343597423036|1093
1290517886755|343597423036|2816
1290517886755|343597423036|5760
1290517886755|343597423036|8226
1308091685095|549755853256|587
1308091685095|549755853256|2423
1308091685095|549755853256|14888
1308124445095|549755853268|2119
1308124445095|549755853268|2423
1308124445095|549755853268|9877
1290461411755|343597423072|585
1290461411755|343597423072|1093
1290461411755|343597423072|11560
1290476666755|343597423084|801
1290476666755|343597423084|1093
1290476666755|343597423084|2092
1290476666755|343597423084|7551
1290476666755|343597423084|8505
1290476666755|343597423084|11546
1308090470095|549755853304|2423
1308090470095|549755853304|6385
1308090470095|549755853304|9272
1308090470095|549755853304|10289
1308090470095|549755853304|11551
1308132635095|549755853316|2423
1308132635095|549755853316|2800
1308132635095|549755853316|2960
1308132635095|549755853316|5546
1308132635095|549755853316|6959
1290480266755|343597423120|576
1290480266755|343597423120|794
1290480266755|343597423120|1093
1290480266755|343597423120|9246
1290480266755|343597423120|9249
1290480266755|343597423120|11955
1290553661755|343597423131|285
1290553661755|343597423131|1093
1290553661755|343597423131|7408
1290553661755|343597423131|13116
1290478286755|343597423143|1093
1290478286755|343597423143|1505
1290478286755|343597423143|2820
1290478286755|343597423143|6378
1290478286755|343597423143|9099
1290478286755|343597423143|12219
1290478286755|343597423143|12292
1290478286755|343597423143|13041
1290478286755|343597423143|13207
1290513161755|343597423155|1093
1290513161755|343597423155|7025
1290513161755|343597423155|11642
1290530801755|343597423167|1093
1290530801755|343597423167|2098
1290530801755|343597423167|3025
1290530801755|343597423167|9042
1290530801755|343597423167|11747
1343926322355|1030792190865|138
1343926322355|1030792190865|565
1343926322355|1030792190865|1180
1268045298554|68719516573|138
1268045298554|68719516573|2871
1298102984568|412316900265|138
1298102984568|412316900265|1206
1298102984568|412316900265|3072
1298102984568|412316900265|9317
1271161666165|68719516597|138
1271161666165|68719516597|1206
1271161666165|68719516597|5183
1342447355563|1030792190913|138
1348302614279|1099511667661|138
1348302614279|1099511667661|417
1339908752472|962072714201|138
1287910353368|274877946853|138
1287910353368|274877946853|2786
1287910353368|274877946853|3072
1345281040926|1030792190961|138
1283920320685|274877946877|138
1283920320685|274877946877|1760
1283920320685|274877946877|2119
1283920320685|274877946877|2871
1335898884844|893353237513|138
1335898884844|893353237513|416
1317761856449|687194807317|138
1317761856449|687194807317|4844
1287940812332|274877946913|138
1287940812332|274877946913|1999
1286569570327|274877946925|138
1286569570327|274877946925|2786
1352067124991|1099511667769|138
1352067124991|1099511667769|1548
1296672362849|412316900421|138
1296672362849|412316900421|588
1296672362849|412316900421|2794
1310892060089|618475330641|138
1310892060089|618475330641|205
1310892060089|618475330641|1504
1310892060089|618475330641|2781
1272735511369|68719516765|138
1272735511369|68719516765|2786
1272735511369|68719516765|9317
1321423751842|755914284137|138
1321423751842|755914284137|544
1321423751842|755914284137|1999
1332663849561|893353237621|138
1332663849561|893353237621|1504
1263941778866|40065|138
1263941778866|40065|2781
1263941778866|40065|2786
1351383305811|1099511667853|138
1351383305811|1099511667853|3072
1351383305811|1099511667853|4844
1294170844669|412316900505|138
1294170844669|412316900505|1206
1305060197062|549755853989|138
1305060197062|549755853989|2871
1305060197062|549755853989|3072
1306830975232|549755854001|138
1306830975232|549755854001|4844
1320256398510|687194807485|138
1320256398510|687194807485|139
1320256398510|687194807485|205
1320256398510|687194807485|1760
1320256398510|687194807485|2119
1320256398510|687194807485|2781
1346543270965|1030792191177|138
1346543270965|1030792191177|205
1346543270965|1030792191177|417
1346543270965|1030792191177|458
1342576948805|1030792191189|138
1342576948805|1030792191189|1548
1321287869719|755914284257|138
1321287869719|755914284257|205
1321287869719|755914284257|417
1321287869719|755914284257|7517
1351946591606|1099511667949|138
1351946591606|1099511667949|1180
1349336801564|1099511667961|138
1307803147248|549755854085|138
1307803147248|549755854085|1667
1317039411148|687194807569|138
1317039411148|687194807569|2786
1317234065054|687194807581|138
1317234065054|687194807581|2794
1317234065054|687194807581|9317
1332867287764|893353237801|138
1332867287764|893353237801|544
1332867287764|893353237801|2057
1332867287764|893353237801|2794
1339063695033|962072714549|138
1276039703892|137438993724|138
1276039703892|137438993724|1548
1276039703892|137438993724|2119
1344122185634|1030792191304|138
1344122185634|1030792191304|565
1287747408652|274877947220|138
1286397375221|274877947232|138
1286397375221|274877947232|2794
1277610723144|137438993773|138
1277610723144|137438993773|2057
1277610723144|137438993773|2786
1276648821099|137438993785|563
1276648821099|137438993785|12672
1276687656099|137438993793|563
1276687656099|137438993793|5853
1276687656099|137438993793|6440
1276687656099|137438993793|11581
1276687656099|137438993793|13170
1276720686099|137438993801|563
1276720686099|137438993801|597
1276720686099|137438993801|7550
1276720686099|137438993801|7911
1274979831013|137438993809|6
1274979831013|137438993809|2954
1274979831013|137438993809|3156
1274979831013|137438993809|7217
1274979831013|137438993809|9563
1272092490687|68719517081|593
1272092490687|68719517081|1689
1274922321013|137438993825|3156
1272183435687|68719517097|1689
1272183435687|68719517097|2777
1272183435687|68719517097|2908
1272183435687|68719517097|9150
1272183435687|68719517097|9334
1274988111013|137438993841|2901
1274988111013|137438993841|3156
1274988111013|137438993841|9090
1274966151013|137438993849|3025
1274966151013|137438993849|3156
1274966151013|137438993849|4849
1274966151013|137438993849|7559
1274966151013|137438993849|14450
1274978166013|137438993857|2032
1274978166013|137438993857|3156
1274978166013|137438993857|6136
1274978166013|137438993857|9078
1274978166013|137438993857|9195
1274978166013|137438993857|9228
1274978166013|137438993857|10223
1274978166013|137438993857|14058
1272216465687|68719517129|1689
1272216465687|68719517129|7648
1272216465687|68719517129|9173
1272216465687|68719517129|9599
1272216465687|68719517129|10234
1272216465687|68719517129|11694
1272216465687|68719517129|12500
1276644096099|137438993873|563
1274974836013|137438993881|3156
1274974836013|137438993881|9256
1274974836013|137438993881|13628
1274974836013|137438993881|13818
1276661106099|137438993889|563
1276661106099|137438993889|5076
1276661106099|137438993889|11252
1276661106099|137438993889|11541
1276661106099|137438993889|12897
1272281940687|68719517161|1689
1272281940687|68719517161|2010
1272281940687|68719517161|2858
1272281940687|68719517161|5102
1272281940687|68719517161|9334
1272281940687|68719517161|13823
1276632036099|137438993905|563
1276632036099|137438993905|10411
1276632036099|137438993905|11428
1276697691099|137438993913|563
1276697691099|137438993913|5197
1276697691099|137438993913|7396
1276697691099|137438993913|9250
1276697691099|137438993913|9267
1276697691099|137438993913|11721
1276697691099|137438993913|13377
1276689816099|137438993921|563
1276689816099|137438993921|1179
1276689816099|137438993921|9340
1276689816099|137438993921|14057
1276609176099|137438993929|563
1276609176099|137438993929|1026
1276609176099|137438993929|7524
1276609176099|137438993929|9100
1276609176099|137438993929|9287
1276707636099|137438993937|9
1276707636099|137438993937|563
1276707636099|137438993937|2965
1276707636099|137438993937|5066
1276707636099|137438993937|11563
1276707636099|137438993937|12170
1276707636099|137438993937|12459
1276707636099|137438993937|14131
1276762761099|137438993945|563
1276762761099|137438993945|1952
1276762761099|137438993945|6444
1276762761099|137438993945|7960
1276762761099|137438993945|8344
1274917281013|137438993954|2857
1274917281013|137438993954|3156
1274917281013|137438993954|5126
1274917281013|137438993954|6403
1274917281013|137438993954|7538
1274917281013|137438993954|8565
1274917281013|137438993954|9058
1274917281013|137438993954|9084
1274917281013|137438993954|9157
1274917281013|137438993954|11712
1275015696013|137438993962|2923
1275015696013|137438993962|3156
1275015696013|137438993962|7549
1274930736013|137438993970|779
1274930736013|137438993970|2015
1274930736013|137438993970|3156
1274930736013|137438993970|6738
1276681671099|137438993978|290
1276681671099|137438993978|563
1276681671099|137438993978|3003
1276681671099|137438993978|6451
1276681671099|137438993978|6862
1276681671099|137438993978|7569
1274892351013|137438993986|2073
1274892351013|137438993986|3156
1274892351013|137438993986|5214
1274892351013|137438993986|8143
1274892351013|137438993986|9275
1274892351013|137438993986|11406
1272155490687|68719517258|1669
1272155490687|68719517258|1689
1272155490687|68719517258|2063
1272155490687|68719517258|5107
1272155490687|68719517258|5795
1272155490687|68719517258|6361
1272155490687|68719517258|7226
1272155490687|68719517258|12303
1274980461012|137438994002|3068
1274980461012|137438994002|3156
1274980461012|137438994002|5804
1274980461012|137438994002|9100
1274980461012|137438994002|10298
1276683651099|137438994010|563
1276683651099|137438994010|2042
1276683651099|137438994010|7572
1276683651099|137438994010|9831
1276701426099|137438994018|563
1276701426099|137438994018|5127
1276701426099|137438994018|5765
1276701426099|137438994018|7576
1276701426099|137438994018|7886
1276701426099|137438994018|9225
1276701426099|137438994018|14734
1276658361099|137438994026|563
1276658361099|137438994026|2009
1274984151013|137438994034|1761
1274984151013|137438994034|3004
1274984151013|137438994034|3156
1274984151013|137438994034|4979
1274984151013|137438994034|9050
1274984151013|137438994034|9325
1274984151013|137438994034|9675
1274984151013|137438994034|10694
1276708986099|137438994042|563
1276708986099|137438994042|5848
1276708986099|137438994042|6100
1276708986099|137438994042|10567
1276708986099|137438994042|12568
1274991531013|137438994050|3080
1274991531013|137438994050|3156
1274991531013|137438994050|5104
1274991531013|137438994050|6071
1274991531013|137438994050|9040
1274991531013|137438994050|10174
1274991531013|137438994050|10441
1274991531013|137438994050|13563
1276727526099|137438994058|563
1276727526099|137438994058|5103
1276727526099|137438994058|6184
1276727526099|137438994058|9042
1276727526099|137438994058|12702
1276727526099|137438994058|15027
1283112184449|206158470802|125
1285254159196|274877947544|125
1285254159196|274877947544|1173
1285254159196|274877947544|5829
1285254159196|274877947544|6981
1285254159196|274877947544|7776
1331341616805|893353238174|125
1331341616805|893353238174|2006
1297784546273|412316901028|2206
1297784546273|412316901028|11089
1302817013472|481036377779|1408
1302817013472|481036377779|1680
1302817013472|481036377779|2928
1302817013472|481036377779|9163
1297827971273|412316901058|2206
1297827971273|412316901058|2953
1297827971273|412316901058|5074
1325772141509|755914284753|295
1325772141509|755914284753|1202
1325772141509|755914284753|1444
1325772141509|755914284753|2853
1323996363516|755914284768|528
1323996363516|755914284768|2077
1323996363516|755914284768|2844
1323996363516|755914284768|5063
1353255257040|1168231145204|528
1353255257040|1168231145204|780
1353255257040|1168231145204|2880
1340754533570|962072715016|528
1340754533570|962072715016|2880
1327667277128|824633761564|528
1327667277128|824633761564|780
1327667277128|824633761564|2037
1334491325341|893353238320|528
1334491325341|893353238320|3059
1280387340243|206158470980|528
1297804256273|412316901208|2206
1297804256273|412316901208|3002
1297804256273|412316901208|5258
1297804256273|412316901208|7514
1297804256273|412316901208|14734
1297812626273|412316901214|2206
1297811636273|412316901220|776
1297811636273|412316901220|2206
1297811636273|412316901220|6419
1297811636273|412316901220|11654
1297754036273|412316901226|543
1297754036273|412316901226|1992
1297754036273|412316901226|2206
1297754036273|412316901226|2966
1297754036273|412316901226|3038
1297754036273|412316901226|6962
1297754036273|412316901226|9138
1297754036273|412316901226|9256
1297754036273|412316901226|12821
1301187321739|481036377968|148
1301187321739|481036377968|1860
1301187321739|481036377968|2815
1301187321739|481036377968|2828
1301187321739|481036377968|14968
1297778876273|412316901238|441
1297778876273|412316901238|1201
1297778876273|412316901238|2206
1297778876273|412316901238|2784
1344277531935|1030792192167|4
1344277531935|1030792192167|139
1344277531935|1030792192167|1421
1344277531935|1030792192167|2819
1344277531935|1030792192167|3044
1338727187080|962072715451|4
1338727187080|962072715451|1021
1338727187080|962072715451|1988
1331849352568|893353238735|4
1341679186333|962072715491|4
1341679186333|962072715491|1021
1341679186333|962072715491|7509
1266131767171|41207|4
1266131767171|41207|545
1266131767171|41207|2096
1266131767171|41207|9040
1266131767171|41207|11745
1331984623060|893353238794|4
1331984623060|893353238794|139
1331984623060|893353238794|812
1331984623060|893353238794|2809
1331984623060|893353238794|2835
1331984623060|893353238794|10526
1270916836835|68719517982|4
1270916836835|68719517982|812
1270916836835|68719517982|2096
1317714621011|687194808626|4
1317714621011|687194808626|142
1317714621011|687194808626|7509
1286266185830|274877948230|1734
1286266185830|274877948230|5167
1286266185830|274877948230|7324
1286266185830|274877948230|9235
1286266185830|274877948230|12016
1319329179382|687194808666|574
1319329179382|687194808666|1944
1319329179382|687194808666|5092
1319329179382|687194808666|5276
1286250480830|274877948270|58
1286250480830|274877948270|565
1286250480830|274877948270|1734
1286250480830|274877948270|8582
1286250480830|274877948270|9256
1286250480830|274877948270|10777
1286250480830|274877948270|12297
1286249310830|274877948290|1734
1286249310830|274877948290|5965
1286249310830|274877948290|6991
1286249310830|274877948290|7012
1286249310830|274877948290|7525
1333719201770|893353238934|1410
1333719201770|893353238934|1653
1333719201770|893353238934|2809
1333719201770|893353238934|9045
1325703606509|755914285482|1189
1325703606509|755914285482|1444
1325703606509|755914285482|3036
1325703606509|755914285482|6949
1325703606509|755914285482|7563
1325703606509|755914285482|12469
1319300424382|687194808766|1644
1319300424382|687194808766|1944
1319300424382|687194808766|2880
1319300424382|687194808766|6401
1319300424382|687194808766|9284
1319300424382|687194808766|13109
1283321085039|206158472050|138
1283321085039|206158472050|3023
1276398569191|137438995332|138
1276398569191|137438995332|2787
1276398569191|137438995332|2836
1319626333031|687194809238|138
1319626333031|687194809238|2794
1319626333031|687194809238|2920
1292951234709|343597425576|138
1292951234709|343597425576|2787
1323095561150|755914286010|138
1323095561150|755914286010|2836
1323095561150|755914286010|7547
1306515496603|549755855820|138
1306515496603|549755855820|1617
1306515496603|549755855820|2777
1306515496603|549755855820|2794
1306515496603|549755855820|2864
1285254770641|274877948893|138
1285254770641|274877948893|2777
1267638983714|68719518703|138
1297144669916|412316902401|138
1297144669916|412316902401|1031
1297144669916|412316902401|1997
1297144669916|412316902401|11766
1299538178423|481036379155|138
1282678978200|206158472229|138
1282678978200|206158472229|278
1282678978200|206158472229|1031
1282678978200|206158472229|2794
1282678978200|206158472229|2920
1282678978200|206158472229|5198
1282678978200|206158472229|7547
1270519394027|68719518774|138
1270519394027|68719518774|469
1270519394027|68719518774|1617
1270519394027|68719518774|11766
1328865104293|824633762888|138
1328865104293|824633762888|2777
1328865104293|824633762888|4844
1328865104293|824633762888|10430
1298785368934|412316902490|138
1298785368934|412316902490|1987
1299794319568|481036379244|138
1299794319568|481036379244|2818
1299794319568|481036379244|3087
1345984376648|1030792193150|138
1345984376648|1030792193150|2807
1345984376648|1030792193150|2813
1345984376648|1030792193150|2864
1301857542435|481036379280|138
1339886869308|962072716450|138
1339886869308|962072716450|469
1339886869308|962072716450|1617
1339886869308|962072716450|2864
1339886869308|962072716450|5198
1339886869308|962072716450|7959
1272896464559|68719518900|138
1272896464559|68719518900|3087
1272896464559|68719518900|7547
1305204044761|549755856069|138
1307266032170|549755856087|138
1265825238966|42216|138
1265825238966|42216|3019
1265825238966|42216|3023
1331063896057|824633763066|138
1331063896057|824633763066|5699
1331606100578|893353239820|138
1266588178647|42270|138
1291206996031|343597425968|138
1291206996031|343597425968|2794
1321721951276|755914286401|138
1321721951276|755914286401|12267
1265731815872|42323|138
1265731815872|42323|278
1265731815872|42323|2816
1265731815872|42323|2920
1265731815872|42323|7547
1265731815872|42323|12267
1277576755394|137438995813|138
1277576755394|137438995813|2777
1277576755394|137438995813|11312
1275573443984|137438995831|566
1275573443984|137438995831|1525
1275573443984|137438995831|7985
1275573443984|137438995831|9255
1283102493337|206158472578|469
1283102493337|206158472578|561
1283102493337|206158472578|2044
1283102493337|206158472578|3062
1283102493337|206158472578|5060
1283102493337|206158472578|6945
1283102493337|206158472578|7561
1283102493337|206158472578|9059
1283102493337|206158472578|9234
1283102493337|206158472578|11746
1284539247294|274877949323|1339
1284539247294|274877949323|5115
1284539247294|274877949323|6949
1284539247294|274877949323|7039
1284539247294|274877949323|10738
1275631493984|137438995863|1193
1275631493984|137438995863|1525
1275631493984|137438995863|6642
1275631493984|137438995863|7697
1275631493984|137438995863|9278
1336081232420|893353239971|447
1336081232420|893353239971|10149
1284617727294|274877949359|1339
1284617727294|274877949359|2957
1284617727294|274877949359|7094
1284617727294|274877949359|7597
1284617727294|274877949359|9141
1284617727294|274877949359|11089
1327893427584|824633763259|127
1327893427584|824633763259|796
1327893427584|824633763259|10419
1275554543984|137438995911|1525
1275554543984|137438995911|2891
1275554543984|137438995911|3084
1275554543984|137438995911|6528
1275554543984|137438995911|6970
1275554543984|137438995911|8583
1275554543984|137438995911|9114
1336013102420|893353240019|447
1336013102420|893353240019|586
1336013102420|893353240019|6989
1336013102420|893353240019|9045
1336013102420|893353240019|9466
1283071218337|206158472670|561
1283071218337|206158472670|2849
1283071218337|206158472670|3054
1283071218337|206158472670|7580
1276657326099|137438995946|563
1276657326099|137438995946|7309
1276657326099|137438995946|14475
1283139123337|206158472694|561
1283139123337|206158472694|806
1283139123337|206158472694|1765
1283139123337|206158472694|2953
1283139123337|206158472694|11733
1283139123337|206158472694|11755
1276775091099|137438995970|563
1276775091099|137438995970|5002
1276775091099|137438995970|5074
1276775091099|137438995970|5162
1276775091099|137438995970|9662
1284486417294|274877949453|417
1284486417294|274877949453|1339
1284486417294|274877949453|9067
1284486417294|274877949453|12085
1284486417294|274877949453|13179
1276676721099|137438995992|563
1276676721099|137438995992|1761
1276676721099|137438995992|5822
1276676721099|137438995992|12450
1276720416099|137438996004|563
1276720416099|137438996004|15461
1284481782294|274877949488|1339
1284481782294|274877949488|3035
1284481782294|274877949488|3052
1284481782294|274877949488|5067
1284481782294|274877949488|7572
1284481782294|274877949488|11786
1276691616099|137438996028|563
1276691616099|137438996028|3055
1276691616099|137438996028|9246
1276691616099|137438996028|11983
1284554952294|274877949512|1022
1284554952294|274877949512|1339
1284554952294|274877949512|2878
1284554952294|274877949512|2900
1284554952294|274877949512|5732
1284554952294|274877949512|6389
1284554952294|274877949512|11488
1284554952294|274877949512|15259
1275559268984|137438996051|1525
1275559268984|137438996051|5149
1275559268984|137438996051|6950
1275559268984|137438996051|9961
1275597023984|137438996063|1525
1275597023984|137438996063|1677
1275597023984|137438996063|4944
1275597023984|137438996063|8913
1275597023984|137438996063|9231
1275597023984|137438996063|9247
1275597023984|137438996063|12040
1283143893337|206158472811|561
1283143893337|206158472811|5792
1283143893337|206158472811|9180
1276734546099|137438996087|563
1276734546099|137438996087|3019
1276734546099|137438996087|10562
1276734546099|137438996087|12039
1276734546099|137438996087|12260
1276707726099|137438996099|563
1276707726099|137438996099|1205
1276707726099|137438996099|5762
1276707726099|137438996099|6819
1276707726099|137438996099|11189
1276707726099|137438996099|13301
1276689141099|137438996111|563
1276689141099|137438996111|5057
1276689141099|137438996111|5875
1276689141099|137438996111|8211
1275627758984|137438996123|543
1275627758984|137438996123|1525
1275627758984|137438996123|12352
1335897542420|893353240231|447
1335897542420|893353240231|1189
1335897542420|893353240231|2008
1335897542420|893353240231|2794
1335897542420|893353240231|6767
1335897542420|893353240231|7017
1335897542420|893353240231|7517
1283225433337|206158472883|561
1283225433337|206158472883|9177
1283225433337|206158472883|9317
1283225433337|206158472883|9332
1275608858984|137438996159|786
1275608858984|137438996159|1525
1275608858984|137438996159|1984
1275608858984|137438996159|2951
1275608858984|137438996159|6418
1275608858984|137438996159|9143
1275608858984|137438996159|11700
1276717086099|137438996171|563
1276717086099|137438996171|7543
1275577988984|137438996183|1525
1275577988984|137438996183|5043
1275577988984|137438996183|6433
1275577988984|137438996183|6798
1275577988984|137438996183|7538
1275577988984|137438996183|8707
1275577988984|137438996183|10636
1275577988984|137438996183|11103
1275577988984|137438996183|11709
1335995462420|893353240291|447
1335995462420|893353240291|3068
1335995462420|893353240291|7555
1335995462420|893353240291|9404
1276745706099|137438996207|563
1276745706099|137438996207|5532
1276745706099|137438996207|14309
1284495957294|274877949691|1339
1284495957294|274877949691|2073
1284495957294|274877949691|2916
1284495957294|274877949691|5118
1274071196766|137438996231|146
1349392893560|1099511670550|146
1289864764847|343597426469|146
1353799297572|1168231147316|146
1353799297572|1168231147316|2072
1333176674752|893353240387|146
1333176674752|893353240387|1615
1271881506784|68719519570|146
1271881506784|68719519570|2021
1305283974028|549755856737|146
1305283974028|549755856737|2072
1307611950190|549755856752|146
1275051537200|137438996351|146
1344078275871|1030792193934|1167
1344078275871|1030792193934|1998
1302794513472|481036380060|1408
1302794513472|481036380060|2811
1302794513472|481036380060|7590
1302794513472|481036380060|11431
1302794513472|481036380060|11700
1302767288472|481036380074|1408
1302767288472|481036380074|5156
1302767288472|481036380074|5434
1302767288472|481036380074|8565
1302767288472|481036380074|9193
1302767288472|481036380074|10227
1319290704382|687194810296|1944
1319290704382|687194810296|2095
1319290704382|687194810296|6999
1302730253472|481036380102|1408
1302730253472|481036380102|9138
1302730253472|481036380102|11604
1302730253472|481036380102|14074
1302730253472|481036380102|14830
1304800271249|549755856852|1410
1304800271249|549755856852|2058
1304800271249|549755856852|2975
1304800271249|549755856852|7017
1331516101781|893353240546|6
1340298371839|962072717284|6
1340298371839|962072717284|1024
1276728516099|137438996455|563
1276728516099|137438996455|784
1276728516099|137438996455|2071
1276728516099|137438996455|3055
1276728516099|137438996455|6740
1276728516099|137438996455|7015
1276728516099|137438996455|11406
1276714476099|137438996457|563
1276714476099|137438996457|1172
1276714476099|137438996457|5057
1276714476099|137438996457|5546
1276714476099|137438996457|9224
1318256146921|687194810686|65
1294656376502|412316903744|65
1332520803011|893353240898|65
1300473558393|481036380484|65
1306614233749|549755857222|65
1337979569668|962072717640|65
1337979569668|962072717640|3111
1349696674893|1099511671114|65
1274967636013|137438996812|1992
1274967636013|137438996812|2962
1274967636013|137438996812|3156
1274967636013|137438996812|9213
1275062946013|137438996826|3156
1275062946013|137438996826|6106
1275062946013|137438996826|6175
1275062946013|137438996826|7273
1275062946013|137438996826|9904
1275062946013|137438996826|11509
1274991756013|137438996840|2833
1274991756013|137438996840|3156
1274991756013|137438996840|6389
1274991756013|137438996840|9027
1284382602294|274877950326|1339
1284382602294|274877950326|1671
1284382602294|274877950326|5371
1284382602294|274877950326|7435
1284382602294|274877950326|7589
1284382602294|274877950326|11628
1284537357294|274877950340|1339
1284537357294|274877950340|2853
1284537357294|274877950340|2966
1284537357294|274877950340|4991
1284537357294|274877950340|7519
1284537357294|274877950340|11621
1301461436666|481036380562|777
1301461436666|481036380562|4854
1301461436666|481036380562|6991
1274996526013|137438996896|2093
1274996526013|137438996896|2914
1274996526013|137438996896|3156
1274996526013|137438996896|5080
1274996526013|137438996896|5090
1274996526013|137438996896|7318
1293695029824|343597427118|1933
1293695029824|343597427118|2118
1293695029824|343597427118|7690
1293695029824|343597427118|7823
1293695029824|343597427118|11728
1293732019824|343597427130|1933
1293732019824|343597427130|5154
1293732019824|343597427130|6375
1293732019824|343597427130|6652
1293732019824|343597427130|10687
1285847251916|274877950407|1602
1285847251916|274877950407|2826
1285847251916|274877950407|2845
1285847251916|274877950407|8190
1285847251916|274877950407|11090
1293690079824|343597427156|1933
1293690079824|343597427156|9301
1293690079824|343597427156|10449
1274973441013|137438997277|1615
1274973441013|137438997277|3156
1274973441013|137438997277|10722
1298315972853|412316904541|268
1347528235355|1099511671922|268
1347528235355|1099511671922|1991
1274268712292|137438997638|268
1274268712292|137438997638|567
1274268712292|137438997638|2843
1277790423162|137438997659|1406
1277790423162|137438997659|2870
1277790423162|137438997659|2961
1277790423162|137438997659|10194
1277790423162|137438997659|11377
1308108965095|549755858095|2423
1308108965095|549755858095|9028
1308108965095|549755858095|9045
1308108965095|549755858095|11673
1277853603162|137438997699|1406
1277853603162|137438997699|1985
1277853603162|137438997699|5872
1277853603162|137438997699|6394
1277853603162|137438997699|6542
1277853603162|137438997699|10203
1277853603162|137438997699|10347
1277901393162|137438997719|1406
1277901393162|137438997719|5157
1277901393162|137438997719|8304
1277901393162|137438997719|13179
1323763371284|755914288670|278
1323763371284|755914288670|2076
1309918691337|549755858470|278
1309918691337|549755858470|2907
1277342379421|137438998062|278
1332858254174|893353242166|278
1332858254174|893353242166|1451
1269927960269|68719521342|278
1269927960269|68719521342|1747
1269927960269|68719521342|2907
1295724895205|412316905030|278
1295724895205|412316905030|6354
1317859896972|687194811982|278
1335833480637|893353242198|278
1335833480637|893353242198|1451
1301872555687|481036381790|278
1332725063238|893353242214|278
1271566261386|68719521390|278
1271566261386|68719521390|1174
1300840706446|481036381822|278
1318005864735|687194812038|540
1318005864735|687194812038|5118
1318005864735|687194812038|7358
1318005864735|687194812038|11223
1318005864735|687194812038|11650
1270566335151|68719521422|247
1270566335151|68719521422|11307
1270566335151|68719521422|14363
1318021659735|687194812054|540
1318021659735|687194812054|6416
1347630526623|1099511672478|1750
1315952094266|687194812080|1750
1274362717323|137438998212|1750
1305369652548|549755858648|1750
1346209032645|1030792195819|1750
1283049978337|206158475007|561
1283049978337|206158475007|784
1283049978337|206158475007|2829
1283049978337|206158475007|7590
1283049978337|206158475007|9293
1283049978337|206158475007|11558
1283049978337|206158475007|13211
1270609445151|68719521541|247
1270609445151|68719521541|5670
1270609445151|68719521541|6324
1287714462975|274877951754|570
1287714462975|274877951754|993
1287714462975|274877951754|1178
1287714462975|274877951754|2862
1283137413336|206158475023|561
1283137413336|206158475023|9117
1283137413336|206158475023|11896
1283137413336|206158475023|12171
1283137413336|206158475023|12300
1283135568336|206158475028|561
1283135568336|206158475028|2859
1283135568336|206158475028|7574
1283135568336|206158475028|9279
1270578125151|68719521561|139
1270578125151|68719521561|247
1270578125151|68719521561|5108
1270578125151|68719521561|7177
1287733677975|274877951774|993
1287733677975|274877951774|2806
1287733677975|274877951774|3022
1287733677975|274877951774|9154
1287724497975|274877951779|804
1287724497975|274877951779|993
1287724497975|274877951779|2065
1287724497975|274877951779|6980
